,CODE_INSEE,TX_POVERTY,TX_NSCOL15P,TX_MENSEUL,TX_FAMMONO,TX_65ETPLUS,TX_25ETMOINS,TX_DEMANDEUR_EMPLOIS,COUVERTURE_HD_THD
0,2A001,,47.72458433281084,22.35050115295815,9.322384878071988,21.6625668928573,10.902030771049516,,1.0
1,2A004,27.44133337018713,47.0063816824639,26.648288818446517,14.04994922185066,26.619498037746343,11.4257596925019,13.06266289327703,1.0
2,2A006,17.82608695652174,45.656989613340606,20.245461121458717,9.324806989826428,21.22415308739524,10.888845604046589,,1.0
3,2A008,,41.22773367698849,33.37612323491651,9.627727856225935,36.3850836907156,6.076146281800775,,1.0
4,2A011,,47.72727272727272,48.14814814814814,3.7037037037037015,40.90909090909101,11.363636363636381,,1.0
5,2A014,,56.45161290322582,23.07692307692308,7.6923076923076925,35.483870967741936,12.903225806451614,,1.0
6,2A017,21.087160262418,47.36629260057779,21.51805191938438,10.566169248313962,22.14067687950137,10.920224868936284,,1.0
7,2A018,,56.73758865248226,34.21052631578948,10.526315789473683,22.69503546099291,11.347517730496454,,1.0
8,2A019,,56.86274509803925,63.88888888888884,5.555555555555537,56.862745098039134,1.9607843137254892,,1.0
9,2A021,,60.273972602739725,35.0,12.5,47.94520547945205,6.849315068493151,,1.0
10,2A022,,70.12987012987013,29.72972972972973,10.810810810810812,38.96103896103896,7.792207792207793,,1.0
11,2A024,,59.88372093023256,28.57142857142857,6.593406593406594,33.72093023255814,3.4883720930232562,,1.0
12,2A026,,47.468354430379755,38.75,11.25,27.21518987341772,12.025316455696206,,1.0
13,2A027,,70.0,51.612903225806456,3.2258064516129035,38.0,12.0,,1.0
14,2A028,,64.61538461538443,61.176470588235276,12.941176470588285,35.38461538461522,9.999999999999966,,1.0
15,2A031,,49.57264957264968,44.237918215613405,10.408921933085498,37.17948717948718,4.914529914529913,,1.0
16,2A032,22.21276595744681,42.91738125647477,27.504244482173235,10.130164119977346,24.38592478312812,10.122459343939983,,1.0
17,2A035,,36.48648648648648,32.0,8.0,26.35135135135135,7.432432432432432,,1.0
18,2A038,,14.999999999999984,31.818181818181817,13.636363636363635,30.000000000000004,7.500000000000001,,1.0
19,2A040,,52.20525077491882,38.780875942710814,7.652390507161137,31.848227956828648,10.030996750942986,,1.0
20,2A041,23.01255230125523,54.18574600938253,34.49502133712666,9.601706970128063,25.46222604812443,11.827155319078887,,1.0
21,2A048,,40.700046526609704,33.7165497531823,8.865939204988338,30.940195411760545,6.048459253426883,,1.0
22,2A056,,43.877551020408156,44.82758620689656,13.79310344827586,35.714285714285715,8.16326530612245,,1.0
23,2A060,,30.90909090909091,21.428571428571427,10.714285714285714,27.27272727272727,3.636363636363636,,1.0
24,2A061,,48.51485148514855,35.71428571428563,12.5,41.58415841584158,4.950495049504943,,1.0
25,2A062,,63.681225758166676,33.128382073183474,10.749695440548587,23.95037163239048,12.358766205424528,,1.0
26,2A064,,68.75,31.25,6.25,56.25,0.0,,1.0
27,2A065,,43.99308556611927,41.12000000000001,11.52,29.90492653414002,8.902333621434746,,1.0
28,2A066,,46.296296296296255,54.83870967741925,3.225806451612901,44.44444444444446,11.111111111111104,,1.0
29,2A070,,50.997150997151,45.23809523809525,11.428571428571427,39.88603988603989,4.843304843304843,,1.0
30,2A071,,60.655737704918145,43.518518518518455,10.18518518518521,28.41530054644814,8.196721311475427,,1.0
31,2A085,,43.80748052732671,31.150159744408942,11.821086261980824,29.81639962780715,10.424094839860821,,1.0
32,2A089,,57.69230769230769,40.84507042253522,23.943661971830984,50.769230769230774,3.0769230769230766,,1.0
33,2A090,,47.97545802106447,35.90377401862868,5.940739772227798,41.77510224769356,6.9150579492158455,,1.0
34,2A091,,57.05521472392656,34.83146067415734,12.359550561797805,47.85276073619631,7.361963190184044,,1.0
35,2A092,,49.73767051416579,37.09981167608286,9.792843691148775,34.20776495278069,7.869884575026232,,1.0
36,2A094,,60.317460317460316,41.66666666666667,2.7777777777777777,53.96825396825397,4.761904761904762,,1.0
37,2A098,,44.40894568690097,32.64705882352933,10.0,40.73482428115019,6.23003194888179,,1.0
38,2A099,,65.80086580086575,41.085271317829495,9.302325581395348,40.25974025974032,6.926406926406939,,1.0
39,2A100,,50.000000000000064,36.11111111111104,2.777777777777781,54.83870967741936,0.0,,1.0
40,2A103,24.83277591973244,50.76004639782242,22.814223704557467,10.233896857063467,24.837995444833393,11.535817285656993,,1.0
41,2A104,,39.589769623785664,22.179686838106303,11.550098669167815,21.01428577070708,10.618356214054524,,1.0
42,2A108,,63.366336633663366,44.16666666666666,8.333333333333332,45.54455445544555,6.930693069306932,,1.0
43,2A114,,51.54060097872461,33.933556088320984,9.80667075015107,23.85991023469853,9.475164968142769,,1.0
44,2A115,,48.43750000000008,32.30769230769228,9.230769230769239,22.656250000000014,11.718750000000027,,1.0
45,2A117,,41.558441558441565,35.8974358974359,23.07692307692308,50.649350649350644,5.194805194805196,,1.0
46,2A118,,59.239130434782496,40.90909090909094,11.818181818181865,29.89130434782617,6.521739130434799,,1.0
47,2A119,,40.310077519380016,57.49999999999999,7.4999999999999964,44.18604651162792,6.2015503875969085,,1.0
48,2A127,,42.66666666666667,35.714285714285715,9.523809523809524,33.33333333333333,10.666666666666668,,1.0
49,2A128,,52.70270270270281,38.095238095238095,2.380952380952384,45.94594594594595,6.756756756756754,,1.0
50,2A129,,58.33333333333334,40.90909090909091,4.545454545454546,47.22222222222222,2.7777777777777777,,1.0
51,2A130,20.130475302889096,41.16865869853911,36.75476336816234,9.711124769514488,30.77689243027893,8.764940239043838,,1.0
52,2A131,,45.911949685534594,42.352941176470594,14.117647058823529,52.20125786163522,6.289308176100628,,1.0
53,2A132,,43.38235294117647,36.98630136986301,12.32876712328767,35.29411764705883,6.617647058823531,,1.0
54,2A133,,48.83720930232553,36.98630136986301,12.328767123287669,43.41085271317842,6.201550387596914,,1.0
55,2A139,,49.59411550616746,30.422734798998093,8.742033140024578,19.739740256217786,12.43648939425365,,1.0
