Operateur;X;Y;C2G;C3G;C4G
34020;-61.4872288;16.3077785;1;1;1
34020;-61.4255622;16.3758341;1;1;1
34020;-61.4869511;16.3833341;1;1;1
34020;-61.5233400;16.4172230;1;1;1
34020;-61.4530622;16.4608342;1;1;1
34020;-61.5955622;16.2244451;1;1;1
34020;-61.5608399;16.2411118;1;1;1
34020;-61.5869511;16.2505563;1;1;1
34020;-61.5872288;16.2672229;1;1;1
34020;-61.6566733;16.1861118;1;1;1
34020;-61.7016734;16.2722229;1;1;1
34020;-61.4763954;16.2163896;1;1;1
34020;-61.6938955;16.3266673;1;1;1
34020;-61.7625067;16.3322229;1;1;1
34020;-61.7877845;16.2905562;1;0;0
34020;-61.7902845;16.2511117;1;1;0
34020;-61.7841734;16.2402784;1;1;0
34020;-61.7727845;16.1383340;1;1;0
34020;-61.7594511;16.1027784;1;1;0
34020;-61.7577844;16.0544450;1;1;0
34020;-61.7425066;16.0305562;1;1;1
34020;-61.6905622;16.0291673;1;1;1
34020;-61.6911177;15.9969450;1;1;0
34020;-61.6580622;15.9944451;1;0;0
34020;-61.6066733;16.0441673;1;1;1
34020;-61.6066733;15.9997228;1;1;1
34020;-61.5625066;16.0500006;1;1;1
34020;-61.5783400;16.1211117;1;1;1
34020;-61.6327844;15.9822228;1;1;0
34020;-61.2208398;15.9047228;1;0;0
34020;-61.5350067;16.2475007;1;1;1
34020;-61.5313955;16.2400007;1;1;1
34020;-61.5594511;16.2516674;1;1;1
34020;-61.6147289;16.2125007;1;1;1
34020;-61.5722289;16.2416674;1;1;1
34020;-61.4936177;16.2427785;1;1;1
34020;-61.7302844;15.9941673;1;1;1
34020;-61.6550066;15.9769451;1;1;0
34020;-61.2130621;16.2555563;1;1;0
34020;-61.4675066;16.2375007;1;0;0
34020;-61.5027844;16.3338896;1;1;1
34020;-61.7357277;16.3463623;1;1;1
34020;-61.6013952;16.1514969;1;1;1
34020;-61.6808921;16.2666626;1;1;1
34020;-61.3911177;16.3325008;1;1;0
34020;-61.3269510;16.3050008;1;1;0
34020;-61.5252844;16.2369452;1;1;1
34020;-61.5088955;16.2752785;1;1;1
34020;-61.4638955;16.3316674;1;1;0
34020;-61.6405622;16.2683340;1;1;1
34020;-61.7400067;16.1922229;1;1;0
34020;-61.5988955;16.1969451;1;1;1
34020;-61.0713954;16.3080563;1;0;0
34020;-61.3088954;15.8975006;1;0;0
34020;-61.3055621;15.9538895;1;0;0
34020;-61.5858399;15.8672227;1;0;0
34020;-61.4272288;16.3125007;1;1;0
34020;-61.5896467;16.2525804;1;1;0
34020;-61.4078399;16.3970837;1;1;1
34020;-61.4539582;16.3673766;1;1;1
34020;-61.4625816;16.3989893;1;1;1
34020;-61.5020010;16.2615753;1;1;1
34002;-61.454900000000002;16.2849;1;1;1
34002;-61.327300000000001;16.254899999999999;1;1;1
34002;-61.212699999999998;16.255700000000001;1;1;1
34002;-61.606999999999999;15.9998;1;1;1
34002;-61.596800000000002;16.187899999999999;1;1;1
34002;-61.7836;16.239799999999999;1;1;1
34002;-61.525100000000002;16.242899999999999;1;1;1
34002;-61.645600000000002;16.2164;1;1;1
34002;-61.587200000000003;16.250900000000001;1;1;1
34002;-61.433900000000001;16.216000000000001;1;1;1
34002;-61.6509;15.9778;1;1;1
34002;-61.505099999999999;16.2712;1;1;1
34002;-61.783999999999999;16.249500000000001;1;1;1
34002;-61.694600000000001;16.0275;1;1;1
34002;-61.6068;16.043299999999999;1;1;1
34002;-61.506700000000002;16.464400000000001;1;1;1
34002;-61.593600000000002;15.860900000000001;1;1;1
34002;-61.523600000000002;16.229099999999999;1;1;1
34002;-61.213700000000003;15.906700000000001;1;1;1
34002;-61.331499999999998;16.3215;1;1;1
34002;-61.453499999999998;16.318200000000001;1;1;1
34002;-61.2928;15.892799999999999;1;1;1
34002;-61.630200000000002;16.177299999999999;1;1;1
34002;-61.537999999999997;16.236999999999998;1;1;1
34002;-61.6965;16.331600000000002;1;1;1
34002;-61.760100000000001;16.050799999999999;1;1;1
34002;-61.383499999999998;16.2318;1;1;1
34002;-61.726300000000002;15.9939;1;1;1
34002;-61.808500000000002;16.272500000000001;1;1;1
34002;-61.539400000000001;16.250900000000001;1;1;1
34002;-61.749600000000001;16.186199999999999;1;1;1
34002;-61.473599999999998;16.214099999999998;1;1;1
34002;-61.578600000000002;16.122399999999999;1;1;1
34002;-61.5077;16.2346;1;1;1
34002;-61.535400000000003;16.241900000000001;1;1;1
34002;-61.461399999999998;16.2913;1;1;1
34002;-61.565800000000003;16.0426;1;1;1
34002;-61.6325;16.261800000000001;1;1;1
34002;-61.407899999999998;16.397099999999998;1;1;1
34002;-61.559100000000001;16.243500000000001;1;1;1
34002;-61.483499999999999;16.379799999999999;1;1;1
34002;-61.686399999999999;15.996600000000001;1;1;1
34002;-61.4739;16.437799999999999;1;1;1
34002;-61.29;16.295100000000001;1;1;1
34002;-61.3063;15.944599999999999;1;1;1
34002;-61.461799999999997;16.331199999999999;1;1;1
34002;-61.722099999999998;16.2957;1;1;1
34002;-61.762;16.331700000000001;1;1;1
34002;-61.532499999999999;16.246300000000002;1;1;1
34002;-61.429600000000001;16.2532;1;1;1
34002;-61.308900000000001;15.8977;1;1;1
34002;-61.587600000000002;16.267099999999999;1;1;1
34002;-61.5869;16.2395;1;1;1
34002;-61.781399999999998;16.1829;1;1;1
34002;-61.457799999999999;16.206600000000002;1;0;1
34002;-61.704900000000002;16;1;1;1
34002;-61.076799999999999;16.3047;1;1;0
34002;-61.7059;16.273;1;1;1
34002;-61.526299999999999;16.2592;1;1;1
34002;-61.479399999999998;16.280200000000001;1;1;1
34002;-61.714100000000002;16.020800000000001;1;1;1
34002;-61.485399999999998;16.246400000000001;1;1;1
34002;-61.6511;16.180800000000001;1;1;1
34002;-61.610399999999998;16.249600000000001;1;1;1
34002;-61.515700000000002;16.286000000000001;1;1;1
34002;-61.3932;16.332100000000001;1;1;1
34002;-61.496200000000002;16.310400000000001;1;1;1
34002;-61.520499999999998;16.416599999999999;1;1;1
34002;-61.597099999999998;16.021699999999999;1;1;1
34002;-61.4527;16.254899999999999;1;1;1
34002;-61.655500000000004;16.032599999999999;1;1;1
34002;-61.566400000000002;16.239799999999999;1;1;1
34002;-61.503500000000003;16.206800000000001;1;1;1
34002;-61.618600000000001;16.226199999999999;1;1;1
34002;-61.657600000000002;15.995200000000001;1;1;1
34002;-61.653300000000002;16.244499999999999;1;1;1
34002;-61.555799999999998;16.235700000000001;1;1;1
34002;-61.276800000000001;16.268799999999999;1;1;1
34002;-61.523400000000002;16.250399999999999;1;1;1
34002;-61.396999999999998;16.2624;1;1;1
34002;-61.511899999999997;16.337700000000002;1;1;1
34002;-61.306399999999996;16.244499999999999;1;1;1
34002;-61.281599999999997;16.2545;1;1;1
34002;-61.6355;15.9962;1;1;1
34002;-61.743299999999998;16.029800000000002;1;1;1
34002;-61.412199999999999;16.215299999999999;1;1;1
34002;-61.531700000000001;16.235399999999998;1;1;1
34002;-61.759500000000003;16.102699999999999;1;1;1
34002;-61.504800000000003;16.269300000000001;1;1;1
34002;-61.593499999999999;16.225200000000001;1;1;1
34002;-61.411099999999998;16.230699999999999;1;1;1
34002;-61.574399999999997;16.257200000000001;1;1;1
34002;-61.713500000000003;15.9864;1;1;1
34002;-61.597900000000003;16.1326;1;1;1
34002;-61.6678;16.287500000000001;1;1;1
34002;-61.512500000000003;16.2653;1;1;1
34002;-61.702300000000001;15.9513;1;1;1
34002;-61.375700000000002;16.2637;1;1;1
34002;-61.567;16.104399999999998;1;1;1
34002;-61.601199999999999;16.151399999999999;1;1;1
34002;-61.517499999999998;16.220800000000001;1;1;1
34002;-61.259900000000002;16.262699999999999;1;1;1
34002;-61.726199999999999;16.047799999999999;1;1;1
34002;-61.579099999999997;16.0822;1;1;1
34002;-61.467300000000002;16.237500000000001;1;1;1
34002;-61.514600000000002;16.258099999999999;1;1;1
34002;-61.772599999999997;16.138300000000001;1;1;1
34002;-61.494500000000002;16.206499999999998;1;1;1
34002;-61.655799999999999;16.3004;1;1;1
34002;-61.59;16.252300000000002;1;1;1
34002;-61.751899999999999;16.078900000000001;1;1;1
34002;-61.493000000000002;16.270199999999999;1;1;1
34002;-61.4146;16.325900000000001;1;1;1
34002;-61.396799999999999;16.2257;1;1;1
34002;-61.485100000000003;16.2073;1;1;1
34002;-61.452800000000003;16.460999999999999;1;1;1
34002;-61.3688;16.2959;1;1;1
34002;-61.261299999999999;15.896699999999999;1;1;1
34002;-61.267499999999998;15.876300000000001;1;1;1
34002;-61.425600000000003;16.375699999999998;1;1;1
34002;-61.629800000000003;16.242599999999999;1;1;1
34002;-61.6907;16.3154;1;1;1
34002;-61.473300000000002;16.4998;1;1;1
34002;-61.580199999999998;16.1404;1;1;1
34002;-61.572299999999998;16.242100000000001;1;1;1
34002;-61.632800000000003;15.9824;1;1;1
34002;-61.7331;16.005600000000001;1;1;1
34002;-61.562199999999997;16.05;1;1;1
34002;-61.452500000000001;16.367799999999999;1;1;1
34002;-61.349200000000003;16.3247;1;1;1
34002;-61.384700000000002;16.3124;1;1;1
34002;-61.445500000000003;16.402100000000001;1;1;1
34002;-61.254600000000003;15.948700000000001;1;1;1
34002;-61.27;16.257200000000001;1;1;1
34002;-61.722000000000001;15.9992;1;1;1
34002;-61.294699999999999;16.263999999999999;1;1;1
34002;-61.270200000000003;16.290199999999999;1;1;1
34002;-61.487099999999998;16.3079;1;1;1
34002;-61.482799999999997;16.4621;1;1;1
34002;-61.358800000000002;16.250900000000001;1;1;1
34002;-61.739100000000001;16.052900000000001;1;1;1
34002;-61.5854;16.040299999999998;1;1;1
34002;-61.797499999999999;16.302299999999999;1;1;1
34002;-61.727899999999998;16.024000000000001;1;1;1
34002;-61.691099999999999;15.9969;1;1;1
34002;-61.757800000000003;16.054400000000001;1;1;1
34002;-61.694400000000002;16.0153;1;1;1
34002;-61.521599999999999;16.2151;1;1;1
34002;-61.510899999999999;16.249300000000002;1;1;1
34002;-61.355800000000002;16.330100000000002;1;1;1
34002;-61.337299999999999;16.268000000000001;1;1;1
34002;-61.383899999999997;16.2241;1;1;1
34002;-61.597200000000001;16.252500000000001;1;1;1
34002;-61.692500000000003;16.051400000000001;1;1;1
34002;-61.729900000000001;15.9938;1;1;1
34001;-61.597099976;16.017777902;1;1;1
34001;-61.541578817;16.254523688;1;1;1
34001;-61.522672158;16.224243065;1;1;1
34001;-61.493502353;16.243071092;1;1;1
34001;-61.583067445;16.253928561;0;1;1
34001;-61.619278417;16.225345521;0;1;1
34001;-61.660315441;16.275462739;1;1;1
34001;-61.599383738;16.197134266;1;1;1
34001;-61.526331518;16.229031367;1;1;1
34001;-61.276920516;16.268856819;1;1;1
34001;-61.693942101;16.326856072;1;1;1
34001;-61.519721386;16.257309326;1;1;1
34001;-61.509372902;16.248732373;1;1;1
34001;-61.532242507;16.259448009;1;1;1
34001;-61.566233064;16.240141116;1;1;1
34001;-61.555564665;16.241885297;1;1;1
34001;-61.560670943;16.24341126;1;1;1
34001;-61.513970007;16.235804704;1;1;1
34001;-61.529610204;16.251078945;1;1;1
34001;-61.532994097;16.246420878;1;1;1
34001;-61.570624343;16.256465943;1;1;1
34001;-61.559290737;16.251797978;1;1;1
34001;-61.568517173;16.24770312;1;1;1
34001;-61.590163674;16.262498613;0;1;1
34001;-61.731686657;15.997483297;1;1;1
34001;-61.716819647;15.997485424;1;1;1
34001;-61.725971428;15.993969665;1;1;1
34001;-61.543987824;16.247554099;1;1;1
34001;-61.550196758;16.226276602;1;1;1
34001;-61.512945284;16.256385216;1;1;1
34001;-61.536920786;16.249303933;1;1;1
34001;-61.522500878;16.244685062;1;1;1
34001;-61.509061066;16.275183213;1;1;1
34001;-61.52560177;16.269198696;1;1;1
34001;-61.530574832;16.271076957;1;1;1
34001;-61.523440973;16.250340147;1;1;1
34001;-61.556596954;16.236316021;1;1;1
34001;-61.587463552;16.267189343;1;1;1
34001;-61.583860031;16.247770043;1;1;1
34001;-61.572368024;16.240435572;1;1;1
34001;-61.597111225;16.252557879;1;1;1
34001;-61.589629122;16.253493336;0;1;1
34001;-61.730192874;16.004669134;1;1;1
34001;-61.43572178;16.218667457;1;1;1
34001;-61.487975197;16.207306315;1;1;1
34001;-61.503534212;16.206756758;1;1;1
34001;-61.478125748;16.203684223;1;1;1
34001;-61.517927565;16.22074856;1;1;1
34001;-61.593637567;16.225276553;1;1;1
34001;-61.5532804;16.253609766;1;1;1
34001;-61.535611401;16.241667073;1;1;1
34001;-61.533350492;16.237466991;1;1;1
34001;-61.705919854;16.021353842;1;1;1
34001;-61.633923505;16.212434561;1;1;1
34001;-61.530834895;16.242384154;1;1;1
34001;-61.629033936;16.224215754;1;1;1
34001;-61.767338138;16.13827669;1;1;1
34001;-61.808387926;16.272515987;1;1;1
34001;-61.521658023;16.215984611;1;1;1
34001;-61.640711039;16.268803234;1;1;1
34001;-61.535125444;16.239069896;1;1;1
34001;-61.525365602;16.23688743;1;1;1
34001;-61.584448074;16.238808411;1;1;1
34001;-61.610456058;16.249446384;1;1;1
34001;-61.597851391;16.241852862;0;1;1
34001;-61.494089759;16.206418883;1;1;1
34001;-61.580444094;16.13413185;1;1;1
34001;-61.578559485;16.120435862;1;1;1
34001;-61.639221459;16.262277249;1;1;1
34001;-61.596869533;16.187609764;1;1;1
34001;-61.538031415;16.240807117;1;1;1
34001;-61.789485028;16.237465947;1;1;1
34001;-61.429696247;16.253073266;1;1;1
34001;-61.501470843;16.270502371;1;1;1
34001;-61.492526875;16.293665285;1;1;1
34001;-61.510671962;16.265054378;1;1;1
34001;-61.503886879;16.46790726;1;1;1
34001;-61.629356067;16.246595963;1;1;1
34001;-61.588756281;16.259118115;0;1;1
34001;-61.743286475;16.02981001;1;1;1
34001;-61.560534312;16.052801878;1;1;1
34001;-61.691583662;15.996998835;1;1;1
34001;-61.457815005;16.206718938;1;1;1
34001;-61.48686042;16.307741353;1;1;1
34001;-61.449720482;16.291945878;1;1;1
34001;-61.457176251;16.317305068;1;1;1
34001;-61.457221069;16.333075586;1;1;1
34001;-61.348815656;16.327356872;1;1;1
34001;-61.390725166;16.332931229;1;1;1
34001;-61.332693044;16.329299539;1;1;1
34001;-61.490757705;16.380321988;1;1;1
34001;-61.69516165;16.027344425;1;1;1
34001;-61.325885052;16.27582861;1;1;1
34001;-61.273815599;16.252664849;1;1;1
34001;-61.412476401;16.215322794;1;1;1
34001;-61.402598356;16.21889071;1;1;1
34001;-61.6511302;15.993151496;1;1;1
34001;-61.617282072;15.986989305;1;1;1
34001;-61.751460773;16.063372658;1;1;1
34001;-61.50382891;16.276646521;0;1;1
34001;-61.504858969;16.269125506;0;1;1
34001;-61.5506;16.2262;1;1;1
34001;-61.587242887;16.250937798;1;1;1
34001;-61.574639253;16.257604647;0;1;1
34001;-61.720181885;15.990419296;1;1;1
34001;-61.754055461;16.106004392;1;1;1
34001;-61.48450611;16.237738093;1;1;1
34001;-61.506385178;16.207002765;1;1;1
34001;-61.498761948;16.205783173;1;1;1
34001;-61.452555519;16.254967603;1;1;1
34001;-61.473622388;16.213981788;1;1;1
34001;-61.511964394;16.33801474;1;1;1
34001;-61.344330447;16.332093227;1;1;1
34001;-61.58914305;16.167991518;1;1;1
34001;-61.524034459;16.418163231;1;1;1
34001;-61.288198358;16.251073598;1;1;1
34001;-61.212584548;16.255274687;1;1;1
34001;-61.372226318;16.259923421;1;1;1
34001;-61.408504339;16.242856687;1;1;1
34001;-61.39669693;16.225732576;1;1;1
34001;-61.383448909;16.231804439;1;1;1
34001;-61.289104328;16.295505631;1;1;1
34001;-61.462508027;16.398933173;1;1;1
34001;-61.244725359;15.955732537;1;1;1
34001;-61.781923858;16.182911468;1;1;1
34001;-61.566944719;16.103854968;1;1;1
34001;-61.315829134;15.882774135;1;1;1
34001;-61.502006591;16.233135786;1;1;1
34001;-61.467360299;16.237524485;1;1;1
34001;-61.667609045;16.220665432;1;1;1
34001;-61.479104688;16.280763057;1;1;1
34001;-61.451892495;16.372665186;1;1;1
34001;-61.589694037;15.864741107;1;1;1
34001;-61.790318704;16.251073638;1;1;1
34001;-61.583164186;16.023425521;1;1;1
34001;-61.651329512;16.181111251;1;0;1
34001;-61.315002836;15.953889969;1;1;1
34001;-61.267477778;15.876363889;1;1;1
34001;-61.564865419;16.073148228;1;1;1
34001;-61.595363507;16.081530014;1;1;1
34001;-61.726086861;16.047939159;1;1;1
34001;-61.419507839;16.312697611;1;1;1
34001;-61.794986384;16.301869383;1;1;1
34001;-61.773173719;16.337436458;1;1;1
34001;-61.425257563;16.404432159;1;1;1
34001;-61.479726304;16.435000018;1;1;1
34001;-61.750689982;16.04457705;1;1;1
34001;-61.645148771;15.847054666;1;1;1
34001;-61.700780252;15.956182775;1;1;1
34001;-61.787478025;16.311398139;1;1;1
34001;-61.508836092;16.324716503;1;1;1
34001;-61.270041004;16.257468694;1;1;1
34001;-61.369535273;16.243635955;1;1;1
34001;-61.22466196;15.900443837;1;1;1
34001;-61.692777653;16.046111653;1;1;1
34001;-61.630278599;16.178084563;1;1;1
34001;-61.659263889;16.246888889;1;1;1
34001;-61.656195111;16.191852241;1;1;1
34001;-61.716416227;15.981629514;1;1;1
34001;-61.655247215;15.976926432;1;1;1
34001;-61.679084028;16.305135402;1;1;1
34001;-61.324396907;16.246103471;1;1;1
34001;-61.691391404;16.314909924;1;1;1
34001;-61.515652978;16.285749321;1;1;1
34001;-61.560753192;16.241107183;0;1;1
34001;-61.091886352;16.301588146;1;1;1
34001;-61.530556782;16.416220716;1;1;1
34001;-61.761865597;16.331576804;1;0;1
34001;-61.642948673;16.230432999;1;1;1
34001;-61.6807;16.2665;1;1;1
34001;-61.606199036;15.9979985;1;1;1
34001;-61.594245186;16.043770775;1;1;1
34001;-61.564585771;16.043049998;0;1;1
34001;-61.059642231;16.30564972;1;1;1
34001;-61.031689988;16.323001533;1;1;1
34001;-61.526833158;16.258398236;1;1;1
34001;-61.664926077;15.998163512;1;1;1
34001;-61.632861676;15.982307706;1;1;1
34001;-61.757753205;16.054090512;0;1;1
34001;-61.701905793;16.006199285;1;1;1
34001;-61.488377767;16.331945534;1;1;1
34001;-61.402224198;16.360961478;1;0;1
34001;-61.442061316;16.24868202;1;1;1
34001;-61.307106203;15.89748173;1;0;1
34001;-61.7143;16.0202;1;1;1
34001;-61.329562774;16.253608761;1;1;1
34001;-61.721366363;16.303822863;1;0;1
34001;-61.327144954;16.304883164;1;1;1
34001;-61.486245643;16.261022138;0;0;1
34001;-61.452757785;16.460938562;1;1;1
34001;-61.472436104;16.498976333;0;1;1
34001;-61.548790688;16.271293009;1;1;1
34001;-61.749447496;16.186184727;1;0;1
34001;-61.713489349;15.986375306;1;1;1
34001;-61.479035772;16.211860667;0;0;1
34001;-61.526989463;16.221064699;0;0;1
34001;-61.366582696;16.303149398;0;0;1
34001;-61.438212136;16.275250578;1;1;1
34001;-61.667319586;16.287211302;0;0;1
34001;-61.735716667;16.346727778;1;1;1
34001;-61.631328763;15.997500239;1;1;1
34001;-61.270041004;16.257468694;1;1;1
34001;-61.493014686;16.270225435;1;1;1
34001;-61.3587778;16.250861113;1;1;1
34001;-61.482905813;16.462071829;1;1;1
34001;-61.397139186;16.262354659;1;1;1
34001;-61.261672498;15.896786633;1;0;0
34001;-61.538074484;16.23624337;1;0;0
34001;-61.65559391;16.032649618;1;0;0
34001;-61.3688;16.2959;1;1;0
34001;-61.593642327;15.860934596;1;0;0
34001;-61.644644996;15.975187821;1;0;0
