Operateur;X;Y;C2G;C3G;C4G
34020;-52.4733005577;4.8353455348;1;1;1
34020;-52.3915205517;4.792845479;1;1;1
34020;-52.4262205336;4.7568555479;1;1;1
34020;-52.3930405251;4.7194055471;1;1;1
34020;-52.3505305644;4.6497654907;1;1;1
34020;-52.3170605645;4.9032355449;1;1;1
34020;-52.7791305549;5.2179953361;1;1;1
34020;-54.0096904605;5.5022751874;1;1;1
34020;-52.3331305995;4.9383255345;1;1;1
34020;-52.3102905536;4.945705502;1;1;1
34020;-52.303360572;4.9136954908;1;1;1
34020;-52.2767906049;4.8574255355;1;1;1
34020;-52.1887505387;4.8937954775;1;1;0
34020;-52.3523606087;4.8857054796;1;1;1
34020;-52.3410105915;4.8426055186;1;1;1
34020;-52.3599505458;4.7960754761;1;1;1
34020;-52.3203005456;4.7277655032;1;1;1
34020;-52.4270605422;4.9499455059;1;1;1
34020;-52.464640557;5.0006754482;1;1;1
34020;-52.5432605531;5.0712555108;1;1;1
34020;-52.6410306079;5.1158555006;1;1;1
34020;-52.6783105873;5.1622354449;1;1;1
34020;-52.6420405728;5.1645654119;1;1;1
34020;-52.7319305562;5.2056853361;1;1;1
34020;-52.9451006109;5.3616952742;1;1;1
34020;-52.470880548;4.5686454931;1;0;0
34020;-53.2105904934;5.4761553194;1;1;1
34020;-52.3317306065;4.8902254698;1;1;1
34020;-52.5049405806;4.89735553;1;1;1
34020;-52.2673106152;4.9135954883;1;1;1
34020;-54.0370304441;5.4827651817;1;1;1
34020;-51.8120306472;3.8970056588;1;1;0
34020;-52.1300477751;4.3133661323;1;1;0
34020;-52.8395305828;5.2957653114;1;1;1
34020;-52.3001605653;4.9351355434;1;1;1
34020;-52.3120705518;4.9256855216;1;1;1
34020;-52.2785505841;4.8843954772;1;1;1
34020;-52.2800706069;4.9193154897;1;1;1
34020;-52.3225806155;4.9433654829;1;1;1
34020;-52.339120606;4.8704855098;1;1;1
34020;-52.3126505792;4.8744054819;1;1;1
34020;-52.3239305656;4.8432155523;1;1;1
34020;-52.3633005933;4.8226554741;1;1;1
34020;-52.511110583;5.0419254942;1;1;1
34020;-52.3856205907;4.920745492;1;1;1
34020;-52.4930906151;4.9468154762;1;1;1
34020;-52.6001805744;5.0687954406;1;1;1
34020;-53.0900505301;5.4297753242;1;1;1
34020;-53.0150005171;5.4038553334;1;1;1
34020;-53.8499704515;5.5765051954;1;1;1
34020;-54.0284004133;5.5057051686;1;1;1
34020;-53.7825404632;5.669995167;1;1;1
34020;-52.3240506132;4.9384254761;1;1;1
34020;-54.0717202952;3.2969756777;1;1;0
34020;-54.1081102628;3.2875356453;1;1;0
34020;-54.05116027;3.3817056019;1;1;0
34020;-53.9244903184;3.3894756327;1;1;0
34020;-54.0050503062;3.4667056338;1;1;0
34020;-51.6706106125;4.2086456035;1;1;0
34020;-54.1899114429;3.8261244952;1;1;0
34020;-51.669220613;4.0494756182;1;1;0
34020;-54.3850503376;4.1836455067;0;1;0
34020;-51.7864406491;3.9467056252;1;1;0
34020;-54.389770293;4.5075353961;1;1;0
34020;-52.6853305115;4.088645599;1;1;0
34020;-53.2086604736;3.6233656728;1;1;0
34020;-52.8733803868;2.2569758663;1;1;0
34020;-53.288110424;4.8253154315;1;1;0
34020;-54.3394947131;5.1492019609;1;1;0
34020;-54.3797725105;4.2725354231;1;1;0
34020;-54.0333302988;3.6445056353;1;1;0
34020;-54.1467203376;3.813365595;1;1;0
34020;-52.3135225764;4.9350625741;1;1;1
34020;-52.4134974894;4.9340538902;1;1;1
