Operateur;X;Y;C2G;C3G;C4G
34001;-52.314551446;4.92025593;1;1;1
34001;-52.3215106;4.882373845;1;1;1
34001;-52.717002139;5.135958002;1;1;1
34001;-52.295371413;4.878307899;1;1;1
34001;-52.336597239;4.937459385;1;1;1
34001;-52.333970054;4.93140505;1;1;1
34001;-52.331750509;4.93530756;1;1;1
34001;-54.340695771;5.146745272;1;1;1
34001;-52.331913352;4.940091623;1;1;1
34001;-52.360766399;4.826692112;1;1;1
34001;-52.32514315;4.936577928;1;1;1
34001;-52.03572542;4.485364647;0;1;1
34001;-52.311027364;4.948707215;1;1;1
34001;-52.313245298;4.934738449;1;1;1
34001;-52.32217723;4.918766662;1;1;1
34001;-52.267070555;4.913492298;1;1;1
34001;-52.318888499;4.929246441;1;1;1
34001;-52.321185449;4.941650599;1;1;1
34001;-52.299514032;4.931437146;1;1;1
34001;-52.65488847;5.165861259;1;1;1
34001;-52.45925169;4.925362806;1;0;1
34001;-52.317051556;4.903039774;1;1;1
34001;-52.427023351;4.949932523;1;1;1
34001;-52.402138389;4.929989516;1;1;1
34001;-52.342768688;4.89866548;1;1;1
34001;-52.338088597;4.871252824;1;1;1
34001;-52.32382358;4.843207649;1;1;1
34001;-52.303329968;4.913666624;1;1;1
34001;-54.028170178;5.50533438;1;1;1
34001;-52.301941193;4.941417329;1;1;1
34001;-52.642023292;5.164529201;1;1;1
34001;-52.474325472;5.013496229;1;1;1
34001;-52.386078281;4.921096754;1;1;1
34001;-52.331046794;4.88967181;1;1;1
34001;-52.355225853;4.874067421;1;1;1
34001;-52.34109814;4.842848034;1;1;1
34001;-52.312586207;4.874296735;1;1;1
34001;-52.359894275;4.796115606;1;1;1
34001;-52.273499507;4.903712068;1;1;1
34001;-52.275801883;4.85753586;1;1;1
34001;-52.304271137;4.892157381;1;1;1
34001;-52.275158445;4.88452567;1;1;1
34001;-52.280030728;4.919301192;1;1;1
34001;-52.288130342;4.892061994;1;1;1
34001;-54.0113;5.48283;1;1;1
34001;-52.492217946;4.893166799;1;1;1
34001;-54.0476;5.4723;1;1;1
34001;-52.94526522;5.360449103;1;1;1
34001;-52.327628031;4.73072566;1;1;1
34001;-52.56150706;5.061177976;1;0;1
34001;-52.34268816;4.780874588;1;1;1
34001;-53.77936742;5.670324176;1;1;1
34001;-52.627184124;5.160172535;1;1;1
34001;-54.037564391;5.482204867;1;1;1
34001;-53.210434597;5.476189555;1;1;1
34001;-52.678193722;5.162119662;1;1;1
34001;-52.503427276;4.942302498;1;1;1
34001;-52.442639862;4.83124392;1;1;1
34001;-52.422029834;4.783445171;1;1;1
34001;-52.472377109;4.801444069;1;0;1
34001;-52.731841094;5.205696009;1;0;1
34001;-52.640780227;5.115827305;1;0;1
34001;-52.778265091;5.218686935;1;0;1
34001;-53.810897136;5.596305038;1;1;1
34001;-53.026516007;5.407424125;1;0;1
34001;-53.907553096;5.73619109;1;0;1
34001;-52.390621795;4.70289104;1;0;1
34001;-52.4644;5.00047;1;1;1
34001;-52.129683577;4.313288359;1;1;1
34001;-52.322180617;4.94327658;1;1;1
34001;-52.311056914;4.927018947;1;1;1
34001;-52.517961946;5.04785197;1;0;1
34001;-52.798378705;5.259690055;1;0;1
34001;-52.6585;5.18038;1;1;1
34001;-53.650784413;5.602120931;1;0;1
34001;-52.33045;4.89333611111111;0;1;1
34001;-51.801582024;3.88868111;1;1;1
34001;-51.811857392;3.897038797;1;0;1
34001;-52.2879701;4.926051084;0;1;1
34001;-52.350143379;4.649012902;1;0;1
34001;-54.034750113;5.435332989;1;0;1
34001;-52.839842775;5.296125568;1;0;1
34001;-52.512548338;4.844096204;1;0;1
34001;-52.470713378;4.568327227;1;1;1
34001;-53.277125251;5.48322546;1;0;1
34001;-53.868938588;5.647443326;1;0;1
34001;-53.94182768;5.54627878;1;0;1
34001;-53.387341222;5.525569237;1;0;1
34001;-53.089991773;5.429791991;1;0;1
34001;-53.459971876;5.548643169;1;0;1
34001;-52.6392;5.15529;0;1;1
34001;-53.547134796;5.50437816;1;0;1
34001;-53.972426845;5.489371314;1;0;1
34001;-52.406154308;4.734730884;1;0;1
34001;-54.079457413;5.406108472;1;0;1
34001;-52.187274062;4.893333719;1;0;0
34001;-52.589487056;5.287323719;1;0;0
34001;-54.033168837;3.644413049;1;0;0
34001;-54.378861013;4.273129838;1;0;0
34001;-54.134531494;3.816241268;1;0;0
34002;-52.3266681754;4.9002717329;1;1;1
34002;-52.3102751339;4.9463938032;1;1;1
34002;-52.2736088634;4.9038931943;1;1;1
34002;-52.6122244767;5.0894401997;1;1;1
34002;-52.1886009919;4.8936212704;1;1;1
34002;-53.8111053194;5.5963945443;1;1;1
34002;-52.3222266031;4.9433311879;1;1;1
34002;-52.3111032185;4.9272363548;1;1;1
34002;-52.3238849613;4.9383354547;1;1;1
34002;-52.422783558;4.7813910264;1;1;1
34002;-52.4744384124;5.0152779651;1;1;1
34002;-52.3336142967;4.8972190561;1;1;1
34002;-52.333055863;4.9383351811;1;1;1
34002;-53.4602742713;5.5475032907;1;1;1
34002;-52.4016737465;4.9316640353;1;1;1
34002;-54.0477809113;5.471944758;1;1;1
34002;-53.0899920944;5.4297289676;1;1;1
34002;-54.0119417645;5.4819461395;1;1;1
34002;-52.5627821935;5.0586069807;1;1;1
34002;-52.4194413282;4.9461146195;1;1;1
34002;-54.0769430202;5.4097167502;1;1;1
34002;-52.3297215657;4.939445267;1;1;1
34002;-52.267215886;4.9136190935;1;1;1
34002;-52.8394456443;5.2958377184;1;1;1
34002;-52.3499943814;4.8319506144;1;1;1
34002;-52.3555536485;4.8752881373;1;1;1
34002;-54.0366694211;5.481667496;1;1;1
34002;-52.3627768407;4.8036169041;1;1;1
34002;-52.4710025588;4.9667212011;1;1;1
34002;-52.3316709259;4.8902769597;1;1;1
34002;-52.3213853728;4.8825011665;1;1;1
34002;-52.673055694;5.156111088;1;1;1
34002;-52.2974969478;4.9324997161;1;1;1
34002;-52.5205585227;5.0511109617;1;1;1
34002;-52.6474969727;5.1533383776;1;1;1
34002;-52.2769387053;4.8574979724;1;1;1
34002;-52.289989814;4.9208380559;1;1;1
34002;-52.6461141879;5.1697276578;1;1;1
34002;-52.364157243;4.8222269619;1;1;1
34002;-51.7874978396;3.947783632;1;1;1
34002;-52.7319413293;5.2058317041;1;1;1
34002;-54.0277796653;5.5047221744;1;1;1
34002;-52.3327734469;4.8411103241;1;1;1
34002;-52.1297113709;4.3133339806;1;1;1
34002;-52.3202755268;4.727502271;1;1;1
34002;-54.0333375139;5.4966627056;1;1;1
34002;-52.7988911658;5.2588841458;1;1;1
34002;-52.3116683556;4.8655531135;1;1;1
34002;-52.4708317332;4.5686167437;1;1;1
34002;-54.0255517566;5.4991685433;1;1;1
34002;-52.5049948405;4.897226266;1;1;1
34002;-52.9449981617;5.3613905444;1;1;1
34002;-52.3319496229;4.9352804576;1;1;1
34002;-52.3033284928;4.9125003459;1;1;1
34002;-52.2786131605;4.8847275595;1;1;1
34002;-54.0313956995;3.643886103;1;1;1
34002;-54.1513841153;3.8161072113;1;1;1
34002;-52.3930532265;4.7194462198;1;1;1
34002;-52.426113807;4.7569474741;1;1;1
34002;-52.4930591739;4.9466672321;1;1;1
34002;-53.2136171809;5.4755542909;1;1;1
34002;-53.7825052273;5.6700020231;1;1;1
34002;-54.3394460755;5.1488923501;1;1;1
34002;-54.3836150886;4.2761072224;1;1;1
34002;-52.4141684888;4.9344502127;1;1;1
34002;-52.7792012039;5.2177803827;1;1;1
34002;-53.3737997044;5.5201167849;1;1;1
34002;-52.312697139;4.935309759;1;1;1
34002;-52.5166004857;4.8416095718;1;1;1
34002;-53.0150028629;5.403855416;1;1;1
34002;-54.0208015862;5.4653329756;1;1;1
34002;-53.2772;5.48331;1;1;1
34002;-52.337;4.77419;1;1;1
34002;-52.3304;4.84892;1;1;1
34002;-52.3126;4.87431;1;1;1
34002;-52.4648;5.00094;1;1;1
34002;-52.3858;4.92086;1;1;1
34002;-52.7165;5.13367;1;1;1
34020;-53.375370516;5.5198552508;1;1;1
34020;-53.2771904662;5.4832653024;1;1;1
34020;-53.4609804724;5.5485652345;1;1;1
34020;-53.5472504722;5.5045952031;1;1;1
34020;-53.6508605253;5.6021152432;1;1;1
34020;-53.8896704411;5.7249851635;1;1;1
34020;-53.9722304819;5.4895352176;1;1;1
34020;-53.941920488;5.5463351859;1;1;1
34020;-53.8690704349;5.6473952008;1;1;1
34020;-54.079770466;5.4053153119;1;0;0
34020;-54.0347804098;5.4353351788;1;1;1
34020;-52.3369305863;4.7740655593;1;1;1
34020;-52.5167805711;4.8421554872;1;1;1
34020;-52.4373505886;4.7974155392;1;1;1
