Version beta : les données sont présentées en l’état et ne sont pas toutes fiables, certaines devant encore être améliorées
code_insee;nom_com;code_dep;code_reg;nbr;type;inel_hd;elig_hd05;elig_hd3;elig_hd8;elig_thd30;elig_thd100;elig_thd1g;date
01029;Beaupont;01;84;359;logloc;0;0;0;199;1;0;159;2019-09-30
24434;Saint-Just;24;75;106;logloc;0;0;0;79;27;0;0;2019-09-30
14260;Fauguernon;14;28;145;logloc;0;0;0;145;0;0;0;2019-09-30
65475;Villemur;65;76;33;logloc;0;0;0;33;0;0;0;2019-09-30
73068;Chamousset;73;84;267;logloc;0;0;0;267;0;0;0;2019-09-30
33400;Saint-Ferme;33;75;247;logloc;0;0;0;159;88;0;0;2019-09-30
46116;Frontenac;46;76;55;logloc;0;0;0;55;0;0;0;2019-09-30
02001;Abbécourt;02;32;250;logloc;0;0;0;1;0;0;249;2019-09-30
54568;Ville-au-Montois;54;44;130;logloc;0;0;0;130;0;0;0;2019-09-30
76034;Auffay;76;28;1278;logloc;0;0;0;899;379;0;0;2019-09-30
01389;Saint-Trivier-sur-Moignans;01;84;992;logloc;0;0;0;541;230;0;221;2019-09-30
88102;Chermisey;88;44;60;logloc;0;0;0;60;0;0;0;2019-09-30
27220;Épieds;27;28;194;logloc;0;0;0;194;0;0;0;2019-09-30
81191;Mouzieys-Panens;81;76;115;logloc;0;0;0;115;0;0;0;2019-09-30
45080;Charmont-en-Beauce;45;24;199;logloc;0;0;0;108;91;0;0;2019-09-30
27579;Saint-Ouen-de-Pontcheuil;27;28;41;logloc;0;0;0;41;0;0;0;2019-09-30
41192;Les Roches-l'Évêque;41;24;218;logloc;0;0;0;218;0;0;0;2019-09-30
61257;Méhoudin;61;28;81;logloc;0;0;0;81;0;0;0;2019-09-30
81243;Saint-Beauzile;81;76;50;logloc;0;0;0;14;36;0;0;2019-09-30
44129;Pontchâteau;44;52;6479;logloc;0;0;0;4374;2044;0;61;2019-09-30
32351;Roques;32;76;3;logloc;0;0;0;0;3;0;0;2019-09-30
29238;Roscanvel;29;53;910;logloc;0;0;0;666;244;0;0;2019-09-30
37282;Yzeures-sur-Creuse;37;24;971;logloc;0;0;0;627;344;0;0;2019-09-30
40233;Pouillon;40;75;1550;logloc;0;0;0;1331;219;0;0;2019-09-30
62163;Bouret-sur-Canche;62;32;127;logloc;0;0;0;127;0;0;0;2019-09-30
88361;Provenchères-et-Colroy;88;44;832;logloc;0;0;0;543;289;0;0;2019-09-30
81250;Saint-Genest-de-Contest;81;76;60;logloc;0;0;0;60;0;0;0;2019-09-30
80822;Warsy;80;32;71;logloc;0;0;0;49;22;0;0;2019-09-30
56164;Ploeren;56;53;4789;logloc;1;0;0;2688;471;0;1629;2019-09-30
14709;Tracy-sur-Mer;14;28;241;logloc;0;0;0;241;0;0;0;2019-09-30
49161;La Jaille-Yvon;49;52;138;logloc;0;0;0;138;0;0;0;2019-09-30
38186;Gresse-en-Vercors;38;84;943;logloc;0;0;0;943;0;0;0;2019-09-30
27604;Saint-Sulpice-de-Grimbouville;27;28;110;logloc;0;0;0;13;0;0;97;2019-09-30
70472;Saint-Remy;70;27;170;logloc;0;0;0;4;166;0;0;2019-09-30
03269;Sauvagny;03;84;21;logloc;0;0;0;21;0;0;0;2019-09-30
89365;Saint-Privé;89;27;388;logloc;0;0;0;177;211;0;0;2019-09-30
58140;Larochemillay;58;27;294;logloc;0;0;0;292;2;0;0;2019-09-30
89214;Lailly;89;27;132;logloc;0;0;0;132;0;0;0;2019-09-30
32232;Maravat;32;76;5;logloc;0;0;0;1;4;0;0;2019-09-30
71571;Verosvres;71;27;108;logloc;0;0;0;73;35;0;0;2019-09-30
45218;Le Moulinet-sur-Solin;45;24;80;logloc;0;0;0;80;0;0;0;2019-09-30
39207;Écrille;39;27;52;logloc;0;0;0;52;0;0;0;2019-09-30
36013;Baudres;36;24;184;logloc;0;0;0;101;83;0;0;2019-09-30
04214;Tartonne;04;93;94;logloc;0;0;0;37;57;0;0;2019-09-30
39132;La Chaux-en-Bresse;39;27;28;logloc;0;0;0;10;18;0;0;2019-09-30
40092;Dumes;40;75;107;logloc;0;0;0;27;80;0;0;2019-09-30
01062;Bressolles;01;84;409;logloc;0;0;0;402;0;0;7;2019-09-30
71193;Étrigny;71;27;375;logloc;0;0;0;353;0;0;22;2019-09-30
08480;Villers-Semeuse;08;44;1779;logloc;0;0;0;256;0;0;1523;2019-09-30
2B342;Ventiseri;2B;94;1069;logloc;0;0;0;927;142;0;0;2019-09-30
32157;L'Isle-Arné;32;76;37;logloc;0;0;0;7;30;0;0;2019-09-30
88089;La Chapelle-devant-Bruyères;88;44;361;logloc;0;0;0;262;99;0;0;2019-09-30
51320;Leuvrigny;51;44;168;logloc;0;0;0;167;1;0;0;2019-09-30
72363;Tuffé Val de la Chéronne;72;52;848;logloc;0;0;0;426;379;0;43;2019-09-30
58229;Saint-André-en-Morvan;58;27;274;logloc;0;0;0;253;21;0;0;2019-09-30
57095;Boucheporn;57;44;298;logloc;0;0;0;294;4;0;0;2019-09-30
58126;Gimouille;58;27;416;logloc;0;0;0;225;191;0;0;2019-09-30
32277;Montamat;32;76;13;logloc;0;0;0;13;0;0;0;2019-09-30
64376;Meillon;64;75;418;logloc;0;0;0;418;0;0;0;2019-09-30
16168;Jauldes;16;75;409;logloc;0;0;0;260;149;0;0;2019-09-30
25561;Thoraise;25;27;230;logloc;0;0;0;139;0;0;91;2019-09-30
72307;Saint-Ouen-en-Champagne;72;52;164;logloc;0;0;0;22;0;0;142;2019-09-30
64276;Issor;64;75;88;logloc;0;0;0;88;0;0;0;2019-09-30
57619;Saint-Louis-lès-Bitche;57;44;308;logloc;4;0;0;304;0;0;0;2019-09-30
13074;Peyrolles-en-Provence;13;93;3765;logloc;116;0;0;2436;1213;0;0;2019-09-30
41066;Courbouzon;41;24;234;logloc;0;0;0;234;0;0;0;2019-09-30
77533;Vulaines-sur-Seine;77;11;1128;logloc;0;0;0;647;481;0;0;2019-09-30
14468;Noron-la-Poterie;14;28;160;logloc;0;0;0;73;87;0;0;2019-09-30
63359;Saint-Hilaire-les-Monges;63;84;45;logloc;0;0;0;29;16;0;0;2019-09-30
78311;Houilles;78;11;17952;logloc;0;0;0;1794;231;3;15924;2019-09-30
10424;Villeret;10;44;56;logloc;0;0;0;56;0;0;0;2019-09-30
36207;Saint-Plantaire;36;24;542;logloc;0;0;0;492;50;0;0;2019-09-30
30162;Massillargues-Attuech;30;76;441;logloc;0;0;0;300;141;0;0;2019-09-30
22293;Saint-Gilles-les-Bois;22;53;178;logloc;0;0;0;176;0;0;2;2019-09-30
01151;Druillat;01;84;679;logloc;0;0;0;635;1;0;43;2019-09-30
54538;Uruffe;54;44;189;logloc;0;0;0;189;0;0;0;2019-09-30
67324;Niederbronn-les-Bains;67;44;2438;logloc;0;0;0;1820;618;0;0;2019-09-30
62816;Tilloy-lès-Hermaville;62;32;92;logloc;0;0;0;19;0;0;73;2019-09-30
50217;Le Grand-Celland;50;28;314;logloc;0;0;0;314;0;0;0;2019-09-30
50297;La Meauffe;50;28;513;logloc;0;0;0;441;72;0;0;2019-09-30
82076;L'Honor-de-Cos;82;76;743;logloc;0;0;0;542;201;0;0;2019-09-30
30062;Calvisson;30;76;2773;logloc;0;0;0;1405;1368;0;0;2019-09-30
66044;Castelnou;66;76;185;logloc;0;0;0;75;110;0;0;2019-09-30
31039;Bachas;31;76;58;logloc;0;0;0;58;0;0;0;2019-09-30
72083;Chevillé;72;52;213;logloc;0;0;0;209;4;0;0;2019-09-30
89066;Cerisiers;89;27;592;logloc;0;0;0;357;235;0;0;2019-09-30
09114;Erp;09;76;126;logloc;0;0;0;126;0;0;0;2019-09-30
33071;Branne;33;75;688;logloc;0;0;0;219;324;0;145;2019-09-30
57324;Hilbesheim;57;44;259;logloc;0;0;0;259;0;0;0;2019-09-30
80066;Beaucourt-sur-l'Hallue;80;32;125;logloc;0;0;0;125;0;0;0;2019-09-30
24348;Razac-d'Eymet;24;75;206;logloc;0;0;0;133;73;0;0;2019-09-30
10212;Machy;10;44;54;logloc;0;0;0;54;0;0;0;2019-09-30
17249;Mortiers;17;75;110;logloc;0;0;0;110;0;0;0;2019-09-30
76064;Beaurepaire;76;28;225;logloc;0;0;0;225;0;0;0;2019-09-30
14496;Périgny;14;28;32;logloc;0;0;0;32;0;0;0;2019-09-30
76357;Hermeville;76;28;152;logloc;0;0;0;152;0;0;0;2019-09-30
24050;Borrèze;24;75;251;logloc;0;0;0;192;59;0;0;2019-09-30
57382;Langatte;57;44;544;logloc;0;0;0;36;0;0;508;2019-09-30
36068;Dun-le-Poëlier;36;24;320;logloc;0;0;0;162;158;0;0;2019-09-30
52140;Colombey les Deux Églises;52;44;577;logloc;0;0;0;259;318;0;0;2019-09-30
09075;Campagne-sur-Arize;09;76;194;logloc;0;0;0;32;162;0;0;2019-09-30
79129;Fressines;79;75;682;logloc;0;0;0;479;203;0;0;2019-09-30
21098;Boux-sous-Salmaise;21;27;121;logloc;0;0;0;121;0;0;0;2019-09-30
58065;Châtillon-en-Bazois;58;27;748;logloc;0;0;0;473;275;0;0;2019-09-30
64162;Camou-Cihigue;64;75;7;logloc;0;0;0;7;0;0;0;2019-09-30
08202;Gué-d'Hossus;08;44;115;logloc;0;0;0;114;1;0;0;2019-09-30
56153;Péaule;56;53;1170;logloc;0;0;0;927;243;0;0;2019-09-30
88156;Doncières;88;44;74;logloc;0;0;0;74;0;0;0;2019-09-30
53221;Saint-Georges-sur-Erve;53;52;241;logloc;0;0;0;241;0;0;0;2019-09-30
54322;Longuyon;54;44;3133;logloc;0;0;0;2815;318;0;0;2019-09-30
63223;Menat;63;84;287;logloc;0;0;0;102;185;0;0;2019-09-30
09139;L'Hospitalet-près-l'Andorre;09;76;111;logloc;0;0;0;15;96;0;0;2019-09-30
80023;Andechy;80;32;129;logloc;0;0;0;6;123;0;0;2019-09-30
61326;Perrou;61;28;153;logloc;0;0;0;36;117;0;0;2019-09-30
65028;Arné;65;76;123;logloc;0;0;0;57;66;0;0;2019-09-30
27309;L'Habit;27;28;249;logloc;0;0;0;249;0;0;0;2019-09-30
2A133;Guitera-les-Bains;2A;94;156;logloc;0;0;0;87;69;0;0;2019-09-30
29261;Saint-Rivoal;29;53;162;logloc;0;0;0;102;60;0;0;2019-09-30
76058;Baromesnil;76;28;122;logloc;0;0;0;122;0;0;0;2019-09-30
32063;Bouzon-Gellenave;32;76;68;logloc;0;0;0;49;19;0;0;2019-09-30
66027;La Cabanasse;66;76;690;logloc;0;0;0;588;102;0;0;2019-09-30
64448;Poey-de-Lescar;64;75;759;logloc;0;0;0;750;1;0;8;2019-09-30
21606;Ladoix-Serrigny;21;27;2379;logloc;5;0;0;2044;330;0;0;2019-09-30
54028;Auboué;54;44;1445;logloc;0;0;0;1445;0;0;0;2019-09-30
42140;Marols;42;84;291;logloc;0;0;0;108;0;0;183;2019-09-30
71326;Mouthier-en-Bresse;71;27;330;logloc;0;0;0;279;51;0;0;2019-09-30
38487;Seyssuel;38;84;1137;logloc;0;0;0;444;11;0;682;2019-09-30
12252;Salles-Courbatiès;12;76;181;logloc;0;0;0;83;98;0;0;2019-09-30
66125;Olette;66;76;412;logloc;0;0;0;156;256;0;0;2019-09-30
11214;Malras;11;76;208;logloc;0;0;0;208;0;0;0;2019-09-30
43148;Paulhaguet;43;84;650;logloc;0;0;0;309;341;0;0;2019-09-30
76500;Pierrecourt;76;28;241;logloc;0;0;0;147;94;0;0;2019-09-30
64413;Narcastet;64;75;339;logloc;0;0;0;312;27;0;0;2019-09-30
55170;Écurey-en-Verdunois;55;44;100;logloc;0;0;0;100;0;0;0;2019-09-30
24232;Lavaur;24;75;78;logloc;0;0;0;78;0;0;0;2019-09-30
49373;Lys-Haut-Layon;49;52;3929;logloc;0;0;0;3073;856;0;0;2019-09-30
91691;Yerres;91;11;14368;logloc;0;0;0;406;2;0;13960;2019-09-30
88004;Ainvelle;88;44;113;logloc;0;0;0;113;0;0;0;2019-09-30
65348;Ourdis-Cotdoussan;65;76;28;logloc;0;0;0;28;0;0;0;2019-09-30
15148;Paulhac;15;84;333;logloc;0;0;0;333;0;0;0;2019-09-30
72158;Lavaré;72;52;412;logloc;0;0;0;218;194;0;0;2019-09-30
81207;Peyregoux;81;76;14;logloc;0;0;0;14;0;0;0;2019-09-30
54525;Tiercelet;54;44;294;logloc;0;0;0;294;0;0;0;2019-09-30
31299;Lherm;31;76;1580;logloc;0;0;0;1072;508;0;0;2019-09-30
21253;Étalante;21;27;100;logloc;0;0;0;100;0;0;0;2019-09-30
45333;Vennecy;45;24;808;logloc;0;0;0;68;0;0;740;2019-09-30
61120;Coudehard;61;28;66;logloc;0;0;0;59;7;0;0;2019-09-30
09045;Bédeilhac-et-Aynat;09;76;170;logloc;0;0;0;170;0;0;0;2019-09-30
26077;Charmes-sur-l'Herbasse;26;84;427;logloc;0;0;0;254;173;0;0;2019-09-30
28251;Mézières-en-Drouais;28;24;520;logloc;0;0;0;136;384;0;0;2019-09-30
01187;Haut Valromey;01;84;585;logloc;0;0;0;481;0;0;104;2019-09-30
59387;Marquette-en-Ostrevant;59;32;852;logloc;0;0;0;22;0;0;830;2019-09-30
18247;Savigny-en-Septaine;18;24;352;logloc;0;0;0;184;168;0;0;2019-09-30
31570;Vaux;31;76;139;logloc;0;0;0;139;0;0;0;2019-09-30
10064;Brienne-le-Château;10;44;1599;logloc;0;0;0;1331;258;0;10;2019-09-30
51029;Avize;51;44;1032;logloc;0;0;0;643;389;0;0;2019-09-30
59074;Bertry;59;32;1102;logloc;0;0;0;432;666;0;4;2019-09-30
32116;Duffort;32;76;10;logloc;0;0;0;1;9;0;0;2019-09-30
76429;Le Mesnil-Esnard;76;28;3886;logloc;0;0;0;1039;70;0;2777;2019-09-30
11189;Laprade;11;76;124;logloc;0;0;0;124;0;0;0;2019-09-30
71579;Villeneuve-en-Montagne;71;27;45;logloc;0;0;0;45;0;0;0;2019-09-30
07133;Larnas;07;84;109;logloc;0;0;0;109;0;0;0;2019-09-30
60077;Blicourt;60;32;175;logloc;0;0;0;4;1;0;170;2019-09-30
78234;Flacourt;78;11;162;logloc;0;0;0;162;0;0;0;2019-09-30
31188;Fontenilles;31;76;2211;logloc;0;0;0;1987;224;0;0;2019-09-30
31184;Flourens;31;76;998;logloc;0;0;0;243;18;0;737;2019-09-30
43261;Vézézoux;43;84;316;logloc;0;0;0;64;252;0;0;2019-09-30
32287;Monties;32;76;22;logloc;0;0;0;13;9;0;0;2019-09-30
72360;Trangé;72;52;1034;logloc;0;0;0;482;0;0;552;2019-09-30
61451;Saint-Quentin-les-Chardonnets;61;28;179;logloc;0;0;0;147;32;0;0;2019-09-30
77070;Chailly-en-Brie;77;11;604;logloc;0;0;0;0;604;0;0;2019-09-30
27047;Beaubray;27;28;176;logloc;0;0;0;173;0;0;3;2019-09-30
43066;Chaudeyrolles;43;84;21;logloc;0;0;0;21;0;0;0;2019-09-30
67506;Vendenheim;67;44;3587;logloc;0;0;0;614;25;412;2536;2019-09-30
02596;Pavant;02;32;382;logloc;0;0;0;1;0;0;381;2019-09-30
51623;Ville-en-Selve;51;44;124;logloc;0;0;0;124;0;0;0;2019-09-30
78278;Goupillières;78;11;532;logloc;0;0;0;532;0;0;0;2019-09-30
37013;Avrillé-les-Ponceaux;37;24;278;logloc;0;0;0;278;0;0;0;2019-09-30
64109;Bénéjacq;64;75;902;logloc;0;0;0;900;2;0;0;2019-09-30
69055;Les Chères;69;84;1355;logloc;0;0;0;757;0;598;0;2019-09-30
80156;Bussy-lès-Daours;80;32;157;logloc;0;0;0;157;0;0;0;2019-09-30
66005;Angoustrine-Villeneuve-des-Escaldes;66;76;608;logloc;0;0;0;390;218;0;0;2019-09-30
28214;La Loupe;28;24;2057;logloc;0;0;0;1443;614;0;0;2019-09-30
46156;Bellefont-La Rauze;46;76;770;logloc;6;0;0;699;65;0;0;2019-09-30
48096;Meyrueis;48;76;857;logloc;0;0;0;427;430;0;0;2019-09-30
02281;L'Épine-aux-Bois;02;32;130;logloc;0;0;0;82;48;0;0;2019-09-30
02426;Levergies;02;32;268;logloc;0;0;0;1;0;0;267;2019-09-30
35010;Baguer-Pican;35;53;719;logloc;0;0;0;411;308;0;0;2019-09-30
02064;Belleu;02;32;1912;logloc;0;0;0;57;0;0;1855;2019-09-30
69246;Theizé;69;84;891;logloc;0;0;0;887;4;0;0;2019-09-30
25624;Villers-Grélot;25;27;94;logloc;0;0;0;5;4;0;85;2019-09-30
01241;Meillonnas;01;84;802;logloc;0;0;0;549;0;0;253;2019-09-30
42325;Vendranges;42;84;176;logloc;0;0;0;2;0;0;174;2019-09-30
21438;Montmoyen;21;27;74;logloc;0;0;0;9;65;0;0;2019-09-30
14743;Victot-Pontfol;14;28;51;logloc;0;0;0;51;0;0;0;2019-09-30
01025;Bâgé-Dommartin;01;84;1863;logloc;0;0;0;1679;19;0;165;2019-09-30
62112;Berles-au-Bois;62;32;277;logloc;0;0;0;0;0;0;277;2019-09-30
31323;Martres-de-Rivière;31;76;203;logloc;0;0;0;203;0;0;0;2019-09-30
64027;Anos;64;75;73;logloc;0;0;0;70;3;0;0;2019-09-30
52014;Aprey;52;44;96;logloc;0;0;0;11;85;0;0;2019-09-30
62380;Gouy-Servins;62;32;159;logloc;0;0;0;15;0;0;144;2019-09-30
21525;La Roche-en-Brenil;21;27;585;logloc;0;0;0;585;0;0;0;2019-09-30
52050;Biesles;52;44;757;logloc;0;0;0;149;608;0;0;2019-09-30
25143;Chay;25;27;127;logloc;0;0;0;125;0;0;2;2019-09-30
19156;Palazinges;19;75;39;logloc;0;0;0;39;0;0;0;2019-09-30
01228;Maillat;01;84;407;logloc;0;0;0;284;0;0;123;2019-09-30
71263;Louhans;71;27;4265;logloc;0;0;0;3754;511;0;0;2019-09-30
04228;Valavoire;04;93;33;logloc;0;0;0;33;0;0;0;2019-09-30
39274;Lajoux;39;27;266;logloc;0;0;0;266;0;0;0;2019-09-30
35072;Châtillon-en-Vendelais;35;53;704;logloc;0;0;0;411;293;0;0;2019-09-30
86265;Sossais;86;75;215;logloc;0;0;0;106;109;0;0;2019-09-30
70437;Ranzevelle;70;27;15;logloc;0;0;0;15;0;0;0;2019-09-30
02403;Landifay-et-Bertaignemont;02;32;149;logloc;0;0;0;149;0;0;0;2019-09-30
17365;Saint-Martin-d'Ary;17;75;280;logloc;0;0;0;226;54;0;0;2019-09-30
61080;Chahains;61;28;56;logloc;0;0;0;51;5;0;0;2019-09-30
42304;Sury-le-Comtal;42;84;3306;logloc;0;0;0;2524;744;0;38;2019-09-30
22390;Yvias;22;53;441;logloc;0;0;0;441;0;0;0;2019-09-30
69272;Communay;69;84;2675;logloc;13;0;0;2085;14;469;94;2019-09-30
04235;Verdaches;04;93;7;logloc;0;0;0;1;6;0;0;2019-09-30
89327;Rousson;89;27;213;logloc;0;0;0;121;92;0;0;2019-09-30
80109;Le Boisle;80;32;220;logloc;0;0;0;18;202;0;0;2019-09-30
27207;Drucourt;27;28;316;logloc;0;0;0;312;4;0;0;2019-09-30
82109;Merles;82;76;11;logloc;0;0;0;11;0;0;0;2019-09-30
28230;Maisons;28;24;171;logloc;0;0;0;24;147;0;0;2019-09-30
33273;Martignas-sur-Jalle;33;75;6949;logloc;3;0;0;1710;610;0;4626;2019-09-30
2A032;Bastelicaccia;2A;94;1139;logloc;0;0;0;1001;138;0;0;2019-09-30
38437;Saint-Paul-d'Izeaux;38;84;146;logloc;0;0;0;146;0;0;0;2019-09-30
57187;Éblange;57;44;153;logloc;0;0;0;153;0;0;0;2019-09-30
64066;Ascarat;64;75;32;logloc;0;0;0;32;0;0;0;2019-09-30
70121;Champey;70;27;390;logloc;0;0;0;390;0;0;0;2019-09-30
26193;Montbrun-les-Bains;26;84;752;logloc;0;0;0;528;224;0;0;2019-09-30
72153;Jupilles;72;52;319;logloc;0;0;0;306;10;0;3;2019-09-30
15265;Ydes;15;84;1159;logloc;0;0;0;132;19;0;1008;2019-09-30
10127;Dommartin-le-Coq;10;44;44;logloc;0;0;0;44;0;0;0;2019-09-30
66040;Casefabre;66;76;44;logloc;0;0;0;44;0;0;0;2019-09-30
49330;Sceaux-d'Anjou;49;52;381;logloc;0;0;0;381;0;0;0;2019-09-30
19237;Saint-Privat;19;75;711;logloc;0;0;0;457;254;0;0;2019-09-30
71213;La Genête;71;27;330;logloc;0;0;0;199;131;0;0;2019-09-30
18071;Contres;18;24;15;logloc;0;0;0;15;0;0;0;2019-09-30
47247;Saint-Jean-de-Duras;47;75;146;logloc;0;0;0;144;2;0;0;2019-09-30
31272;Lapeyrère;31;76;32;logloc;0;0;0;32;0;0;0;2019-09-30
77252;Limoges-Fourches;77;11;197;logloc;0;0;0;1;196;0;0;2019-09-30
67478;Steinbourg;67;44;931;logloc;0;0;0;55;832;0;44;2019-09-30
73202;Plancherine;73;84;234;logloc;0;0;0;234;0;0;0;2019-09-30
21322;Jallanges;21;27;160;logloc;0;0;0;120;40;0;0;2019-09-30
05180;Les Vigneaux;05;93;264;logloc;0;0;0;85;179;0;0;2019-09-30
57718;Villers-Stoncourt;57;44;123;logloc;0;0;0;1;0;0;122;2019-09-30
05072;Laye;05;93;338;logloc;0;0;0;330;8;0;0;2019-09-30
18006;Annoix;18;24;181;logloc;0;0;0;65;113;0;3;2019-09-30
89148;Druyes-les-Belles-Fontaines;89;27;277;logloc;0;0;0;277;0;0;0;2019-09-30
62376;Gonnehem;62;32;1088;logloc;0;0;0;10;0;0;1078;2019-09-30
46289;Saint-Pierre-Toirac;46;76;143;logloc;0;0;0;32;111;0;0;2019-09-30
80326;Fontaine-sous-Montdidier;80;32;57;logloc;0;0;0;18;39;0;0;2019-09-30
82053;Escazeaux;82;76;27;logloc;0;0;0;26;1;0;0;2019-09-30
09120;Fabas;09;76;204;logloc;0;0;0;179;25;0;0;2019-09-30
40334;Yzosse;40;75;229;logloc;0;0;0;6;0;0;223;2019-09-30
76155;Canehan;76;28;166;logloc;0;0;0;166;0;0;0;2019-09-30
66217;Trouillas;66;76;1132;logloc;0;0;0;628;504;0;0;2019-09-30
66175;Saint-Génis-des-Fontaines;66;76;1768;logloc;0;0;0;1201;567;0;0;2019-09-30
51630;Villers-aux-Bois;51;44;158;logloc;0;0;0;17;141;0;0;2019-09-30
24124;Clermont-d'Excideuil;24;75;183;logloc;0;0;0;183;0;0;0;2019-09-30
12242;Saint-Rémy;12;76;199;logloc;0;0;0;182;0;0;17;2019-09-30
16380;Le Tâtre;16;75;185;logloc;0;0;0;185;0;0;0;2019-09-30
32090;Castillon-Savès;32;76;76;logloc;0;0;0;46;30;0;0;2019-09-30
18210;Saint-Georges-sur-la-Prée;18;24;363;logloc;0;0;0;363;0;0;0;2019-09-30
22143;Matignon;22;53;1246;logloc;0;0;0;660;586;0;0;2019-09-30
80555;Monchy-Lagache;80;32;325;logloc;0;0;0;150;175;0;0;2019-09-30
38448;Saint-Prim;38;84;535;logloc;0;0;0;535;0;0;0;2019-09-30
50409;Pont-Hébert;50;28;1022;logloc;0;0;0;799;223;0;0;2019-09-30
26325;Saint-Rambert-d'Albon;26;84;2934;logloc;0;0;0;2495;439;0;0;2019-09-30
28071;Champrond-en-Gâtine;28;24;352;logloc;0;0;0;228;124;0;0;2019-09-30
73274;Saint-Pierre-d'Entremont;73;84;225;logloc;0;0;0;190;35;0;0;2019-09-30
88479;Trémonzey;88;44;172;logloc;0;0;0;172;0;0;0;2019-09-30
10063;Brienne-la-Vieille;10;44;231;logloc;0;0;0;17;2;0;212;2019-09-30
2A070;Casaglione;2A;94;339;logloc;0;0;0;339;0;0;0;2019-09-30
68027;Berentzwiller;68;44;185;logloc;0;0;0;20;0;0;165;2019-09-30
07188;Quintenas;07;84;835;logloc;0;0;0;827;8;0;0;2019-09-30
23198;Saint-Georges-Nigremont;23;75;121;logloc;0;0;0;121;0;0;0;2019-09-30
21550;Saint-Germain-lès-Senailly;21;27;66;logloc;0;0;0;66;0;0;0;2019-09-30
26374;Villebois-les-Pins;26;84;12;logloc;0;0;0;12;0;0;0;2019-09-30
78030;Auffargis;78;11;1797;logloc;0;0;0;1796;0;0;1;2019-09-30
39003;Abergement-le-Petit;39;27;24;logloc;0;0;0;24;0;0;0;2019-09-30
24087;Castels et Bézenac;24;75;622;logloc;0;0;0;541;81;0;0;2019-09-30
39055;Billecul;39;27;25;logloc;0;0;0;25;0;0;0;2019-09-30
24156;La Douze;24;75;569;logloc;0;0;0;365;204;0;0;2019-09-30
70250;Franchevelle;70;27;213;logloc;0;0;0;152;61;0;0;2019-09-30
39268;Ivrey;39;27;48;logloc;0;0;0;48;0;0;0;2019-09-30
72115;Dissay-sous-Courcillon;72;52;507;logloc;0;0;0;347;160;0;0;2019-09-30
39525;Tassenières;39;27;211;logloc;0;0;0;23;188;0;0;2019-09-30
71393;Saint-Bonnet-de-Cray;71;27;106;logloc;0;0;0;81;25;0;0;2019-09-30
32256;Mirande;32;76;2745;logloc;0;0;0;248;180;0;2317;2019-09-30
65163;Escots;65;76;29;logloc;0;0;0;29;0;0;0;2019-09-30
08082;Brécy-Brières;08;44;67;logloc;0;0;0;67;0;0;0;2019-09-30
63199;Ludesse;63;84;268;logloc;0;0;0;268;0;0;0;2019-09-30
11069;Carcassonne;11;76;33443;logloc;241;0;0;14464;914;0;17824;2019-09-30
71323;Mornay;71;27;50;logloc;0;0;0;50;0;0;0;2019-09-30
27187;Criquebeuf-la-Campagne;27;28;129;logloc;0;0;0;129;0;0;0;2019-09-30
32187;Lamazère;32;76;15;logloc;0;0;0;15;0;0;0;2019-09-30
63179;Job;63;84;389;logloc;0;0;0;259;130;0;0;2019-09-30
41114;Lestiou;41;24;153;logloc;0;0;0;152;1;0;0;2019-09-30
22172;Plancoët;22;53;1912;logloc;0;0;0;1238;674;0;0;2019-09-30
35207;Noyal-sur-Vilaine;35;53;2754;logloc;0;0;0;2263;491;0;0;2019-09-30
17061;Bran;17;75;70;logloc;0;0;0;70;0;0;0;2019-09-30
2A154;Marignana;2A;94;239;logloc;0;0;0;191;48;0;0;2019-09-30
64474;Saint-Dos;64;75;88;logloc;0;0;0;80;8;0;0;2019-09-30
11108;La Courtète;11;76;32;logloc;0;0;0;32;0;0;0;2019-09-30
79309;Scillé;79;75;223;logloc;0;0;0;180;43;0;0;2019-09-30
69046;Charly;69;84;2418;logloc;0;0;0;727;13;275;1403;2019-09-30
2B187;Olmeta-di-Capocorso;2B;94;186;logloc;0;0;0;186;0;0;0;2019-09-30
30301;Saint-Victor-des-Oules;30;76;219;logloc;0;0;0;83;136;0;0;2019-09-30
26261;Réauville;26;84;260;logloc;0;0;0;168;92;0;0;2019-09-30
37142;Maillé;37;24;313;logloc;0;0;0;313;0;0;0;2019-09-30
19020;Beaumont;19;75;10;logloc;0;0;0;10;0;0;0;2019-09-30
55272;Laimont;55;44;225;logloc;0;0;0;5;0;0;220;2019-09-30
26355;Triors;26;84;307;logloc;0;0;0;304;3;0;0;2019-09-30
15130;Montchamp;15;84;8;logloc;0;0;0;8;0;0;0;2019-09-30
45116;Cravant;45;24;440;logloc;0;0;0;263;177;0;0;2019-09-30
2B121;Galéria;2B;94;460;logloc;0;0;0;412;48;0;0;2019-09-30
59229;Féron;59;32;250;logloc;0;0;0;50;0;0;200;2019-09-30
01242;Mérignat;01;84;103;logloc;0;0;0;103;0;0;0;2019-09-30
36086;Heugnes;36;24;255;logloc;0;0;0;139;116;0;0;2019-09-30
2B072;Casalta;2B;94;51;logloc;0;0;0;51;0;0;0;2019-09-30
09316;Troye-d'Ariège;09;76;72;logloc;0;0;0;72;0;0;0;2019-09-30
24560;Urval;24;75;125;logloc;0;0;0;125;0;0;0;2019-09-30
