DEPCOM;COM;PMUN;PCAP;PTOT
30037;Bessèges;2844;35;2879
30038;Bez-et-Esparon;336;11;347
30039;Bezouce;2299;32;2331
30040;Blandas;135;2;137
30041;Blauzac;1196;20;1216
30042;Boisset-et-Gaujac;2545;45;2590
30043;Boissières;565;11;576
30044;Bonnevaux;88;0;88
30045;Bordezac;393;4;397
30046;Boucoiran-et-Nozières;947;14;961
30047;Bouillargues;6328;131;6459
30048;Bouquet;176;3;179
30049;Bourdic;380;11;391
30050;Bragassargues;175;5;180
30051;Branoux-les-Taillades;1340;30;1370
30052;Bréau-Mars;616;20;636
30053;Brignon;771;12;783
30055;Brouzet-lès-Alès;649;12;661
30054;Brouzet-lès-Quissac;291;4;295
30056;La Bruguière;328;7;335
30057;Cabrières;1623;28;1651
30058;La Cadière-et-Cambo;210;10;220
30059;Le Cailar;2412;29;2441
30060;Caissargues;4027;78;4105
30061;La Calmette;2200;23;2223
30062;Calvisson;5745;97;5842
30064;Campestre-et-Luc;99;1;100
30065;Canaules-et-Argentières;434;4;438
30066;Cannes-et-Clairan;540;12;552
30067;La Capelle-et-Masmolène;439;6;445
30068;Cardet;871;21;892
30069;Carnas;479;12;491
30070;Carsan;685;23;708
30071;Cassagnoles;403;2;405
30072;Castelnau-Valence;454;10;464
30073;Castillon-du-Gard;1684;79;1763
30074;Causse-Bégon;20;0;20
30075;Caveirac;4181;112;4293
30076;Cavillargues;843;29;872
30077;Cendras;1841;30;1871
30079;Chambon;266;6;272
30080;Chamborigaud;852;5;857
30081;Chusclan;967;29;996
30082;Clarensac;4263;98;4361
30083;Codognan;2423;48;2471
30084;Codolet;660;12;672
30085;Collias;1090;15;1105
30086;Collorgues;608;10;618
30087;Colognac;221;6;227
30088;Combas;628;14;642
30089;Comps;1784;25;1809
30090;Concoules;258;4;262
30091;Congénies;1668;35;1703
30092;Connaux;1674;34;1708
30093;Conqueyrac;97;2;99
30094;Corbès;154;1;155
30095;Corconne;542;26;568
30096;Cornillon;934;21;955
30097;Courry;279;4;283
30098;Crespian;423;4;427
30099;Cros;249;8;257
30100;Cruviers-Lascours;702;8;710
30101;Deaux;648;16;664
30102;Dions;584;11;595
30103;Domazan;930;11;941
30104;Domessargues;753;18;771
30105;Dourbies;145;5;150
30106;Durfort-et-Saint-Martin-de-Sossenac;685;18;703
30107;Estézargues;579;12;591
30108;L' Estréchure;161;5;166
30109;Euzet;439;7;446
30110;Flaux;375;9;384
30111;Foissac;423;6;429
30112;Fons;1506;14;1520
30113;Fons-sur-Lussan;237;3;240
30114;Fontanès;690;12;702
30115;Fontarèches;263;5;268
30116;Fournès;1085;13;1098
30117;Fourques;2891;44;2935
30119;Fressac;162;5;167
30120;Gagnières;1121;14;1135
30121;Gailhan;246;4;250
30122;Gajan;668;22;690
30123;Gallargues-le-Montueux;3708;75;3783
30124;Le Garn;213;2;215
30125;Garons;4895;49;4944
30126;Garrigues-Sainte-Eulalie;731;20;751
30127;Gaujac;1096;26;1122
30128;Générac;4118;56;4174
30129;Générargues;699;20;719
30130;Génolhac;841;20;861
30131;Goudargues;1100;23;1123
30132;La Grand-Combe;5041;97;5138
30133;Le Grau-du-Roi;8517;78;8595
30134;Issirac;310;6;316
30135;Jonquières-Saint-Vincent;3779;37;3816
30136;Junas;1107;17;1124
30137;Lamelouze;139;4;143
30138;Langlade;2190;55;2245
30139;Lanuéjols;357;23;380
30140;Lasalle;1140;12;1152
30141;Laudun-l'Ardoise;6292;117;6409
30142;Laval-Pradel;1161;23;1184
30143;Laval-Saint-Roman;217;5;222
30144;Lecques;470;3;473
30145;Lédenon;1556;24;1580
30146;Lédignan;1462;24;1486
30147;Lézan;1537;26;1563
30148;Liouc;281;6;287
30149;Lirac;904;20;924
30150;Logrian-Florian;264;7;271
30151;Lussan;486;7;493
30152;Les Mages;2074;35;2109
30153;Malons-et-Elze;125;0;125
30154;Mandagout;401;7;408
30155;Manduel;6814;95;6909
30156;Marguerittes;8586;158;8744
30158;Martignargues;424;9;433
30159;Le Martinet;750;5;755
30160;Maruéjols-lès-Gardon;243;4;247
30161;Massanes;194;6;200
30162;Massillargues-Attuech;662;16;678
30163;Mauressargues;158;6;164
30164;Méjannes-le-Clap;710;14;724
30165;Méjannes-lès-Alès;1222;30;1252
30166;Meynes;2456;152;2608
30167;Meyrannes;825;17;842
30168;Mialet;624;17;641
30169;Milhaud;5636;134;5770
30170;Molières-Cavaillac;938;33;971
30171;Molières-sur-Cèze;1297;14;1311
30172;Monoblet;728;13;741
30173;Mons;1677;31;1708
30354;Montagnac;208;4;212
30174;Montaren-et-Saint-Médiers;1434;34;1468
30175;Montclus;206;1;207
30176;Montdardier;201;4;205
30177;Monteils;656;10;666
30178;Montfaucon;1492;37;1529
30179;Montfrin;3189;54;3243
30180;Montignargues;597;10;607
30181;Montmirat;433;5;438
30182;Montpezat;1234;19;1253
30183;Moulézan;648;3;651
30184;Moussac;1485;12;1497
30185;Mus;1410;19;1429
30186;Nages-et-Solorgues;1736;49;1785
30187;Navacelles;325;8;333
30188;Ners;702;13;715
30189;Nîmes;150610;2342;152952
30191;Orsan;1145;27;1172
30192;Orthoux-Sérignac-Quilhan;416;7;423
30193;Parignargues;678;4;682
30194;Peyremale;285;2;287
30195;Peyrolles;33;3;36
30196;Le Pin;426;8;434
30197;Les Plans;252;7;259
30198;Les Plantiers;257;6;263
30199;Pommiers;56;1;57
30200;Pompignan;957;14;971
30202;Pont-Saint-Esprit;10336;183;10519
30201;Ponteils-et-Brésis;364;7;371
30203;Portes;344;8;352
30204;Potelières;373;9;382
30205;Pougnadoresse;246;4;250
30206;Poulx;3933;114;4047
30207;Pouzilhac;713;6;719
30208;Puechredon;40;0;40
30209;Pujaut;4136;138;4274
30210;Quissac;3216;35;3251
30211;Redessan;4115;57;4172
30212;Remoulins;2281;42;2323
30213;Revens;21;0;21
30214;Ribaute-les-Tavernes;2209;42;2251
30215;Rivières;362;3;365
30216;Robiac-Rochessadoule;840;15;855
30217;Rochefort-du-Gard;7532;177;7709
30218;Rochegude;252;3;255
30356;Rodilhan;2878;197;3075
30219;Rogues;107;2;109
30222;La Roque-sur-Cèze;184;4;188
30220;Roquedur;257;7;264
30221;Roquemaure;5481;65;5546
30223;Rousson;4106;71;4177
30224;La Rouvière;598;14;612
30225;Sabran;1674;51;1725
30226;Saint-Alexandre;1232;25;1257
30227;Saint-Ambroix;3162;39;3201
30232;Saint-André-d'Olérargues;429;14;443
30229;Saint-André-de-Majencoules;592;16;608
30230;Saint-André-de-Roquepertuis;594;9;603
30231;Saint-André-de-Valborgne;382;11;393
30233;Saint-Bauzély;649;11;660
30234;Saint-Bénézet;274;7;281
30236;Saint-Bonnet-de-Salendrinque;120;3;123
30235;Saint-Bonnet-du-Gard;835;11;846
30237;Saint-Brès;652;12;664
30238;Saint-Bresson;54;2;56
30240;Saint-Césaire-de-Gauzignan;382;5;387
30241;Saint-Chaptes;1865;29;1894
30242;Saint-Christol-de-Rodières;160;2;162
30243;Saint-Christol-lez-Alès;7030;189;7219
30244;Saint-Clément;379;6;385
30245;Saint-Côme-et-Maruéjols;790;14;804
30247;Saint-Denis;294;9;303
30248;Saint-Dézéry;450;4;454
30249;Saint-Dionisy;1039;13;1052
30250;Saint-Étienne-de-l'Olm;388;11;399
30251;Saint-Étienne-des-Sorts;557;12;569
30252;Saint-Félix-de-Pallières;252;7;259
30253;Saint-Florent-sur-Auzonnet;1173;16;1189
30254;Saint-Geniès-de-Comolas;1969;40;2009
30255;Saint-Geniès-de-Malgoirès;3007;31;3038
30256;Saint-Gervais;720;16;736
30257;Saint-Gervasy;1899;27;1926
30258;Saint-Gilles;13607;104;13711
30260;Saint-Hilaire-d'Ozilhan;1069;21;1090
30259;Saint-Hilaire-de-Brethmas;4313;106;4419
30261;Saint-Hippolyte-de-Caton;213;4;217
30262;Saint-Hippolyte-de-Montaigu;260;8;268
30263;Saint-Hippolyte-du-Fort;3939;104;4043
30264;Saint-Jean-de-Ceyrargues;164;1;165
30265;Saint-Jean-de-Crieulon;246;2;248
30266;Saint-Jean-de-Maruéjols-et-Avéjan;920;11;931
30267;Saint-Jean-de-Serres;521;11;532
30268;Saint-Jean-de-Valériscle;669;10;679
30269;Saint-Jean-du-Gard;2433;171;2604
30270;Saint-Jean-du-Pin;1511;39;1550
30271;Saint-Julien-de-Cassagnas;698;15;713
30272;Saint-Julien-de-la-Nef;141;6;147
30273;Saint-Julien-de-Peyrolas;1402;26;1428
30274;Saint-Julien-les-Rosiers;3348;62;3410
30275;Saint-Just-et-Vacquières;302;2;304
30276;Saint-Laurent-d'Aigouze;3474;42;3516
30277;Saint-Laurent-de-Carnols;496;9;505
30278;Saint-Laurent-des-Arbres;3072;36;3108
30279;Saint-Laurent-la-Vernède;681;11;692
30280;Saint-Laurent-le-Minier;341;11;352
30281;Saint-Mamert-du-Gard;1634;21;1655
30282;Saint-Marcel-de-Careiret;845;17;862
30283;Saint-Martial;179;3;182
30284;Saint-Martin-de-Valgalgues;4419;61;4480
30285;Saint-Maurice-de-Cazevieille;727;8;735
30286;Saint-Maximin;746;18;764
30287;Saint-Michel-d'Euzet;636;12;648
30288;Saint-Nazaire;1229;19;1248
30289;Saint-Nazaire-des-Gardies;83;2;85
30291;Saint-Paul-la-Coste;285;6;291
30355;Saint-Paul-les-Fonts;1031;21;1052
30290;Saint-Paulet-de-Caisson;1810;43;1853
30292;Saint-Pons-la-Calm;438;10;448
30293;Saint-Privat-de-Champclos;344;5;349
30294;Saint-Privat-des-Vieux;5182;127;5309
30295;Saint-Quentin-la-Poterie;3054;63;3117
30296;Saint-Roman-de-Codières;157;15;172
30297;Saint-Sauveur-Camprieu;245;14;259
30298;Saint-Sébastien-d'Aigrefeuille;500;20;520
30299;Saint-Siffret;1067;36;1103
30300;Saint-Théodorit;532;6;538
30303;Saint-Victor-de-Malcap;833;21;854
30301;Saint-Victor-des-Oules;306;4;310
30302;Saint-Victor-la-Coste;2073;42;2115
30228;Sainte-Anastasie;1686;27;1713
30239;Sainte-Cécile-d'Andorge;586;3;589
30246;Sainte-Croix-de-Caderle;113;7;120
30304;Salazac;184;3;187
30305;Salindres;3494;41;3535
30306;Salinelles;573;8;581
30307;Les Salles-du-Gardon;2600;26;2626
30308;Sanilhac-Sagriès;780;51;831
30309;Sardan;300;1;301
30310;Saumane;276;6;282
30311;Sauve;1928;22;1950
30312;Sauveterre;2036;48;2084
30313;Sauzet;747;7;754
30314;Savignargues;239;4;243
30315;Saze;2037;39;2076
30316;Sénéchas;247;8;255
30317;Sernhac;1755;23;1778
30318;Servas;209;4;213
30319;Serviers-et-Labaume;604;23;627
30320;Seynes;161;2;163
30321;Sommières;4917;62;4979
30322;Soudorgues;275;7;282
30323;Soustelle;123;3;126
30324;Souvignargues;871;15;886
30325;Sumène;1549;42;1591
30326;Tavel;1979;35;2014
30327;Tharaux;56;2;58
30328;Théziers;1039;18;1057
30329;Thoiras;436;16;452
30330;Tornac;904;26;930
30331;Tresques;1806;50;1856
30332;Trèves;128;1;129
30333;Uchaud;4315;41;4356
30334;Uzès;8454;359;8813
30335;Vabres;121;4;125
30339;Val-d'Aigoual;1431;20;1451
30336;Vallabrègues;1392;19;1411
30337;Vallabrix;432;5;437
30338;Vallérargues;140;4;144
30340;Valliguières;584;11;595
30341;Vauvert;11608;134;11742
30342;Vénéjan;1246;41;1287
30343;Verfeuil;600;7;607
30344;Vergèze;5188;79;5267
30345;La Vernarède;336;2;338
30346;Vers-Pont-du-Gard;1850;35;1885
30347;Vestric-et-Candiac;1406;17;1423
30348;Vézénobres;1774;97;1871
30349;Vic-le-Fesq;522;4;526
30350;Le Vigan;3820;124;3944
30351;Villeneuve-lès-Avignon;11698;405;12103
30352;Villevieille;1709;44;1753
30353;Vissec;60;1;61
31001;Agassac;118;3;121
31002;Aignes;245;6;251
31003;Aigrefeuille;1275;37;1312
31005;Alan;305;8;313
31006;Albiac;210;5;215
31007;Ambax;67;0;67
31008;Anan;243;7;250
31009;Antichan-de-Frontignes;157;3;160
31010;Antignac;116;5;121
31011;Arbas;263;6;269
31012;Arbon;102;1;103
31013;Ardiège;364;11;375
31014;Arguenos;72;1;73
31015;Argut-Dessous;23;1;24
31017;Arlos;100;1;101
31018;Arnaud-Guilhem;231;3;234
31019;Artigue;30;1;31
31020;Aspet;879;72;951
31021;Aspret-Sarrat;136;5;141
31022;Aucamville;8408;69;8477
31023;Aulon;309;10;319
31024;Auragne;427;5;432
31025;Aureville;899;14;913
31026;Auriac-sur-Vendinelle;1035;13;1048
31027;Auribail;204;5;209
31028;Aurignac;1193;72;1265
31029;Aurin;332;6;338
31030;Ausseing;72;5;77
31031;Ausson;586;15;601
31032;Aussonne;6984;73;7057
31033;Auterive;9752;98;9850
31034;Auzas;239;10;249
31035;Auzeville-Tolosane;4126;249;4375
31036;Auzielle;1500;45;1545
31037;Avignonet-Lauragais;1534;12;1546
31004;Ayguesvives;2655;49;2704
31038;Azas;664;16;680
31039;Bachas;71;1;72
31040;Bachos;38;1;39
31041;Bagiry;112;2;114
31042;Bagnères-de-Luchon;2312;143;2455
31043;Balesta;148;6;154
31044;Balma;16568;310;16878
31045;Barbazan;490;10;500
31046;Baren;12;0;12
31047;Bax;89;1;90
31048;Baziège;3346;57;3403
31049;Bazus;553;15;568
31050;Beauchalot;640;9;649
31051;Beaufort;462;6;468
31052;Beaumont-sur-Lèze;1557;31;1588
31053;Beaupuy;1340;28;1368
31054;Beauteville;175;1;176
31055;Beauville;170;3;173
31056;Beauzelle;6387;76;6463
31057;Belberaud;1503;51;1554
31058;Belbèze-de-Lauragais;123;1;124
31059;Belbèze-en-Comminges;113;6;119
31060;Bélesta-en-Lauragais;115;5;120
31061;Bellegarde-Sainte-Marie;192;12;204
31062;Bellesserre;110;3;113
31063;Benque;162;2;164
31064;Benque-Dessous-et-Dessus;25;0;25
31065;Bérat;3016;59;3075
31066;Bessières;4073;59;4132
31067;Bezins-Garraux;44;0;44
31068;Billière;22;0;22
31590;Binos;43;0;43
31069;Blagnac;24517;492;25009
31070;Blajan;504;9;513
31071;Bois-de-la-Pierre;429;3;432
31072;Boissède;70;2;72
31073;Bondigoux;537;12;549
31074;Bonrepos-Riquet;293;7;300
31075;Bonrepos-sur-Aussonnelle;1187;22;1209
31076;Bordes-de-Rivière;483;12;495
31077;Le Born;548;14;562
31078;Boudrac;144;2;146
31079;Bouloc;4659;84;4743
31080;Boulogne-sur-Gesse;1612;48;1660
31081;Bourg-d'Oueil;6;0;6
31082;Bourg-Saint-Bernard;1038;19;1057
31083;Boussan;239;2;241
31084;Boussens;1074;23;1097
31085;Boutx;244;3;247
31086;Bouzin;96;4;100
31087;Bragayrac;326;2;328
31088;Brax;2811;101;2912
31089;Bretx;663;6;669
31090;Brignemont;387;5;392
31091;Bruguières;5832;84;5916
31092;Burgalays;123;6;129
31093;Le Burgaud;979;8;987
31094;Buzet-sur-Tarn;2767;49;2816
31095;Cabanac-Cazaux;126;1;127
31096;Cabanac-Séguenville;170;1;171
31097;Le Cabanial;454;13;467
31098;Cadours;1086;18;1104
31099;Caignac;356;4;360
31100;Calmont;2371;31;2402
31101;Cambernard;466;4;470
31102;Cambiac;215;3;218
31103;Canens;60;0;60
31104;Capens;662;13;675
31105;Caragoudes;223;8;231
31106;Caraman;2500;45;2545
31107;Carbonne;5712;104;5816
31108;Cardeilhac;267;2;269
31109;Cassagnabère-Tournas;461;3;464
31110;Cassagne;634;13;647
31111;Castagnac;288;4;292
31112;Castagnède;189;4;193
31113;Castanet-Tolosan;13529;197;13726
31114;Castelbiague;251;2;253
31115;Castelgaillard;61;1;62
31116;Castelginest;10467;115;10582
31117;Castelmaurou;4273;96;4369
31118;Castelnau-d'Estrétefonds;6334;64;6398
31119;Castelnau-Picampeau;215;5;220
31120;Le Castéra;736;18;754
31121;Castéra-Vignoles;64;1;65
31122;Casties-Labrande;117;2;119
31123;Castillon-de-Larboust;63;1;64
31124;Castillon-de-Saint-Martory;382;9;391
31125;Cathervielle;36;0;36
31126;Caubiac;382;10;392
31127;Caubous;4;1;5
31128;Caujac;837;12;849
31593;Cazac;88;0;88
31130;Cazaril-Tambourès;88;3;91
31129;Cazarilh-Laspènes;24;6;30
31131;Cazaunous;72;0;72
31132;Cazaux-Layrisse;60;1;61
31133;Cazeaux-de-Larboust;97;4;101
31134;Cazeneuve-Montaut;74;0;74
31135;Cazères;4889;65;4954
31136;Cépet;1878;21;1899
31137;Cessales;167;0;167
31138;Charlas;242;6;248
31139;Chaum;189;4;193
31140;Chein-Dessus;182;7;189
31141;Ciadoux;232;1;233
31142;Cier-de-Luchon;248;7;255
31143;Cier-de-Rivière;279;7;286
31144;Cierp-Gaud;734;12;746
31145;Cintegabelle;2904;65;2969
31146;Cirès;13;0;13
31147;Clarac;630;11;641
31148;Clermont-le-Fort;506;27;533
31149;Colomiers;38951;474;39425
31150;Cornebarrieu;6592;93;6685
31151;Corronsac;813;22;835
31152;Coueilles;94;5;99
31153;Couladère;425;12;437
31155;Couret;239;2;241
31156;Cox;341;1;342
31157;Cugnaux;17974;223;18197
31158;Cuguron;185;4;189
31159;Le Cuing;465;5;470
31160;Daux;2361;26;2387
31161;Deyme;1192;21;1213
31162;Donneville;1009;75;1084
31163;Drémil-Lafage;2652;79;2731
31164;Drudas;216;6;222
31165;Eaunes;6162;94;6256
31166;Empeaux;256;5;261
31167;Encausse-les-Thermes;694;14;708
31168;Eoux;119;0;119
31169;Escalquens;6660;153;6813
31170;Escanecrabe;246;10;256
31591;Escoulis;80;0;80
31171;Espanès;325;4;329
31172;Esparron;57;2;59
31173;Esperce;259;3;262
31174;Estadens;528;4;532
31175;Estancarbon;606;10;616
31176;Esténos;187;5;192
31177;Eup;133;2;135
31178;Fabas;201;3;204
31179;Le Faget;343;6;349
31180;Falga;124;6;130
31181;Le Fauga;2048;27;2075
31182;Fenouillet;5161;58;5219
31183;Figarol;305;9;314
31184;Flourens;1963;38;2001
31185;Folcarde;118;1;119
31186;Fonbeauzard;2973;30;3003
31187;Fonsorbes;11743;272;12015
31188;Fontenilles;5935;124;6059
31189;Forgues;212;4;216
31190;Fos;237;0;237
31191;Fougaron;95;2;97
31192;Fourquevaux;771;21;792
31193;Le Fousseret;1897;30;1927
31194;Francarville;174;2;176
31195;Francazal;29;0;29
31196;Francon;243;3;246
31197;Franquevielle;332;8;340
31198;Le Fréchet;103;3;106
31199;Fronsac;210;10;220
31200;Frontignan-de-Comminges;77;4;81
31201;Frontignan-Savès;70;0;70
31202;Fronton;6079;143;6222
31203;Frouzins;9022;155;9177
31204;Fustignac;80;3;83
31205;Gagnac-sur-Garonne;3110;27;3137
31206;Gaillac-Toulza;1265;13;1278
31207;Galié;82;6;88
31208;Ganties;327;5;332
31209;Garac;154;4;158
31210;Gardouch;1268;23;1291
31211;Gargas;685;9;694
31212;Garidech;1768;12;1780
31213;Garin;145;3;148
31215;Gauré;494;16;510
31216;Gémil;270;10;280
31217;Génos;70;1;71
31218;Gensac-de-Boulogne;125;4;129
31219;Gensac-sur-Garonne;442;3;445
31220;Gibel;361;6;367
31221;Gouaux-de-Larboust;67;0;67
31222;Gouaux-de-Luchon;46;0;46
31223;Goudex;47;1;48
31224;Gourdan-Polignan;1203;186;1389
31225;Goutevernisse;187;3;190
31226;Gouzens;81;10;91
31227;Goyrans;843;36;879
31228;Gragnague;1817;39;1856
31229;Gratens;684;18;702
31230;Gratentour;4158;92;4250
31231;Grazac;587;8;595
31232;Grenade;8847;99;8946
31233;Grépiac;982;26;1008
31234;Le Grès;433;8;441
31235;Guran;44;1;45
31236;Herran;75;1;76
31237;His;223;30;253
31238;Huos;489;11;500
31239;L' Isle-en-Dodon;1631;23;1654
31240;Issus;595;10;605
31241;Izaut-de-l'Hôtel;314;5;319
31242;Jurvielle;20;2;22
31243;Juzes;85;5;90
31245;Juzet-d'Izaut;188;5;193
31244;Juzet-de-Luchon;369;16;385
31246;Labarthe-Inard;852;13;865
31247;Labarthe-Rivière;1332;29;1361
31248;Labarthe-sur-Lèze;6178;101;6279
31249;Labastide-Beauvoir;1272;26;1298
31250;Labastide-Clermont;664;8;672
31251;Labastide-Paumès;146;1;147
31252;Labastide-Saint-Sernin;1909;21;1930
31253;Labastidette;2563;33;2596
31254;Labège;4044;147;4191
31255;Labroquère;323;16;339
31256;Labruyère-Dorsa;284;6;290
31258;Lacaugne;218;5;223
31259;Lacroix-Falgarde;2068;48;2116
31260;Laffite-Toupière;103;1;104
31261;Lafitte-Vigordane;1188;18;1206
31262;Lagarde;409;11;420
31263;Lagardelle-sur-Lèze;3045;45;3090
31264;Lagrâce-Dieu;571;7;578
31265;Lagraulet-Saint-Nicolas;251;4;255
31266;Lahage;208;1;209
31267;Lahitère;60;0;60
31268;Lalouret-Laffiteau;134;3;137
31269;Lamasquère;1462;14;1476
31270;Landorthe;991;33;1024
31271;Lanta;2070;40;2110
31272;Lapeyrère;68;1;69
31273;Lapeyrouse-Fossat;2821;58;2879
31274;Larcan;177;4;181
31275;Laréole;171;5;176
31592;Larra;1891;30;1921
31276;Larroque;292;5;297
31277;Lasserre-Pradère;1522;42;1564
31278;Latoue;323;5;328
31279;Latour;77;1;78
31280;Latrape;364;13;377
31281;Launac;1382;34;1416
31282;Launaguet;8880;108;8988
31283;Lautignac;265;1;266
31284;Lauzerville;1588;52;1640
31285;Lavalette;738;13;751
31286;Lavelanet-de-Comminges;625;8;633
31287;Lavernose-Lacasse;3050;77;3127
31288;Layrac-sur-Tarn;322;9;331
31289;Lécussan;268;3;271
31290;Lège;43;1;44
31291;Léguevin;9196;248;9444
31292;Lescuns;72;0;72
31293;Lespinasse;2737;20;2757
31294;Lespiteau;103;1;104
31295;Lespugue;81;0;81
31296;Lestelle-de-Saint-Martory;440;8;448
31297;Lévignac;2113;39;2152
31299;Lherm;3678;79;3757
31300;Lieoux;126;0;126
31301;Lilhac;130;1;131
31302;Lodes;292;7;299
31303;Longages;3082;34;3116
31304;Loubens-Lauragais;461;10;471
31305;Loudet;196;6;202
31306;Lourde;92;0;92
31308;Luscan;55;0;55
31309;Lussan-Adeilhac;227;2;229
31310;Lux;344;5;349
31311;La Magdelaine-sur-Tarn;1171;21;1192
31312;Mailholas;34;0;34
31313;Malvezie;115;2;117
31314;Mancioux;409;4;413
31315;Mane;963;40;1003
31316;Marignac;484;8;492
31317;Marignac-Lasclares;478;19;497
31318;Marignac-Laspeyres;218;6;224
31319;Marliac;145;1;146
31320;Marquefave;967;53;1020
31321;Marsoulas;123;8;131
31322;Martisserre;61;2;63
31323;Martres-de-Rivière;357;11;368
31324;Martres-Tolosane;2383;42;2425
31325;Mascarville;179;12;191
31326;Massabrac;89;0;89
31327;Mauran;233;1;234
31328;Mauremont;323;10;333
31329;Maurens;206;2;208
31330;Mauressac;518;5;523
31331;Maureville;304;12;316
31332;Mauvaisin;233;4;237
31333;Mauvezin;93;2;95
31334;Mauzac;1281;23;1304
31335;Mayrègne;25;2;27
31336;Mazères-sur-Salat;621;12;633
31337;Melles;89;1;90
31338;Menville;768;23;791
31339;Mérenvielle;486;6;492
31340;Mervilla;269;8;277
31341;Merville;5615;95;5710
31342;Milhas;177;0;177
31343;Mirambeau;63;0;63
31344;Miramont-de-Comminges;780;10;790
31345;Miremont;2494;32;2526
31346;Mirepoix-sur-Tarn;1014;13;1027
31347;Molas;167;4;171
31348;Moncaup;39;0;39
31349;Mondavezan;905;18;923
31350;Mondilhan;92;1;93
31351;Mondonville;4546;63;4609
31352;Mondouzil;235;6;241
31353;Monès;96;1;97
31354;Monestrol;62;0;62
31355;Mons;1780;52;1832
31369;Mont-de-Galié;42;1;43
31356;Montaigut-sur-Save;1682;42;1724
31357;Montastruc-de-Salies;288;2;290
