CODGEO;POP_MUN;POP_COM_QP;POP_COM;LIB_COM;TX_F;TX_TOT_0A24;TX_F_0A24;TX_TOT_60ETPLUS;TX_F_60ETPLUS;IND_JEUNE;TX_TOT_MEN1;TX_TOT_MEN6;TX_TOT_ET;TX_F_ET;A;PERCOU;AM;AI;ACSSENF;ACAVENF;AC3ENF;A_NETUD_24;A_ETUD;ENF;ENF_2;ENF_3_5;ENF_6_10;ENF_11_14;ENF_15_17;ENF_18_24;NOTE_CNAF
QP051004;11836;35052;182592;Reims;53,4;38,1;34,4;18,8;21,7;1,7;42,9;2,8;16,8;15,6;4283;9551;955;2019;309;1000;385;298;164;3955;703;690;1045;710;444;363;0
QP051005;4789;35052;182592;Reims;54,9;40,5;37,9;18,4;21,3;1,8;34,3;;22,5;21,6;1491;3884;346;547;136;462;199;99;14;1795;291;301;476;332;215;180;0
QP051006;2515;35052;182592;Reims;56;34,9;32;18;22,1;1,6;47,1;;9,4;;901;1820;223;464;63;151;44;61;13;701;113;114;176;128;87;83;0
QP051007;1191;35052;182592;Reims;55,4;40,3;37,2;;;;35,5;;;;300;809;97;93;21;89;42;25;;401;69;73;92;72;61;34;0
QP051008;1237;35052;182592;Reims;56,4;32,5;28;23,2;27,3;1,2;36,5;;10,1;9,4;389;882;93;195;23;78;38;21;;389;51;63;92;69;62;52;0
QP051009;1651;35052;182592;Reims;49,6;40,7;38;;;;40,1;;16,8;;512;1192;92;250;38;132;47;36;15;512;74;87;120;102;84;45;0
QP051010;1917;3372;13174;Vitry-le-François;55,1;33,3;28,4;23,2;28,7;1,1;52,6;;5,9;5;385;745;78;218;35;54;27;10;;269;28;40;76;56;42;27;0
QP051011;1455;3372;13174;Vitry-le-François;51,8;39;36,9;22,8;;1,4;40,4;7,2;20,1;20,7;426;845;63;244;41;78;35;17;;301;39;49;74;61;46;32;0
QP051012;3183;3183;23413;Épernay;52,7;37,7;35,5;17,1;;1,8;43,4;3,9;22,9;22,2;1085;2448;249;488;97;251;94;76;8;1009;153;165;257;195;130;109;0
QP052001;1799;3088;22560;Chaumont;53,1;39,4;39,1;14,3;15,7;2,1;49;;;;714;1421;138;398;63;115;47;84;12;531;92;93;127;100;82;37;0
QP052002;1289;3088;22560;Chaumont;60;29,3;;36,4;41,9;0,5;64;0,2;9;6,8;488;818;75;331;27;55;15;31;10;248;46;40;62;42;28;30;0
QP052003;1147;1147;7877;Langres;53,6;38;36,1;16,9;18,6;1,9;49,7;4,3;19,4;18,6;317;664;53;173;31;60;28;17;;256;31;38;70;67;32;18;0
QP052004;7470;7470;25626;Saint-Dizier;54,6;35,2;32,7;21;25,4;1,4;44,8;3,3;12,4;13,1;2480;4833;435;1426;217;402;164;161;5;1745;247;237;460;343;251;207;0
QP053001;1196;6684;50479;Laval;54,5;34;25,9;23,4;33,5;;54,7;;16,7;14,2;415;929;92;210;28;85;35;33;;401;70;52;102;75;57;45;0
QP053002;2214;6684;50479;Laval;54,5;44,5;41,5;15,5;17,8;2,5;41,4;6,4;24,4;22;647;1699;141;280;41;185;101;46;;824;127;143;233;149;101;71;0
QP053003;3274;6684;50479;Laval;54,2;37,7;37,2;19,4;21,5;1,6;50,4;;19;16,7;989;2198;238;509;51;191;88;73;14;964;159;167;253;167;135;83;0
QP054001;979;979;8667;Essey-lès-Nancy;54,5;32,9;31,7;19,5;22,1;1,4;43,3;1,3;14,3;14,7;317;688;72;148;27;70;24;23;;270;44;50;68;52;39;17;0
QP054002;1412;2832;14092;Longwy;55,3;36,9;34;;;1,6;44,8;;27,4;24,9;425;951;96;198;24;107;43;25;7;393;64;52;113;78;56;30;0
QP054003;1458;1458;4361;Herserange;51,2;33,2;32,1;18,4;19,5;1,5;41,8;2;30;28,3;337;691;61;182;20;74;17;15;;260;43;42;67;52;31;25;0
QP054004;1420;2832;14092;Longwy;54,7;27,4;25,8;24,7;28,9;;52,7;;25,8;24;471;892;54;297;26;94;29;14;12;295;49;55;78;55;27;31;0
QP054005;2768;2768;7946;Mont-Saint-Martin;49,8;35,3;33;20,4;22,3;1,5;30,3;4,8;35,3;35,1;809;1864;108;416;59;226;102;23;;757;108;114;217;152;100;66;0
QP054006;1073;1073;6885;Champigneulles;55,3;33,6;29,7;21,2;23,8;1,2;47,8;2,9;12,9;12,8;296;604;67;151;25;53;16;27;;230;43;38;52;36;27;34;0
QP054007;1161;1161;6773;Frouard;54;36,3;30,1;20;22,4;1,5;37,5;2,5;7,5;6,5;344;766;88;165;18;73;22;18;;329;35;41;78;71;58;46;0
QP054008;1508;1508;14792;Pont-à-Mousson;49,5;37,2;37,2;17,7;;1,8;37,1;;19,1;19,4;346;814;60;162;29;95;43;17;;343;44;50;97;64;50;38;0
QP054009;2275;3313;19516;Lunéville;49,8;33,5;31,7;18,8;23,7;1,4;52,5;;;;789;1440;164;480;41;104;33;84;31;512;85;65;141;92;70;59;0
QP054010;1038;3313;19516;Lunéville;49,5;37;34,8;;;1,8;36,5;;;;349;775;77;175;30;67;29;18;5;322;36;42;85;69;40;50;0
QP054011;1876;1876;16128;Toul;49,4;46,1;44,5;13,5;;2,9;28,3;8;21,5;21,4;550;1197;107;291;33;119;46;48;;486;74;82;127;83;70;50;0
QP054012;1810;1810;9329;Jarville-la-Malgrange;47,8;34;36;20,8;21,5;1,4;48,1;2,7;21,3;20,4;720;1442;121;424;52;123;51;35;6;541;78;80;126;116;73;68;0
QP054013;2669;3871;14681;Laxou;53,8;36,2;35,3;19,6;22;1,4;47,1;;19,8;18,3;953;2033;158;509;65;221;83;78;25;789;157;140;202;118;93;79;0
QP054014;3602;7178;24477;Laxou, Maxéville;51,9;38,3;33,8;16,2;18,7;2;35;2,8;16;15;1216;2917;316;471;101;328;114;79;8;1268;225;207;319;200;160;157;0
QP054015;5648;11948;113868;Maxéville, Nancy;49,6;39,8;39,1;14,9;15,7;2,2;39,8;6,5;22,7;22,4;2075;4717;374;1059;186;456;219;113;23;1978;312;314;519;366;239;228;0
QP054016;15045;21583;133908;Nancy, Vandoeuvre-lès-Nancy;52,5;39,4;36;18,8;21,6;1,7;44,4;3,9;17,7;16,8;5355;11595;887;2820;409;1239;502;290;560;4566;732;730;1188;822;589;505;0
QP054017;2579;9423;121784;Malzéville, Nancy, Saint-Max;51,7;33,3;36,5;20;19;1,2;56,6;;18,1;14;991;1858;147;608;63;173;58;73;103;625;86;95;176;126;91;51;0
QP054018;1799;1799;8041;Tomblaine;53,6;38,6;34,6;19;20,9;1,7;36,2;5;16,3;14,7;477;1127;103;204;42;128;49;22;5;476;62;71;107;101;75;60;0
QP055001;2326;2326;15950;Bar-le-Duc;50,6;33,7;31,7;;;1,3;58,4;;16,9;17,9;756;1374;124;473;62;97;34;41;34;459;58;69;116;86;80;50;0
QP055002;1609;3808;17923;Verdun;54,5;43,2;37,6;;;2,8;39,5;;;;557;1145;159;279;28;91;27;55;;468;70;80;112;71;80;55;0
QP055003;2199;3808;17923;Verdun;56,1;35,2;33,4;19;22,7;1,4;63,5;;;;813;1451;159;492;64;98;32;71;33;475;74;70;113;99;71;48;0
QP056001;1490;1490;12946;Auray;54,9;40,4;37,9;;;2,8;42,7;;17,3;16,7;510;1122;149;236;25;100;40;26;;487;68;68;109;91;85;66;0
QP056002;1147;1147;15765;Hennebont;50;34,5;29,2;19,3;;1,5;55,4;;;;330;695;101;170;11;48;21;22;5;304;58;49;73;53;46;25;0
QP056003;1907;1907;21874;Lanester;55,8;31,8;27,9;30,2;37,8;0,8;56,2;;10,3;;772;1554;161;427;41;143;51;42;;599;93;90;165;104;78;69;0
QP056004;1767;6802;57961;Lorient;53,4;34,8;32,4;20,4;23,8;1,4;52,8;;14,9;11,5;659;1316;117;370;34;138;40;50;34;491;81;94;121;78;60;57;0
QP056005;1654;6802;57961;Lorient;52,7;35,7;36,6;21,5;25,1;1,3;64,7;;15;14,4;779;1234;122;546;38;73;18;95;16;347;62;50;89;65;47;34;0
QP056006;2167;6802;57961;Lorient;54,1;43,5;40,3;16,7;18,7;2,4;36,4;;24,2;21,4;705;1887;178;292;52;183;97;42;;947;149;157;238;187;119;97;0
QP056007;1214;6802;57961;Lorient;53;35,6;;;;;47,8;;;;472;1026;113;216;39;104;36;35;;422;61;74;102;91;54;40;0
QP056008;3439;6289;53032;Vannes;55,2;44,3;37,5;17,4;23,4;2,2;39,8;;25,4;22,6;890;2145;232;363;76;219;92;64;29;965;127;156;229;197;138;118;0
QP056009;2850;6289;53032;Vannes;55,2;39,2;35,6;16,5;20,3;2;48,7;;17,2;15,3;1233;2711;278;613;86;256;109;108;12;1138;152;188;283;213;178;124;0
QP057001;1617;1617;12306;Sarrebourg;51,7;30,9;28,6;;;1,1;53,2;;;;526;1012;80;296;54;96;25;62;13;346;53;47;94;71;43;38;0
QP057002;5870;5870;7439;Behren-lès-Forbach;52,3;30,9;28,7;28,4;30,1;0,9;32;5,3;24,7;26,5;1321;3038;161;653;118;389;190;46;;1224;192;202;339;236;141;114;0
QP057003;3211;4631;21596;Forbach;50,1;35,8;34,9;20,8;19,5;1,5;21,9;8,2;35;33,6;963;2238;117;459;109;278;117;33;;890;146;142;225;171;124;82;0
QP057004;1420;4631;21596;Forbach;52,3;36,9;35,3;15,6;;1,8;32,6;;18,3;18,7;532;1084;96;305;31;100;37;25;;412;58;52;115;87;53;47;0
QP057005;3595;3595;13965;Fameck;53,6;35,6;34,8;23,3;23,8;1,3;32,2;4,7;20,1;19,1;1087;2639;190;481;91;325;127;26;;1127;175;182;268;236;140;126;0
QP057006;1816;1816;6315;Uckange;51,4;38,8;36;20,1;22,1;1,6;26,8;6,9;26,1;26,7;501;1276;91;201;47;162;71;22;;564;102;89;148;110;65;50;0
QP057007;2203;3574;41627;Thionville;52,3;35,7;34,7;19,8;23,7;1,4;43,6;;23;22,4;665;1481;117;326;50;172;73;27;;595;102;106;160;92;70;65;0
QP057008;1371;3574;41627;Thionville;48,1;36,8;;;;;48,4;;20,9;21,8;439;924;64;237;39;99;43;14;;351;65;54;90;58;48;36;0
QP057009;1983;1983;15898;Yutz;55,1;45,3;46,4;;;3,5;24,1;;21,1;21;511;1349;114;197;43;157;73;37;26;632;100;92;163;126;86;65;0
QP057010;1129;3611;21572;Sarreguemines;52,2;40,9;36,4;18,7;21,1;1,8;31,1;;9,6;8,7;442;1020;103;201;28;110;45;19;;436;59;60;110;97;59;51;0
QP057011;2482;3611;21572;Sarreguemines;51,2;35,6;33,8;14,6;18;2;52,7;;9,2;;826;1669;190;457;50;129;55;71;25;657;82;99;150;141;108;77;0
QP057012;2675;3505;20145;Freyming-Merlebach, Hombourg-Haut;52,7;35;33,5;23,6;25,1;1,2;31,9;5,1;22,9;20,5;612;1403;93;286;58;175;68;24;;557;91;108;145;100;61;52;0
QP057013;1224;1224;6977;Guénange;54,7;32,9;28,3;21,5;23,6;1,2;36;1,1;11,2;11,1;294;696;81;111;19;83;26;9;;300;49;48;86;53;35;29;0
QP057014;1474;1474;7402;Folschviller, Valmont;53,9;39,2;37,3;19,5;20,8;1,7;27,8;3,9;19,5;19,6;374;960;68;136;35;135;46;21;;413;63;78;110;66;51;45;0
QP057015;3457;3457;16126;Saint-Avold;52,5;33,7;33,8;21,5;20,6;1,3;39;;12,4;11,6;1035;2411;185;451;92;307;111;70;;974;163;172;250;163;116;110;0
QP057016;1078;2624;13434;Creutzwald;48,7;36,8;36,7;;;1,5;24,6;;12,5;12,9;306;782;67;121;19;99;32;16;;359;51;64;89;66;52;37;0
QP057017;1546;2624;13434;Creutzwald;53,5;29,4;28,4;28;31,8;0,9;39,6;;28,6;29,9;328;837;46;127;44;111;56;11;;352;50;52;95;68;52;35;0
QP057018;3019;22658;118634;Metz;52,5;39,9;36,8;18,2;20,7;1,8;38,3;;21,6;20,9;1060;2401;218;510;73;259;104;46;8;1005;171;166;251;190;134;93;0
QP057019;1258;22658;118634;Metz;51,1;;;;;;;;;;380;1010;114;123;20;123;38;34;;487;83;94;118;85;63;44;0
QP057020;11013;22658;118634;Metz;51,3;42,4;41;15,6;16,1;2,3;29,8;7,6;25,1;24,7;3351;8845;519;1314;339;1179;539;162;46;3937;604;666;1019;771;470;407;0
QP057021;1408;22658;118634;Metz;51,6;41,3;;;;2;33,8;;25,3;28,1;387;918;57;191;25;114;48;19;;391;56;60;96;77;59;43;0
QP057022;3337;22658;118634;Metz;48,5;32,1;31,9;21,7;21,7;1,1;42,8;;22,7;20,8;1133;2274;205;634;72;222;66;93;61;840;176;142;198;149;94;81;0
QP057023;8782;28817;132129;Metz, Woippy;50,4;36,5;37;18,8;19,4;1,6;34,3;5,2;22,6;20,3;2842;6369;430;1444;235;733;299;126;10;2542;396;438;670;483;306;249;0
QP057024;830;2061;6867;Hombourg-Haut;50,7;34,5;32;21,5;22,8;1,3;35,6;6,6;18,6;19,9;212;486;39;99;15;59;25;13;;202;36;36;56;35;18;21;0
QP058001;2531;8141;34841;Nevers;52,7;37,7;36,8;23,9;26,8;1,3;39,7;;32,9;31,3;659;1554;96;299;83;181;83;26;;650;90;94;166;133;104;63;0
QP058002;2102;8141;34841;Nevers;52,3;36,4;31,3;25,2;31,2;1,3;52,6;;27,5;25,9;832;1718;181;447;55;149;62;47;25;699;115;105;171;149;99;60;0
QP058003;1907;8141;34841;Nevers;56;27,7;23,1;26,2;28,8;0,9;59;;;;640;1224;127;361;51;101;34;36;;441;65;63;133;73;53;54;0
QP058004;1601;8141;34841;Nevers;52,8;25,7;23,3;31,7;32,6;0,6;57,9;;15,2;14,6;455;846;95;261;45;54;23;20;;305;59;49;74;50;43;30;0
QP058005;1492;1492;10629;Cosne-Cours-sur-Loire;55,6;28,2;24,5;29,9;34,9;0,7;57,9;;12,5;11,1;478;867;98;285;32;63;24;23;;293;42;41;64;55;49;42;0
QP059001;1065;1065;3575;Hornaing;52,6;41,3;39,2;15,9;17,8;2,2;28,6;6,6;1,4;1,5;261;693;52;87;27;95;32;20;;311;35;46;85;69;47;29;0
QP059002;1331;1933;7369;Auby;54,7;34,5;31,3;18;21,7;1,6;34,6;3,1;4,3;3,7;427;990;97;180;33;117;32;26;;410;82;63;111;65;53;36;0
QP059003;1120;2451;13521;Auby, Roost-Warendin;51;36,3;32;20,3;25;1,5;30,7;5;7,6;8,5;339;879;71;125;30;113;45;14;;399;50;65;98;77;61;48;0
QP059004;1857;8747;41189;Douai;53,2;43,3;40,1;;;2,5;52,8;4,5;10,2;9,3;741;1613;206;353;61;121;60;44;;693;118;123;170;119;81;82;0
QP059005;3168;9625;47047;Douai, Flers-en-Escrebieux;54,2;37,3;36,3;19,4;23;1,6;35,1;6,1;6,8;6,7;1031;2420;171;493;97;270;112;61;;1038;153;153;276;210;138;108;0
QP059006;2111;11614;48757;Douai, Waziers;50,1;35,3;30,4;21,4;24;1,4;31,7;;;;569;1498;95;228;60;186;88;31;;687;88;94;169;151;100;85;0
QP059007;2980;13880;64582;Douai, Sin-le-Noble, Waziers;52,9;33,3;28,5;23,6;26,7;1,2;30,5;4,8;9,7;9,7;858;2100;144;372;85;257;106;46;;897;142;135;213;185;107;115;0
QP059008;1794;8819;47711;Cuincy, Douai;53,9;39,2;34,4;16,7;20,9;1,9;35,3;;10;;605;1256;146;294;53;112;42;55;;488;97;92;113;79;61;46;0
QP059009;1837;2266;15825;Sin-le-Noble;50,1;38,3;33,6;15,7;17,8;1,9;51,3;2,3;9,3;8,7;688;1415;145;357;72;114;43;74;;545;117;92;137;79;56;64;0
QP059010;1083;2867;7568;Waziers;52,9;38;35;18,8;21,2;1,7;23;4,4;5,1;4,9;255;688;65;90;17;83;40;20;;333;39;48;89;72;48;37;0
QP059011;1192;1192;7103;Feignies;52,8;40,2;36,5;18,2;20,1;1,8;32,4;3,9;8,9;8,6;303;721;67;130;26;80;26;18;;308;51;46;74;59;39;39;0
QP059012;1194;1194;5367;Ferrière-la-Grande;52,3;40,5;35,4;16,5;20;2,1;35,4;5,5;3,2;3,2;344;862;84;141;24;95;37;20;;394;40;52;113;78;54;57;0
QP059013;1470;2794;14271;Hautmont;48,8;37,9;32,7;;;;32,4;;10,4;;464;1054;93;228;35;108;49;26;;442;52;69;122;85;55;59;0
QP059014;2911;2911;9897;Jeumont;54,4;35,8;33,3;19,5;22,7;1,5;41,7;3,6;10,8;9,6;921;1961;214;469;74;164;70;50;;803;119;138;206;164;90;86;0
QP059015;1349;2354;6574;Louvroil;49,8;41,6;38,2;16,2;18,6;2;31,7;7,1;25,5;26,1;362;918;60;153;39;110;48;14;;401;69;75;89;66;54;48;0
QP059016;2064;11570;30567;Maubeuge;52,4;39,2;37,3;15,7;15,5;2,1;29;4;29;28,8;;;;;;;;;;;;;;;;;5
QP059017;1507;11570;30567;Maubeuge;52,3;41,9;39,1;13,4;14,9;2,3;42,5;1,8;15,9;17;;;;;;;;;;;;;;;;;5
QP059018;1141;11570;30567;Maubeuge;53,4;38,9;36,5;;;1,8;40,2;;11,6;12,7;369;847;77;183;21;88;43;22;;369;61;58;98;75;36;41;0
QP059019;9396;16927;52725;Hautmont, Louvroil, Maubeuge, Neuf-Mesnil;50,9;39,1;36,1;20,1;22,5;1,6;30,8;8,4;12,5;12,3;2377;6097;430;1047;210;690;339;165;22;2818;378;420;714;547;391;368;0
QP059020;1248;5701;13092;Anzin;52,4;35,3;31,1;;;1,5;45;;8,9;8,5;553;1006;105;325;38;85;20;39;;327;63;48;88;59;39;30;0
QP059021;10732;21346;87438;Anzin, Beuvrages, Bruay-sur-l'Escaut, Raismes, Valenciennes;51,5;39,2;38,2;18;20,1;1,7;34,3;5,6;6,6;5,8;3357;7996;617;1522;290;928;366;263;157;3418;511;490;841;712;476;388;0
QP059022;2319;3741;16241;Bruay-sur-l'Escaut, Escautpont;51,5;35,9;33,4;22,4;24,3;1,3;27,8;;7,4;7,7;653;1684;122;234;74;223;86;52;;738;118;136;190;122;104;68;0
QP059023;2257;3323;9741;Condé-sur-l'Escaut;54,2;39,9;38,6;17,8;22,2;1,8;37,4;4,4;6,8;6,2;774;1590;152;415;62;145;49;80;16;613;117;100;146;95;76;79;0
QP059024;1066;3323;9741;Condé-sur-l'Escaut;54,1;40,9;36,6;23,4;27,5;1,5;40,3;4;9,6;6,9;328;698;75;178;19;56;23;19;;294;38;45;75;61;40;35;0
QP059025;1935;3039;7623;Fresnes-sur-Escaut;51,9;35,2;33,9;23,9;26,7;1,2;30;4;6,2;4,7;501;1160;92;237;37;135;46;34;;490;66;83;138;88;69;46;0
QP059026;1104;3039;7623;Fresnes-sur-Escaut;50,9;37,3;36,1;17,3;19,5;1,8;17;7,4;4,2;3,3;232;645;41;84;17;90;39;19;;304;41;35;81;64;49;34;0
QP059027;2679;2679;10184;Onnaing, Vicq;52,8;37,9;34,5;19,2;22,4;1,7;29,4;2,6;3,5;3,4;774;1915;156;290;80;248;77;70;;813;141;125;211;161;105;70;0
QP059028;1822;1822;6317;Quiévrechain;54,1;37,2;31,9;24,3;30;1,3;29,9;5,2;9,8;10,8;458;1140;84;198;46;130;56;19;;500;63;77;118;100;69;73;0
QP059029;864;864;11108;Saint-Saulve;58,6;31,9;24,7;;;1,2;54,6;0;4,8;4,9;397;763;101;206;33;57;17;24;;275;57;44;81;46;26;21;0
QP059030;3189;6958;46113;La Sentinelle, Valenciennes;53,3;38,2;36;16,8;17,9;1,9;38,3;;5,8;5;1349;2936;288;621;144;296;93;128;5;1144;168;174;258;216;177;151;0
QP059031;2488;7748;54186;Marly, Valenciennes;52,1;44;40;14,4;;2,3;32,2;;9,7;8,9;943;2116;207;430;97;209;80;78;25;858;116;121;219;173;126;103;0
QP059032;1282;2265;9877;Vieux-Condé;52,7;38,6;38,2;18,4;;1,8;29,3;;;;336;889;54;139;22;121;48;28;;405;61;58;95;73;72;46;0
QP059033;983;2265;9877;Vieux-Condé;52,7;34;29,7;23,3;28,3;1,1;30;;;;338;766;78;154;28;78;27;12;;321;38;44;87;71;51;30;0
QP059034;3654;3974;14935;Aniche, Auberchicourt;53;39;37,9;17;18,7;1,9;29,4;;;;987;2517;222;377;86;302;119;67;;1138;140;174;303;213;178;130;0
QP059035;1227;2695;10507;Auberchicourt, Écaillon, Masny;54,8;35,6;32,6;22,7;25,5;1,3;34,8;3,5;2,4;2,2;345;857;74;138;33;100;47;23;;380;41;53;100;60;68;58;0
QP059036;1387;1418;4140;Masny;53,5;37;33,7;19,2;21,7;1,6;33,9;3,2;4,7;5,2;442;1059;80;190;43;129;47;29;;441;44;61;114;96;79;47;0
QP059037;1040;1210;4776;Montigny-en-Ostrevent;54,7;37,6;36,8;20,5;22,2;1,6;24,7;6;6,8;6,9;252;649;46;92;24;90;26;13;;278;29;28;66;53;58;44;0
QP059038;1385;3445;10726;Montigny-en-Ostrevent, Pecquencourt;54;33,4;30,4;21,2;25,8;1,4;30,7;3,4;6,4;6,3;467;1133;86;183;58;140;43;25;;468;70;71;124;102;57;44;0
QP059039;1020;2235;5950;Pecquencourt;51,9;37,4;35,1;18,9;22,8;1,6;28,8;3,6;4,2;3,3;374;869;86;149;35;104;28;29;;356;67;62;99;56;36;36;0
QP059040;1633;1633;12863;Somain;54,6;35,1;33;21,5;23,2;1,4;28,7;;;;454;1114;89;176;50;139;48;20;;471;64;71;127;88;66;55;0
QP059041;1379;1379;21737;Hazebrouck;50,6;44,3;40,2;;;2,7;36,5;;3,1;2,9;;;;;;;;;;;;;;;;;5
QP059042;2287;2287;14789;Caudry;51,3;39,8;39,3;16;19,4;2;35,7;;;;702;1582;173;325;58;146;61;64;;688;91;88;181;147;92;89;0
QP059043;1683;1683;5017;Le Quesnoy;57,1;31,4;28,1;26,6;30,6;0,9;46,4;1,1;1,7;1,5;523;1002;127;277;43;76;18;52;;365;52;47;86;73;57;50;0
QP059044;4566;4566;12581;Fourmies;52,9;39,2;36,8;20,4;24,3;1,6;45,3;5,4;1,3;;1478;3175;373;740;110;255;103;115;;1342;157;199;336;270;200;180;0
QP059045;1626;1716;5443;Ostricourt;53;37,1;32,9;22;25,3;1,4;29,1;4,4;10,6;11,9;388;1068;61;136;41;150;67;13;;486;60;80;133;93;58;62;0
QP059046;1539;5011;32852;Cambrai;54,6;33,4;28;24,7;32,3;;57,7;;;;598;1070;119;349;62;68;20;81;60;348;71;64;67;61;45;40;0
QP059047;1257;5011;32852;Cambrai;57,1;29,8;26,6;26,3;31,3;0,8;50,7;;;;455;868;102;253;27;73;21;27;6;312;39;53;81;59;49;31;0
QP059048;1286;5011;32852;Cambrai;50,5;34,4;31,5;;;1,6;45,2;;;;452;984;97;209;43;103;28;26;;384;58;62;97;64;48;55;0
QP059049;929;5011;32852;Cambrai;47,2;34,6;;;;;25,9;;;;248;630;54;89;24;81;32;13;;277;33;33;70;61;49;31;0
QP059050;13195;18996;35315;Denain, Douchy-les-Mines, Lourches;52,9;39,7;37,3;19;22,2;1,7;33,8;6,1;8,9;8,6;4367;10593;825;1933;413;1196;503;345;27;4638;678;763;1186;893;631;487;0
QP059051;3451;3451;10964;Douchy-les-Mines;53,9;40,4;37,5;15,5;17,6;2,2;39,6;4;6,8;6;1104;2416;232;542;88;242;93;66;;979;164;125;234;189;134;133;0
QP059052;2448;4689;16810;Escaudain, Lourches, Roeulx;54,2;39,8;37;20,6;24;1,6;30,8;6,8;9,5;9,2;732;1702;140;350;58;184;76;43;;725;96;96;183;150;120;80;0
QP059053;1232;2156;9214;Escaudain;52,5;37,5;33,6;18,8;21,6;1,7;26,7;3,7;5,1;5,5;386;975;71;138;33;144;39;24;;410;63;73;99;69;55;51;0
QP059054;1172;17701;33565;Denain, Escaudain, Lourches;51,5;42,3;39,6;15,5;17;2,3;24;4,5;5,1;3,6;377;1004;75;128;36;138;51;33;;455;64;74;124;84;69;40;0
QP059055;2781;3795;12682;Raismes;51,2;36,7;32,9;21,8;26,6;1,4;29,1;;;;755;2045;148;234;94;279;105;49;;918;123;138;248;182;135;92;0
QP059056;1292;7536;28923;Bruay-sur-l'Escaut, Escautpont, Raismes;52,1;34,3;29,8;22,9;27,9;1,2;31,9;;;;376;852;82;163;40;91;31;13;;347;44;57;85;66;52;43;0
QP059057;1477;2603;16653;Saint-Amand-les-Eaux;57,1;39,4;37,4;14,3;16,5;2,2;34,9;;5,1;;460;985;109;213;37;101;33;17;;394;33;57;107;76;65;56;0
QP059058;1126;2603;16653;Saint-Amand-les-Eaux;56,6;25,5;;35,1;41,5;0,6;35,6;;;;369;805;56;177;37;99;34;25;;302;37;41;81;57;45;41;0
QP059059;1721;5429;19390;Bellaing, Raismes, Wallers;53,1;35,4;32,9;22,8;25,8;1,3;28,3;6,7;8,9;8,5;392;1092;71;122;38;161;58;22;;497;72;84;133;97;55;56;0
QP059060;1274;1274;22015;Coudekerque-Branche;52,9;37;34,8;18,4;20,6;1,6;41,9;;6,8;6,4;458;989;98;216;42;102;36;29;;384;69;67;93;51;61;43;0
QP059061;4008;14780;89882;Dunkerque;54;40,4;37,3;13,3;14,6;2,4;41,2;3,2;8,9;8,5;;;;;;;;;;;;;;;;;5
QP059062;5912;14780;89882;Dunkerque;52,3;36,6;34,3;19,4;20;1,5;38,3;2,9;7,5;6,3;2095;4444;446;1028;193;428;140;159;10;1732;302;286;408;327;210;199;0
QP059063;4860;14780;89882;Dunkerque;53,5;35,3;35,9;17,3;20,2;1,5;50,8;;7,2;6,3;1509;2807;277;876;133;223;62;168;103;954;157;134;223;192;136;112;0
QP059064;8659;8659;21364;Grande-Synthe;52,9;41,9;40,5;14,5;15,2;2,4;28,8;4,7;11,2;11,2;2693;6626;576;1068;257;792;325;175;11;2887;453;463;772;528;369;302;0
QP059065;1141;1141;8202;Téteghem-Coudekerque-Village;52,4;40,8;38,8;13;14,2;2,5;34,9;2,8;5,3;5;328;695;74;152;31;71;16;33;;269;45;46;69;47;41;21;0
QP059066;5218;10684;62616;Villeneuve-d'Ascq;53,6;40,3;39,4;8,1;8,8;4,2;42;2,7;19,1;18,1;2109;4828;479;963;152;515;199;106;60;2054;367;369;532;339;237;210;0
QP059067;2983;10684;62616;Villeneuve-d'Ascq;52,7;42,4;38,8;;14,2;3;31;;13,8;13,4;962;2226;179;456;75;252;111;48;61;930;139;155;243;167;131;95;0
QP059068;2483;10684;62616;Villeneuve-d'Ascq;53,1;37,6;36,6;;;2,1;35,5;;11,9;11,8;791;1919;190;317;60;224;84;37;15;839;133;149;208;152;110;87;0
QP059069;1786;3030;25978;Armentières;56,4;37,1;33,1;21,9;28,1;1,4;42,6;;8,9;7,4;537;1243;124;238;34;141;44;35;;532;85;88;135;101;65;58;0
QP059070;1244;3030;25978;Armentières;49,3;47,7;41,8;;;3,4;25,7;;;;346;1015;104;97;18;127;57;21;;523;69;68;135;110;87;54;0
QP059071;8042;76940;128024;Hem, Lys-lez-Lannoy, Roubaix;51;41,1;39,3;14,3;16,1;2,3;34;6,3;11,5;12,4;2625;6069;590;1221;188;626;251;110;8;2600;386;410;618;467;338;381;0
QP059072;1166;1166;28491;Lambersart;54,9;39,7;36,7;12,2;14;2,7;40,7;0;11;12,3;425;965;109;185;36;95;34;22;;405;58;57;116;79;52;43;0
QP059073;1778;63771;231491;Lille;53,4;39,2;38,3;14,4;13,7;2,3;37,6;;19,5;20,2;631;1423;134;299;31;167;59;25;7;597;83;97;146;116;84;71;0
QP059074;47687;69725;272811;Faches-Thumesnil, Lezennes, Lille, Loos;50,9;42,7;41,9;13,1;14,8;2,3;50,7;3,6;20,8;19,5;19242;37513;2600;11706;1478;3458;1440;1641;3485;13300;2216;2180;3429;2407;1564;1504;0
QP059075;12711;63771;231491;Lille;51;41,9;41,3;12,2;13,1;2,3;46,7;2,4;18,9;16,7;5332;10051;710;3334;386;902;325;480;1208;3419;598;557;909;643;377;335;0
