id,nom,ville,page,code_postal
425,CENTRE SOCIAL GERARD PHILIPE, Bron,11,69500 
427,mattieu bernardin, ,11,79150 
428,"CENTRE SOCIAL MAROC, CREUTZWALD", Creutzwald,11,57150 
429,PAYS MAULEONAIS, Mauléon,11,79700 
431,CSC NOUVEL AIR, Avesnes,11,59440 
432,CENTRE SOCIAL ABBAYE, Grenoble,11,38100 
433,Centre Social La Sauvegarde, LYON 9EME ARRONDISSEMENT,11,69009 
434,MAISON DU CARRÉ DE LA VIEILLE, Dunkerque,12,59140 
435,ASSOCIATION SEGALA LIMARGUE CENTRE SOCIAL LATRONQUIERE SOUSCEYRAC, Latronquière,12,46210 
437,CENTRE SOCIO-CULTUREL D'ENDOUME, MARSEILLE 7EME ARRONDISSE,12,13007 
438,MAISON DE QUARTIER DES LINANDES (EX COTEAUX), Cergy,12,95000 
439,CSC BASTIDE QUEYRIES, Bordeaux,12,33100 
440,PROMESSES CENTRE SOCIAL ET SOCIO-CULTUREL, Wattignies,12,59139 
441,CENTRE SOCIAL DU ROUSSILLONNAIS, Roussillon,12,38150 
442,CENTRE SOCIAL C.A.F., Pamiers,12,09100 
443,Centre Social Langlet Santy, LYON 8EME ARRONDISSEMENT,12,69008 
444,CENTRE SOCIAL DE COLOMIERS EN JACCA, Colomiers,12,31770 
445,MPT DU POLYGONE, Valence,12,26000 
446,CENTRE SOCIAL D'ANIMATION DE MIRIBEL (CeSAM), Miribel,12,01700 
447,CENTRE SOCIAL JACQUES PREVERT, Givors,12,69700 
448,CS ESPACE GROS SAULE, Aulnay,12,93600 
449,CENTRE SOCIAL ET CULTUREL LES 7 LIEUX, Hauteville,12,01110 
450,CENTRE SOCIOCULTUREL ENVOL, Chalais,12,16210 
452,MQ AMILCAR REGHEM, Quiévrechain,12,59920 
453,MAISON DE QUARTIER COURGHAIN, Grande,12,59760 
454,CENTRE SOCIAL SAINT JULIEN EN JAREZ, Saint,12,42400 
455,CENTRE SOCIAL MARLIOT MAUPASSANT, Caudry,12,59540 
457,ESPACE ARC-EN-CIEL - MOISSY CRAMAYEL, Moissy,12,77550 
458,CENTRE SOCIO-CULTUREL ST EXUPERY, Téteghem,12,59229 
459,CENTRE SOCIOCULTUREL DE LA SAULAIE, Oullins,12,69600 
460,CENTRE SOCIAL ALMONT, Melun,12,77000 
461,CENTRE SOCIAL ET CULTUREL DES FOSSES JEAN, Colombes,12,92700 
462,ESPACE DE PROXIMITE ET DE CITOYENNETE JEAN MOULIN, Chelles,13,77500 
463,CS ET CULTUREL ST MICHEL, Bordeaux,13,33000 
464,MAISON DE QUARTIER DU MOULIN/DEUX SYNTHE, Grande,13,59760 
465,Centre Social Marlborough - CENTRE SOCIAL ECLATE, Saint,13,62280 
466,MAISON DE QUARTIER PAUL BERT, Saint,13,38400 
467,CENTRE SOCIAL ESPACE EIFFEL, Bouffémont,13,95570 
468,210 CENTRE SOCIAL BEUTRE, Mérignac,13,33700 
470,UNIRE Centre Social de Floirac, Floirac,13,33270 
471,PARC (TOUR CHABOT-GAVACHERIE), Niort,13,79000 
472,MAISON POUR TOUS  VICTOR JARA, Champs,13,77420 
473,Centre Social Saint Just, LYON 5EME ARRONDISSEMENT,13,69005 
474,CENTRE SOCIAL DES BORDERIES, Cognac,13,16100 
475,SFM MONTREUIL, Montreuil,13,93100 
476,MAISON DES GLACIS, Dunkerque,13,59140 
477,ACSC DU ROY D'ESPAGNE, MARSEILLE 8EME ARRONDISSE,13,13008 
478,CSC  Paul Bert, Bordeaux,13,33000 
479,CENTRE SOCIALVHB, ,13,69860 
480,CENTRE SOCIOCULTUREL DU CONFOLENTAIS, Confolens,13,16500 
481,ESPACE D'ANIMATIONS, Saint,13,31790 
482,CS MARCEL CACHIN, Romainville,13,93230 
484,L'ATELIER- ESPACE SOCIAL & CULTUREL LAPANOUSE- ST MARTIN, Albi,13,81000 
485,CENTRE SOCIAL COURDIMANCHE, Ulis,13,91940 
486,ASSOCIATION SEGALA LIMARGUE CENTRE SOCIAL LACAPELLE MARIVAL, Lacapelle,13,46120 
487,ESPACE BORIS VIAN, Saint,13,42000 
488,CENTRE SOCIAL CAF DE MOISSAC, Moissac,13,82200 
489,CENTRE SOCIAL CAP TONNAY CHARENTE, Tonnay,14,17430 
490,CENTRE SOCIAL  OVIV, Vernioz,14,38150 
491,CS NOTRE DAME DES MARINS, Martigues,14,13500 
492,MAISON DE QUARTIER GABRIEL PÉRI, Saint,14,38400 
493,Centre Social Laennec, LYON 8EME ARRONDISSEMENT,14,69008 
494,Centre socio-culturel Kennedy 94000 Créteil, Créteil,14,94000 
495,Centre social  La Passerelle , Brie,14,77170 
496,CARRE D'AS, Morlaix,14,29600 
497,Confluences - Maison d'Animation des Jalles, Saint,14,33160 
498,Centre d'animation Bordeaux Lac, Bordeaux,14,33300 
499,DE PART ET D AUTRE (CLOU BOUCHET  ST LIGUAIRE), Niort,14,79000 
501,CENTRE SOCIAL GEORGE SAND, Fontaine,14,38600 
502,CRAN GEVRIER ANIMATION, Cran,14,74960 
503,MAISON DE QUARTIER DU VAL SUD/ESPACE FAMILLES, Argenteuil,14,95100 
507,CSC -  LES AMANDIERS, Aix,14,13091 
508,CENTRE SOCIAL GRAND SELVE GRENADE, Grenade,14,31330 
509,MPT d'AIFFRES, Aiffres,14,79230 
511,CENTRE SOCIAL ET CULTUREL DE KERYADO, Lorient,14,56100 
512,"CENTRE SOCIAL FOYER DES TROIS AGES, STIRING-WENDEL", Stiring,14,57350 
513,CENTRE SOCIAL KALEIDO, Noyelles,14,62221 
514,"CENTRE SOCIAL BOILEAU PREGENIE, WOIPPY", Woippy,14,57140 
515,CENTRE SOCIAL REYNERIE, Toulouse,14,31100 
517,CENTRE SOCIAL ROMAIN ROLLAND, Fontaine,14,38600 
518,MDH le Patio (CS arlequin), Grenoble,14,38100 
519,CS BORDEAUX NORD, Bordeaux,14,33300 
520,CENTRE SOCIAL DES MARAIS, Vern,15,35770 
521,CSC BELENCONTRE, Tourcoing,15,59200 
522,CS PARADIS ST ROCH, Martigues,15,13500 
523,CENTRE SOCIO CULTUREL DE LA BLAISERIE, Poitiers,15,86000 
524,CENTRE SOCIAL ET FAMILIAL SAINT ROCH, Cambrai,15,59540 
525,CS BAUSSENQUE, MARSEILLE 2EME ARRONDISSE,15,13002 
526,MAISON QUARTIER  SOUBISE, Dunkerque,15,59140 
528,Centre socioculturel Arc en Ciel, Pont,15,38780 
529,CENTRE SOCIAL AIRES 10, PARIS 10EME ARRONDISSEMENT,15,75010 
530,CENTRE SOCIAL IZIEUX-LE CREUX, Saint,15,42400 
531,CS LORMONT CARRIET - Assocation DIDEE, Lormont,15,33310 
532,CENTRE SOCIAL ET CULTUREL Robert Doisneau, Biars,15,46130 
533,CENTRE SOCIAL DE BELLEY, Belley,15,01300 
534,CENTRE SOC MARTIN MARTINE ET GUISE, Cambrai,15,59400 
536,ESPACE PIERRE DELANOE, ,15,78112 
537,CSCS LA COURONNE, Couronne,15,16400 
539,CS LORMONT GENICART - association DIDEE, Lormont,15,33310 
540,CENTRE SOCIAL LE BABET, Saint,15,42000 
543,MAISON DE QUARTIER DU SOLEIL, Saint,15,42000 
544,CAVL AGORA, Bourganeuf,15,23400 
545,CENTRE SOCIAL & SOCIO CULTUREL DE PONS, Pons,15,17800 
546,CENTRE SOCIAL MUNICIPAL LES MARGOTINS, Ozoir,15,77330 
547,Centre Social et Culturel Vent Des Iles, Rochelle,15,17000 
548,CENTRE SOCIAL DU PETIT TAILLIS, Bron,15,69500 
549,CENTRE SOCIAL ITINERANT DEPARTEMENTAL - Association Itinérance, ,15,22000 
550,CENTRE SOCIAL ACCUEIL GENS DU VOYAGE, Rennes,16,35000 
551,CENTRE SOCIAL DE BAGATELLE, Talence,16,33400 
552,AMIDS CENTRE SOCIAL, Saint,16,35400 
554,AGFPDASC, Grand,16,59153 
555,CENTRE SOCIAL ESPACE POUR TOUS, Saint,16,31650 
556,CENTRE SOCIAL ULAMIR AULNE, Châteauneuf,16,29520 
557,CENTRE SOCIAL DU PARC, Amplepuis,16,69550 
558,CS STE MARTHE LA PATERNELLE, MARSEILLE 14EME ARRONDISS,16,13014 
559,CSC MAISON POUR TOUS, Nanterre,16,92000 
560,CENTRE SOCIAL  MILLANDY MEUDON, MEUDON LA FORET,16,92360 
561,Centre Social et Culturel Charpennes Tonkin, Villeurbanne,16,69100 
562,Centre Social MPT Châteauneuf Les Martigues, Châteauneuf,16,13220 
563,CENTRE SOCIAL DU GRAND TAILLIS, Bron,16,69500 
564,CENTRE L'HORIZON, Lannion,16,22300 
565,Association Pavillonnaise pour la Jeunesse et la Culture, Pavillons,16,93320 
566,MAISON CITOYENNE NOEL GUICHARD - MJC CENTRE SOCIAL, Romans,16,26100 
567,"CENTRE SOCIAL MDA,  FREYMING-MERLEBACH", Freyming,16,57800 
568,CENTRE SOCIAL DE SOYAUX, Soyaux,16,16800 
569,CENTRE SOCIAL FIRMINY VERT, Firminy,16,42700 
570,LES GRANGES CENTRE SOCIAL DE SAINT JEAN, Saint,16,31240 
571,CENTRE SOCIAL PAYS DE GUER, Guer,16,56380 
572,CENTRE ANIMATION DU NOUVEAU MONDE, Hazebrouck,16,59190 
574,ESPACE ANDRE JOLY - CENTRE DE VIE SOCIALE, Celle,16,78170 
575,CENTRE SOCIAL  AUDACES'S FOLSCHVILLER, Folschviller,16,57 730 
576,CENTRE SOCIAL LE CHATO, Paimpol,16,22500 
577,Centre social et culturel municipal Crest'actif, Crest,17,26400 
580,ASS GESTION CS ET DÉVELOPPT SECTEUR CROISETTE ARBRISSEAU, Lille,17,59000 
581,Centre Social De Monthieu-montplaisir, Saint,17,42100 
582,CENTRE SOCIAL DU LONDEAU, Noisy,17,93130 
583,LA PASSERELLE CENTRE SOCIAL GENS DU VOYAGE, Morlaix,17,29600 
584,MAISON DU PONT LOBY, Dunkerque,17,59640 
585,CENTRE SOCIAL DE COLOMIERS SEYCHERON, Colomiers,17,31770 
586,CENTRE SOCIAL ET CULTUREL DU GRAND GARROS, Auch,17,32000 
587,CS LA CASTELLANE, MARSEILLE 16EME ARRONDISS,17,13016 
589,Centre Social CENTRE VILLE, Villeneuve,17,59650 
590,CENTRE SOCIAL DINARD, Dinard,17,35800 
591,CENTRE SOCIAL MICHEL COLUCCI, Isle,17,38080 
592,CENTRE SOCIAL LA PASSERELLE, Rexpoëde,17,59122 
593,CS LA MARTINE, MARSEILLE 15EME ARRONDISS,17,13015 
594,CENTRE SOCIAL LA LIVATTE, Roanne,17,42300 
595,MAISON DE QUARTIER DES ORS, Romans,17,26100 
597,CENTRE SOCIOCULTUREL LES AMIS DES BAUGES, Châtelard,17,73 630 
598,CENTRE SOCIOCULTUREL YANNICK NOAH, Asnières,17,92600 
599,CENTRE SOCIAL LA PAZ, Saint,17,26190 
600,CENTRE SOCIAL ET CULTUREL DU PAYS SEGALI, Naucelle,17,12800 
601,MQ LES HUTTES, Gravelines,17,59820 
602,ESPACE SOCIOCULTUREL Marcel Dalens, Chelles,17,77500 
603,CENTRE SOCIAL CERISE, PARIS 2EME ARRONDISSEMENT,17,75002 
604,CENTRE SOCIAL ET CULTUREL ALINE ET LOUIS RIVALS PIBRAC, Pibrac,17,31820 
606,CENTRE SOCIAL ET CULTUREL FONTAINE GUEFFIER, Bagneux,17,92220 
607,CENTRE SOCIAL LE PARI'S DES FAUBOURGS, PARIS 10EME ARRONDISSEMENT,18,75010 
608,CENTRE SOCIAL DE L'ORGERE, Rives,18,38140 
609,CS ET CULTUREL ST PIERRE, Bordeaux,18,33000 
610,CENTRE SOCIAL LES BUERS, Villeurbanne,18,69100 
611,CENTRE SOCIAL MAISON DE QUARTIER DES EPINETTES, ,18,91000 
612,Centre Social et Culturel TOURNESOL le Burck, Mérignac,18,33700 
613,CENTRE SOCIAL d'Eybens, Eybens,18,38320 
614,"ANIMATION, LOISIRS ET CULTURE EN CHAUTAGNE", Chindrieux,18,73310 
615,ULAMIR PRESQU'ILE DE CROZON, Crozon,18,29160 
616,CENTRE SOCIAL TI LANVENEC, Locmaria,18,29280 
617,ASSOCIATION DEPARTEMENTALE DES GENS DU VOYAGE DE L'ESSONNE, Lisses,18,91090 
618,CS ASS. ADEPT, Drancy,18,93700 
619,ESPACE SOCIAL ET CULTUREL DU DIOIS, Die,18,26150 
620,CENTRE SOCIAL MAISON DE QUARTIER PAHIN, Tournefeuille,18,31170 
621,ESPACE LA GOELETTE, Saint,18,77165 
622,MJC CENTRE SOCIAL DE RIS ORANGIS, Ris,18,91130 
624,CENTRE SOCIAL CHEVALERET, PARIS 13EME ARRONDISSEMENT,18,75013 
625,CENTRE SOCIAL DE L'ORANGERIE, Tassin,18,69160 
626,AMICALE LAIQUE COTE CHAUDE, Saint,18,42000 
627,MAISON DE QUARTIER GASTON VARIOT, Savigny,18,77176 
628,MAISON DE QUARTIER DES COTEAUX/COLPORTEUR, Argenteuil,18,95100 
629,Maison Pour tous des ROCHES, Villefontaine,18,38090 
630,CENTRE SOCIAL MAISON POUR TOUS, Gorgue,18,59253 
631,CENTRE SOCIAL DE MA CAMPAGNE, Angoulême,18,16000 
632,LES CHEMINS BLANCS (ST FLORENT ET GOISE), Niort,18,79000 
634,Centre Social De Beaulieu, Saint,19,42100 
635,ASSOCIATION L ARANTELLE, Roches,19,86340 
637,CS LES OLIVIERS, Saint,19,13310 
638,CENTRE SOCIAL Maurepas RENNES, Rennes,19,35700 
640,CENTRE SOCIAL CULTUREL ET SPORTIF EFFERVESCENTRE, Roullet,19,16440 
641,CENTRE SOCIAL CAPUCHE, Grenoble,19,38100 
642,MQ DU PONT DE PIERRE, Gravelines,19,59820 
643,CENTRE SOCIOCULTUREL AMBROISE CROIZAT, Renage,19,38140 
644,CENTRE SOCIAL DU SOLEIL LEVANT, Firminy,19,42700 
645,Centre social et culturel LA TRAVERSE géré et animé par l'association UNIS VERS CITÉS, Nanterre,19,92000 
646,CENTRE SOCIAL DES PAYS DU GUIERS, Saint,19,38380 
647,CENTRE SOCIAL ST BONNET, Villefontaine,19,38090 
649,AUESCB, Grenoble,19,38100 
650,CENTRE SOCIAL LE FOYER DE GRENELLE, PARIS 15EME ARRONDISSEMENT,19,75015 
651,"CENTRE SOCIAL, ASSOCIATION LA CLEF PEN AR CREACH", Brest,19,29200 
652,Centre Social Graine de Vie, Pierre,19,69493 Pierre Bénite cedex 
653,CS LES SALYENS (EX ROMARIN), Vitrolles,19,13127 
654,Centre Social des Provinces Françaises - ACSM, Maubeuge,19,59603 
656,CENTRE SOCIAL ARCACHON, Arcachon,19,33120 
657,CENTRE SOCIAL MOSAIQUE, Feyzin,19,69320 
658,CS STE ELISABETH, MARSEILLE 4EME ARRONDISSE,19,13004 
659,CENTRE SOCIAL ESPACE TORCY-ENS, PARIS 18EME ARRONDISSEMENT,19,75018 
660,CENTRE SOCIAL LA GAVOTTE PEYRET, ,19,13240 SEPTEMES LES VALLONS 
661,CENTRE SOCIAL DES CHAMPS MANCEAUX, Rennes,19,35200 
662,CENTRE VILLE, Niort,19,79000 
663,CENTRE SOCIAL JOSEPH KOSMA, Guyancourt,20,78280 
664,CENTRE SOCIAL DECAZEVILLE COMMUNAUTE, Decazeville,20,12300 
666,MAISON DE QUARTIER TEXIER + espace TRIOLET, Saint,20,38400 
667,CENTRE SOCIAL INTER-GENERATIONS DE LONGUENESSE, Longuenesse,20,62219 
671,L'AGORA GUILERS, Guilers,20,29820 
672,CENTRE SOCIAL BALZAC, Vitry,20,94400 
673,MQ CS DU VIEUX LILLE, Lille,20,59000 
674,CS HENRI MARTEL DECHY, Dechy,20,59187 
675,CENTRE SOCIAL DANUBE SOCIAL ET CULTUREL, PARIS 19EME ARRONDISSEMENT,20,75019 
676,MAISON DE QUARTIER DU CYPRIE, Balma,20,31130 
677,CENTRE SOCIOCULTUREL DE LA GRANDE REYSSOUZE, Bourg,20,01000 
678,CS MONTÉLIMAR3, Montélimar,20,26200 
680,Centre social Les Quatre Routes, Cognac,20,16100 
683,CENTRE SOCIOCULTUREL DES LOUVRAIS association AQUAREL, Pontoise,20,95300 
684,CENTRE SOCIAL ANNAM, PARIS 20EME ARRONDISSEMENT,20,75020 
685,Centre Socio-culutrel du Point du Jour, LYON 5EME ARRONDISSEMENT,20,69005 
686,CENTRE SOCIAL JEAN MOULIN, Pont,20,38800 
687,CENTRE SOCIAL UNIEUX, Unieux,20,42240 
688,CENTRE D'ANIMATION BACALAN, Bordeaux,20,33300 
689,Conseil de Gestion du Centre Socioculturel Jacques Prévert, Gagny,20,93220 
690,Centre Social Culturel et Sportif du Pays Manslois, Mansle,20,16230 
691,CENTRE SOCIAL TARN, Millau,20,12101 
692,CENTRE SOCIAL DE CUSSET, Villeurbanne,20,69100 
693,CENTRE SOCIAL ET D'EDUCATION POPULAIRE, Méricourt,20,62680 
694,MQ DU CENTRE, Gravelines,20,59820 
695,Espace Culture et loisirs  Le POLYEDRE, Seynod,21,74602 cedex 
696,CENTRE SOCIO EDUCATIF, Hazebrouck,21,59253 
697,CENTRE SOCIAL LE MOULIN A VENT, Vénissieux,21,69200 
699,CENTRE SOCIAL LA BUSETTE, Lille,21,59000 
700,CENTRE SOCIAL ESPACE AGORA PEYRAMONT, Muret,21,31600 
703,CENTRE SOCIAL TY-BLOSNE RENNES, Rennes,21,35200 
705,CENTRESOCIOCULTUREL AGORA GRIGNY, Grigny,21,69520 
706,CS MONTÉLIMAR1, Montélimar,21,26200 
707,CS HENRI MARTEL WAZIERS, Waziers,21,59119 
708,CENTRE SOCIOCULTUREL DU PAYS DE LESNEVEN ET DE LA COTE DES LEGENDES, Lesneven,21,29260 
709,CENTRE SOCIAL EMILE ROMANET, Varces,21,38760 
710,CENTRE SOCIAL DE LA CAPELETTE, MARSEILLE 10EME ARRONDISS,21,13010 
711,ALLIANCES ET CULTURES NORD, Toulouse,21,31200 
712,CENTRE SOCIAL MOSAIK, Plédran,21,22960 
713,MIX CITE CENTRE SOCIAL ET CULTUREL DE TALENCE, Talence,21,33400 
715,MAISON DES JEUNES ET DE LA CULTURE LA FABRIQUE, Tourcoing,21,59200 
716,CENTRE SOCIAL ACET LE  NAUTILUS, Roubaix,21,59100 
717,Centre social les Bourrely - Ligue de l'Enseignement FAIL 13, MARSEILLE 15EME ARRONDISS,21,13015 
718,CENTRE SOCIAL DU PONT DU ROUTOIR, Guyancourt,21,78280 
719,MAISON POUR TOUS DES AMONTS, Ulis,21,91940 
720,MAISON DU JEU DE MAIL, Dunkerque,21,59140 
722,AEC LES ESCOURTINES, MARSEILLE 11EME ARRONDISS,21,13011 
723,CENTRE SOCIAL & CULTUREL DE MARCQ EN BAROEUL, Marcq,21,59700 
724,CENTRE SOCIAL DES ABEILLES, Quimper,21,29000 
725,CENTRE SOCIAL DU BLANC RIEZ, Wattignies,21,59139 
726,CENTRE SOCIOCULTUREL DE L'EPINETTE  ASSOCIATION DES CENTRES SOCIAUX DE MAUBEUGE, Maubeuge,22,59600 
727,CENTRE SOCIAL RURAL DE LA REGION DE LAISSAC, ,22,12310 
728,"CSC LA  LOUVIERE, MARLY", Marly,22,57155 
730,CENTRE SOCIAL DE PARILLY, Vénissieux,22,69200 
731,CS AGORA, MARSEILLE 14EME ARRONDISS,22,13014 
732,CENTRE SOCIAL LOUIS JOUVET, Montigny,22,78180 
734,CSC LIBERTE - OMC Maisons-Alfort, Maisons,22,94700 
735,CENTRE SOCIAL ET CULTUREL de Pontault-Combault, Pontault,22,77340 
736,Centre Social Quartier Vitalité, LYON 1ER ARRONDISSEMENT,22,69001 
737,CENTRE SOCIAL ROGER VAILLAND, Vénissieux,22,69200 
739,CENTRE SOCIAL DE VILLEFRANCHE DE RGUE, Villefranche,22,12200 
740,ACSRV- CENTRE SOCIAL DOUCHY, Douchy,22,59282 
741,CS ALBATROS, Aulnay,22,93600 
742,Centre social et culturel Pierrette Augier Lyon-Vaise, LYON 9EME ARRONDISSEMENT,22,69009 
743,CENTRE SOCIAL EUGENIE COTTON, Vénissieux,22,69200 
744,CENTRE SOCIAL DE GRAULHET, Graulhet,22,81300 
745,TI AN OLL PLOURIN LES MORLAIX, Plourin,22,29600 
746,CS AIX NORD, Aix,22,13090 
747,CENTRE SOCIAL BELLIARD, PARIS 18EME ARRONDISSEMENT,22,75018 
748,LABOUREUR ANIMATION GLOBALE, Wattrelos,22,59150 
749,CENTRE SOCIAL NOUVELLE VILLE, Lorient,22,56100 
750,CENTRE SOCIO - CULTUREL FRANCOIS RUDE, Ermont,22,95120 
751,CENTRE SOCIAL DE PECQUENCOURT, Pecquencourt,22,59146 
752,Centre Socioculturel de Vieux-Condé, Vieux,22,59690 
753,CS LOUNES MATOUB, Montreuil,22,93330 
754,CENTRE SOCIAL CLOS GAULTIER, Poitiers,23,86000 
757,Centre Social Des Etats Unis, LYON 8EME ARRONDISSEMENT,23,69008 
758,CS SOHANE -  LA SABLIERE, Bondy,23,93140 
759,CS COULEURS DU MONDE GEST. CAF, Courneuve,23,93120 
760,CENTRE SOCIAL LARGILLER, Somain,23,59490 
761,"CENTRE SOCIAL ET CULTUREL JACQUES PREVERT, THIONVILLE", Thionville,23,57100 
762,CENTRE SOCIAL DE CASSENEL, Castelsarrasin,23,82100 
763,Maison de quartier  EDMOND MICHELET, Sevran,23,93240 
764,CENTRE SOCIAL D'ANIMATION DU BIOLLAY (CSAB), Chambéry,23,73000 
765,Centre Social La Velette, Rillieux,23,69140 
766,CENTRE SOCIAL  DANIEL BALAVOINE COCHEREN, Cocheren,23,57800 
767,CENTRE SOCIAL de RIORGES, Riorges,23,42153 
769,Maison de Quartier du bois du Château, Lorient,23,56100 
771,CENTRE SOCIAL JEAN BOSCO, Argenteuil,23,95100 
772,CENTRE SOCIO CULTUREL L'EQUIPAGE, Chazelles,23,42140 
773,CENTRE SOCIAL DU SAUNIER, Chaponost,23,69630 
774,CS DEL RIO (EX VISTE), MARSEILLE 15EME ARRONDISS,23,13015 
775,CENTRE SOCIAL DES VENNES, Bourg,23,01000 
777,Association d'Animation et de Jeunesse du Pays de Nexon, Nexon,23,87800 
778,ACCUEIL GOUTTE D'OR, PARIS 18EME ARRONDISSEMENT,23,75018 
779,CENTRE SOCIAL CAF ETAPLES, Étaples,23,62630 
780,Maison de quartier Centre Social ESPERANTO, Montreuil,23,93100 
781,CENTRE ANIMATION POITIERS SUD, Poitiers,23,86000 
782,CENTRE SOCIAL les couleurs du monde, Lorette,23,42420 
784,CS FOYER FRATERNEL, Bordeaux,23,33300 
785,CS MPT FISSIAUX, MARSEILLE 4EME ARRONDISSE,24,13004 
786,Espace  Social et d'Animation Alain Coudert, Pessac,24,33600 
788,CENTRE SOCIOCULTUREL, Achicourt,24,62217 
789,CENTRE SOCIAL AGORA, Fosses,24,95470 
792,CENTRE SOCIAL SAINT EXUPERY, Varennes,24,77130 
793,CENTRE SOCIAL MUNICIPAL LES NOELS, Soisy,24,95230 
794,MAISON SOCIALE DE CYPRIAN CFAL, Villeurbanne,24,69100 
796,CENTRESOCIAL CS CLEUNAY, Rennes,24,35000 
797,MAISON DE QUARTER DE LA BASSE VILLE - ADUGES, Dunkerque,24,59140 
798,CENTRE SOCIAL ET CULTUREL PETIT COLOMBES, Colombes,24,92700 
799,CENTRE SOCIAL ET CULTUREL DES BAROLLES, Saint,24,69230 
800,CENTRE SOCIAL  MARIE CURIE, Grigny,24,91350 
801,CENTRE SOCIAL MICHEL LUXEREAU, Trappes,24,78190 
802,CENTRE SOCIAL-LES AIRELLES, Roissy,24,77680 
803,M J C   21, Lussac,24,86320 
804,CENTRE SOCIAL SAINT-EXUPERY, Montgeron,24,91230 
805,CENTRE SOCIAL ESPALION-ESTAING, Espalion,24,12500 
806,ESPACE BREL BRASSENS, Courcouronnes,24,91080 
807,CENTRE SOCIOCULTUREL  LOUIS ARAGON (EX. SAINT-BLIN), Gonesse,24,95500 
808,MAISON POUR TOUS DU VAL D'ARGENT, Argenteuil,24,95100 
809,CENTRE SOCIAL LES CEVENNES-PADERNE, Tournefeuille,24,31170 
810,CENTRE SOCIAL MAISON DE QUARTIER DES AUNETTES, Évry,24,91000 
811,MJC CENTRE SOCIAL VICTOR HUGO, Annecy,24,74960 
812,ASSOCIATION DES CENTRE SOCIAUX DE MAUBEUGE - Centre Social de la Fraternité, Maubeuge,24,59603 
813,MAISON QUARTIER SOLANGE TONINI, Denain,24,59220 
814,ASCRV AGATE, Escautpont,25,59278 
815,CENTRE SOCIAL DE SORBIERS - LOISO, Sorbiers,25,42290 
816,CENTRE SOCIAL CONDORCET, Roanne,25,42300 
817,CS LA SOURCE-LES PRESLES, Épinay,25,93800 
818,CENTRE SOCIAL ANDRE MALRAUX, Montigny,25,78180 
820,MAISON DE QUARTIER DU CENTRE VILLE, Argenteuil,25,95100 
821,CENTRE SOCIAL LA FRAT, Saint,25,95390 
822,CENTRE SOCIAL ET CULTUREL DES COMBES, Chambéry,25,73000 
823,MAISON DES TROIS QUARTIERS, Poitiers,25,86000 
824,MQ LA PEPINIERE ST SAULVE, Saint,25,59880 
825,CENTRE SOCIAL DES MINIMES, Châtellerault,25,86100 
826,CENTRE SOCIO-CULTUREL JEAN GIONO, Miramas,25,13140 
827,CENTRE SOCIAL LA PASSERELLE, Caudry,25,59540 
828,L'Horizon Centre Socio-Culturel, Talaudière,25,42350 
829,CS LE BARTAS, Vitrolles,25,13127 
830,CENTRE SOCIAL LAMEILHE, Castres,25,81100 
831,CS COURTILLIERES, Pantin,25,93500 
832,CENTRE SOCIAL BAGATELLE - ASSOCIATION ASSQOT, Toulouse,25,31100 
834,CENTRE SOCIO-CULTUREL LES PYRAMIDES, Lésigny,25,77150 
835,CENTRE SOCIAL DES ALLIERS, Angoulême,25,16000 
836,CENTRE SOCIO CULTUREL DE MIGNE AUXANCES, Migné,25,86440 
837,CENTRE SOCIAL ARC EN CIEL CENTRE VILLE, Saint,25,69190 
838,CS MPT JULIEN, MARSEILLE 6EME ARRONDISSE,25,13006 
840,ESPACE LARRIS-MARADAS, Pontoise,25,95300 
841,FORUM DES ROMAINS MJC-Centre Social, Annecy,25,74014 
842,CENTRE SOCIAL LES 4 VENTS, Saint,26,38150 
843,CS ECHO, Roubaix,26,59100 
844,Centre Social ALBERT JACQUARD, Lille,26,59000 
845,CENTRE SOCIAL ARC EN SOLEIL, Tarbes,26,65000 
847,ASS POUR LA GESTION DE LA MAISON DE QUARTIER DE WAZEMMES, Lille,26,59000 
849,Centre Social et Culturel LA GRANDE BASTIDE, Aix,26,13100 
850,"CENTRE SOCIAL LES PEUPLIERS, CREUTZWALD", Creutzwald,26,57150 
852,CENTRE SOCIAL LA SOUCOUPE, Saint,26,78100 
853,CS MAISON DE QUARTIER PASTEUR, Saint,26,93400 
854,MAISON DES FAMILLES, Montereau,26,77130 
855,CS  Le Village, Bobigny,26,93000 
856,MAISON DE MENUCOURT, Menucourt,26,95180 
857,CENTRE SOCIO CULTUREL SARREGUEMINES, Sarreguemines,26,57200 
858,CENTRE SOCIAL CONDÉ, Condé,26,59163 
859,GRAND NORD (QUARTIER NORD CHOLETTE BRIZEAUX), Niort,26,79000 
860,CENTRE SOCIAL NORD EST CENTRE, Arras,26,62000 
861,CS ASTERIE PLOUGASTEL DAOULAS, Plougastel,26,29470 
862,CENTRE SOCIAL DE PHALEMPINS, Tourcoing,26,59200 Tourcoing 
863,CENTRE SOCIO-CULTUREL JOSY ET JEAN-MARC DOREL, Pouzin,26,07250 
864,CENTRE  JEAN RIEUX, Toulouse,26,31500 
865,CENTRE SOCIAL FLORA TRISTAN, Plaisir,26,78370 
866,CS MAISON DE QUARTIER DU LANDY, Saint,26,93400 
867,CS Bourgogne - Pont de Neuville, Tourcoing,26,59200 
