id,nom,ville,page,code_postal
868,MAISON DES HABITANT-ES LES ESSARTS, Échirolles,26,38130 
869,CENTRE SOCIO CULTUREL DE METZ CENTRE  ARC EN CIEL , Metz,26,57000 
870,CENTRE SOCIAL DE L'AGORA, Vauréal,27,95490 
871,ASS D'ANIMATION ET DE GESTION DU CS LINO VENTURA, Lambersart,27,59130 
872,Centre SOCIOCULTUREL LE RICOCHET (ancien CSRI), Valgorge,27,07110 
873,CS MPT VALLEE DE L HUVEAUNE ligue de l'enseignement FAIL13, MARSEILLE 11EME ARRONDISS,27,13011 
874,Alliances et Cultures Mirail U / Pradettes, Toulouse,27,31100 
875,ASSOCIATION LE LOCAL, Poitiers,27,86000 
876,CS PARIS CAMPAGNE DRANCY, Drancy,27,93700 
877,MAISON DE LA SOLIDARITE  CRETEIL, Créteil,27,94000 
878,Centre social et culturel ESPACE 19 RIQUET, PARIS 19EME ARRONDISSEMENT,27,75019 
879,CENTRE SOCIAL LA RUCHE, Saint,27,22000 
880,CENTRE SOCIAL josette BULTÉ, Coudekerque,27,59210 
881,CENTRE SOCIOCULTUREL MUNICIPAL D'ALBERVILLE, Albertville,27,73200 
882,CENTRE SOCIAL ET CULTUREL-GEORGES BRASSENS, Champs,27,77420 
884,CENTRE SOCIAL LES FOUGERES, Villefontaine,27,38090 
885,ESPACE CAMAIEUX - CENTRE SOCIAL INTERCOMMUNAL, Saint,27,17138 
886,Pôle 9 MJC - Centre Social, LYON 9EME ARRONDISSEMENT,27,69009 
887,CENTRE SOCIOCULTUREL FÉLIX MERLIN, Épinay,27,93220 
889,CENTRE SOCIOCULTUREL ASA, Aubenas,27,07200 
890,MQ BOIS BLANCS CS ROSETTE DE MEY, Lille,27,59000 
891,CENTRE SOCIAL LA CLAIRIERE, PARIS 2EME ARRONDISSEMENT,27,75002 
892,ADAV Antenne  Sud-Gironde, Toulenne,27,33210 
893,L'Escale. Centre Social et Culturel de Pradines, Pradines,27,46090 
894,MAISON DE QUARTIER LES X ARPENTS, Éragny,27,95610 
895,CENTRE SOCIAL BELLE RIVE SAINTES, Saintes,27,17100 
896,CENTRE SOCIAL SALENGRO, Armentières,27,59280 
897,CS MPT KLEBER DESAIX, MARSEILLE 3EME ARRONDISSE,28,13003 
898,CENTRE SOCIAL DUTEMPLE, Valenciennes,28,59300 
899,ESPACE ASSOCIATIF CANTONAL D'AIME, Aime,28,73210 
900,CS FLERS SART, Villeneuve,28,59491 
902,ALFA3A Centre social Louis Van Herck, Vienne,28,38200 
903,ULAMiR CENTRE SOCIAL LANMEUR, Lanmeur,28,29620 
904,MAISON DE QUARTIER JACQUES PREVERT, Malakoff,28,92240 
907,CS NINICHAIZE, Aouste,28,26400 
908,CENTRE SOCIAL CAUSSE, Millau,28,12101 
909,Centre Social  JONQUIERES, Martigues,28,13500 
910,Centre  Social  MPT CORDERIE, MARSEILLE 7EME ARRONDISSE,28,13007 
912,CS J. BREL, Port,28,13110 
913,SAINT-VARENTAIS, Saint,28,79330 
914,CENTRE SOCIAL CHEMINS DE FAIRE, Rosporden,28,29140 
915,ASPHALTE, Villeneuve,28,94190 
916,Espace Arc-En-Ciel, Cugnaux,28,31270 
917,CENTRE SOCIAL DE PIERRELAYE, Pierrelaye,28,95480 
918,CENTRE SOCIAL   ADAPGV CHATELLERAULT, Châtellerault,28,86100 
919,CS ALBERT SCHWEITZER, Miramas,28,13140 
920,CENTRE SOCIAL HENRI MATISSE, Calais,28,62100 
921,MAISON DE QUARTIER BANC VERT, ,28,59640 
922,MOUSSERIE ANIMATION GLOBALE, Wattrelos,28,59150 
923,CENTRE SOCIAL BRUNETIERE RELAIS INITIATIVE HABITANTS, Voiron,28,38500 
924,ASSOCIATION D ANIMATION DU CANTON D AIGUEBELLE (AACA), Aiguebelle,28,73 220 
925,CENTRE SOCIAL RIVAGE, Merville,28,31330 
927,Foyer Rural - centre social - Saint Léonard de Noblat, Saint,29,87400 
928,CS AIRE DE STAT LE BARGEMONT, Martigues,29,13500 
929,CENTRE SOCIAL RURAL D'ENTRAYGUES, Entraygues,29,12140 
930,CENTRE SOCIAL LA BERTHIE, Bezons,29,95870 
931,CENTRE SOCIAL LOUIS ARAGON, Trévoux,29,01600 
932,Association La Châtaigneraie, Pessac,29,33600 
933,CENTRE SOCIO-CULTUREL LES 4 VENTS, Lagord,29,17140 
934,CENTRE SOCIOCULTUREL LES CHENES, Ermont,29,95120 
935,CENTRE SOCIAL VALLÉE DE GERE, Vienne,29,38200 
936,Maison Pour Tous/Centre Social LA ROUGUIERE, MARSEILLE 11EME ARRONDISS,29,13011 
937,CENTRE SOCIAL FRANCOISE DOLTO, Décines,29,69150 
938,CENTRE SOCIAL ALBERT JACQUARD, Lanester,29,56600 
939,CENTRE SOCIAL MUNICIPAL CHARLES  CROS, Meaux,29,77100 
940,CENTRE SOCIAL SESAME, Plaisance,29,31830 
941,CS LA GARDE, MARSEILLE 13EME ARRONDISS,29,13013 
942,Centre d'animation des Couronneries, Poitiers,29,86011 
943,CENTRE SOCIAL 4 SAISONS, Armentières,29,59280 
944,CENTRE SOCIAL DU PLEIN MIDI, Garges,29,95140 
945,CENTRE ANIMATION LOISIRS Docteur NUYTS, Pérenchies,29,59840 
946,CENTRE SOCIAL DE LA VALLEE DE LA SAVE, Lévignac,29,31530 
947,CENTRE SOCIAL MJC, Souterraine,29,23300 
948,Centre Social Chemin Notre Dame, Blanc,29,93150 
949,Centre Social et Culturel de Champvert, LYON 9EME ARRONDISSEMENT,29,69009 
950,CENTRE SOCIAL L. MICHEL/MIKADO, Tremblay,29,93250 
951,CENTRE SOCIAL LE TOURNESOL, Trévoux,29,01600 
952,CENTRE SOCIAL ET CULTUREL JACQUES-PREVERT, Bagneux,30,92220 
954,CENTRE SOCIAL ECLATE AGASEC, Saint,30,78100 
955,CENTRE SOCIAL CULTUREL ET SPORTIF MAISON DES JEUNES ET DE LA CULTURE SILLAC GRANDE GARENNE FREGENEUIL, Angoulême,30,16000 
956,MAISON DE QUARTIER ST WAAST, Aulnoy,30,59300 
958,CENTRE SOCIAL TERRE EN COULEURS, Bourg,30,01000 
960,CENTRE SOCIAL FBG BETHUNE, Douai,30,59500 
961,CS EUGENIE COTTON, Martigues,30,13500 
962,CENTRE SOCIAL MONIQUE CULIE DE REVEL, Revel,30,31250 
963,CENTRE SOCIAL LANDERNEAU, Landerneau,30,29800 
965,ESPACE MICHEL COLUCCI, Montrouge,30,92120 
966,"CENTRE SOCIAL CHARLES AUGUSTIN PIOCHE, METZ", Metz,30,57000 
967,CCAS BAILLEUL (CS HONORÉ DECLERCQ), Bailleul,30,59270 
968,CENTRE SOCIAL JEAN GUEHENNO, Dunkerque,30,59430 
969,CENTRE SOCIAL ULAMIR E BRO GLAZIK, Plonéis,30,29710 
970,CENTRE SOCIAL ESCALQUENS, Escalquens,30,31750 
971,A.C.L.E.F  Association Culturelle Enfance Loisirs et Familles   - BEHREN LES FORBACH, Behren,30,57460 
973,Maison des Familles La Mosaïque, Plaisir,30,78370 
974,CS PILE SAINTE ELISABETH, Roubaix,30,59100 
975,CENTRE SOCIAL DE RANGUEIL, Toulouse,30,31400 
977,CENTRE SOCIAL ALFRED DE VIGNY, Voisins,30,78960 
978,CENTRE SOCIAL YVES AGOSTINI, Mée,30,77350 
979,MAISON DE QUARTIER FLORÉAL, Saint,30,93200 
980,CENTRE SOCIAL DE COURCON D'AUNIS ESPACE MOSAIQUE, Courçon,30,17170 
981,CENTRE SOCIAL MULTI SITES BERCK-SUR-MER, Berck,30,62600 
983,Centre Social Croix Rousse, LYON 4EME ARRONDISSEMENT,30,69004 
984,APMV ROUSSILLON SAUVEGARDE ISERE, Roussillon,31,38150 
985,CENTRE SOCIOCULTUREL GEORGES BRASSENS, Saint,31,17200 
986,CENTRE SOCIAL DE COLOMIERS LA NASPE, Colomiers,31,31770 
987,CENTRE SOCIO-CULTUREL LE PALABRE, Aubenas,31,07200 
988,Maison pour tous  Berty Albrecht, Aubervilliers,31,93300 
990,MJC   CENTRE DE VIE SOCIALE DES RENARDIERES, Châtellerault,31,86100 
991,CENTRE SOCIAL DE KERANGOFF, Brest,31,29200 
992,CARREFOUR 14 - CENTRE SOCIAL ET CULTUREL DIDOT, PARIS 14EME ARRONDISSEMENT,31,75014 
993,CENTRE SOCIOCULTUREL AGIR ENSEMBLE LOCALEMENT (AEL), Novalaise,31,73470 
994,ESPACE MOSAIQUE - CENTRE SOCIAL DU VIVIER CUGNAUX, Cugnaux,31,31270 
995,CENTRE SOCIAL ARMAND LANOUX, Rive,31,42800 
996,CENTRE SOCIAL DE DOMPIERRE SUR MER ET STE-SOULLE « VILLAGES D'AUNIS », Dompierre,31,17139 
997,Centre Social  FLAMANTS-IRIS, MARSEILLE 14EME ARRONDISS,31,13014 
998,CENTRE SOCIAL FRAIS MARAIS, Douai,31,59500 
999,LE FOYER  D' AUTERIVE, Auterive,31,31190 
1000,CENTRE SOCIO CULTUREL LA SOURCE, Haillan,31,33185 
1001,maison de quartier europe, Grande,31,59760 
1003,CHAMPCLAIROT - CHAMPOMMIER, Niort,31,79000 
1004,CENTRE SOCIAL DE MABLY, Mably,31,42300 
1006,CENTRE SOCIAL CHANTIERS, Versailles,31,78000 
1007,CENTRE SOCIAL ECLATE ANDRE MALRAUX, Poissy,31,78300 
1008,ASSOCIATION D'ANIMATION POPULAIRE INTER QUARTIERS (AAPIQ), Rochefort,31,17300 
1009,CENTRE SOCIAL MICHEL PACHE, Francheville,31,69340 
1010,CENTRE SOCIAL ET CULTUREL DE BEAUDESERT, Mérignac,31,33700 
1012,CENTRE SOCIAL DU PLATEAU DE MONT BAZENS, Montbazens,31,12220 
1013,CS-MPT LES OLIVES / LA MARIE, MARSEILLE 13EME ARRONDISS,32,13013 
1014,CENTRE SOCIAL EST, Oyonnax,32,01100 
1015,ESPACE SOCIO-CULTUREL DE LA DEOME, Bourg,32,42220 
1016,CENTRE SOCIAL ET CULTUREL LES EPICEAS, ARBENT,32,01100 
1017,MQ SABATIER, Raismes,32,59590 
1018,CENTRE SOCIAL ITINERANT EN MILIEU RURAL ASSOCIATION AJR, Noyelles,32,59159 
1019,CENTRE SOCIAL CS VILLEJEAN, Rennes,32,35000 
1020,Cercle Boissière - Centre socioculturel, Rosny,32,93110 
1021,Maison de Quartier  Les Moulins , Lille,32,59000 
1022,CENTRE SOCIO EDUCATIF, Bourbourg,32,59630 
1023,Centre social  Ô Couleurs du monde , Yutz,32,57970 
1024,CENTRE SOCIAL LA PASSERELLE, Cognac,32,16100 
1025,CENTRE SOCIOCULTUREL - ESPACES JACQUES MIQUEL ET ROSA PARK, Verrière,32,78320 
1026,CENTRE SOCIAL ITINERANT LA VERDINE, Villeurbanne,32,69100 
1027,CENTRE SOCIAL BOZOULS COMTAL, Bozouls,32,12340 
1028,MAISON DE QUARTIER CHENNEVIERES, Saint,32,95310 
1029,CSC LA FLORENTINE, Leval,32,59620 
1032,CS MPT PANIER, MARSEILLE 2EME ARRONDISSE,32,13002 
1035,CS MPT BONNEVEINE, MARSEILLE 8EME ARRONDISSE,32,13008 
1036,CENTRE CULTUREL ET SOCIAL JULES GRARE, Liévin,32,62800 
1038,Maison de quartier et de la citoyenneté DANIEL BALAVOINE, Bondy,32,93140 
1039,CS SUSINI ST-JEROME (EX RENAUD, MARSEILLE 13EME ARRONDISS,32,13013 
1040,M J C  CLAUDE NOUGARO, Montmorillon,32,86500 
1041,CENTRE SOCIAL ET CULTUREL DULCIE SEPTEMBER, Garges,32,95140 
1042,MAISON DE QUARTIER ORGEMONT/VOLEMBERT, Argenteuil,32,95100 
1044,CENTRE SOCIAL HENRI MATISSE MENIMUR, Vannes,33,56000 
1045,CS ST- JUST LA SOLITUDE, Marseille,33,13014 
1046,CENTRE SOCIAL ET CULTUREL LAZARE GARREAU, Lille,33,59000 
1047,ASS ANIMATION GESTION CENTRE SOCIAL MAISON DU GRAND CERF, Ronchin,33,59790 
1048,CS DU HAUT ET PETIT PANTIN, Pantin,33,93500 
1049,CS BASSE MASURE, Roubaix,33,59100 
1051,CENTRE CULTUREL ET SOCIAL GEORGES CARPENTIER, Liévin,33,62 800 
1052,CENTRE SOCIAL CRÉ ACTIFS, Chambon,33,42500 
1053,Centre Social et Familial de la Ferrandière, Villeurbanne,33,69100 
1054,CENTRE SOCIAL MOSAÏQUE, Chalamont,33,01320 
1055,CSC MARIE LOUISE DAVIN, PUYRICARD,33,13540 
1056,CENTRE SOCIAL SAINT CYPRIEN, Poitiers,33,86000 
1057,CSC La  COLLINE, Cenon,33,33150 
1058,CENTRE SOCIAL DE LA BUTTE ROUGE, Châtenay,33,92290 
1059,ASSOCIATION QUARTIER CENTRE VILLE, Chambéry,33,73000 
1061,CENTRE SOCIOCULTUREL BORIS VIAN, Villiers,33,95400 
1062,CENTRE SOCIAL DE BRIGNAIS, Brignais,33,69530 
1063,CSC GUY MOQUET, Aulnoye,33,59620 
1064,CENTRE SOCIAL LA LUCARNE, Louvres,33,95380 
1065,CENTRE SOCIAL BELLEVILLE, Belleville,33,69220 
1066,CSC du MELLOIS, Melle,33,79500 
1067,CENTRE SOCIO CULTUREL DU PAVÉ BLANC, Clamart,33,92140 
1068,CENTRE CULTUREL ET SOCIAL LES HAUTS DE LIEVIN, Liévin,33,62800 
1069,PAYS MAUZEEN, Mauzé,33,79210 
1070,CENTRE SOCIAL DE COLOMIERS VAL D'ARAN, Colomiers,33,31770 
1071,CENTRE D ANIMATION DE BEAULIEU, Poitiers,34,86000 
1072,CENTRE SOCIAL ROBERT DOISNEAU, Bezons,34,95870 
1073,CSC Edouard de Bantigny LANDRECIES ASS GEST, Landrecies,34,59550 
1074,CENTRE SOCIAL DU POLYGONE, Lorient,34,56000 
1075,CENTRE  LA FARANDOLE (EX H.CLAIRES), Istres,34,13800 
1076,CENTRE SOCIOCULTUREL MOREAUD, Oullins,34,69600 
1077,CENTRE SOCIAL MPT ERGUE ARMEL, Quimper,34,29000 
1079,CENTRE SOCIAL HENRI MATISSE, Montigny,34,78180 
1080,MAISON DE QUARTIER DE ROSENDAEL, Dunkerque,34,59140 
1081,CENTRE SOCIAL & CULTUREL RAYMOND IV, Toulouse,34,31000 
1082,Centre Social L'arlequin, Saint,34,42100 
1084,Christophe Bonnet, ,34,13118 
1085,CENTRE SOCIAL PABLO PICASSO, Grigny,34,91350 
1086,MAISON DE QUARTIER  MARCOUVILLE, Pontoise,34,95300 
1087,CENTRE SOCIAL et CULTUREL de la Maison de la Plaine, Saint,34,95320 
1089,CENTRE SOCIAL FBG D'ESQUERCHIN, Douai,34,59500 
1090,CENTRE SOCIAL PORTES-LES-VALENCE, Portes,34,26800 
1091,CENTRE SOCIOCULTUREL DE ROYAN, Royan,34,17202 
1092,Centre Social de l'Avenir, Wattrelos,34,59150 
1094,CENTRE SOCIAL  INTERCOMMUNAL DU PAYS LAFRANCAISAIN, Lafrançaise,34,82130 
1095,CENTRE SOCIAL GAYANT, Douai,34,59503 
1096,CENTRE SOCIAL ET CULTUREL MUNICIPAL AMBROISE CROIZAT, Pierrefitte,34,93380 
1098,CENTRE SOCIAL DE GUINGAMP, Guingamp,34,22200 
1099,Centre social et sociocultrurel de Gerland, LYON 7EME ARRONDISSEMENT,34,69007 
1100,CENTRE SOCIAL DE L'ISLE, Vienne,34,38200 
1101,CENTRE SOCIOCULTUREL DU CERIZEEN, Cerizay,35,79140 
1102,CENTRE SOCIAL CAMILLE CLAUDEL, Givors,35,69700 
1104,CENTRE SOCIO-EDUCATIF ALBERT SCHWEITZER, Dammarie,35,77190 
1105,CENTRE SOCIAL ET CULTUREL DU BARBEZILIEN, Barbezieux,35,16300 
1106,CENTRE SOCIOCULTUREL D'AYTRE, Aytré,35,17440 
1107,CENTRE SOCIAL MONTLUEL, Montluel,35,01120 
1108,CENTRE SOCIO-CULTUREL KNUTANGE, Knutange,35,57240 
1109,AFMACS, Fort,35,59430 
1110,CS FRAIS VALLON, MARSEILLE 13EME ARRONDISS,35,13013 
1111,CENTRE SOCIAL HENRI IV, Tarbes,35,65000 
1113,Maison de quartier Plaine, Saint,35,93 200 
1114,CRESCENDO - CENTRE SOCIAL MAISON DU BAS BELLEVILLE, PARIS 20EME ARRONDISSEMENT,35,75020 
1115,JEAN JACOLOT RELECQ KERHUON, Relecq,35,29480 
1116,CENTRE SOCIAL MULTISITES, Annonay,35,07100 
1117,CS DES 4 CHEMINS, Pantin,35,93500 
1118,CENTRE SOCIAL AMEDEE MERCIER, Bourg,35,01000 
1119,MAISON POUR TOUS LEFFRINCKOUCKE, Leffrinckoucke,35,59495 
1120,ASS DU CSI MAISON DU CHEMIN ROUGE, Faches,35,59155 
1121,CENTRE SOCIAL DU NEYRARD, Sainte,35,69110 
1122,CENTRE SOCIAL GENS DU VOYAGE LA ROULOTTE, Brest,35,29200 
1123,CENTRE SOCIAL RIVES DE CHARENTE, Angoulême,35,16000 
1124,FOYER CULTUREL DE SCIEZ SUR LEMAN ET DU CHABLAIS, Sciez,35,74140 
1125,CENTRE SOCIOCULTUREL MANDELA-LA FONTAINE, Brétigny,35,91220 
1126,CENTRE SOCIAL MAISON DU TEMPS LIBRE, Cognac,35,16100 
1127,CS DES QUARTIERS SUD, Istres,35,13800 
1128,CENTRE SOCIOCULTUREL LA BALISE, Concarneau,36,29000 
1129,MAISON DES HABITANTS, Saint,36,38070 
1131,CENTRE SOCIAL LE GRAND VIRE, Vaulx,36,69120 
1133,CENTRE SOCIAL CAJ  Bel-Air-   Grand-Font  - La Gare - La Madeleine  - Victor Hugo, Angoulême,36,16000 
1134,Pole Pyramide CENTRE SOCIAL ST DENIS, Saint,36,01000 
1135,CENTRE SOCIAL G.DEHOVE, Valenciennes,36,59300 
1137,CENTRE SOCIAL ORANGE BLEUE, Clichy,36,93390 
1138,ASSOCIATION VIVRE EN VAL D'ARLY, Flumet,36,73590 
1139,CENTRE SOCIAL AMICALE LAIQUE DE GOND-PONTOUVRE, Gond,36,16160 
1140,CENTRE SOCIAL ECLATE, Athis,36,91200 
1141,CS MPT ECHELLE TREIZE, MARSEILLE 13EME ARRONDISS,36,13013 
1142,LA CABANE A PROJETS, Créon,36,33670 
1143,CS MPT ST MAURONT-NATIONAL, MARSEILLE 3EME ARRONDISSE,36,13003 
1144,CENTRE SOCIAL DE FONTBARLETTES, Valence,36,26000 
1145,CS LES COUTURES, Bagnolet,36,93170 
1146,CENTRE SOCIAL APMV, Massy,36,91300 
1147,CENTRE SOCIAL INGRID BETANCOURT, Gonesse,36,95500 
1148,CENTRE SOCIAL ET CULTUREL DES BLAGIS, Sceaux,36,92330 
1151,MAISON DE QUARTIER - CENTRE SOCIAL DE CANTEPAU, Albi,36,81000 
1152,CS ESPACE ST GILLES, Watten,36,59143 
1154,Centre social et culturel, Ferrière,36,59680 
1155,CENTRE SOCIAL- MDH de CHAMPFLEURI, Bourgoin,36,38300 
1156,CENTRE SOCIAL ET CULTUREL METZ BELLECROIX, Metz,36,57070 
1157,CENTRE SOCIOCULTUREL MUNICIPAL JACQUES CARTIER, Brive,36,19100 
1158,CS MPT DU GRAND ST ANTOINE, MARSEILLE 15EME ARRONDISS,36,13015 
1160,CENTRE SOCIAL  POLYGONE - ASSQOT, Toulouse,37,31300 
1161,Centre social de la cité Brebis de Mazingarbe - Association des Centres Sociaux de Mazingarbe, Mazingarbe,37,62670 
1162,Mairie de quartier Marcel paul, Sevran,37,93270 
1163,CS LA BRICARDE, MARSEILLE 15EME ARRONDISS,37,13015 
1164,CS JACQUES BREL, Romainville,37,93230 
1166,CENTRE SOCIAL MDQ MOULIN VERT, Quimper,37,29000 
1168,CS COCTEAU, Villeneuve,37,59650 
1170,CENTRE SOCIAL BELLEVILLE, PARIS 19EME ARRONDISSEMENT,37,75019 
1171,CENTRE SOCIAL  ET CULTUREL DE KEREDERN - LES AMARRES, Brest,37,29200 
1173,CENTRE SOCIAL KANEVEDEN  BELLEVUE, Brest,37,29200 
1174,CENTRE SOCIAL THOMASSIN, Tarare,37,69170 
1175,SOLIDARITE FORMATION MEDIATION  S.F.M. CLICHY, Clichy,37,92110 
1176,CSC ST GINIEZ MILAN, MARSEILLE 8EME ARRONDISSE,37,13008 
1177,CENTRE SOCIAL   ADAPGV POITIERS, Buxerolles,37,86180 
1178,CENTRE SOCIAL ARCOLAN - Espace Familial et Social, Cologne,37,32430 
1179,MQ ALBECK/ANCIENS JARDINIERS, Grande,37,59760 
1180,M J C  Champ Libre, Isle,37,86150 
1181,CENTRE SOCIAL CHARLES BÉRAUDIER, Voiron,37,38500 
1183,Centre social Espace 19 Ourcq, PARIS 19EME ARRONDISSEMENT,37,75019 
1184,"CENTRE ANIMATION SOCIALE ET CULTURELLE,  HAYANGE SAINT-NICOLAS", Hayange,37,57700 
1185,Association Familiale d'Animation du Centre Social   BOIS LEMAITRE (AFAC), MARSEILLE 12EME ARRONDISS,37,13012 
1186,MAISON DE QUARTIER  CAMILLE CLAUDEL, Villiers,37,95400 
1187,centre social de villeneuve-la-garenne, Villeneuve,37,92390 
1188,CENTRE SOCIAL CHARENTON, PARIS 12EME ARRONDISSEMENT,37,75012 
1190,CENTRE D'ANIMATION ET DE CITOYENNETE SURGERES, Surgères,37,17700 
1191,CENTRE SOCIAL EVEIL, Caden,38,56220 
1192,CS DULCIE SEPTEMBER, Loon,38,59279 
1193,"CENTRE JEAN MORETTE, FAMECK", Fameck,38,57290 
1195,CENTRE SOCIAL ET CULTUREL PEYRI, Vaulx,38,69120 
1197,CS MPT L'OLIVIER BLEU, MARSEILLE 15EME ARRONDISS,38,13015 
1198,CS DES CANOURGUES, Salon,38,13300 
1200,MAISON DE LA TENTE VERTE, Dunkerque,38,59240 
1201,CENTRE SOCIAL ROMAIN ROLLAND, Saint,38,93200 
1202,CENTRE SOCIAL CHOPIN, Salvetat,38,31880 
1203,Maison des HabitantsTeisseire Malherbe, Grenoble,38,38100 
1204,CS ANDRÉ MALRAUX, Villepinte,38,93430 
1205,CENTRE SOCIAL BRIGNOUD, Froges,38,38190 
1206,CENTRE SOCIAL MUNICIPAL - LOUIS ARAGON, Meaux,38,77100 
1207,CENTRE SOCIOCULTUREL  DU FAUBOURG DE CAMBRAI, Valenciennes,38,59300 
1208,CENTRE SOCIOCULTUREL SAINTE-PEZENNE, Niort,38,79000 
1209,CENTRE SOCIAL LA TESTE, Teste,38,33260 
1210,Centre Social Marlière Croix Rouge, Tourcoing,38,59200 
1212,Centre Social de l' ALMA, Roubaix,38,59100 
1213,Centre social Municipal MAISON DU ROND D' OR, Sucy,38,94370 
1214,C.A.V.L. AGIR, Auzances,38,23700 
1215,CENTRE SOCIOCULTUREL LA GRAVIERE DE BEAUNANT, Sainte,38,69110 
1216,Centre Social LES MUSARDISES (EX CMD), MARSEILLE 15EME ARRONDISS,38,13015 
1217,CS AIRE DE STAT. D AUBAGNE, Aubagne,38,13400 
1218,ESPACE SOCIAL ET CULTUREL LA SOIERIE, Faverges,38,74210 
1219,MAISON DE QUARTIER DU VAL  NOTRE DAME, Argenteuil,38,95100 
1220,CENTRE SOCIAL DU PAYS GLAZIK, Briec,39,29510 
1221,CENTRE SOCIAL LE FOYER FREYMING-MERLEBACH, Freyming,39,57800 
1222,MAISON DE QUARTIER ROMAIN ROLLAND, Saint,39,38400 
1224,CENTRE SOCIAL - MPT CHATEAULIN, Châteaulin,39,29150 
1225,CS PORTRAITS DE FAMILLES, Saint,39,33910 
1226,MAISON DES HABITANTS LES ECUREUILS, Échirolles,39,38130 
1227,CENTRE SOCIOCULTUREL AUDREY BARTIER, Wimereux,39,62930 
1228,LA PLAINE  .CACHAN, Cachan,39,94230 
1229,CENTRE SOCIAL SOLIDARITÉ ROQUETTE, PARIS 11EME ARRONDISSEMENT,39,75011 
1230,Centre Social  la Maison des Quartiers , Léguevin,39,31490 
1233,CS ASS G.G. CSC DU PRÉ GENTIL, Rosny,39,93110 
1235,CENTRE SOCIAL LES SEMAILLES, Rillieux,39,69140 
1236,CENTRE SOCIAL AZIMUT ST GAUDENS, Saint,39,31800 
1238,MAISON DE QUARTIER  SAINT-LOUIS, Versailles,39,78000 
1240,CS CALCAIRA, Vitrolles,39,13127 
1241,MQ J.CURIE, Raismes,39,59590 
1242,CENTRE SOCIAL INTERCO.LA DHUYS, Clichy,39,93390 
1243,ATELIER du 5bis (Depuis janvier 2017), Dinan,39,22100 
1244,CENTRE SOCIAL ET CULTUREL ST JUERY, Saint,39,81160 
1245,CS MPT SAINT LOUIS, MARSEILLE 15EME ARRONDISS,39,13015 
1247,MDH Centre ville, Grenoble,39,38000 
1248,CENTRE SOCIO-CULTUREL - VAIRES SUR MARNE, Vaires,39,77360 
1249,CENTRE SOCIAL ET CULTUREL DU PARMELAN, Annecy,39,74000 
1250,CS MAISON DU CENTRE, Épinay,39,93800 
1251,CENTRE SOCIAL DES HAUTS DU LYONNAIS, Saint,39,69590 
1252,CS BOILLY, Tourcoing,40,59200 
1253,CS ORÉE DU GOLF, Wasquehal,40,59442 
1254,MJC/CENTRE SOCIAL INTERMEDES ROBINSON, Chilly,40,91380 
1256,CENTRE SOCIAL BEAUZELLE, Beauzelle,40,31700 
1257,MAISON DE QUARTIER DES TOULEUSES, Cergy,40,95000 
1258,CENTRE SOCIAL ET CULTUREL DE FEURS, Feurs,40,42110 
1259,CENTRE SOCIAL LE CHEMIN DU HERISSON, Roumazières,40,16270 
1260,MAISON DE QUARTIER DE LASBORDES, Balma,40,31130 
1261,CENTRE SOCIAL MONTABERLET, Décines,40,69150 
1262,CS LES TROIS QUARTIERS, Aulnay,40,93600 
1263,CS MITRY AMBOURGET, Aulnay,40,93600 
1264,MAISON DES HABITANT-ES LA PONATIERE, Échirolles,40,38130 
1265,MJC CENTRE SOCIAL COULEURS DES LIENS, Privas,40,07000 
1266,MAISON DES SOLIDARITES, Arcueil,40,94110 
1267,CENTRE SOCIAL L'ODYSSEE DE SAINT AGRÈVE, Saint,40,07320 
1269,MJC-CENTRE SOCIAL DE MAZAMET, Mazamet,40,81200 
1270,CENTRE SOCIAL WIESBERG HOMMEL FORBACH, Forbach,40,57600 
1271,CENTRE SOCIAL DE FONSORBES, Fonsorbes,40,31470 
1272,centre social et familial st Gabriel canet bon secours, MARSEILLE 14EME ARRONDISS,40,13014 
1273,CENTRE SOCIAL ROSIERS CHANTEPIE, Sarcelles,40,95200 
1274,CENTRE SOCIAL JEAN ROSTAND, Meyzieu,40,69330 
1275,ASS DES USAGERS DU CENTRE SOCIAL MOSAIQUE, Lille,40,59000 
1276,MQ VICOIGNE, Raismes,40,59590 
1277,Centre social et culturel LA PROVENCE, Aix,40,13090 
1278,MJC LES PASSERELLES ESCALE MARYSE BASTIE, Viry,40,91170 
1279,CENTRE SOCIAL DE SOUS PAULAT, Firminy,41,42700 
1280,CENTRE SOCIO CULTUREL IMAGINE, Serémange,41,57290 
1281,TRAIT D'UNION-ESPACE SOCIOCULTUREL, Brunoy,41,91800 
1282,CENTRE SOCIAL 3 VILLES, Hem,41,59510 
1283,CENTRE SOCIAL   JOLIOT CURIE, Pont,41,38800 
1284,CENTRE SOCIAL ET CULTUREL J.Y COUSTEAU, Marck,41,62730 
1285,CENTRE SOCIAL CULTUREL ET SPORTIF AMICALE LAIQUE DE SAINT YRIEIX, Saint,41,16710 
1286,Les Terrasses Centre Socioculturel de Martignas, Martignas,41,33127 
1288,CENTRE SOCIAL LE CONFLUENT, Mulatière,41,69350 
1289,CENTRE SOCIAL MUNICIPAL LOUISE MICHEL, Meaux,41,77100 
1290,Centre Social & Culturel VAL PLAN BEGUDES, MARSEILLE 13EME ARRONDISS,41,13013 
1291,CENTRE SOCIAL MORET SEINE-ET-LOING - CHAMPAGNE SUR SEINE, Champagne,41,77430 
