CODGEO;POP_MUN;TX_F;TX_TOT_0A24;TX_F_0A24;TX_TOT_60ETPLUS;TX_F_60ETPLUS;IND_JEUNE;TX_TOT_MEN1;TX_TOT_MEN6;TX_TOT_ET;TX_F_ET;A;PERCOU;AM;AI;ACSSENF;ACAVENF;AC3ENF;A_NETUD_24;A_ETUD;ENF;ENF_2;ENF_3_5;ENF_6_10;ENF_11_14;ENF_15_17;ENF_18_24;NOTE_CNAF
200068500;82142;52;30,6;28,9;24,9;27,9;1;34,1;1,9;2;2;16510;40955;2637;6741;1100;6032;1548;1168;357;17395;2288;2525;4609;3752;2562;1659;0
200068641;115090;50,7;30,8;29,3;21,3;23,4;1,2;27,4;1,4;4,4;3,9;22587;61449;4063;7523;787;10214;2179;1630;130;27889;4029;4156;7898;5945;3791;2070;0
200068658;45927;51,1;27,5;25;28,8;31,8;0,7;39,7;0,9;2,5;2,2;8220;19262;1278;3729;431;2782;624;757;277;7836;1112;1183;2044;1757;1157;583;0
200068666;60168;51,4;27,7;26,2;28,5;31,4;0,8;34,8;1,5;3;3;10903;26771;1732;4522;761;3888;1062;744;74;11326;1559;1738;3050;2402;1632;945;0
200068674;72560;51,3;28,1;26,5;27,5;30,1;0,8;37,2;1,1;4,6;4,4;13099;33465;1770;5315;484;5530;1180;927;1180;14363;2134;2170;3923;3134;2038;964;0
200068757;112445;51,7;28,8;27;27,1;29,8;0,9;37,3;1,3;2,7;2,7;22233;52868;3702;9881;1250;7400;1877;1788;777;21997;2988;3257;5833;4741;3270;1908;0
200068781;215667;51,7;30;28,1;26,8;29,2;0,9;36,5;1,6;5,4;5,2;45400;112911;7030;19216;2329;16825;4642;3620;2144;48287;7028;7327;13169;10208;6764;3791;0
200068989;94986;51,9;26,6;25;32;34,6;0,7;34,1;1,2;1,8;1,8;15370;41118;2288;5643;618;6821;1682;1035;145;18349;2423;2558;5161;4108;2770;1329;0
200068997;59862;50,6;27,7;26,1;27,1;29,6;0,9;35,3;1,3;5,9;5,6;9773;26660;1573;3325;440;4435;1127;705;62;12027;1737;1796;3349;2585;1701;859;0
200069029;67235;52,5;27,2;25,4;30,7;33,5;0,7;34,9;1,3;1,1;0,9;12858;30833;1817;5665;792;4584;1116;1021;617;12628;1692;1805;3365;2746;1858;1162;0
200069037;104218;50,9;31,6;30,4;23,1;25,6;1,1;29,3;2;1,3;1;20658;54372;3263;7479;1419;8497;2313;1632;398;23801;3335;3563;6390;4983;3363;2167;0
200069052;105301;50,1;31,5;28,9;24,2;27;1;39;1,7;7,1;7,2;21610;51741;3305;9807;1229;7269;2164;1537;1974;21621;3189;3246;5799;4627;2999;1761;0
200069110;130380;52,1;30,6;29,2;24,9;27,6;1;39,5;1,4;7,1;6,8;28530;67259;3965;13361;1403;9801;2596;2389;3412;27596;4332;4164;7440;5683;3861;2116;0
200069250;166476;52,3;31,5;29,2;25,5;28,1;1;40,7;1,6;6,8;6,6;39184;87388;6718;19460;2174;10832;2962;3413;3767;35283;5277;5283;9611;7355;4838;2919;0
200069300;123011;52,6;26,7;24;31,8;35,3;0,7;41,7;0,9;4,6;4,6;28096;60264;4282;14568;1537;7709;1738;2256;2481;23032;3260;3425;6091;4921;3444;1891;0
200069383;27359;51,4;24,1;22,4;36,1;38,3;0,6;36;1;5,1;4,8;4270;10367;627;1819;251;1573;339;344;56;4305;570;658;1211;1004;609;253;0
200069409;151246;52,6;28,8;26,9;29,1;32,1;0,8;38,4;1;3;2,7;28714;70153;4623;12446;1326;10319;2614;2580;1329;29896;4050;4294;8232;6529;4433;2358;0
200069425;88517;51;25,5;24,5;33,3;35,9;0,7;34,5;1;2,5;2,5;13437;34896;1634;5218;801;5784;1392;1071;157;14998;1947;2216;4131;3436;2236;1032;0
200069532;76308;52;29,1;27,2;28,9;31,7;0,8;35;1,5;1,8;1,7;14122;35079;2215;5880;773;5254;1352;1102;315;14933;1969;2157;4065;3253;2315;1174;0
200069821;39727;52,3;29;27,1;27,9;30,5;0,9;33;1,3;0,6;0,5;7525;18673;1162;2970;571;2822;671;590;59;7831;1014;1090;2164;1713;1163;687;0
200069854;189107;52,6;34,3;33,2;23,6;25,6;1;44,9;1,2;4,9;4,7;50340;101714;6349;29414;2579;11998;2981;5500;12196;36896;5499;5527;10101;7606;5163;3000;0
200069961;41514;50,7;26,2;25;33,2;35,9;0,7;34,9;1,4;3,9;3,5;6117;16375;1029;2227;345;2516;754;490;75;7411;976;1042;2105;1667;1108;513;0
200070092;88329;52;29,2;27,3;25,9;28,1;1;33,1;1,5;4,3;4;17284;43805;3168;6549;881;6686;1483;1261;210;19037;2650;2723;5247;4153;2710;1554;0
200070100;24574;50,3;28,8;27,2;27;29,2;0,9;30,7;1,8;4,5;4,3;3501;10541;551;911;162;1877;481;177;13;4994;732;740;1337;1128;731;326;0
200070308;75907;51,8;28,5;26,5;27,3;30,2;0,9;38;1,4;7,2;6,5;14480;37211;2103;5852;698;5827;1682;1254;227;16220;2496;2512;4496;3318;2225;1173;0
200070324;42675;51,2;29;27,2;27,4;30,4;0,9;35,3;1,6;1,9;1,9;8136;19981;1450;3374;444;2868;710;616;97;8555;1149;1184;2267;1874;1280;801;0
200070431;43853;50,6;27,9;26,5;28,1;29,9;0,9;31,1;1,2;3,4;3,2;7314;20413;1075;2417;276;3546;815;401;28;9279;1226;1394;2585;2080;1373;621;0
200070514;69945;51,6;25,5;23,8;30,5;32,9;0,7;35,2;0,9;2,6;2,5;11044;26909;1939;4512;602;3991;807;954;70;11322;1520;1603;3162;2538;1653;846;0
200070530;36896;51,5;24;21,8;35,2;38,1;0,6;38,6;1,1;5;4,8;5416;13244;797;2283;343;1993;478;379;51;5508;712;828;1498;1183;861;426;0
200070563;44991;50,1;30,9;30,1;23,2;25,1;1,1;29,5;1,8;3,1;3,1;7933;21423;1318;2750;377;3488;861;606;43;9618;1370;1423;2534;2067;1413;811;0
200070647;61398;52,8;24,5;22,9;34,9;36,9;0,6;37,2;1,3;4,5;4,1;11357;25978;2010;5226;645;3476;882;884;114;10554;1407;1480;2863;2348;1589;867;0
200070712;37306;51,3;25;23,7;32;34,8;0,7;36,1;1,2;5;4,8;6875;16811;970;2906;425;2574;640;490;59;6933;886;950;1815;1593;1100;589;0
200070746;65932;50,9;25,3;23,9;27,2;29,5;0,8;32,8;1,3;8,9;8,5;10825;26332;1763;4518;662;3882;885;703;163;10948;1504;1581;2869;2453;1651;890;0
200070993;50547;52,2;27,5;25,8;30,2;32,9;0,8;34,3;1,7;1;0,9;9902;23127;1730;4254;800;3118;767;765;106;9391;1191;1315;2449;2043;1464;929;0
200071066;77507;51,7;26,7;25,1;30;32,8;0,7;36,7;1,2;3,1;2,9;14495;34541;2401;6285;882;4927;1211;1037;320;14247;1842;1988;3723;3197;2238;1259;0
200071082;64125;52,4;25,7;22,9;33,9;37,8;0,6;44,7;0,9;4,1;3,8;13257;28706;2226;6697;778;3556;827;1244;619;11137;1581;1617;2994;2318;1679;948;0
200071116;34133;53,4;26,1;23,9;32,1;35,5;0,7;43,6;1;3,9;3,7;6470;14462;1054;3186;347;1883;506;614;202;5779;825;837;1553;1275;837;452;0
200071140;65065;52;26,5;24,7;30,7;33,6;0,7;41,1;1,1;3,1;2,9;12178;28270;1845;5627;753;3953;951;1119;442;11450;1671;1700;3027;2498;1696;858;0
200071363;84031;53,7;24,7;22,8;34,8;37,7;0,6;43,2;0,8;3,7;3,4;17221;36903;2632;8883;988;4718;1052;1378;1182;14032;2021;2073;3705;3037;2034;1162;0
200071405;22013;50,7;30,5;29,1;24,5;26,2;1,1;31,8;1,8;4,5;4,4;4006;10931;716;1338;219;1733;476;247;7;4976;705;756;1369;1069;724;353;0
200071413;43214;51,5;26,5;25,4;29,8;31,7;0,8;35,8;1;3,8;3,8;8203;19974;1240;3567;436;2960;729;582;105;8423;1114;1245;2310;1916;1241;597;0
200071454;110609;51,5;32;30,1;22,6;24,7;1,2;33,8;1,9;6,4;6;22550;58741;4269;8527;1174;8580;2505;1710;783;26553;3946;3984;7402;5471;3687;2063;0
200071678;102718;50,9;30,4;29,3;26,3;28,6;1;33,3;1,3;4,1;4;18592;50128;2317;7096;883;8296;2568;1904;753;22419;3143;3371;6130;4926;3251;1598;0
200071751;128897;51,2;29,9;28,3;26,5;28,7;0,9;36;1,5;4,4;4,2;23413;62424;3522;8783;1051;10057;2799;1916;979;27939;4029;4191;7650;5992;3984;2093;0
200071785;56273;51,8;30,3;28,6;26,2;28,5;1;33;2;2,2;2;11336;29024;1967;4253;845;4271;1190;808;100;12612;1777;1949;3239;2668;1840;1139;0
200071827;140825;52;27,9;25,9;28,1;30,8;0,8;38,1;1,1;4;3,8;30065;67800;5094;14403;1701;8867;2036;2768;1865;27199;3949;4003;7405;5680;3847;2315;0
200071876;100424;51,3;29,1;27,9;28,7;30,9;0,9;33,6;1,5;2;1,9;17229;44371;2546;6992;887;6804;1844;1630;451;19462;2635;2958;5329;4359;2778;1403;0
200071892;82804;52,7;31,1;28,7;26,4;29,5;1;38,2;1,8;4,1;3,9;18759;43915;3389;8368;1351;5651;1666;1651;730;18195;2502;2668;4906;3691;2631;1797;0
200071926;28449;51,7;23,2;21,8;35,8;37,8;0,6;34,7;0,8;7,9;7,6;5306;11479;938;2556;346;1466;287;315;20;4390;558;605;1193;1003;657;374;0
200071934;35352;51,3;26,3;25,6;32;34,1;0,7;33,8;1;2,3;2,4;6167;15423;863;2574;360;2370;597;494;135;6553;807;877;1796;1539;1056;478;0
200071991;30077;50,2;30,2;29,2;23,5;25,3;1,1;28,4;2,2;3,6;3,5;4791;13436;741;1563;219;2268;606;315;18;6143;864;915;1655;1305;894;510;0
200072015;46818;51,1;28,8;27,5;27,8;30;0,9;33,2;1,2;3,5;3,3;9049;24014;1394;3378;435;3842;1020;695;159;10709;1434;1565;2871;2413;1644;782;0
200072031;53255;50,9;30,1;28,8;25,3;27,1;1;31,7;2;4,2;4,1;9272;25819;1630;3012;451;4179;1194;648;32;11922;1760;1801;3336;2455;1667;903;0
200072072;55148;51,2;25,7;24,1;32,5;35,1;0,7;35,4;1,2;3,2;3,1;8630;22210;1294;3348;477;3511;872;686;137;9628;1248;1332;2727;2185;1441;695;0
200072130;94403;51;35,6;33,4;17,1;19,1;1,7;29,7;3,3;10,7;10,1;19767;54592;4154;6627;794;8192;2524;1401;202;25859;4300;4078;6989;5054;3268;2170;0
200072312;82855;51,2;30,3;28,7;24,8;26,7;1;30,3;2,3;5,4;5;14132;40075;2370;4537;606;6619;1906;966;65;18755;2712;2725;5160;3959;2721;1478;0
200072346;68212;52,1;28,2;26,3;26,8;29;0,9;35,2;1,3;7,7;7,7;9767;27479;1657;3178;318;4614;1163;574;391;12772;1789;1783;3440;2785;1926;1049;0
200072460;277891;51,7;31,4;29,5;23,8;26,9;1,1;29,9;2,1;0,7;0,6;57000;148783;8897;21017;4084;23002;6108;4054;909;64646;8622;9556;17318;13589;9557;6004;0
200072460246200364;519536;52;32;30,1;23,3;26,5;1,1;30,6;2,4;1,5;1,4;113642;292357;18025;42903;8929;43785;12250;8164;1555;125914;17415;18962;33482;25957;18009;12089;0
200072643;44135;51,9;23,8;22,3;35,8;38,1;0,6;36,5;1,2;5,1;4,8;7941;18007;1304;3733;481;2423;526;616;61;7229;979;1015;1976;1618;1037;604;0
200072726;43952;50,8;30,5;29,1;26,7;29,2;1;33;1,8;3,2;2,9;7549;21126;1055;2591;390;3513;1085;603;92;9718;1225;1462;2727;2152;1451;701;0
200072999;21574;51,4;25,9;24,5;29,3;31,9;0,7;37,9;1,1;3,1;2,8;3374;8449;499;1363;194;1318;323;271;18;3586;473;545;1025;796;512;235;0
200073245;38533;51,9;25,8;24,3;32,4;35,3;0,7;38,2;1;3,6;3,3;8196;18515;1341;3857;460;2538;577;650;112;7350;987;1063;1993;1657;1077;573;0
200073419;82071;51,5;26,7;24,9;30,5;33,3;0,7;38,2;0,9;3,5;3,4;15852;36802;1960;7433;982;5477;1256;1565;587;14629;2097;2094;3999;3130;2179;1130;0
200077014;87014;51,1;30,4;28,8;24,7;26,8;1;31,5;1,7;5,8;5,5;16518;46106;2536;5427;776;7779;2072;1143;301;21026;3176;3286;5763;4356;2862;1583;0
200077055;73844;51,3;32,1;30,9;21,6;23,3;1,2;28,3;2,2;6;5,9;13001;37652;2329;3869;481;6322;1790;833;87;17883;2643;2711;4916;3788;2432;1393;0
200083392;112424;51,4;31,8;30,1;24,7;27,1;1,1;36,7;1,5;3,4;3,2;22001;56370;2961;9371;941;8728;2573;2338;1800;24751;3396;3679;6893;5365;3568;1850;0
200084952;270518;52,3;31,2;29,2;25,1;27,8;1;37,3;1,6;4,2;4;61716;144960;11208;28298;3030;19180;5046;4745;3821;61009;9054;9351;16375;12340;8346;5543;0
200085751;66608;50,7;31,1;29,4;24,8;26,9;1,1;28,1;2,2;6;5,8;11345;33708;1723;3209;489;5924;1659;774;27;15991;2230;2419;4354;3535;2287;1166;0
240100610;24072;49,4;34,9;33,3;18,2;20;1,6;24,9;2,5;4,8;4,6;3889;12460;573;826;133;2357;626;268;7;6070;911;986;1742;1294;757;380;0
240100750;85567;50,7;31,6;30,7;15,9;16,9;1,7;32,5;1,3;26,8;26,7;7734;22379;1276;2223;283;3952;940;345;73;10394;2065;1832;2828;1978;1167;524;0
240100883;75645;50,6;31,3;30,2;22;23,6;1,2;30,5;1,5;3,7;3,7;13221;39560;2160;3428;503;7130;1752;796;73;18707;2748;2950;5242;4024;2506;1237;0
240200477;52112;52,5;30,1;28,3;27,6;30,2;0,9;37,8;2,2;7,2;6,7;11265;26643;1929;5056;791;3489;1095;816;433;11095;1578;1612;3024;2270;1583;1028;0
240200600;22077;51,5;30,4;29;27,6;30,6;0,9;34,7;2,4;1,5;1,2;4386;10785;721;1806;362;1497;459;317;18;4581;612;683;1181;983;673;449;0
240600585;176687;52,1;26,3;24,3;29,4;32,1;0,7;37,6;0,9;9,8;9,4;32096;78216;5524;13350;1225;11997;2318;1873;2492;32900;5180;4776;9111;6880;4435;2518;0
240600593;26182;51,3;27,5;26,1;28,6;30,6;0,8;27,3;1,9;3,7;3,6;4064;10722;796;1461;135;1672;363;212;18;4855;687;723;1290;1073;674;408;0
241100593;124995;52,3;26;24,4;32,4;34,3;0,7;37;1;4,4;4,3;28096;62210;5312;13274;1674;7836;1788;2117;614;24649;3385;3502;6765;5208;3639;2150;0
241200187;54200;51,3;28,9;26,5;27,3;30,1;0,8;42,9;0,9;5;4,8;12298;25841;1497;6780;595;3426;766;1610;1220;9587;1462;1424;2637;2102;1302;660;0
241300417;83561;52,2;28,1;26,3;29,7;31,5;0,8;36;1,9;8,3;7,7;17817;42810;3386;7652;921;5858;1598;1147;508;18195;2710;2675;4859;3781;2568;1602;0
241500230;53551;52,5;25,5;24,1;30,7;33,4;0,7;39,6;0,4;2;1,9;10599;23173;1319;5414;558;3308;585;1075;649;8742;1182;1286;2402;1925;1335;612;0
241700434;164332;53;28,3;26,1;30,3;33,1;0,7;42,6;0,7;3,4;3,2;39683;82436;5853;21511;1908;10411;2155;3708;6204;30472;4328;4412;8174;6436;4500;2622;0
241700640;81036;53,4;18,8;17,3;46,3;48,4;0,3;38;0,5;1,6;1,6;12369;27892;2164;5646;648;3911;690;871;52;11004;1309;1493;2992;2481;1839;890;0
241800507;104666;52,1;27,9;25,5;29,2;32;0,8;40,4;1,2;4,8;4,4;22289;49955;3687;10988;1123;6491;1633;2098;1381;20083;2905;3065;5359;4170;2884;1700;0
242000354;56444;53;27,2;24,9;26,9;29;0,8;30;0,8;8,8;7,8;10858;22329;2063;5513;642;2640;459;550;227;8209;1217;1104;2290;1754;1197;647;0
242010056;82326;52,5;25,8;23,9;27,2;29,1;0,8;26,3;1,1;8;7,2;12902;29519;2451;5674;618;4159;751;657;109;11842;1773;1579;3317;2544;1732;897;0
242100410;248028;52,8;32,7;31,4;24,2;26,7;1;46,9;1,2;7,3;6,8;60460;124092;7663;34215;3458;15124;4032;6239;12672;45163;7123;6922;11932;9076;6159;3951;0
242500338;26407;51,3;29,6;29;23,7;26,3;1;38,7;1;6,6;6,4;4255;10702;629;1760;192;1674;449;394;85;4596;734;740;1247;981;595;299;0
242500361;192042;52,4;33,4;31,9;23,7;26,1;1;44,1;1,4;6,4;6,1;47144;101704;6287;25505;2368;12984;3581;4522;8411;39323;5997;6048;10466;8103;5390;3319;0
242600252;29818;50,5;29,6;28,2;25,5;27;1;27,7;1,6;3,1;2,9;4807;13996;771;1377;158;2501;611;329;12;6524;907;979;1888;1436;883;431;0
242900314;207210;51,2;33,1;30,9;23,2;27,1;1;46,9;1;3,9;3,6;51285;107046;6564;28827;2409;13485;3442;5081;9003;39918;6070;5917;10476;8283;5683;3489;0
242900769;49514;52,5;23,8;22;34,2;37,8;0,6;39,6;0,7;1,1;1;8431;21042;1304;3449;329;3349;716;512;46;8967;1115;1220;2433;2014;1461;724;0
243000585;30420;51,4;31,1;30,1;24,4;25,3;1,1;29,9;2,5;8,5;7,8;6112;15839;1188;2251;312;2361;667;441;22;7063;1070;1095;1971;1450;921;556;0
243000593;25506;50,9;30,1;28,5;25,1;26,3;1;27;1,9;4,5;4,2;4906;13296;894;1618;208;2186;515;311;8;5995;884;948;1681;1271;772;439;0
243000643;255469;52;31;29,1;26;27,9;1;37,2;2;7,4;6,9;59210;136098;10505;27870;3292;17543;4889;4465;3955;56048;8378;8315;14876;11433;7717;5329;0
243100518;734944;51,5;33,6;32,7;19,1;21,4;1,2;45,6;1;8,7;8,5;211286;422761;26053;122461;11591;51181;11912;22120;43317;148898;26286;24526;40197;28437;17992;11460;0
243300316;749595;52,5;32,6;31,2;21,2;23,7;1,1;43,5;1;7,6;7,2;203433;424466;26661;110757;11131;54884;12120;18801;37898;155210;25530;23703;41512;30903;20487;13075;0
243301371;16316;52,7;25,1;23,8;35,7;38;0,6;35,9;1,5;9,4;8,4;2789;6465;520;1257;182;830;219;195;5;2674;355;405;702;567;408;237;0
243400017;441888;52,3;34;32,6;21,2;23,3;1,1;44,4;1,3;8,9;8,4;134708;270268;17327;77350;7706;32325;8107;11611;29371;95415;15854;14906;25607;18400;12273;8375;0
243400520;47890;51,8;30,5;28,9;24,3;25,7;1,1;29;1,9;7,2;6,6;10065;26011;1823;3648;552;4042;973;674;47;11361;1673;1714;3074;2369;1591;940;0
243400769;120208;52,3;28;25,9;30,8;33,4;0,8;37,4;1,8;8,5;7,8;30572;68965;5810;14436;1891;8435;2432;2213;738;28079;4244;4328;7513;5720;3866;2408;0
243400819;73503;52,2;25,1;23,3;34,3;36;0,6;35,1;1,1;5,3;5,4;16473;37429;3316;7330;981;4846;1095;1056;56;15156;2089;2142;4072;3294;2227;1332;0
243500139;426502;51,6;35,7;34,7;19,4;21,6;1,3;42,9;1,2;5,7;5,5;116717;245983;13380;65371;5898;32068;8238;12093;26512;91586;14558;14197;24780;18589;12086;7376;0
243500741;65761;50,9;28,9;27,3;27,9;30,4;0,9;33,9;1,5;1,7;1,6;11456;30977;1637;4173;565;5081;1441;883;152;13929;1678;1961;3884;3234;2095;1077;0
243500782;80229;53;25,7;23,4;33,1;36,4;0,6;40,9;0,9;1,5;1,2;15819;37045;2405;7283;723;5408;1248;1396;567;15161;2172;2106;4137;3310;2234;1202;0
243600236;20907;51,8;24,9;22,9;32,4;36,5;0,6;41,9;0,8;2,6;2,5;3797;8301;619;1870;207;1101;227;334;161;3221;417;458;860;705;503;278;0
243600327;74738;52,5;27,6;25,5;29,3;32;0,8;39,2;1,2;4,8;4,6;15344;35218;2743;7077;911;4613;1115;1592;469;14390;2053;2138;3821;3041;2123;1214;0
243700754;290114;53,1;31,7;30,5;26,1;28,7;0,9;45;1,3;6,9;6,5;73211;152391;9912;40911;3868;18520;5015;7976;12426;56905;8761;8683;15088;11486;7987;4900;0
243800604;102511;51;34,8;33,3;19;20,6;1,5;30,2;2,6;6,8;6,5;21743;62323;3859;6763;987;10134;3102;1570;308;29451;4432;4649;8213;6008;3927;2222;0
243800935;25567;50,3;33,7;32,6;20,2;21,3;1,4;23,3;2,8;8,5;8,2;5079;16021;669;1193;194;3023;795;289;23;7717;1249;1376;2270;1460;901;461;0
243800984;91749;51,4;29,7;28;25,5;27,5;1;30,7;1,2;4,3;4,2;16098;45362;2730;5118;587;7663;1912;1095;103;21032;2900;3219;5854;4483;3032;1544;0
244000675;54466;53;24,8;22,6;32,6;36;0,6;41,5;0,7;4,8;4,4;11423;24529;1945;5748;532;3198;564;1020;449;9388;1311;1346;2483;2058;1415;775;0
244000808;54176;51,8;27,8;26,7;26,4;28,9;0,8;38,8;1;3,7;3,4;10629;24275;1736;5047;487;3359;756;1098;513;9846;1408;1337;2694;2171;1464;772;0
244200770;402859;52,2;31,5;29,6;26,7;29,6;0,9;39,8;1,9;9,2;8,9;90966;218392;12103;42134;5568;31161;9855;7521;7437;90650;13562;14352;24586;18353;12166;7631;0
244400404;609198;52,1;32,9;31,4;21,3;24;1,2;42,6;1,1;5,2;4,9;157199;350584;20238;80781;7789;48391;12384;16125;23321;137509;22539;21718;37119;27469;18023;10641;0
244400644;120518;51,7;29,6;27;27,6;31,1;0,9;39,2;1,1;3,4;2,8;26570;64106;4428;11759;1068;9315;2342;2244;1247;27254;3904;4177;7409;5904;3829;2031;0
244500203;60825;52,8;29,4;27,4;29,2;31,7;0,9;37,4;2;9,9;8,9;12674;32454;2426;4985;710;4553;1497;976;131;14500;2145;2269;3931;3028;1968;1159;0
244500211;25598;50,8;28;25,9;29,3;31,8;0,8;36,2;2,3;8,8;8,6;4358;11699;672;1629;259;1798;592;295;26;5286;697;778;1470;1196;775;370;0
244500468;276632;51,7;32,8;31;22,6;24,8;1,1;39,6;2,1;9,7;9,3;61210;149787;9570;27451;3078;21111;6636;5588;7094;64470;10260;10259;17665;13199;8253;4834;0
244900015;287595;52,5;34,5;32,9;23,6;26;1,1;42,8;1,4;4,8;4,5;74957;162421;9603;40660;3741;20953;5901;7647;14899;62851;9506;9569;16720;12805;8866;5385;0
245400262;59572;51,8;28,7;27;24,3;26,9;1;34,3;1,6;14,5;13,9;8859;20383;1411;4233;480;2735;797;497;311;8298;1268;1231;2282;1716;1147;654;0
245400601;40561;51,8;29;27,3;26,9;28,9;0,9;28,8;1,3;3,9;3,6;6929;18223;1182;2502;314;2931;597;476;26;8038;1125;1246;2228;1629;1089;721;0
245400676;254074;52,1;34,7;33;23,1;25,8;1;48,8;1,2;7,5;6,9;74329;140119;8783;46640;4038;14868;4079;7058;19573;46813;7360;7133;12352;9087;6343;4538;0
245700372;79450;51,3;26,8;25,7;26,7;28,5;0,8;31,3;2;14;13,4;14162;33979;2222;6177;1000;4763;1401;791;64;14075;2033;2179;3829;2905;1882;1247;0
245700398;32906;51,9;28;26,9;28,3;30,1;0,8;31,7;2,5;10,5;10;6125;15226;895;2569;427;2234;710;378;14;6439;940;991;1734;1347;873;554;0
245701164;18271;51,1;25,3;23,6;28,8;31,8;0,7;33,3;1,5;9,2;8,9;3192;7850;545;1304;226;1117;326;218;7;3312;489;542;895;644;478;264;0
245701222;69804;51,3;28,9;27,3;25,8;28,4;0,9;32,7;2;8,8;8,6;12485;30819;1898;5285;794;4508;1332;720;70;13041;2056;2068;3593;2608;1624;1092;0
245701354;33288;50,2;29,3;27,8;22,2;23,6;1,1;21,4;1,1;2,9;2,7;4189;12784;545;978;148;2518;435;180;18;5924;911;1001;1652;1246;738;376;0
245701362;79469;51,3;27,4;25,5;24,4;27,5;0,9;36,9;1,2;6,6;6,6;12495;29152;1958;5678;706;4153;1003;771;280;11822;2014;1882;3068;2382;1587;889;0
245804406;68142;52,9;26,8;24,1;32,3;36,1;0,7;43,8;1,1;5,4;5;15806;32802;2428;8440;1018;3920;975;1468;847;12280;1704;1813;3151;2698;1862;1052;0
245900410;1134997;52;35,6;34;19,4;21,6;1,4;37,6;2,5;7,3;6,9;291525;675829;42911;142497;16170;89947;27887;22875;37166;278276;43445;43742;73720;55011;36534;25824;0
245900428;199759;51,5;31,2;29,1;24,5;27,4;1;33,9;2;4,1;3;42148;103621;7074;17524;2994;14556;4273;2932;821;44032;6047;6516;11565;9152;6407;4345;0
245901152;71973;51,9;32,8;30,9;22,8;25,6;1,2;26,9;2,6;1,8;1,7;14860;39867;2509;5194;1028;6129;1795;954;49;17829;2429;2633;4821;3664;2561;1721;0
245901160;190459;51,9;33,3;31,4;22,5;25,6;1,2;35,4;2,6;4,6;4,1;47224;110946;7599;21594;3414;14617;4447;3734;3375;45741;6751;7170;12106;9096;6284;4334;0
246000129;23408;49,8;31,3;30,1;21,4;23,4;1,2;26,9;2,1;5,1;4,4;4152;11688;706;1316;196;1934;549;325;16;5411;824;845;1618;1095;642;387;0
246000376;37217;51,1;30,4;29,1;22,1;24,2;1,1;29,6;1,4;2,6;2,5;6628;17829;1214;2231;270;2913;646;463;48;8014;1218;1227;2221;1635;1100;613;0
246000582;37113;50,7;34;32,9;19,2;20,7;1,5;23,7;3,3;6,2;5,9;6240;19553;962;1613;186;3479;1133;362;14;9636;1395;1430;2747;2035;1273;756;0
246000756;33313;51,2;32,4;30,4;23,7;25,8;1,2;29,9;3;6,6;5,9;6405;17259;1140;2294;366;2605;812;407;19;7911;1052;1191;2205;1682;1140;641;0
246000871;54439;50,9;32;31,1;20;21,3;1,4;24,9;2,1;3,6;3,6;8373;26095;1315;1985;286;4787;1230;461;19;12675;1815;1849;3507;2759;1834;911;0
246000921;34124;50,9;30,5;28,9;21,8;23,2;1,2;26,8;1,7;4,2;4,3;5664;16104;988;1699;241;2736;678;382;15;7453;1109;1124;2061;1600;1018;541;0
246100663;56617;52,3;29,4;27,3;29,6;32,3;0,8;39,1;1,4;3,7;3,5;11773;27088;1825;5734;594;3620;1036;1152;935;11136;1584;1680;3042;2370;1641;819;0
246200299;124299;52,3;33,2;31,2;22,2;25,2;1,3;29,9;2,8;2,6;2,6;28337;74303;4601;10361;2226;11149;3365;1956;61;32600;4830;4974;8727;6609;4423;3037;0
246200299246200364;365944;52,2;32,9;30,9;22,6;25,7;1,2;31;2,7;2,5;2,4;84979;217877;13729;32247;7071;31932;9507;6066;707;93868;13623;14380;24891;18977;12875;9122;0
246200364;241645;52,2;32,7;30,8;22,8;26;1,2;31,5;2,7;2,5;2,3;56642;143574;9128;21886;4845;20783;6142;4110;646;61268;8793;9406;16164;12368;8452;6085;0
246200380;22048;50,9;31,4;30;23,2;24,8;1,1;23,4;1,9;0,9;0,8;3783;10817;546;1100;250;1887;479;246;9;4889;654;728;1267;1096;728;416;0
246200729;117208;52,5;31,2;28,9;25,5;28,7;1;35,4;1,9;1,6;1,2;25832;61036;4418;11361;1888;8165;2243;2076;664;25096;3436;3589;6560;5248;3703;2560;0
246201149;100769;50,1;35,3;32,1;21,1;24,8;1,3;35,1;2,1;5,6;1,6;23864;57461;4415;10196;1627;7626;2173;2027;741;24344;3307;3678;6586;4945;3407;2421;0
246300701;283680;52,6;31,4;30,2;25,6;28,3;0,9;46,4;1;7,5;7;71426;145495;8873;40763;3900;17890;4572;7237;14711;52355;8351;7962;13778;10726;7085;4453;0
246700488;482384;52,3;33,2;32,1;21,5;23,4;1,1;41,2;1,8;12,1;11,9;125387;273492;16100;66505;7698;35084;10534;10366;21601;104997;17170;16680;27749;20557;13476;9365;0
246800726;110978;51,7;28,9;26,8;25,2;27,5;0,9;35,9;1,3;8,4;8,1;19791;49084;3316;8155;1041;7279;1893;1497;745;20950;3282;3314;5624;4245;2833;1652;0
246900757;29337;51,4;30,6;29,2;25,5;27;1;25,6;1,9;3,8;3,9;4825;15180;709;1142;142;2832;754;298;34;7378;1090;1202;2090;1594;930;472;0
