CODGEO;POP_MUN;TX_F;TX_TOT_0A24;TX_F_0A24;TX_TOT_60ETPLUS;TX_F_60ETPLUS;IND_JEUNE;TX_TOT_MEN1;TX_TOT_MEN6;TX_TOT_ET;TX_F_ET;A;PERCOU;AM;AI;ACSSENF;ACAVENF;AC3ENF;A_NETUD_24;A_ETUD;ENF;ENF_2;ENF_3_5;ENF_6_10;ENF_11_14;ENF_15_17;ENF_18_24;NOTE_CNAF
200039857;101616;51,2;27,9;26;26,7;28,8;0,9;31,2;1,3;7,4;7;17173;45999;3273;5713;679;7508;1540;964;103;20643;3014;2897;5688;4520;2981;1543;0
200039865;221810;51,4;30,4;28,5;24,1;26,6;0,9;41,5;1,4;8;7,3;51549;109617;7032;27632;2883;14002;3644;4267;6307;41157;6627;6458;10730;8238;5504;3600;0
200039915;159192;53,7;23,4;21,1;34,3;37,6;0,6;44,8;0,7;9,3;8,9;30270;68247;5903;13891;1336;9140;1899;1706;646;27476;4456;4070;7495;5483;3705;2267;0
200040244;72828;50,2;29,5;28,6;27,4;29,1;0,9;29,2;1,4;4,3;4;11287;31438;1402;3910;614;5361;1496;958;111;14208;2131;2196;4077;3042;1943;819;0
200040277;114433;51,3;32,2;30,8;23;24,6;1,2;28,5;2,8;6,8;6,7;20921;60718;3539;6545;931;9906;3277;1204;101;28932;4286;4382;8034;6091;3958;2181;0
200040350;33131;50,6;28,2;27,1;27,9;29,6;0,9;33,4;1,7;5,1;4,9;5424;14847;834;1922;239;2429;717;362;12;6771;921;971;1929;1542;947;461;0
200040392;103197;52,2;26,8;24,9;30;32,5;0,7;39,1;0,8;4,2;3,9;20645;46188;3403;9798;1117;6327;1212;1938;1183;18152;2656;2573;4845;3878;2698;1502;0
200040442;53572;51,5;27,2;25,5;29,6;31,1;0,8;33,4;1,5;7,9;7,5;9619;24088;1647;3808;504;3660;930;656;38;10306;1595;1603;2808;2189;1347;764;0
200040459;61847;51,6;29,8;27,5;25,6;28;1;35;1,6;5,7;5,6;12479;32191;2190;4797;611;4881;1346;956;174;14234;2006;2239;3844;3057;2072;1016;0
200040491;45748;50,9;31;29,4;25,7;27,7;1;30,8;2,2;3,8;3,6;7778;22732;1178;2353;358;3889;1179;560;37;10715;1397;1599;2958;2490;1514;757;0
200040566;50454;50,9;29,5;27,7;28,2;30,9;0,9;34,8;2,1;3,7;3,7;9192;24710;1297;3529;444;3922;1233;592;29;11167;1514;1673;3099;2447;1632;802;0
200040590;71525;51,8;32,3;30,6;23,4;26;1,2;35,6;2,4;7,8;7,7;14671;39835;2423;5259;843;6146;2022;1121;127;18173;2890;2842;5009;3789;2278;1365;0
200040624;30421;51,9;24,8;23,3;33,5;35,3;0,6;35,1;1,1;7,4;7,2;4707;11630;912;1890;238;1667;409;237;12;5014;682;701;1411;1110;730;380;0
200040681;22783;51,3;25,4;23,5;33,2;35;0,7;32,4;1,6;5,9;5,6;3648;9095;603;1477;204;1364;350;221;9;3883;504;594;1072;848;564;301;0
200040715;442772;51,3;33,4;31,8;22,6;25,3;1,1;41,5;1,3;9,1;8,8;106971;235793;13337;56279;5313;32042;8473;8907;21973;91523;14730;14522;24696;18542;11942;7091;0
200040764;19829;50,6;26,9;25;25,4;26,7;0,9;32,8;1,1;14,9;13,9;3619;9861;698;1071;194;1656;354;139;;4393;727;656;1212;904;604;290;0
200040905;29529;52;23,2;21,4;36,2;38,9;0,5;36,3;0,9;3,8;3,7;5277;12550;839;2231;360;1847;401;317;49;5158;734;800;1410;1076;756;382;0
200040947;101093;50,9;30,6;28,9;24,2;26,7;1,1;27;1,9;1,1;1;16808;47653;2402;5265;940;8201;2116;1158;91;21783;2915;3333;5920;4659;3194;1762;0
200041317;118277;52,1;28,2;26,4;26,9;29,3;0,9;37,8;0,8;3,3;3;23154;55752;3806;9997;1144;8207;1677;2374;785;23297;3190;3332;6363;5328;3395;1689;0
200041515;40299;50,8;29,9;28,4;24,4;26,5;1;30,3;1,9;5;4,7;7028;19235;1169;2363;327;3169;815;513;47;8705;1311;1339;2380;1874;1126;675;0
200041630;127731;52,1;28,6;26,5;27,5;30,2;0,8;38;1,4;4,3;3,9;27624;63502;4584;12756;1906;8378;2240;1992;465;25594;3486;3661;6744;5426;3759;2518;0
200041762;63528;51,8;26,8;24,2;30,7;33,7;0,7;37,9;0,8;2,1;2,1;12476;29545;2176;5426;635;4239;937;938;158;12222;1532;1649;3399;2754;1879;1009;0
200041788;104877;53;28,3;26;27,4;28,1;0,9;33,7;2,2;1,1;1,1;;;;;;;;;;;;;;;;;0
200041960;92488;50,9;31,3;29,5;22,3;24,4;1,2;23,5;1,6;1,4;1,4;14667;44356;2059;3892;497;8219;1942;827;199;20978;2816;3081;5587;4633;3107;1754;0
200041960246200299;216787;51,7;32,4;30,4;22,2;24,8;1,2;27,2;2,3;2,1;2,1;43004;118659;6660;14253;2723;19368;5307;2783;260;53578;7646;8055;14314;11242;7530;4791;0
200042174;201024;51,9;27,2;25,1;30,1;33,5;0,7;41,4;1;2,8;2,5;40760;94937;6171;19192;1805;13592;3309;3220;2234;38865;5313;5557;10484;8461;5780;3270;0
200042190;159027;51,7;33,2;31,1;22,3;25,2;1,2;28,3;2,9;3,3;3,2;34716;91706;5874;12519;2560;13763;4102;2228;180;40773;5853;6317;10699;8277;5774;3853;0
200042190245901160;349486;51,8;33,3;31,3;22,4;25,4;1,2;32,3;2,7;4;3,7;81940;202652;13473;34113;5974;28380;8549;5962;3555;86514;12604;13487;22805;17373;12058;8187;0
200042646;20765;51,6;22,2;20,2;38,2;40,8;0,5;40,8;0,9;4,8;4,8;3892;8113;628;2020;266;978;209;264;15;3014;414;405;801;682;471;241;0
200042901;40791;51;29,7;28,4;24,6;26,1;1;30;1,7;4,9;4,8;7294;20429;1192;2384;301;3417;907;470;34;9422;1442;1539;2573;1955;1281;632;0
200042935;63584;50,5;31;29,6;24;25,5;1,1;32,5;2,3;14,9;14,2;11171;31387;1530;3765;697;5179;1741;739;184;14335;1916;2060;4017;3226;2084;1032;0
200043065;28210;50,8;28,7;26,6;28,8;31,4;0,9;32,3;1,2;2,9;3;4669;12633;730;1595;227;2117;499;401;50;5622;783;801;1543;1249;827;419;0
200043123;84426;52,1;26;24,2;31,8;34,5;0,7;35,8;0,9;1,4;1,4;14274;37630;2089;5289;589;6307;1438;869;168;16511;2134;2233;4735;3710;2487;1212;0
200043156;29445;51,1;29,8;28,7;25,2;27,2;1;29,6;1,4;0,8;0,8;4911;13902;726;1498;258;2429;574;341;15;6308;919;992;1754;1315;891;437;0
200043172;106694;52;26,6;24,5;31;34;0,7;37,2;1;4;3,8;18886;46262;3045;7871;998;6972;1559;1648;752;19438;2733;2734;5406;4244;2928;1393;0
200043321;48374;50,8;29,6;28;24,9;27,2;1;27,2;1,7;3,5;3,3;8055;22343;1179;2616;439;3821;889;447;34;10024;1324;1492;2640;2225;1488;855;0
200043396;126433;51,6;32,6;30,7;24;26,7;1,1;33,4;3,1;7,1;6,6;28404;70236;5268;11832;2132;9172;3022;1783;280;30561;4365;4716;7977;6174;4188;3141;0
200043404;26452;52,1;32,2;30,8;25,9;28,7;1;35,3;3;2,9;2,4;5825;14060;1198;2473;465;1689;547;394;20;6136;738;906;1650;1291;896;655;0
200043495;43233;51,6;30,9;29;25;27,9;1;38,2;1,8;3,1;3;9526;22855;1761;4096;670;2999;894;791;357;9663;1348;1460;2552;2028;1418;857;0
200043602;54126;52,7;22,7;20,8;39;41,3;0,5;36,3;1;5,5;5,5;10070;22740;1965;4578;494;3033;597;623;74;9149;1210;1267;2495;2038;1340;799;0
200044618;150798;51,7;31,7;29,6;24,1;27,2;1,1;32;2,4;3;2,7;33679;83754;5597;13793;2432;11857;3519;2318;1064;35913;5220;5406;9516;7314;5130;3327;0
200044691;58424;53,1;30,6;27,9;25,2;26,3;1;34,1;2,1;4;4,4;;;;;;;;;;;;;;;;;0
200046977;1336994;52,2;34,1;32,8;20,9;23,1;1,2;41,3;2,1;10;9,7;338347;790203;43877;166615;16955;110900;34260;28649;53378;323692;55178;53706;86164;62546;40015;26083;0
200049187;28469;51,7;29,9;28;26,7;29,6;0,9;41,5;1,4;3,4;3,2;6135;13443;1060;3073;340;1662;437;580;208;5318;796;821;1366;1104;753;478;0
200054807;1849088;52,2;30,2;28,4;25,2;27,3;1;36,7;1,7;6,8;6,3;418635;988216;76476;188783;19134;134242;32731;27224;28502;415440;65358;63930;110623;83287;54663;37579;0
200055655;344374;51;37,4;36,2;16,1;17,2;1,9;25;6,2;16,6;16,1;71788;217995;13690;20138;3390;34570;13585;3843;396;107992;16862;16669;28976;21502;13890;10093;0
200056232;302260;50,6;33,6;31,7;19,8;21,8;1,3;31,8;2,2;10,3;10;58269;157945;8931;22016;1640;25682;7187;3970;7570;72320;11329;11330;20019;14837;9296;5509;0
200056380;179674;52,4;32,3;30,2;21,6;23,5;1,2;30,6;2,7;9,6;9,3;30593;91194;5786;8523;979;15305;4533;1552;388;44273;6957;6802;12119;9109;5560;3726;0
200057859;193221;50,3;33,1;31,6;19,2;21,2;1,4;29,4;2,4;10,5;9,5;34190;102633;6634;9167;1096;17293;4999;2045;284;50052;8135;8148;13596;9977;6262;3934;0
200057958;225706;51,7;35,2;33,8;17,6;18,5;1,6;27,7;3,4;13,2;13,1;42663;122018;8197;13481;1481;19504;6003;2426;2011;58259;9159;9141;16158;11792;7252;4757;0
200058477;175097;52,1;33,8;31,8;20,9;22,9;1,3;28,8;2,9;12;11,4;29972;89078;6145;8330;991;14506;4325;1604;309;43546;6579;6842;12121;8905;5539;3560;0
200058485;263985;51,8;32,9;31,2;20;21,6;1,4;28,9;2,6;10,2;9,9;46672;140509;8479;12584;1462;24147;6880;2477;375;68160;11252;10838;18858;13545;8387;5280;0
200058519;332288;52,1;31,7;29,7;21,9;24;1,2;32;2,2;11,5;11,7;52594;157961;8532;15006;1413;27643;7750;2504;1351;76241;11070;11504;20901;16515;10239;6012;0
200058519T05ZZZZZZ;766203;51,8;32,8;31,1;19,2;20,9;1,4;34,2;2,7;15,3;14,9;145685;407780;24358;49611;5760;65956;20320;7238;4079;190038;30944;30536;51107;38052;23902;15497;0
200058782;227137;51;34,5;33,3;17,8;18,9;1,6;28,9;3;10,5;10,4;41724;122131;7243;13074;1281;20126;6325;2475;2109;58894;9043;9401;16378;11936;7520;4616;0
200059228;337717;51,2;37,4;36,2;15,5;16,6;2;28,4;4,4;15,1;14,5;72795;209302;14383;23496;2789;32127;11520;4594;3122;101480;16438;15948;27501;20352;12660;8581;0
200059228T12ZZZZZZ;1017180;51,3;34,6;33,1;17,7;19,3;1,6;33,5;3,4;17,3;16,5;220873;591478;41090;82463;9166;88154;28893;13477;13657;272908;46328;43839;73436;52773;33391;23141;0
200059889;404183;50,9;33,9;32,4;19,9;21,3;1,4;28,8;3,4;13;12,5;77660;229061;13519;23624;3056;37461;12587;4319;718;110741;18054;17855;30471;22030;13801;8530;0
200065597;261485;52,6;33,1;31,1;24;26,9;1;42,6;1,2;3,9;3,6;67572;140259;9298;37233;3759;17282;4161;6931;12297;51738;7628;7637;13612;10840;7367;4654;0
200065647;141183;50,9;29;27,6;27,9;30;0,9;35;2,2;7,4;7,4;26347;68251;4041;10580;1550;10176;3436;1659;764;30171;4203;4559;8473;6555;4100;2281;0
200065787;32899;51,5;29,7;27,9;25,8;28,3;1;32,8;1,4;1,1;1;6258;16330;1044;2253;372;2589;601;444;35;7146;952;1125;2012;1545;1009;503;0
200065886;106574;50,8;29,3;27,8;27,2;29,2;0,9;29,5;1,3;2,3;2,2;17659;50547;2408;5435;758;9058;2111;1148;104;23104;3226;3442;6406;5036;3346;1648;0
200065928;100096;51,5;24,4;22,2;36,5;39,7;0,6;39,1;0,8;1,6;1,6;15764;38723;2207;6891;751;5915;1524;1037;730;16357;1929;2126;4406;3936;2559;1401;0
200066009;273894;51,3;30,4;29;24,3;26,2;1;35;2,5;11,5;11,3;53922;137745;8686;22223;2923;20090;6614;3790;2077;60718;9293;9526;16459;12487;8036;4917;0
200066058;75870;50,7;27,4;26,4;23,3;24,7;1;32,4;1,3;15,1;14,6;8259;23086;1368;2656;401;3834;989;473;74;10589;1552;1668;2963;2238;1440;728;0
200066124;70060;51,5;27,7;26,7;29,1;30,8;0,8;30;1,4;4,4;4,3;12784;33653;2120;4580;649;5435;1230;713;68;14799;1920;2159;4198;3282;2118;1122;0
200066231;38745;50,7;29,7;27,2;26,6;29;0,9;36,3;1,1;4,5;4,2;8192;19455;1593;3444;479;2676;590;635;112;8130;1147;1186;2268;1730;1151;648;0
200066280;29027;50,6;30,8;30;24,9;26,7;1,1;30,7;2,3;7,4;7,5;4819;14034;840;1443;211;2325;723;310;15;6659;879;929;1954;1476;920;501;0
200066322;40293;50,4;29,2;26,8;28,7;30,7;0,9;30,1;2,5;8,6;8;7006;18471;1142;2604;419;2841;837;501;41;8227;1161;1204;2342;1806;1130;584;0
200066355;123905;52,6;25,7;23,8;32,7;35,1;0,7;37,1;1,2;4,1;4;26012;59731;4818;11718;1280;8196;1745;1557;335;24211;3374;3367;6613;5144;3593;2120;0
200066389;76040;51,6;28,8;27,2;27,9;30,3;0,9;35,8;1,2;1,8;1,7;12825;33554;1743;4848;726;5508;1357;1112;436;14596;2069;2250;4020;3149;2074;1034;0
200066413;55275;51,4;28;26,2;29,1;31,7;0,8;32,3;1,5;1,4;1,3;9390;24727;1504;3362;588;3936;928;674;49;10885;1501;1581;3052;2374;1585;792;0
200066827;26972;51,5;29,2;28,3;26,3;28,3;0,9;31,8;1,6;1,6;1,5;4743;12751;762;1619;240;2122;511;351;14;5654;760;768;1597;1265;857;407;0
200066876;80154;50,5;31,1;28,8;23,6;26,7;1,1;37,4;1,6;3,8;3,8;15284;37873;2609;6427;759;5489;1470;1349;679;16352;2466;2591;4460;3392;2254;1189;0
200066918;128374;52,4;26,5;24,5;31,9;34,2;0,7;36,8;1,4;4,9;4,8;28572;63745;5154;13652;1651;8115;1964;1769;704;25421;3445;3629;6752;5380;3850;2365;0
200066926;38612;52,5;26;24,4;31,5;33,7;0,7;41,2;0,9;4,5;4,4;7978;17076;1251;4133;414;2180;463;733;598;6560;900;963;1786;1404;1012;495;0
200067023;48338;51,4;26,2;24,6;33,1;35,9;0,7;35,5;1;1,5;1,6;7434;19054;993;2896;483;3062;722;513;96;8136;1026;1180;2246;1864;1264;556;0
200067106;298664;52,3;25,1;23,1;30,8;33,7;0,7;39,5;0,7;5,9;5,8;58086;131883;8698;27386;2642;19360;3478;4000;2662;51886;7501;7519;14299;11043;7449;4075;0
200067114;68400;52,5;27,8;25,7;29,4;32;0,8;39,4;1,3;4,9;4,8;13853;32462;2334;6315;720;4484;1209;1293;351;13435;1929;2010;3621;2826;1905;1144;0
200067205;181897;50,9;28,4;26,8;26,8;29,5;0,9;35,3;1,1;1,5;1,3;31403;79471;4413;12455;1782;12753;2941;2426;650;33686;4714;5136;9121;7321;4918;2476;0
200067213;292005;52;33,5;31,9;22,5;24,8;1,1;41,1;1,4;5,8;5,6;67899;151317;9883;34277;3857;19882;5134;6357;10890;59688;9236;9536;16090;12064;7786;4976;0
200067254;161606;52,5;28,5;26,6;27,8;30,9;0,8;44,9;1;6,7;6,4;38396;78933;5607;21112;2082;9595;2132;3157;4789;28949;4230;4258;7585;5967;4279;2630;0
200067437;47449;51,6;26,2;23,8;31,8;34,3;0,7;39,3;1;5,1;4,8;9053;20454;1586;4315;437;2715;639;652;371;8259;1084;1223;2281;1781;1239;651;0
200067502;54462;51,5;27;25,9;27,1;29;0,8;32,5;1,7;5,3;5;9174;23745;1455;3400;611;3708;949;573;91;10279;1452;1580;2723;2089;1503;932;0
200067551;83478;51,7;29,7;27,9;22,6;24,9;1,1;34,3;1,2;11,2;11,1;11695;32235;1962;3892;405;5436;1290;722;277;14694;2427;2338;4158;3033;1862;876;0
200067684;49082;52,2;27,6;26;27,2;30,2;0,8;37,7;1,3;4,3;4;7332;18102;1259;2975;415;2683;628;593;121;7671;1096;1097;2115;1660;1087;616;0
200067791;31599;51,4;26;24,7;30;31,7;0,7;36,4;1;4,9;4,7;6278;14441;1042;2841;344;2051;418;445;249;5802;809;860;1576;1246;881;430;0
200067817;42611;50,6;31,2;29,7;23,5;25,4;1,1;30,2;1,4;3,5;3,4;7177;21172;993;2093;277;3814;1014;496;27;9916;1406;1575;2876;2165;1296;598;0
200067825;49200;52;28,5;26,3;28,2;30,8;0,8;39,2;1;4,3;4;9808;22525;1634;4558;443;3173;701;860;323;9130;1316;1303;2440;1937;1400;734;0
200067874;95587;51;28,9;27,5;24,1;26,1;0,9;28,7;1,6;4,9;5,1;15733;41579;2503;5760;696;6774;1612;1260;178;18390;2818;2725;4915;3906;2575;1451;0
200067916;26607;51,5;22,5;20,6;38,1;41,1;0,5;39,5;1,1;2,8;2,5;3867;9384;640;1635;220;1372;339;282;19;3935;521;597;1070;862;605;280;0
200067932;163178;52,4;28,1;26;30;32,5;0,8;38,2;1;2,3;2,2;31638;76647;4621;14167;1299;11551;2849;2757;2508;32241;4332;4662;8752;7019;4872;2604;0
200067940;29645;50,8;22,3;20,6;36,3;38,4;0,5;40,9;0,7;4,6;4,4;5391;11431;938;2737;281;1435;249;292;31;4320;593;609;1185;949;643;341;0
200067965;81635;51,8;32,4;30,4;22,9;25,4;1,1;39,7;1,7;7,1;6,7;18039;42517;2829;8554;784;5872;1707;1337;2521;17828;2750;2725;4822;3723;2467;1341;0
200067999;100585;52,1;32,2;30,9;22,8;24,7;1,1;34,6;2;6;5,6;22660;55333;4180;9601;1210;7669;2116;1937;1296;23873;3670;3761;6465;4754;3250;1973;0
200068047;83461;51,1;37,7;35,9;17,9;19,5;1,8;30,9;5,7;18;17,4;20541;56127;3556;7618;1324;8043;3427;1164;167;26218;4237;4340;7104;5094;3197;2246;0
200068104;93863;51;29;27,6;27,6;28,8;0,9;26,9;1,6;3,9;3,7;17030;46197;3062;5638;753;7577;1677;1105;59;20849;2732;3009;5808;4587;3101;1612;0
200068112;35972;51,2;26,8;25,7;26,3;28,3;0,9;29,4;1,4;4,5;4,4;5319;14863;816;1717;234;2552;598;384;37;6769;973;1048;1761;1465;973;549;0
200068120;99816;52,2;29;27,5;25,8;28,6;0,9;43,8;0,9;2,8;2,6;21644;48733;3112;10690;942;6900;1591;1996;1698;19330;2690;2684;5357;4129;2914;1556;0
200068146;46409;50,9;26,8;24,7;27,6;30,7;0,8;32,1;1,2;2,9;3;7195;18443;1074;2717;412;2992;640;525;56;7870;1116;1188;2103;1709;1142;612;0
200068377;29868;51,6;25,8;23,7;31,7;35;0,7;39,7;1,1;3,2;3,1;5628;13279;838;2547;341;1902;465;463;77;5405;666;723;1467;1257;845;447;0
200068450;34311;51;26,7;25,7;31,2;33,8;0,7;36,6;1,3;2,5;1,9;5789;14199;925;2477;302;2085;530;472;90;6030;818;918;1669;1269;874;482;0
200068468;26146;52;28,2;27;29,9;32;0,8;36;1,8;3,8;3,5;4570;11369;799;1905;243;1623;468;313;43;4941;622;691;1378;1129;761;360;0
