CODE_INSEE,TX_DEMANDEUR_EMPLOIS
97101,38.96669168034359
97102,38.96669168034359
97103,38.96669168034359
97104,38.96669168034359
97105,38.96669168034359
97106,38.96669168034359
97107,38.96669168034359
97108,38.96669168034359
97109,38.96669168034359
97110,38.96669168034359
97111,38.96669168034359
97112,38.96669168034359
97113,38.96669168034359
97114,38.96669168034359
97115,38.96669168034359
97116,38.96669168034359
97117,38.96669168034359
97118,38.96669168034359
97119,38.96669168034359
97120,38.96669168034359
97121,38.96669168034359
97122,38.96669168034359
97124,38.96669168034359
97125,38.96669168034359
97126,38.96669168034359
97128,38.96669168034359
97129,38.96669168034359
97130,38.96669168034359
97131,38.96669168034359
97132,38.96669168034359
97133,38.96669168034359
97134,38.96669168034359
97201,38.96669168034359
97202,38.96669168034359
97203,38.96669168034359
97204,38.96669168034359
97205,38.96669168034359
97206,38.96669168034359
97207,38.96669168034359
97208,38.96669168034359
97209,38.96669168034359
97210,38.96669168034359
97211,38.96669168034359
97212,38.96669168034359
97213,38.96669168034359
97214,38.96669168034359
97215,38.96669168034359
97216,38.96669168034359
97217,38.96669168034359
97218,38.96669168034359
97219,38.96669168034359
97220,38.96669168034359
97221,38.96669168034359
97222,38.96669168034359
97223,38.96669168034359
97224,38.96669168034359
97225,38.96669168034359
97226,38.96669168034359
97227,38.96669168034359
97228,38.96669168034359
97229,38.96669168034359
97230,38.96669168034359
97231,38.96669168034359
97232,38.96669168034359
97233,38.96669168034359
97234,38.96669168034359
97301,38.96669168034359
97302,38.96669168034359
97303,38.96669168034359
97304,38.96669168034359
97305,38.96669168034359
97306,38.96669168034359
97307,38.96669168034359
97308,38.96669168034359
97309,38.96669168034359
97310,38.96669168034359
97311,38.96669168034359
97312,38.96669168034359
97313,38.96669168034359
97314,38.96669168034359
97352,38.96669168034359
97353,38.96669168034359
97356,38.96669168034359
97357,38.96669168034359
97358,38.96669168034359
97360,38.96669168034359
97361,38.96669168034359
97362,38.96669168034359
97401,33.73715315140034
97402,33.635514547010494
97403,38.96669168034359
97404,38.331198336152376
97405,40.51262928347119
97406,38.96669168034359
97407,50.51493636159275
97408,35.3427131610813
97409,40.37033899142476
97410,38.96669168034359
97411,36.22931318406397
97412,50.92413846179882
97413,45.19614899343251
97414,49.25641887565429
97415,38.28498290070992
97416,42.77188156753702
97417,38.96669168034359
97418,33.9215400546587
97419,38.96669168034359
97420,34.88852015087609
97421,38.96669168034359
97422,44.65017620824844
97423,38.96669168034359
97424,38.96669168034359
97601,38.96669168034359
97602,38.96669168034359
97603,38.96669168034359
97604,38.96669168034359
97605,38.96669168034359
97606,38.96669168034359
97607,38.96669168034359
97608,38.96669168034359
97609,38.96669168034359
97610,38.96669168034359
97611,38.96669168034359
97612,38.96669168034359
97613,38.96669168034359
97614,38.96669168034359
97615,38.96669168034359
97616,38.96669168034359
97617,38.96669168034359
95002,15.890143108345084
95008,15.890143108345084
95011,15.890143108345084
95012,15.890143108345084
95014,15.890143108345084
95018,20.785872832971524
95019,18.84836380151347
95023,15.890143108345084
95024,15.890143108345084
95026,15.890143108345084
95028,15.890143108345084
95039,15.890143108345084
95040,15.890143108345084
95042,15.890143108345084
95046,15.890143108345084
95051,15.890143108345084
95052,15.890143108345084
95054,15.890143108345084
95055,15.890143108345084
95056,15.890143108345084
95058,15.890143108345084
95059,15.890143108345084
95060,15.890143108345084
95061,15.890143108345084
95063,18.723159918395808
95074,15.890143108345084
95078,15.890143108345084
95088,15.890143108345084
95091,15.890143108345084
95094,15.890143108345084
95101,15.890143108345084
95102,15.890143108345084
95110,15.890143108345084
95116,15.890143108345084
95119,15.890143108345084
95120,15.890143108345084
95127,22.72863082748949
95134,15.890143108345084
95139,15.890143108345084
95141,15.890143108345084
95142,15.890143108345084
95144,15.890143108345084
95149,15.890143108345084
95150,15.890143108345084
95151,15.890143108345084
95154,15.890143108345084
95157,15.890143108345084
95166,15.890143108345084
95169,15.890143108345084
95170,15.890143108345084
95176,12.331153481642529
95177,15.890143108345084
95181,15.890143108345084
95183,15.890143108345084
95197,14.63173855721441
95199,12.54608246215797
95203,13.309249007009067
95205,15.890143108345084
95210,12.936316506601134
95211,15.890143108345084
95212,15.890143108345084
95213,15.890143108345084
95214,15.890143108345084
95218,15.796387942017464
95219,15.418803242340108
95229,15.890143108345084
95241,15.890143108345084
95250,15.890143108345084
95252,14.099829714689937
95253,15.890143108345084
95254,15.890143108345084
95256,15.890143108345084
95257,15.890143108345084
95258,15.890143108345084
95268,26.990681441979547
95270,15.890143108345084
95271,15.890143108345084
95277,21.9504776938102
95280,21.16657615934062
95282,15.890143108345084
95287,15.890143108345084
95288,15.890143108345084
95295,15.890143108345084
95298,15.890143108345084
95301,15.890143108345084
95303,15.890143108345084
95304,15.890143108345084
95306,13.544063585180993
95308,15.890143108345084
95309,15.890143108345084
95313,11.784162769397133
95316,15.890143108345084
95323,15.890143108345084
95328,15.890143108345084
95331,15.890143108345084
95341,15.890143108345084
95348,15.890143108345084
95351,15.890143108345084
95352,15.890143108345084
95353,15.890143108345084
95355,15.890143108345084
95365,15.890143108345084
95369,15.890143108345084
95370,15.890143108345084
95371,15.890143108345084
95379,15.890143108345084
95387,15.890143108345084
95388,15.890143108345084
95392,15.890143108345084
95394,15.890143108345084
95395,15.890143108345084
95409,15.890143108345084
95422,15.890143108345084
95424,17.70754453972067
95426,15.890143108345084
95427,20.158177548455885
95428,14.255688463864013
95429,15.890143108345084
95430,15.890143108345084
95436,15.890143108345084
95438,15.890143108345084
95445,15.890143108345084
95446,15.890143108345084
95447,15.890143108345084
95450,15.890143108345084
95452,15.890143108345084
95456,15.890143108345084
95459,15.890143108345084
95462,15.890143108345084
95476,17.400786532547876
95480,15.890143108345084
95483,15.890143108345084
95487,22.741890268854313
95488,16.8933166918556
95489,15.890143108345084
95491,15.890143108345084
95492,15.890143108345084
95493,15.890143108345084
95500,19.527118032720168
95504,15.890143108345084
95509,15.890143108345084
95510,15.890143108345084
95523,15.890143108345084
95527,15.890143108345084
95529,15.890143108345084
95535,15.890143108345084
95539,14.606192895907158
95541,15.890143108345084
95543,15.890143108345084
95554,15.890143108345084
95555,17.27709607851993
95563,12.796997629635577
95566,15.890143108345084
95572,18.724877685331318
95574,15.890143108345084
95580,15.890143108345084
95582,15.15753548074269
95584,15.890143108345084
95585,28.590630628001023
95592,15.890143108345084
95594,15.890143108345084
95598,13.91067340163146
95604,15.890143108345084
95607,14.171282564906637
95610,15.890143108345084
95611,15.890143108345084
95612,15.890143108345084
95625,15.890143108345084
95627,15.890143108345084
95628,15.890143108345084
95633,15.890143108345084
95637,14.571007441119102
95641,15.890143108345084
95651,15.890143108345084
95652,15.890143108345084
95656,15.890143108345084
95658,15.890143108345084
95660,15.890143108345084
95675,15.890143108345084
95676,15.890143108345084
95678,15.890143108345084
95680,29.12006325327082
95682,15.890143108345084
95690,15.890143108345084
94001,14.663105067134833
94002,18.618667032237756
94003,16.683395834608486
94004,18.824093963934832
94011,19.54331642595719
94015,11.294166886790988
94016,14.663000167149997
94017,17.318330508504364
94018,12.378331047017992
