CODE_INSEE,LIBCOM,TX_POVERTY
01265,Montréal-la-Cluse,24.336734693877553
01266,Montrevel-en-Bresse,24.935400516795866
01267,Nurieux-Volognat,19.47950548541816
01268,Murs-et-Gélignieux,19.47950548541816
01269,Nantua,31.286089238845143
01272,Neuville-les-Dames,19.47950548541816
01273,Neuville-sur-Ain,19.47950548541816
01274,Les Neyrolles,19.47950548541816
01275,Neyron,12.649700598802397
01276,Niévroz,19.47950548541816
01277,Nivollet-Montgriffon,19.47950548541816
01279,Oncieu,19.47950548541816
01280,Ordonnaz,19.47950548541816
01281,Ornex,25.804878048780488
01282,Outriaz,19.47950548541816
01283,Oyonnax,30.093563477980318
01284,Ozan,19.47950548541816
01285,Parcieux,19.47950548541816
01286,Parves et Nattages,19.47950548541816
01288,Péron,18.2025894897182
01289,Péronnas,20.283412058905252
01290,Pérouges,19.47950548541816
01291,Perrex,19.47950548541816
01293,Peyriat,19.47950548541816
01294,Peyrieu,19.47950548541816
01295,Peyzieux-sur-Saône,19.47950548541816
01296,Pirajoux,19.47950548541816
01297,Pizay,19.47950548541816
01298,Plagne,19.47950548541816
01299,Le Plantay,19.47950548541816
01301,Polliat,14.419610670511895
01302,Pollieu,19.47950548541816
01303,Poncin,19.47950548541816
01304,Pont-d'Ain,23.05795314426634
01305,Pont-de-Vaux,32.949152542372886
01306,Pont-de-Veyle,19.47950548541816
01307,Port,19.47950548541816
01308,Pougny,19.47950548541816
01309,Pouillat,19.47950548541816
01310,Prémeyzel,19.47950548541816
01311,Prémillieu,19.47950548541816
01313,Prévessin-Moëns,23.92225267879392
01314,Priay,19.47950548541816
01317,Ramasse,19.47950548541816
01318,Rancé,19.47950548541816
01319,Relevant,19.47950548541816
01320,Replonges,15.464942814520139
01321,Revonnas,19.47950548541816
01322,Reyrieux,14.725890356142457
01323,Reyssouze,19.47950548541816
01325,Rignieux-le-Franc,19.47950548541816
01328,Romans,19.47950548541816
01329,Rossillon,19.47950548541816
01330,Ruffieu,19.47950548541816
01331,Saint-Alban,19.47950548541816
01332,Saint-André-de-Bâgé,19.47950548541816
01333,Saint-André-de-Corcy,14.71861471861472
01334,Saint-André-d'Huiriat,19.47950548541816
01335,Saint-André-le-Bouchoux,19.47950548541816
01336,Saint-André-sur-Vieux-Jonc,19.47950548541816
01337,Saint-Bénigne,19.47950548541816
01338,Groslée-Saint-Benoit,19.47950548541816
01339,Saint-Bernard,19.47950548541816
01342,Sainte-Croix,19.47950548541816
01343,Saint-Cyr-sur-Menthon,19.47950548541816
01344,Saint-Denis-lès-Bourg,15.503397158739961
01345,Saint-Denis-en-Bugey,19.262295081967213
01346,Saint-Didier-d'Aussiat,19.47950548541816
01347,Saint-Didier-de-Formans,13.320463320463322
01348,Saint-Didier-sur-Chalaronne,19.68810916179337
01349,Saint-Éloi,19.47950548541816
01350,Saint-Étienne-du-Bois,16.96621135873472
01351,Saint-Étienne-sur-Chalaronne,19.47950548541816
01352,Saint-Étienne-sur-Reyssouze,19.47950548541816
01353,Sainte-Euphémie,19.47950548541816
01354,Saint-Genis-Pouilly,32.540738277352844
01355,Saint-Genis-sur-Menthon,19.47950548541816
01356,Saint-Georges-sur-Renon,19.47950548541816
01357,Saint-Germain-de-Joux,19.47950548541816
01358,Saint-Germain-les-Paroisses,19.47950548541816
01359,Saint-Germain-sur-Renon,19.47950548541816
01360,Saint-Jean-de-Gonville,19.47950548541816
01361,Saint-Jean-de-Niost,19.47950548541816
01362,Saint-Jean-de-Thurigneux,19.47950548541816
01363,Saint-Jean-le-Vieux,19.47950548541816
01364,Saint-Jean-sur-Reyssouze,19.47950548541816
01365,Saint-Jean-sur-Veyle,19.47950548541816
01366,Sainte-Julie,19.47950548541816
01367,Saint-Julien-sur-Reyssouze,19.47950548541816
01368,Saint-Julien-sur-Veyle,19.47950548541816
01369,Saint-Just,19.47950548541816
01370,Saint-Laurent-sur-Saône,30.37542662116041
01371,Saint-Marcel,19.47950548541816
01372,Saint-Martin-de-Bavel,19.47950548541816
01373,Saint-Martin-du-Frêne,19.47950548541816
01374,Saint-Martin-du-Mont,16.302186878727635
01375,Saint-Martin-le-Châtel,19.47950548541816
01376,Saint-Maurice-de-Beynost,20.009505703422054
01378,Saint-Maurice-de-Gourdans,13.175425610658772
01379,Saint-Maurice-de-Rémens,19.47950548541816
01380,Saint-Nizier-le-Bouchoux,19.47950548541816
01381,Saint-Nizier-le-Désert,19.47950548541816
01382,Sainte-Olive,19.47950548541816
01383,Saint-Paul-de-Varax,19.47950548541816
01384,Saint-Rambert-en-Bugey,32.61562998405104
01385,Saint-Rémy,19.47950548541816
01386,Saint-Sorlin-en-Bugey,19.47950548541816
01387,Saint-Sulpice,19.47950548541816
01388,Saint-Trivier-de-Courtes,19.47950548541816
01389,Saint-Trivier-sur-Moignans,21.134492223238794
01390,Saint-Vulbas,19.47950548541816
01391,Salavre,19.47950548541816
01392,Samognat,19.47950548541816
01393,Sandrans,19.47950548541816
01396,Sault-Brénaz,19.47950548541816
01397,Sauverny,19.47950548541816
01398,Savigneux,19.47950548541816
01399,Ségny,19.47950548541816
01400,Seillonnaz,19.47950548541816
01401,Sergy,19.47950548541816
01402,Sermoyer,19.47950548541816
01403,Serrières-de-Briord,19.47950548541816
01404,Serrières-sur-Ain,19.47950548541816
01405,Servas,19.47950548541816
01406,Servignat,19.47950548541816
01407,Seyssel,19.47950548541816
01408,Simandre-sur-Suran,19.47950548541816
01410,Sonthonnax-la-Montagne,19.47950548541816
01411,Souclin,19.47950548541816
01412,Sulignat,19.47950548541816
01415,Talissieu,19.47950548541816
01416,Tenay,19.47950548541816
01418,Thil,19.47950548541816
01419,Thoiry,25.0
01420,Thoissey,33.910665451230635
01421,Torcieu,19.47950548541816
01422,Tossiat,19.47950548541816
01423,Toussieux,19.47950548541816
01424,Tramoyes,19.47950548541816
01425,La Tranclière,19.47950548541816
01426,Val-Revermont,19.900142653352354
01427,Trévoux,21.206434316353885
01428,Valeins,19.47950548541816
01429,Vandeins,19.47950548541816
01430,Varambon,19.47950548541816
01431,Vaux-en-Bugey,19.47950548541816
01432,Verjon,19.47950548541816
01433,Vernoux,19.47950548541816
01434,Versailleux,19.47950548541816
01435,Versonnex,17.8256611165524
01436,Vesancy,19.47950548541816
01437,Vescours,19.47950548541816
01439,Vésines,19.47950548541816
01441,Vieu-d'Izenave,19.47950548541816
01443,Villars-les-Dombes,20.985010706638114
01444,Villebois,19.47950548541816
01445,Villemotier,19.47950548541816
01446,Villeneuve,19.47950548541816
01447,Villereversure,19.47950548541816
01448,Villes,19.47950548541816
01449,Villette-sur-Ain,19.47950548541816
01450,Villieu-Loyes-Mollon,15.388858246001103
01451,Viriat,16.2503588860178
01452,Virieu-le-Grand,19.47950548541816
01453,Arvière-en-Valromey,19.47950548541816
01454,Virignin,19.47950548541816
01456,Vongnes,19.47950548541816
01457,Vonnas,23.668280871670703
02001,Abbécourt,35.76512829655928
02002,Achery,35.76512829655928
02003,Acy,35.76512829655928
02004,Agnicourt-et-Séchelles,35.76512829655928
02005,Aguilcourt,35.76512829655928
02006,Aisonville-et-Bernoville,35.76512829655928
02007,Aizelles,35.76512829655928
02008,Aizy-Jouy,35.76512829655928
02009,Alaincourt,35.76512829655928
02010,Allemant,35.76512829655928
02011,Ambleny,35.76512829655928
02012,Ambrief,35.76512829655928
02013,Amifontaine,35.76512829655928
02014,Amigny-Rouy,35.76512829655928
02015,Ancienville,35.76512829655928
02016,Andelain,35.76512829655928
02017,Anguilcourt-le-Sart,35.76512829655928
02018,Anizy-le-Grand,26.93333333333333
02019,Annois,35.76512829655928
02020,Any-Martin-Rieux,35.76512829655928
02021,Archon,35.76512829655928
02022,Arcy-Sainte-Restitue,35.76512829655928
02023,Armentières-sur-Ourcq,35.76512829655928
02024,Arrancy,35.76512829655928
02025,Artemps,35.76512829655928
02027,Assis-sur-Serre,35.76512829655928
02028,Athies-sous-Laon,35.76512829655928
02029,Attilly,35.76512829655928
02030,Aubencheul-aux-Bois,35.76512829655928
02031,Aubenton,35.76512829655928
02032,Aubigny-aux-Kaisnes,35.76512829655928
02033,Aubigny-en-Laonnois,35.76512829655928
02034,Audignicourt,35.76512829655928
02035,Audigny,35.76512829655928
02036,Augy,35.76512829655928
02037,Aulnois-sous-Laon,35.76512829655928
02038,Les Autels,35.76512829655928
02039,Autremencourt,35.76512829655928
02040,Autreppes,35.76512829655928
02041,Autreville,35.76512829655928
02042,Azy-sur-Marne,35.76512829655928
02043,Bagneux,35.76512829655928
02044,Bancigny,35.76512829655928
02046,Barenton-Bugny,35.76512829655928
02047,Barenton-Cel,35.76512829655928
02048,Barenton-sur-Serre,35.76512829655928
02049,Barisis-aux-Bois,35.76512829655928
02050,Barzy-en-Thiérache,35.76512829655928
02051,Barzy-sur-Marne,35.76512829655928
02052,Bassoles-Aulers,35.76512829655928
02053,Vallées en Champagne,35.76512829655928
02054,Bazoches-sur-Vesles,35.76512829655928
02055,Beaumé,35.76512829655928
02056,Beaumont-en-Beine,35.76512829655928
02057,Beaurevoir,35.76512829655928
02058,Beaurieux,35.76512829655928
02059,Beautor,40.41278295605859
02060,Beauvois-en-Vermandois,35.76512829655928
02061,Becquigny,35.76512829655928
02062,Belleau,35.76512829655928
02063,Bellenglise,35.76512829655928
02064,Belleu,28.351449275362317
02065,Bellicourt,35.76512829655928
02066,Benay,35.76512829655928
02067,Bergues-sur-Sambre,35.76512829655928
02068,Berlancourt,35.76512829655928
02069,Berlise,35.76512829655928
02070,Bernot,35.76512829655928
02071,Berny-Rivière,35.76512829655928
02072,Berrieux,35.76512829655928
02073,Berry-au-Bac,35.76512829655928
02074,Bertaucourt-Epourdon,35.76512829655928
02075,Berthenicourt,35.76512829655928
02076,Bertricourt,35.76512829655928
02077,Berzy-le-Sec,35.76512829655928
02078,Besmé,35.76512829655928
02079,Besmont,35.76512829655928
02080,Besny-et-Loizy,35.76512829655928
02081,Béthancourt-en-Vaux,35.76512829655928
02082,Beugneux,35.76512829655928
02083,Beuvardes,35.76512829655928
02084,Bézu-le-Guéry,35.76512829655928
02085,Bézu-Saint-Germain,35.76512829655928
02086,Bichancourt,35.76512829655928
02087,Bieuxy,35.76512829655928
02088,Bièvres,35.76512829655928
02089,Billy-sur-Aisne,35.76512829655928
02090,Billy-sur-Ourcq,35.76512829655928
02091,Blanzy-lès-Fismes,35.76512829655928
02093,Blérancourt,35.76512829655928
02094,Blesmes,35.76512829655928
02095,Bohain-en-Vermandois,46.8817871548247
02096,Bois-lès-Pargny,35.76512829655928
02097,Boncourt,35.76512829655928
02098,Bonneil,35.76512829655928
02099,Bonnesvalyn,35.76512829655928
02100,Bony,35.76512829655928
02101,Bosmont-sur-Serre,35.76512829655928
02102,Bouconville-Vauclair,35.76512829655928
02103,Boué,35.76512829655928
02104,Bouffignereux,35.76512829655928
02105,Bouresches,35.76512829655928
02106,Bourg-et-Comin,35.76512829655928
02107,Bourguignon-sous-Coucy,35.76512829655928
02108,Bourguignon-sous-Montbavin,35.76512829655928
02109,La Bouteille,35.76512829655928
02110,Braine,32.41106719367589
02111,Brancourt-en-Laonnois,35.76512829655928
02112,Brancourt-le-Grand,35.76512829655928
02114,Brasles,35.76512829655928
02115,Braye-en-Laonnois,35.76512829655928
02116,Braye-en-Thiérache,35.76512829655928
02117,Bray-Saint-Christophe,35.76512829655928
02118,Braye,35.76512829655928
02119,Brécy,35.76512829655928
02120,Brenelle,35.76512829655928
02121,Breny,35.76512829655928
02122,Brie,35.76512829655928
02123,Brissay-Choigny,35.76512829655928
02124,Brissy-Hamégicourt,35.76512829655928
02125,Brumetz,35.76512829655928
02126,Brunehamel,35.76512829655928
02127,Bruyères-sur-Fère,35.76512829655928
02128,Bruyères-et-Montbérault,35.76512829655928
02129,Bruys,35.76512829655928
02130,Bucilly,35.76512829655928
02131,Bucy-le-Long,20.388349514563107
02132,Bucy-lès-Cerny,35.76512829655928
02133,Bucy-lès-Pierrepont,35.76512829655928
02134,Buire,35.76512829655928
02135,Buironfosse,35.76512829655928
02136,Burelles,35.76512829655928
02137,Bussiares,35.76512829655928
02138,Buzancy,35.76512829655928
02139,Caillouël-Crépigny,35.76512829655928
02140,Camelin,35.76512829655928
02141,La Capelle,42.2263109475621
02142,Castres,35.76512829655928
02143,Le Catelet,35.76512829655928
02144,Caulaincourt,35.76512829655928
02145,Caumont,35.76512829655928
02146,Celles-lès-Condé,35.76512829655928
02148,Celles-sur-Aisne,35.76512829655928
02149,Cerizy,35.76512829655928
02150,Cerny-en-Laonnois,35.76512829655928
02151,Cerny-lès-Bucy,35.76512829655928
02152,Cerseuil,35.76512829655928
02153,Cessières-Suzy,35.76512829655928
02154,Chacrise,35.76512829655928
02155,Chaillevois,35.76512829655928
02156,Chalandry,35.76512829655928
02157,Chambry,35.76512829655928
02158,Chamouille,35.76512829655928
02159,Champs,35.76512829655928
02160,Chaourse,35.76512829655928
02162,La Chapelle-sur-Chézy,35.76512829655928
02163,Charly-sur-Marne,28.670842032011134
02164,Le Charmel,35.76512829655928
02165,Charmes,35.76512829655928
02166,Chartèves,35.76512829655928
02167,Chassemy,35.76512829655928
02168,Château-Thierry,36.95675387079552
02169,Châtillon-lès-Sons,35.76512829655928
02170,Châtillon-sur-Oise,35.76512829655928
02171,Chaudardes,35.76512829655928
02172,Chaudun,35.76512829655928
02173,Chauny,40.27245636441039
02174,Chavignon,35.76512829655928
02175,Chavigny,35.76512829655928
02176,Chavonne,35.76512829655928
02177,Chérêt,35.76512829655928
02178,Chermizy-Ailles,35.76512829655928
02179,Chéry-Chartreuve,35.76512829655928
02180,Chéry-lès-Pouilly,35.76512829655928
02181,Chéry-lès-Rozoy,35.76512829655928
02182,Chevennes,35.76512829655928
02183,Chevregny,35.76512829655928
02184,Chevresis-Monceau,35.76512829655928
02185,Chézy-en-Orxois,35.76512829655928
02186,Chézy-sur-Marne,35.76512829655928
02187,Chierry,35.76512829655928
02188,Chigny,35.76512829655928
02189,Chivres-en-Laonnois,35.76512829655928
02190,Chivres-Val,35.76512829655928
02191,Chivy-lès-Étouvelles,35.76512829655928
02192,Chouy,35.76512829655928
02193,Cierges,35.76512829655928
02194,Cilly,35.76512829655928
02195,Ciry-Salsogne,35.76512829655928
02196,Clacy-et-Thierret,35.76512829655928
02197,Clairfontaine,35.76512829655928
02198,Clamecy,35.76512829655928
02199,Clastres,35.76512829655928
02200,Clermont-les-Fermes,35.76512829655928
02201,Cœuvres-et-Valsery,35.76512829655928
02203,Coincy,35.76512829655928
02204,Coingt,35.76512829655928
02205,Colligis-Crandelain,35.76512829655928
02206,Colonfay,35.76512829655928
02207,Commenchon,35.76512829655928
02208,Concevreux,35.76512829655928
02209,Condé-en-Brie,35.76512829655928
02210,Condé-sur-Aisne,35.76512829655928
02211,Condé-sur-Suippe,35.76512829655928
02212,Condren,35.76512829655928
02213,Connigis,35.76512829655928
02214,Contescourt,35.76512829655928
02215,Corbeny,35.76512829655928
02216,Corcy,35.76512829655928
02217,Coucy-le-Château-Auffrique,35.76512829655928
02218,Coucy-lès-Eppes,35.76512829655928
02219,Coucy-la-Ville,35.76512829655928
02220,Coulonges-Cohan,35.76512829655928
02221,Coupru,35.76512829655928
02222,Courbes,35.76512829655928
02223,Courboin,35.76512829655928
02224,Courcelles-sur-Vesle,35.76512829655928
02225,Courchamps,35.76512829655928
02226,Courmelles,35.76512829655928
02227,Courmont,35.76512829655928
02228,Courtemont-Varennes,35.76512829655928
02229,Courtrizy-et-Fussigny,35.76512829655928
02230,Couvrelles,35.76512829655928
02231,Couvron-et-Aumencourt,35.76512829655928
02232,Coyolles,35.76512829655928
02233,Cramaille,35.76512829655928
02234,Craonne,35.76512829655928
02235,Craonnelle,35.76512829655928
02236,Crécy-au-Mont,35.76512829655928
02237,Crécy-sur-Serre,35.76512829655928
02238,Crépy,35.76512829655928
02239,Crézancy,35.76512829655928
02240,Croix-Fonsomme,35.76512829655928
02241,La Croix-sur-Ourcq,35.76512829655928
02242,Crouttes-sur-Marne,35.76512829655928
02243,Crouy,35.76512829655928
02244,Crupilly,35.76512829655928
02245,Cuffies,35.76512829655928
02246,Cugny,35.76512829655928
02248,Cuirieux,35.76512829655928
02249,Cuiry-Housse,35.76512829655928
02250,Cuiry-lès-Chaudardes,35.76512829655928
02251,Cuiry-lès-Iviers,35.76512829655928
02252,Cuissy-et-Geny,35.76512829655928
02253,Cuisy-en-Almont,35.76512829655928
02254,Cutry,35.76512829655928
02255,Cys-la-Commune,35.76512829655928
02256,Dagny-Lambercy,35.76512829655928
02257,Dallon,35.76512829655928
02258,Dammard,35.76512829655928
02259,Dampleux,35.76512829655928
02260,Danizy,35.76512829655928
02261,Dercy,35.76512829655928
02262,Deuillet,35.76512829655928
02263,Dhuizel,35.76512829655928
02264,Dizy-le-Gros,35.76512829655928
02265,Dohis,35.76512829655928
02266,Dolignon,35.76512829655928
02267,Dommiers,35.76512829655928
02268,Domptin,35.76512829655928
02269,Dorengt,35.76512829655928
02270,Douchy,35.76512829655928
02271,Dravegny,35.76512829655928
02272,Droizy,35.76512829655928
02273,Dury,35.76512829655928
02274,Ébouleau,35.76512829655928
02275,Effry,35.76512829655928
02276,Englancourt,35.76512829655928
02277,Épagny,35.76512829655928
02278,Éparcy,35.76512829655928
02279,Épaux-Bézu,35.76512829655928
02280,Épieds,35.76512829655928
02281,L'Épine-aux-Bois,35.76512829655928
02282,Eppes,35.76512829655928
02283,Erlon,35.76512829655928
02284,Erloy,35.76512829655928
02286,Esquéhéries,35.76512829655928
02287,Essigny-le-Grand,35.76512829655928
02288,Essigny-le-Petit,35.76512829655928
02289,Essises,35.76512829655928
02290,Essômes-sur-Marne,22.864651773981603
02291,Estrées,35.76512829655928
02292,Étampes-sur-Marne,35.76512829655928
02293,Étaves-et-Bocquiaux,35.76512829655928
02294,Étouvelles,35.76512829655928
02295,Étréaupont,35.76512829655928
02296,Étreillers,35.76512829655928
02297,Étrépilly,35.76512829655928
02298,Étreux,35.76512829655928
02299,Évergnicourt,35.76512829655928
02302,Faverolles,35.76512829655928
02303,Fayet,35.76512829655928
02304,La Fère,51.64769322947873
02305,Fère-en-Tardenois,37.4649467190129
02306,La Ferté-Chevresis,35.76512829655928
02307,La Ferté-Milon,26.6560255387071
02308,Fesmy-le-Sart,35.76512829655928
02309,Festieux,35.76512829655928
02310,Fieulaine,35.76512829655928
02311,Filain,35.76512829655928
02312,La Flamengrie,35.76512829655928
02313,Flavigny-le-Grand-et-Beaurain,35.76512829655928
02315,Flavy-le-Martel,35.76512829655928
02316,Fleury,35.76512829655928
02317,Fluquières,35.76512829655928
02318,Folembray,35.76512829655928
02319,Fonsomme,35.76512829655928
02320,Fontaine-lès-Clercs,35.76512829655928
02321,Fontaine-lès-Vervins,35.76512829655928
02322,Fontaine-Notre-Dame,35.76512829655928
02323,Fontaine-Uterte,35.76512829655928
02324,Fontenelle,35.76512829655928
02326,Fontenoy,35.76512829655928
02327,Foreste,35.76512829655928
02328,Fossoy,35.76512829655928
02329,Fourdrain,35.76512829655928
02330,Francilly-Selency,35.76512829655928
02331,Franqueville,35.76512829655928
02332,Fresnes-en-Tardenois,35.76512829655928
02333,Fresnes-sous-Coucy,35.76512829655928
02334,Fresnoy-le-Grand,33.777239709443094
02335,Fressancourt,35.76512829655928
02336,Frières-Faillouël,35.76512829655928
02337,Froidestrées,35.76512829655928
02338,Froidmont-Cohartille,35.76512829655928
02339,Gandelu,35.76512829655928
02340,Gauchy,26.675648366453352
02341,Gercy,35.76512829655928
02342,Gergny,35.76512829655928
02343,Germaine,35.76512829655928
02345,Gibercourt,35.76512829655928
