CODE_INSEE,LIBCOM,TX_POVERTY
01001,L'Abergement-Clémenciat,19.47950548541816
01002,L'Abergement-de-Varey,19.47950548541816
01004,Ambérieu-en-Bugey,26.170897390060777
01005,Ambérieux-en-Dombes,19.47950548541816
01006,Ambléon,19.47950548541816
01007,Ambronay,17.946927374301676
01008,Ambutrix,19.47950548541816
01009,Andert-et-Condon,19.47950548541816
01010,Anglefort,19.47950548541816
01011,Apremont,19.47950548541816
01012,Aranc,19.47950548541816
01013,Arandas,19.47950548541816
01014,Arbent,19.232907170650364
01015,Arboys en Bugey,19.47950548541816
01016,Arbigny,19.47950548541816
01017,Argis,19.47950548541816
01019,Armix,19.47950548541816
01021,Ars-sur-Formans,19.47950548541816
01022,Artemare,19.47950548541816
01023,Asnières-sur-Saône,19.47950548541816
01024,Attignat,16.540035067212155
01025,Bâgé-Dommartin,15.941320293398533
01026,Bâgé-le-Châtel,19.47950548541816
01027,Balan,19.47950548541816
01028,Baneins,19.47950548541816
01029,Beaupont,19.47950548541816
01030,Beauregard,19.47950548541816
01031,Bellignat,27.872127872127873
01032,Béligneux,14.374675661650233
01033,Valserhône,27.666348296720788
01034,Belley,28.35707502374169
01035,Belleydoux,19.47950548541816
01036,Valromey-sur-Séran,19.47950548541816
01037,Bénonces,19.47950548541816
01038,Bény,19.47950548541816
01039,Béon,19.47950548541816
01040,Béréziat,19.47950548541816
01041,Bettant,19.47950548541816
01042,Bey,19.47950548541816
01043,Beynost,13.421706710853357
01044,Billiat,19.47950548541816
01045,Birieux,19.47950548541816
01046,Biziat,19.47950548541816
01047,Blyes,19.47950548541816
01049,La Boisse,14.17956656346749
01050,Boissey,19.47950548541816
01051,Bolozon,19.47950548541816
01052,Bouligneux,19.47950548541816
01053,Bourg-en-Bresse,31.99868588558991
01054,Bourg-Saint-Christophe,19.47950548541816
01056,Boyeux-Saint-Jérôme,19.47950548541816
01057,Boz,19.47950548541816
01058,Brégnier-Cordon,19.47950548541816
01060,Brénod,19.47950548541816
01061,Brens,19.47950548541816
01062,Bressolles,19.47950548541816
01063,Brion,19.47950548541816
01064,Briord,19.47950548541816
01065,Buellas,19.47950548541816
01066,La Burbanche,19.47950548541816
01067,Ceignes,19.47950548541816
01068,Cerdon,19.47950548541816
01069,Certines,19.47950548541816
01071,Cessy,17.275042444821732
01072,Ceyzériat,17.482915717539864
01073,Ceyzérieu,19.47950548541816
01074,Chalamont,24.404332129963898
01075,Chaleins,19.47950548541816
01076,Chaley,19.47950548541816
01077,Challes-la-Montagne,19.47950548541816
01078,Challex,19.47950548541816
01079,Champagne-en-Valromey,19.47950548541816
01080,Champdor-Corcelles,19.47950548541816
01081,Champfromier,19.47950548541816
01082,Chanay,19.47950548541816
01083,Chaneins,19.47950548541816
01084,Chanoz-Châtenay,19.47950548541816
01085,La Chapelle-du-Châtelard,19.47950548541816
01087,Charix,19.47950548541816
01088,Charnoz-sur-Ain,19.47950548541816
01089,Château-Gaillard,16.27906976744186
01090,Châtenay,19.47950548541816
01092,Châtillon-la-Palud,19.47950548541816
01093,Châtillon-sur-Chalaronne,23.229649238914625
01094,Chavannes-sur-Reyssouze,19.47950548541816
01095,Nivigne et Suran,19.47950548541816
01096,Chaveyriat,19.47950548541816
01098,Chazey-Bons,19.47950548541816
01099,Chazey-sur-Ain,19.47950548541816
01100,Cheignieu-la-Balme,19.47950548541816
01101,Chevillard,19.47950548541816
01102,Chevroux,19.47950548541816
01103,Chevry,19.47950548541816
01104,Chézery-Forens,19.47950548541816
01105,Civrieux,19.47950548541816
01106,Cize,19.47950548541816
01107,Cleyzieu,19.47950548541816
01108,Coligny,19.47950548541816
01109,Collonges,19.96285979572888
01110,Colomieu,19.47950548541816
01111,Conand,19.47950548541816
01112,Condamine,19.47950548541816
01113,Condeissiat,19.47950548541816
01114,Confort,19.47950548541816
01115,Confrançon,19.47950548541816
01116,Contrevoz,19.47950548541816
01117,Conzieu,19.47950548541816
01118,Corbonod,19.47950548541816
01121,Corlier,19.47950548541816
01123,Cormoranche-sur-Saône,19.47950548541816
01124,Cormoz,19.47950548541816
01125,Corveissiat,19.47950548541816
01127,Courmangoux,19.47950548541816
01128,Courtes,19.47950548541816
01129,Crans,19.47950548541816
01130,Bresse Vallons,19.47950548541816
01133,Cressin-Rochefort,19.47950548541816
01134,Crottet,19.47950548541816
01135,Crozet,19.47950548541816
01136,Cruzilles-lès-Mépillat,19.47950548541816
01138,Culoz,29.924462521789657
01139,Curciat-Dongalon,19.47950548541816
01140,Curtafond,19.47950548541816
01141,Cuzieu,19.47950548541816
01142,Dagneux,16.605616605616603
01143,Divonne-les-Bains,17.620540964327713
01145,Dompierre-sur-Veyle,19.47950548541816
01146,Dompierre-sur-Chalaronne,19.47950548541816
01147,Domsure,19.47950548541816
01148,Dortan,19.400187441424556
01149,Douvres,19.47950548541816
01150,Drom,19.47950548541816
01151,Druillat,19.47950548541816
01152,Échallon,19.47950548541816
01153,Échenevex,19.47950548541816
01155,Évosges,19.47950548541816
01156,Faramans,19.47950548541816
01157,Fareins,13.416666666666666
01158,Farges,19.47950548541816
01159,Feillens,16.91827173347215
01160,Ferney-Voltaire,32.39834746684062
01162,Flaxieu,19.47950548541816
01163,Foissiat,20.408163265306122
01165,Francheleins,19.47950548541816
01166,Frans,15.019157088122606
01167,Garnerans,19.47950548541816
01169,Genouilleux,19.47950548541816
01170,Béard-Géovreissiat,19.47950548541816
01171,Géovreisset,19.47950548541816
01173,Gex,17.79256473311153
01174,Giron,19.47950548541816
01175,Gorrevod,19.47950548541816
01177,Grand-Corent,19.47950548541816
01179,Grièges,15.794481446241674
01180,Grilly,19.47950548541816
01181,Groissiat,19.47950548541816
01183,Guéreins,19.47950548541816
01184,Hautecourt-Romanèche,19.47950548541816
01185,Plateau d'Hauteville,28.08219178082192
01187,Haut Valromey,19.47950548541816
01188,Illiat,19.47950548541816
01189,Injoux-Génissiat,19.47950548541816
01190,Innimond,19.47950548541816
01191,Izenave,19.47950548541816
01192,Izernore,16.65264928511354
01193,Izieu,19.47950548541816
01194,Jassans-Riottier,20.480880648899188
01195,Jasseron,19.47950548541816
01196,Jayat,19.47950548541816
01197,Journans,19.47950548541816
01198,Joyeux,19.47950548541816
01199,Jujurieux,23.732904263877717
01200,Labalme,19.47950548541816
01202,Lagnieu,19.558823529411764
01203,Laiz,19.47950548541816
01204,Le Poizat-Lalleyriat,19.47950548541816
01206,Lantenay,19.47950548541816
01207,Lapeyrouse,19.47950548541816
01208,Lavours,19.47950548541816
01209,Léaz,19.47950548541816
01210,Lélex,19.47950548541816
01211,Lent,19.47950548541816
01212,Lescheroux,19.47950548541816
01213,Leyment,19.47950548541816
01214,Leyssard,19.47950548541816
01215,Surjoux-Lhopital,19.47950548541816
01216,Lhuis,19.47950548541816
01219,Lompnas,19.47950548541816
01224,Loyettes,16.554673182651193
01225,Lurcy,19.47950548541816
01227,Magnieu,19.47950548541816
01228,Maillat,19.47950548541816
01229,Malafretaz,19.47950548541816
01230,Mantenay-Montlin,19.47950548541816
01231,Manziat,16.38576779026217
01232,Marboz,20.441537203597708
01233,Marchamp,19.47950548541816
01234,Marignieu,19.47950548541816
01235,Marlieux,19.47950548541816
01236,Marsonnas,19.47950548541816
01237,Martignat,19.47950548541816
01238,Massieux,13.523391812865498
01239,Massignieu-de-Rives,19.47950548541816
01240,Matafelon-Granges,19.47950548541816
01241,Meillonnas,19.47950548541816
01242,Mérignat,19.47950548541816
01243,Messimy-sur-Saône,19.47950548541816
01244,Meximieux,20.07531183807955
01245,Bohas-Meyriat-Rignat,19.47950548541816
01246,Mézériat,20.470383275261327
01247,Mijoux,19.47950548541816
01248,Mionnay,12.232142857142856
01249,Miribel,19.92869206230062
01250,Misérieux,19.47950548541816
01252,Mogneneins,19.47950548541816
01254,Montagnat,13.133208255159476
01255,Montagnieu,19.47950548541816
01257,Montanges,19.47950548541816
01258,Montceaux,19.47950548541816
01259,Montcet,19.47950548541816
01260,Le Montellier,19.47950548541816
01261,Monthieux,19.47950548541816
01262,Montluel,20.511482254697285
01263,Montmerle-sur-Saône,17.982456140350877
01264,Montracol,19.47950548541816
