,CODE_INSEE,LIBCOM,DEP,TX_NSCOL15P,TX_MENSEUL,TX_FAMMONO,TX_65ETPLUS,TX_25ETMOINS,TX_DEMANDEURS_EMPLOI
0,01001,L'Abergement-Clémenciat,01,52.15428065470523,22.823613621413884,4.8315038695742825,23.779235836731218,11.309305257543535,
1,01002,L'Abergement-de-Varey,01,40.425531914893725,28.57142857142872,4.7619047619047805,23.404255319148916,7.978723404255303,
2,01004,Ambérieu-en-Bugey,01,49.474586937930745,41.515231348088186,10.216083757257541,20.733914661733426,16.620013216540997,
3,01004,Ambérieu-en-Bugey,01,,,,,,
4,01005,Ambérieux-en-Dombes,01,53.574677512960434,21.076205970778123,6.601983043649934,19.488442107642314,13.854125391737911,
5,01006,Ambléon,01,53.06122448979595,36.363636363636395,9.090909090909099,26.530612244897977,10.204081632653061,
6,01007,Ambronay,01,46.00406663763384,28.936170212765873,9.361702127659594,20.90809392180127,11.396059983751012,
7,01008,Ambutrix,01,46.76375404530743,29.230769230769276,7.692307692307689,16.504854368932047,13.10679611650485,
8,01009,Andert-et-Condon,01,49.0774907749078,31.034482758620708,10.344827586206925,32.84132841328413,11.070110701107009,
9,01010,Anglefort,01,57.05882352941176,31.57894736842105,8.421052631578947,20.823529411764703,10.470588235294118,
10,01011,Apremont,01,45.674740484429066,25.806451612903224,0.0,22.491349480968857,9.342560553633218,
11,01012,Aranc,01,55.5984555984556,36.666666666666664,6.666666666666667,32.818532818532816,7.722007722007722,
12,01013,Arandas,01,61.53846153846154,30.76923076923077,0.0,24.786324786324787,11.11111111111111,
13,01014,Arbent,01,60.146788990825684,24.53531598513011,7.806691449814126,24.807339449541285,12.55045871559633,
14,01015,Arboys en Bugey,01,50.54945054945056,27.586206896551786,5.172413793103464,29.853479853479904,11.53846153846154,
15,01016,Arbigny,01,58.7586961663048,16.731118839663946,2.872314722256926,24.60099920502937,11.260579493614625,
16,01017,Argis,01,60.26877931576615,35.345625840758196,7.7942119978651565,27.50687134855329,7.1391624972007754,
17,01019,Armix,01,61.90476190476175,33.333333333333314,0.0,28.571428571428537,9.523809523809513,
18,01021,Ars-sur-Formans,01,40.24517693612621,25.233644859812987,6.54205607476636,19.749597625759563,14.66461577265653,
19,01022,Artemare,01,65.17262389460741,33.25637368548262,7.901172703656037,27.916829822815263,11.260719863422649,
20,01023,Asnières-sur-Saône,01,58.73015873015878,28.571428571428605,0.0,22.22222222222213,11.111111111111098,
21,01024,Attignat,01,49.66121960940614,26.053639846743295,6.130268199233716,20.64567556795536,13.630928656835392,
22,01025,Bâgé-Dommartin,01,49.215809700265616,21.630094043887116,6.269592476489021,20.588801867859452,12.608361142428464,
23,01026,Bâgé-le-Châtel,01,60.07912644592653,34.48275862068955,8.045977011494255,31.247831964398408,10.351754445010721,
24,01027,Balan,01,45.80925124289019,19.424460431654623,8.633093525179856,10.457127381579998,30.453349944746744,
25,01028,Baneins,01,56.16033795405377,19.707624962317944,2.150195643187235,17.322516502838624,11.374994355860132,
26,01029,Beaupont,01,64.41281138790036,28.846153846153843,11.538461538461538,21.352313167259787,9.252669039145907,
27,01030,Beauregard,01,50.15060240963858,32.87671232876705,9.58904109589042,18.97590361445784,13.855421686747002,
28,01031,Bellignat,01,56.46611341632089,40.41916167664671,7.48502994011976,21.16182572614108,14.868603042876902,
29,01031,Bellignat,01,,,,,,
30,01032,Béligneux,01,47.403495263834664,21.399176954732535,9.465020576131712,18.207700883639404,13.349729293646654,
31,01033,Valserhône,01,57.37616798609954,34.21970044767161,8.585408105691721,20.467386865288518,13.360880979932643,
32,01033,Valserhône,01,,,,,,
33,01034,Belley,01,56.49235490869769,43.202602963007045,9.31202653406123,27.790297116561113,13.187515968083446,
34,01034,Belley,01,,,,,,
35,01035,Belleydoux,01,50.348719783677495,36.07190609504259,3.334622854001571,18.288012448914667,9.118683174174528,
36,01036,Valromey-sur-Séran,01,47.56096083497897,29.882152363246494,7.376242182369724,30.726194238136216,9.491054609474967,
37,01037,Bénonces,01,56.957222637564186,37.499999999999986,0.0,27.18895531913518,11.29929537856156,
38,01038,Bény,01,52.59115879428302,25.81970276342302,6.359702721064562,23.21005067252321,12.418999902059491,
39,01039,Béon,01,60.88154269972458,33.33333333333331,2.564102564102562,22.58953168044079,12.672176308539939,
40,01040,Béréziat,01,54.426897124844764,23.807823981397444,2.6797540031288465,16.577196677672518,12.338043154221898,
41,01041,Bettant,01,50.163934426229496,30.882352941176332,10.294117647058798,20.98360655737705,11.639344262295081,
42,01042,Bey,01,47.767857142857125,29.166666666666664,8.33333333333332,20.089285714285765,11.160714285714306,
43,01043,Beynost,01,36.11020301614929,24.869109947644013,9.685863874345548,22.56189336376399,14.37377940855368,
44,01044,Billiat,01,53.118712273641755,29.629629629629623,5.555555555555553,19.517102615694146,15.492957746478863,
45,01045,Birieux,01,43.86792452830194,19.04761904761906,9.52380952380953,17.924528301886802,10.377358490566039,
46,01046,Biziat,01,54.992548435171386,23.88059701492537,2.9850746268656714,17.883755588673623,12.071535022354695,
47,01047,Blyes,01,41.15518882442344,24.323184017925474,8.008239885153749,14.639566215991081,14.787852176527903,
48,01049,La Boisse,01,46.45072085480949,20.338286972998205,6.942952030244927,20.278815491979223,15.161890409046922,
