,CODE_INSEE,TX_RSA
0,01004,2.593516209476309
1,01033,0.0
2,01053,3.0534351145038165
3,01173,1.2044518981552066
4,01283,2.724394702813573
5,02168,4.296021711789236
6,02173,6.145815793904698
7,02408,6.142466634507156
8,02691,6.252787275159803
9,02722,4.542586750788644
10,02738,5.432520808561236
11,02810,2.6674025018395877
12,03095,3.5147302740699784
13,03185,5.16366084200488
14,03190,4.51586655817738
15,03310,5.9918894314325915
16,03321,2.101161369193154
17,04070,3.6269744835965976
18,04112,3.69408498634308
19,05023,1.8150537634408603
20,05061,2.445286709866732
21,06004,1.8123535938848478
22,06012,1.0656279855956492
23,06027,1.6690229343386744
24,06029,2.5884009313911305
25,06030,2.037568421306455
26,06033,1.3220861383729419
27,06069,1.6846575125009922
28,06079,1.7682166399429895
29,06083,1.6713861454520342
30,06084,1.0411297804350068
31,06085,1.3711292558927746
32,06088,2.6633962419526083
33,06104,1.1393306432470922
34,06123,1.3531086352932906
35,06149,1.737047020065888
36,06152,0.900562851782364
37,06155,2.598230353929214
38,06157,1.4730571351204984
39,06161,1.5353323272751132
40,07010,3.46283267054145
41,07019,4.124219520210319
42,07102,0.7481069245506797
43,07324,1.9404288347724847
44,08105,6.687774618764538
45,08409,7.84027270513757
46,09225,5.8054226475279105
47,10081,5.390047893497848
48,10323,5.480589578575877
49,10333,2.6399155227032733
50,10362,3.291402629338882
51,10387,5.297476156491274
52,11069,5.739610262649085
53,11076,4.009311950336265
54,11203,5.130730659025788
55,11206,4.500298032982316
56,11262,4.541133455210238
57,12145,2.410782939074585
58,12176,1.4645231882838146
59,12202,2.1282786714885478
60,12300,2.780820763461701
61,13001,2.1715023652110443
62,13002,1.2649266059376032
63,13004,3.950673669787623
64,13005,2.378324568806942
65,13007,1.3856231105139403
66,13014,2.7315914489311166
67,13015,0.9485464719530503
68,13026,2.451038575667656
69,13027,2.2574933603136462
70,13028,2.9396713481548873
71,13039,2.0265909384277787
72,13041,2.467057805136097
73,13047,2.5873461155032107
74,13054,3.1257594167679223
75,13056,3.368058437785341
76,13063,2.999622213826974
77,13071,1.5965028984130003
78,13075,1.5364916773367476
79,13077,5.570356018406394
80,13081,1.6117156180970302
81,13097,1.6207334378967808
82,13100,2.0923885575659558
83,13103,2.440256545422597
84,13106,2.885924312551048
85,13108,3.712954836967528
86,13110,1.7525676057665127
87,13117,2.0564395076553588
88,13201,9.234404061730258
89,13202,7.706569931479241
90,13203,10.107866458863096
91,13204,4.929940774675499
92,13205,4.616983051581204
93,13206,4.170266420715904
94,13207,2.77578847861583
95,13208,2.1980056276842577
96,13209,2.5436678346550043
97,13210,4.312586839573907
98,13211,3.8915301989786935
99,13212,2.3072863409968005
100,13213,5.726584920427864
101,13214,8.424012327048022
102,13215,8.887893440139129
103,13216,5.750246791707799
104,14047,2.5150522063867085
105,14118,3.8432332896710135
106,14327,2.9755162498910868
107,14341,2.133265340812511
108,14366,4.882370312038587
109,14762,2.0549540109442312
110,15014,3.01972626377505
111,16015,6.832774317201724
112,16102,4.382470119521913
113,17299,4.6540515920665815
114,17300,4.021918531722454
115,17306,3.016632242635069
116,17415,4.095013741656851
117,18033,4.3376554972037615
118,18197,4.1114761046942885
119,18279,5.377755472339111
120,19031,2.2572256799386134
121,19272,2.413049339444594
122,21054,1.7878370025200894
123,21166,3.8102084831056793
124,21171,1.3773618223556419
125,21231,2.4662248279378027
126,21617,2.763281717854393
127,22050,2.7883665113652407
128,22093,0.0
129,22113,2.796780684104628
130,22187,1.6782818944673588
131,22215,2.347133206305214
132,22278,4.178310646353556
133,23096,3.7839069979484843
134,24037,4.598814892110461
135,24053,1.3916314057357781
136,24322,5.199225789227792
137,25031,4.489430044072608
138,25056,2.9171770145082547
139,25388,3.8354006694231146
140,25462,1.5991161249055068
141,25580,2.734739593055815
142,26057,2.7633512983831454
143,26058,2.8385481852315397
144,26198,3.202291735938819
145,26235,2.497036158861885
146,26281,3.323281061519903
147,26362,3.6208682550145963
148,27056,4.313336638572137
149,27229,4.684390254121886
150,27284,3.3977637167374537
151,27375,3.8502788502788503
152,27467,4.467253176930596
153,27681,3.522955764075067
154,27701,4.263951619076782
155,28085,2.545492249468609
156,28088,3.531640773020083
157,28134,5.050895503156809
158,28218,3.7912230589457288
159,28229,3.5861205508853513
160,28280,3.1497683993823986
161,28404,2.7586758355989125
162,29019,3.279929175234179
163,29039,2.183727034120735
164,29046,2.877283844051216
165,29075,0.807899461400359
166,29103,1.2546733413598632
167,29151,4.773679510955422
168,29189,0.8997525680437879
169,29212,0.9124941506785214
170,29232,2.587917758196396
171,29233,1.816372231898482
172,29235,1.0905601116733554
173,2A004,1.4350613509956267
174,2A247,1.702375020760671
175,2B033,2.6337088482992455
176,30007,7.292573161938387
177,30028,5.148428086318326
178,30032,5.587922069786381
179,30189,6.03412787995485
180,30202,4.392414860681114
181,30258,4.181671198647755
182,30341,3.4545141281874567
183,30351,1.9917934689690546
