,CODE_INSEE,CODE_POSTAL,latitude,longitude
71,70011,70280,47.84562338439999,6.49802124714
72,70015,70170,47.7347259725,6.06263685163
73,70017,70210,47.861727458000004,6.11528633916
74,70021,70200,47.658664800100006,6.59842406878
75,70039,70700,47.370625268999994,5.82479172929
76,70041,70100,47.464744731,5.4652624231599995
77,70043,70100,47.5070865924,5.52591428297
79,70048,70140,47.278198375100004,5.62760056211
80,70054,70100,47.427310451000004,5.64228705481
81,70057,70150,47.2949169837,5.71604636677
82,70060,70150,47.318448734200004,5.83208927383
83,70064,70400,47.6271373135,6.6554261048
84,70069,70210,47.9177842329,6.18204569408
85,70074,70500,47.8855876532,5.87130104074
86,70075,70150,47.34142902520001,5.6962260877199995
87,70085,70190,47.3845989346,6.00252108883
88,70090,70000,47.6143000555,6.03724175593
89,70095,70160,47.744815529600004,6.14540506475
90,70112,70500,47.843281591099995,5.85414917354
91,70115,70000,47.587657211199996,6.31727829478
94,70125,70100,47.396602907200005,5.5921235219000005
95,70126,70140,47.3241175879,5.67813657788
96,70128,70300,47.7738963154,6.38097231925
97,70143,70500,47.7868240584,5.74359892112
98,70148,70360,47.641685295100004,6.0177515817
99,70149,70400,47.6435305659,6.70723411638
100,70155,70300,47.7549976504,6.41938709538
101,70178,70200,47.689019905100004,6.572921504369999
102,70179,70000,47.648713979200004,6.1803987431400005
103,70180,70110,47.5135728271,6.5542014435
104,70183,70600,47.6090292846,5.612361101830001
105,70194,70800,47.9108609255,6.22091242298
107,70201,70180,47.592217463000004,5.645261886819999
108,70203,70000,47.582537214700004,6.171135899409999
109,70215,70400,47.6872396262,6.7700988423699995
110,70216,70300,47.803488047200005,6.4401770133700005
111,70217,70310,47.8525224657,6.616387681
112,70237,70120,47.662289038900006,5.7850805434399994
113,70239,70190,47.4719327079,6.02806238503
115,70248,70400,47.658823922299995,6.75066978549
116,70260,70200,47.6564257006,6.548610439430001
117,70265,70100,47.370318456199996,5.534605438860001
118,70276,70400,47.567379055699995,6.56598899284
120,70290,70800,47.8699899355,6.17639151599
121,70296,70230,47.4233188148,6.2297262364199995
122,70299,70120,47.6226588338,5.77603132497
123,70302,70140,47.3596424116,5.616609040569999
124,70305,70100,47.465973300200005,5.40017583758
125,70307,70110,47.59198353319999,6.44894142613
126,70308,70310,47.8992130151,6.57732666046
128,70311,70300,47.823919724,6.36363973342
129,70315,70800,47.904010238299996,6.290207892890001
130,70319,70200,47.6470935306,6.61228516531
131,70321,70200,47.668526888100004,6.4701538021700005
132,70323,70210,47.928439275500004,6.139128606980001
133,70329,70120,47.736057545600005,5.78893531092
134,70330,70400,47.6176830876,6.77141230982
135,70337,70120,47.742293052700006,5.822293338280001
136,70343,70160,47.78520747,6.14234476405
137,70351,70240,47.6509274907,6.3893154251999995
138,70353,70140,47.285544975,5.6562805312
139,70360,70210,47.9227624293,6.07900554463
140,70363,70000,47.6428660146,6.0710803353900005
141,70367,70000,47.601992356800004,6.06463022587
142,70372,70500,47.8202221375,5.9796933701
145,70378,70000,47.6030208472,6.1618556725
146,70380,70160,47.742595055200006,6.2022387305599995
147,70389,70100,47.3828510502,5.62597938451
148,70392,70120,47.7559418232,5.8503313138
149,70401,70360,47.6291922295,5.95640814876
151,70438,70130,47.5911466767,5.815254020959999
152,70441,70190,47.4687979671,5.98297924025
153,70442,70120,47.6413769838,5.7634140267100005
154,70444,70140,47.310749603400005,5.60845314626
155,70446,70100,47.477791361,5.633307999330001
156,70448,70180,47.6209655043,5.70623198676
157,70449,70230,47.4753768003,6.19694981804
158,70455,70200,47.6771506136,6.5417073316
159,70462,70110,47.5457392836,6.50713066482
160,70464,70200,47.7246175208,6.519577709889999
161,70469,70310,47.8381487494,6.520063780780001
162,70470,70300,47.7964768334,6.29978833276
163,70471,70700,47.500057688599995,5.77812589576
164,70472,70160,47.8375769959,6.10898257377
165,70473,70300,47.795457238599994,6.3951035230499995
166,70476,70210,47.8694358214,6.01884561838
168,70480,70140,47.3068166664,5.568959964279999
173,70498,70270,47.796162359700006,6.6326445002
174,70500,70230,47.5068100716,6.304133326390001
175,70509,70150,47.3358125625,5.72291943926
176,70512,70320,47.9132600992,6.367014823180001
177,70517,70000,47.565277669,6.15445387283
178,70534,70240,47.7022975155,6.221377406159999
179,70539,70130,47.5502350367,5.80894856908
180,70541,70300,47.7857581021,6.250282478969999
181,70546,70180,47.527201579899994,5.63819879272
182,70561,70110,47.559065822,6.429095231290001
183,70573,70310,47.8185555868,6.554803774319999
184,70575,70190,47.3499834337,6.01396560488
185,70576,70500,47.944734993699996,5.9940682612
186,70583,70230,47.5064123545,6.195304846799999
187,71001,71290,46.5775754985,4.961156115290001
188,71005,71510,46.8518515249,4.6901351827
189,71006,71800,46.326471676800004,4.23626914802
190,71011,71110,46.323915626899996,4.07162173983
191,71012,71110,46.2492375573,3.99353976024
192,71021,71120,46.4934149552,4.28185595803
193,71025,71220,46.410472307700005,4.39542233391
194,71026,71240,46.6692532687,4.86174711968
195,71029,71270,46.8484271655,5.36394090745
196,71037,71460,46.6633352989,4.6213986546
197,71045,71330,46.7772891552,5.29235408701
198,71047,71140,46.6204280383,3.76862021355
199,71054,71350,46.921382891499995,5.03177576974
200,71059,71670,46.7952744773,4.493740981919999
201,71065,71250,46.4294911714,4.5377626406900005
202,71066,71260,46.4641123942,4.83082154067
203,71068,71460,46.5949751474,4.585806541619999
204,71073,71150,46.898580098400004,4.77433585145
205,71075,71140,46.5936710904,3.8521564678900004
206,71077,71110,46.282516305200005,3.9981542678400004
207,71078,71510,46.8667282501,4.68139596476
208,71085,21340,46.9307644453,4.628183311080001
209,71091,71520,46.381472530500005,4.540907379619999
210,71106,71120,46.447606765799996,4.28009429694
211,71120,71170,46.206582806499995,4.3417398908300004
212,71132,71420,46.596617584499995,4.2978619831
214,71137,71250,46.4303628582,4.670332763269999
215,71147,71460,46.528148827200006,4.64137291939
216,71149,71490,46.869155076000006,4.56431598435
217,71151,71490,46.9169195884,4.611896880290001
218,71170,71150,46.914518066899994,4.84793098636
219,71175,71330,46.7779978405,5.11904852026
220,71177,71480,46.4998326659,5.2897766620399995
221,71179,71420,46.664072457399996,4.225010880319999
222,71183,71490,46.8931291226,4.56630546473
223,71186,71350,46.951371973,5.0701693
224,71187,71210,46.7558604047,4.52493211411
226,71193,71240,46.5892768003,4.79160201098
227,71194,71150,46.8336764432,4.806445352240001
228,71196,71580,46.664431085299995,5.33674534745
229,71200,71340,46.199765470200006,4.1256489354
230,71201,71390,46.6759560566,4.63908082855
232,71207,71270,46.923240269,5.28789884271
233,71215,71590,46.879180121800005,4.921294410980001
234,71217,71520,46.277517277200005,4.59556800746
235,71220,71160,46.54800620859999,3.79284988791
236,71224,71430,46.5059558537,4.264983540819999
237,71241,71640,46.7734363658,4.680279916569999
238,71253,71380,46.7644863686,4.93208606266
239,71256,71440,46.741086232700006,5.08364517208
240,71264,71250,46.464564053400004,4.64914404204
241,71266,71540,47.084069793299996,4.2610208935400005
242,71275,71110,46.2756272512,4.039116013
244,71280,71760,46.7292090902,3.93392160044
245,71282,71710,46.8429753005,4.37123447631
246,71284,71700,46.531885063999994,4.797146605309999
247,71290,71250,46.391550747,4.599132631780001
249,71296,71390,46.65080937850001,4.75084615409
250,71318,71470,46.541562776999996,5.17433501769
251,71321,71510,46.791598310699996,4.58680108045
252,71328,71240,46.619631873100005,4.815805070350001
253,71336,71370,46.7242227229,4.95068555425
254,71339,71120,46.3798633225,4.3603551512
255,71353,71700,46.5333799704,4.885496595869999
256,71369,71150,46.9096727588,4.7242069921
257,71370,71160,46.5421616023,4.01816532874
258,71377,71700,46.555315435299995,4.82322281115
259,71380,71580,46.69747567939999,5.372293400009999
260,71385,71570,46.2414353911,4.74041810825
261,71386,71440,46.6509686442,5.08602391583
262,71395,71430,46.5304875791,4.2714393389
263,71403,71640,46.792557971499996,4.7015286099199995
264,71405,71620,46.8507201385,5.1032620701699996
265,71407,71190,46.832913623,4.10029062388
266,71410,71370,46.706049063500004,5.062230014740001
267,71417,71460,46.6134097037,4.66348657274
268,71437,71800,46.269983754799995,4.25673453521
269,71438,71360,47.02294949189999,4.43237550476
270,71441,71520,46.3114540312,4.56276492134
272,71447,71640,46.8135328184,4.67179721319
273,71448,71118,46.380324027700006,4.85450707097
274,71452,71220,46.5186534954,4.49326886947
275,71453,71110,46.2492100309,4.05528642547
276,71454,71580,46.620041328599996,5.29420271275
277,71457,71350,46.9431147927,5.00729435499
278,71458,71460,46.5830730651,4.54536544004
279,71460,71260,46.4057525452,4.78239224424
280,71464,71490,46.877547337299994,4.60138308306
281,71465,71460,46.6923867909,4.5270492972300005
282,71468,71670,46.84711079,4.509027393399999
283,71469,71520,46.2871912572,4.52517734192
284,71470,71520,46.3371050724,4.62126526251
285,71478,71420,46.6523046046,4.18495340535
286,71483,71800,46.326950916899996,4.2853376663
287,71485,71390,46.6847032271,4.66933789686
289,71488,71250,46.4748542216,4.55521519773
290,71489,71440,46.6714691563,5.06091030866
291,71493,71360,46.9611534554,4.5562988646900004
292,71499,71410,46.6680278999,4.27985342384
293,71500,71110,46.3094373531,4.10708282247
294,71508,71440,46.6331048496,5.10253971611
295,71516,71310,46.7884184366,5.24237687165
296,71517,71350,46.8944431554,5.09330087989
297,71519,71310,46.8249036808,5.12195396385
298,71520,71100,46.7358656662,4.828787984730001
299,71533,71740,46.200715971499996,4.27045776133
300,71537,71190,46.8041058716,4.09212501715
301,71538,71440,46.743126346400004,5.12562918719
302,71539,71490,46.9318626391,4.48929085952
303,71542,71320,46.6826511645,4.14773994061
304,71553,71800,46.3003476512,4.2482812157
305,71554,71110,46.3412494667,4.15697497877
307,71564,71120,46.44072948350001,4.35671809302
308,71567,71960,46.3095589166,4.71007119393
309,71570,71590,46.877805287,4.976855387950001
310,71573,71110,46.367482888599994,4.07047999469
311,71576,71700,46.5289774327,4.92186717271
313,71579,71390,46.7620859327,4.58923358635
315,71583,71680,46.2679286558,4.77751474902
317,71588,71600,46.4610227833,4.0599685169
318,72001,72650,48.0674422633,0.105520640211
319,72002,72600,48.399649363900004,0.321252383862
320,72010,72430,47.886353314,-0.226358103893
321,72013,72800,47.6839620406,0.250420617503
322,72018,72260,48.266050876499996,0.35866217792599997
323,72024,72650,48.10273620979999,0.14422733228
325,72026,72110,48.142346619399994,0.342290713803
326,72029,72170,48.2246887958,0.112408293978
327,72031,72160,48.083009968599995,0.509137455093
328,72037,72600,48.4494580566,0.335584256031
329,72040,72400,48.163519415500005,0.546593401051
330,72041,72390,48.0763794687,0.633804754102
331,72044,72270,47.7609072838,-0.0629491331709
332,72047,72250,47.910787774700005,0.326771387948
333,72054,72470,48.0162619913,0.333986746648
334,72057,72320,48.0829601424,0.747203594283
335,72062,72400,48.227002131300004,0.583491271516
336,72066,72240,48.1087340469,0.09122461433779999
337,72067,72160,48.1038981246,0.46506838819799995
338,72068,72340,47.730368641700004,0.5820422063390001
340,72074,72540,48.0532260742,-0.202932424744
341,72077,72500,47.6037065733,0.355437020509
342,72078,72170,48.2814181284,0.175668329779
343,72083,72350,47.9421921001,-0.218013743743
344,72085,72310,47.861780706400005,0.654044888377
345,72093,72400,48.1679248052,0.708991713095
346,72094,72440,47.9853818366,0.625962425017
348,72104,72260,48.2907641209,0.2766633169
349,72105,72320,48.1573993444,0.739824903678
350,72120,72170,48.256053674499995,0.183617363347
351,72123,72270,47.8298601879,-0.134234804932
352,72126,72540,48.0405286412,-0.13221227883199999
353,72127,72700,47.9634415619,0.07724995824799999
354,72132,72400,48.1842560568,0.634694806211
355,72133,72210,47.9023789335,0.11522803518300001
356,72134,72500,47.7316026242,0.457355528125
362,72143,72150,47.8672204186,0.46312163601899997
363,72144,72320,48.136863975,0.823813790133
364,72146,72230,47.8842699845,0.142030828594
365,72151,72300,47.868275320200006,-0.291741289618
366,72152,72170,48.245263244499995,0.12580313136
367,72157,72240,48.0837900789,0.0628095880232
368,72163,72270,47.76951059979999,-0.013401178418900001
369,72172,72390,48.0800184955,0.596928704808
371,72178,72440,47.9379252388,0.577135485156
372,72180,72600,48.3545313197,0.370783494811
373,72182,72510,47.7413528401,0.133663213026
374,72185,72200,47.7201675683,0.00780177902929
376,72191,72360,47.7642409399,0.279819645077
377,72193,72320,48.0949259298,0.8135354519140001
378,72194,72170,48.237234128999994,0.201724875518
379,72198,72650,48.0667169973,0.135919277684
381,72200,72230,47.8982351133,0.196356138911
382,72204,72120,47.954960355,0.685903280988
383,72212,72130,48.373515203100006,-0.013192116711799998
384,72216,72240,48.1540701215,-0.0072610070597299995
386,72221,72500,47.6564225079,0.398090984407
387,72222,72260,48.2378930532,0.22830907331999997
388,72239,72350,47.91629136270001,-0.271498760066
389,72241,72450,48.0577881474,0.402183285649
390,72246,72110,48.1540240549,0.47469342649400004
391,72252,72510,47.786675649399996,0.157684341786
392,72255,72140,48.1551147556,-0.19983241672600002
393,72259,72110,48.2293569796,0.438592972489
396,72264,72300,47.8378265007,-0.354705885665
397,72294,72130,48.3541977725,-0.08694135193939999
398,72302,72400,48.1512082085,0.597953696239
399,72307,72350,47.957847712799996,-0.17860887537700001
400,72313,72600,48.293401216099994,0.42042371780500004
401,72319,72380,48.1357559817,0.08999001121410001
402,72320,72650,48.0593049019,0.172849807382
403,72324,72600,48.2955356606,0.37322549264399996
404,72328,72190,48.041898224700006,0.247286439875
405,72332,72170,48.2118641806,0.0166401413218
406,72333,72390,48.0214150215,0.6723459887950001
407,72342,72400,48.2172120607,0.648847952112
408,72343,72300,47.8249718183,-0.41152360147600003
409,72349,72290,48.1849465917,0.188449766884
410,72351,72240,48.109727900500005,-0.0864881845663
411,72356,72500,47.764660835600004,0.462066578914
412,72357,72800,47.6661683505,0.033931780407400004
413,72360,72650,48.0291229026,0.11574715792700001
414,72364,72500,47.6723014522,0.315373744758
415,72366,72320,48.0059667214,0.804886650467
416,72368,72310,47.834799670100004,0.659547605602
417,72370,72170,48.1820114335,0.0183634956199
418,72373,72320,48.0480142116,0.739798488483
419,72382,72440,47.951868482600005,0.47022473780199997
420,73001,73610,45.5476875903,5.81387589748
422,73008,73100,45.6978541675,5.90388626955
425,73011,73200,45.6683987277,6.40460338643
426,73014,73200,45.711653032600005,6.372238351209999
428,73022,73610,45.514135697200004,5.77930411133
429,73024,73260,45.4607199042,6.44362178612
430,73028,73170,45.6779560454,5.70516932541
431,73033,73360,45.481987088800004,5.7703646358
433,73036,73340,45.7380105012,6.14458814234
434,73039,73330,45.5651185204,5.6763421885000005
435,73040,73480,45.292032537,7.045327342739999
436,73041,73390,45.5270872916,6.181820933790001
437,73043,73410,45.759099279,5.915931695169999
439,73057,73570,45.4538077442,6.5684018878499995
440,73058,73520,45.529961243900004,5.73849540904
441,73059,73100,45.7395213661,5.88235600157
442,73065,73000,45.583182552,5.909033924169999
443,73071,73350,45.450515364,6.778464641139999
444,73079,73390,45.5473788658,6.180966371469999
445,73086,73460,45.647638971400006,6.273146044730001
446,73092,73160,45.43925526,5.828650978450001
447,73094,73590,45.7896752359,6.516080698740001
448,73103,73420,45.6612110951,5.9378142703100005
449,73107,73670,45.4619276502,5.885145018589999
451,73129,73460,45.6009706105,6.24611530229
452,73132,73620,45.763926555299996,6.614815988409999
453,73137,73000,45.5515613333,5.9173220983000006
454,73149,73170,45.7610525561,5.79415214079
458,73156,73170,45.6471525763,5.7865460111300004
459,73159,73800,45.46651318520001,6.05865523761
460,73166,73390,45.522636759300006,6.2396626696599995
461,73175,73220,45.5314889919,6.36669427224
462,73176,73700,45.633431523999995,6.87462366552
463,73179,73290,45.6011711771,5.85409653786
464,73181,73600,45.4857466628,6.53657755978
465,73186,73590,45.7951588236,6.55684529691
468,73190,73600,45.503116480100005,6.605232468960001
469,73191,73470,45.5883066651,5.77193430721
470,73192,73340,45.667250153699996,6.05542044441
471,73208,73100,45.6923319762,5.9551614396899994
472,73211,73720,45.7071867017,6.46543980324
473,73213,73490,45.556132819700004,5.9602608047
475,73225,73190,45.529906626000006,5.9458483083700004
476,73226,73520,45.506716449399995,5.7251369279799995
477,73229,73360,45.4517904868,5.785997785119999
479,73245,73170,45.6954877529,5.82649490929
480,73258,73140,45.2637926068,6.45954136522
482,73274,73670,45.4183046433,5.879698335730001
483,73277,73630,45.607136712700004,6.14343350447
484,73282,73160,45.4944443083,5.832257911799999
487,73294,73190,45.541127787200004,6.05633197484
488,73303,73400,45.7718876928,6.43266345275
489,73304,73150,45.4310113935,6.99852444032
490,73306,73450,45.1233680911,6.424007906340001
491,73307,73450,45.152061815,6.50820802644
492,73310,73230,45.6213269536,5.952977593969999
493,73313,73170,45.628597719700004,5.79833212691
495,73324,73110,45.462034206400006,6.0793012764
496,73326,73160,45.5387653179,5.85041519179
497,74002,74540,45.8156435779,6.015814868580001
498,74004,74540,45.758865587200006,6.08634740225
499,74005,74200,46.333709028,6.465121427509999
502,74015,74930,46.086240468999996,6.207346038180001
503,74018,74800,46.0981343308,6.3386699894000005
504,74021,74380,46.160668138199995,6.26878505458
505,74024,74130,46.086992449600004,6.446016450140001
506,74031,74160,46.0976635697,6.120745180780001
507,74035,74150,45.8204275493,5.949778729480001
508,74036,74290,45.8655021029,6.22227398882
509,74041,74360,46.2948424143,6.665527544580001
510,74045,74230,45.8045733703,6.38410878026
511,74048,74890,46.2692786912,6.39437723207
512,74050,74420,46.2324473826,6.42604409853
513,74054,74540,45.7784395221,5.98960566934
515,74061,74540,45.8392480283,6.03922674801
516,74063,74390,46.249032597299994,6.817127907790001
517,74068,74270,46.0499479891,5.858890982999999
518,74073,74500,46.3330385867,6.64071625327
520,74080,74220,45.9001389505,6.460317143639999
521,74088,74350,46.0442257211,6.0703860483000005
522,74089,74700,45.909121538,6.56940992155
524,74096,74350,46.0362105004,6.115277002590001
525,74107,74270,45.961959396000005,5.8811939602
526,74108,74410,45.820451669099995,6.1952435793300005
529,74122,74130,46.1164159018,6.36907611887
530,74127,74500,46.34907891939999,6.5652955969
531,74133,74240,46.1818085953,6.207076666440001
532,74147,74210,45.7732607321,6.195557686209999
533,74148,74320,45.7750459129,6.118490704839999
534,74150,74140,46.280218482399995,6.30399000794
535,74153,74380,46.1940296525,6.32983573974
536,74157,74200,46.333708612799995,6.52037884691
537,74166,74200,46.374432028,6.52367394025
538,74170,74150,45.8267941245,5.91585359049
539,74193,74560,46.1193345153,6.196131662359999
540,74200,74500,46.3921186949,6.60933233238
541,74202,74330,45.9228803405,6.027308338280001
542,74211,74930,46.1018355447,6.25852776575
543,74216,74160,46.0850070124,6.0910759934200005
545,74218,74500,46.3896985259,6.5416496542199996
547,74223,74440,46.0896743627,6.63334619957
548,74224,74800,46.043148413800004,6.30107653595
549,74228,74350,46.0663582053,6.091540994369999
550,74229,74140,46.230849471499994,6.32552147286
551,74231,74150,45.9294639513,5.9629640962599995
552,74237,74500,46.388208883500006,6.778102308489999
553,74239,74450,45.9242802891,6.409615388580001
554,74242,74410,45.822898265,6.14963663908
555,74244,74800,46.0373461357,6.3533586066600005
556,74255,74150,45.88212257359999,5.960067468069999
557,74258,74340,46.0878467821,6.743293614930001
558,74259,74350,46.0883274931,6.161189654789999
559,74265,74230,45.8118131571,6.33496579827
560,74266,74310,45.945431130799996,6.78543826857
562,74275,74290,45.835792385699996,6.230520898709999
564,74280,74230,45.8852613668,6.31953220709
566,74281,74200,46.370425804899995,6.48194336071
568,74285,74910,46.014110153100006,5.850649521449999
569,74291,74270,46.0345033012,5.878503214889999
570,74299,74290,45.8857432709,6.17657908258
571,74308,74500,46.344976707700006,6.61043449085
572,75101,75001,48.86263048520001,2.33629344655
573,75105,75005,48.8445086596,2.34985938556
574,75109,75009,48.876896162399994,2.33746024139
575,75110,75010,48.876028556899996,2.3611129045599997
576,76011,76540,49.789264968699996,0.504203868088
577,76012,76110,49.667866856,0.45434007056000003
578,76014,76280,49.5867004346,0.292626408663
579,76015,76740,49.833695919300006,0.798984210018
580,76017,76280,49.6304546019,0.23544430348499998
581,76018,76890,49.7084832857,0.9662664846819999
583,76023,76560,49.6996514081,0.748889414499
584,76026,76880,49.882176719499995,1.1367858461
585,76028,76390,49.8094901556,1.6797484345299998
586,76032,76450,49.8291736749,0.5841614549040001
589,76035,76390,49.769374151499996,1.7549467172
590,76040,76740,49.7958346368,0.854290024951
591,76042,76270,49.757779049899995,1.57468218084
592,76048,76220,49.4729560759,1.6758428063100002
593,76055,76190,49.639081738,0.760973949866
594,76058,76260,49.9852128551,1.41261701359
595,76066,76890,49.63626441,1.0477945101700001
596,76076,76110,49.6724716321,0.48447426283399997
597,76083,76450,49.7550523424,0.591607213489
598,76090,76210,49.592178011499996,0.421311300104
599,76092,76210,49.575406638500006,0.5477597711300001
600,76093,76220,49.4353415465,1.61372174979
601,76097,76730,49.77572322100001,0.920460711671
602,76104,76460,49.8517136322,0.8019173563040001
603,76107,76750,49.5402657888,1.41428149817
604,76109,76750,49.564390037200006,1.4075026333
605,76111,76160,49.4524985039,1.25560190393
606,76118,76110,49.625546295,0.353284639397
608,76141,76110,49.62589797890001,0.403765077716
609,76144,76560,49.7662190026,0.8692599543009999
610,76151,76460,49.8364501971,0.7360179792479999
611,76154,76340,49.8621259676,1.66261477222
612,76155,76260,49.979508171099994,1.3431171665200001
614,76165,76320,49.2820542128,1.02549551616
615,76166,76390,49.7755550599,1.5925969422100001
616,76168,76590,49.771212821199995,1.14121021088
617,76170,76590,49.8222579766,1.14610175636
618,76175,76660,49.813919478500004,1.47363845661
619,76181,76640,49.622451667200004,0.615947433679
620,76186,76390,49.6966662324,1.6379561870100001
621,76198,76760,49.6716824681,0.849708916197
622,76199,76390,49.676053969399995,1.70166139305
623,76209,76220,49.5345937963,1.66314096949
624,76213,76110,49.696014771499996,0.48168407602799995
626,76229,76220,49.4938337874,1.6515897466799998
627,76231,76500,49.27679799479999,0.997154590875
628,76232,76540,49.7897436329,0.457954579116
629,76233,76390,49.801227082299995,1.7274545308400002
630,76245,76710,49.547554248199994,1.04647568612
631,76249,76850,49.6398704816,1.1439518618100002
632,76257,76340,49.8641030613,1.56702701699
635,76275,76290,49.5698530615,0.178104990731
637,76279,76640,49.6157923483,0.591746171294
638,76284,76850,49.6507422703,1.09305102633
639,76287,76570,49.5624935908,1.0117756792700001
641,76291,76400,49.7150765853,0.33559736310599997
642,76300,76790,49.697965438000004,0.328351503279
644,76315,76450,49.7452374787,0.6433046784049999
645,76317,76110,49.654023550699996,0.41304942491700003
646,76323,76270,49.7280747492,1.55070267514
647,76324,76370,49.9239147475,1.1487121544499999
648,76332,76440,49.6204750653,1.69327955955
649,76344,76390,49.7326671243,1.6968816553100001
650,76346,76450,49.76530278600001,0.755290722175
652,76357,76280,49.5971803275,0.259748976024
653,76360,76720,49.734788691599995,1.09989900857
654,76370,76570,49.6236633392,0.990120224832
655,76377,76230,49.5022552878,1.14531230443
656,76378,76480,49.427073553,0.831659847193
657,76386,76540,49.6872515704,0.50230406905
658,76389,76590,49.8010740121,1.07001099196
659,76392,76660,49.8411738829,1.39635078372
660,76394,76260,49.9811987866,1.53462109091
661,76397,76590,49.7957426692,1.1071881590600001
662,76402,76770,49.5254991004,1.0487757401200002
663,76403,76450,49.8304035234,0.606063626778
664,76412,76116,49.451874767,1.29465075499
665,76427,76270,49.7656701654,1.3868369268
666,76437,76510,49.8412109019,1.22180412827
667,76449,76850,49.686209032600004,1.15552636526
668,76451,76130,49.4676577166,1.0816972092100001
669,76455,76780,49.481401838000004,1.43203726716
670,76456,76970,49.630786165100005,0.8543904331990001
671,76458,76590,49.766373525,1.18741006071
672,76462,76270,49.7402537882,1.4465717054299998
673,76470,76640,49.691178880699994,0.587022757237
674,76472,76510,49.8452221098,1.2979386234
677,76482,76550,49.8711707003,1.03537309213
678,76486,76500,49.3187791595,0.9964139601890001
679,76487,76660,49.797084966499995,1.30356200138
680,76488,76450,49.785425197100004,0.588453866269
681,76494,76210,49.5859076954,0.38828630647100004
682,76505,76440,49.6098738401,1.63085932731
683,76508,76280,49.678362808900005,0.178454970928
684,76509,76160,49.4871501461,1.2158124042
685,76510,76560,49.733623182200006,0.8472201313869999
686,76511,76660,49.880468440200005,1.5053136067
687,76512,76660,49.878747160799996,1.46198143965
688,76519,76730,49.793161262299996,0.9238021966959999
689,76527,76390,49.8102781691,1.6441881247799999
690,76529,76540,49.722932815600004,0.563690281915
691,76532,76680,49.6078202374,1.29752436783
692,76560,76160,49.4189460634,1.20455713453
693,76569,76460,49.796378719799996,0.761815502519
694,76581,76750,49.533779959099995,1.315784761
695,76585,76490,49.5581716513,0.652697455698
696,76587,76400,49.771522246400004,0.460707972342
697,76591,76160,49.4457877857,1.20822620847
698,76592,76170,49.505056753000005,0.49948315043499997
699,76596,76700,49.5325966653,0.269281714398
701,76603,76110,49.6489375092,0.46995675058799996
702,76606,76390,49.7817068976,1.7215198669599998
707,76621,76680,49.641943832299994,1.30112980694
708,76632,76890,49.73844231020001,0.9740513138600001
709,76641,76740,49.8488151047,0.885165037605
710,76644,76260,50.009950243,1.3918500790900001
711,76645,76340,49.8845471571,1.57255279378
