,CODE_INSEE,TX_NSCOL15P,TX_MENSEUL,TX_FAMMONO,TX_65ETPLUS,TX_25ETMOINS,TX_DEMANDEUR_EMPLOIS
0,01001,52.15428065470523,22.823613621413884,4.8315038695742825,23.779235836731218,11.309305257543535,
1,01002,40.425531914893725,28.57142857142872,4.7619047619047805,23.404255319148916,7.978723404255303,
2,01004,49.474586937930745,41.515231348088186,10.216083757257541,20.733914661733426,16.620013216540997,
3,01005,53.574677512960434,21.076205970778123,6.601983043649934,19.488442107642314,13.854125391737911,
4,01006,53.06122448979595,36.363636363636395,9.090909090909099,26.530612244897977,10.204081632653061,
5,01007,46.00406663763384,28.936170212765873,9.361702127659594,20.90809392180127,11.396059983751012,
6,01008,46.76375404530743,29.230769230769276,7.692307692307689,16.504854368932047,13.10679611650485,
7,01009,49.0774907749078,31.034482758620708,10.344827586206925,32.84132841328413,11.070110701107009,
8,01010,57.05882352941176,31.57894736842105,8.421052631578947,20.823529411764703,10.470588235294118,
9,01011,45.674740484429066,25.806451612903224,0.0,22.491349480968857,9.342560553633218,
10,01012,55.5984555984556,36.666666666666664,6.666666666666667,32.818532818532816,7.722007722007722,
11,01013,61.53846153846154,30.76923076923077,0.0,24.786324786324787,11.11111111111111,
12,01014,60.146788990825684,24.53531598513011,7.806691449814126,24.807339449541285,12.55045871559633,
13,01015,50.54945054945056,27.586206896551786,5.172413793103464,29.853479853479904,11.53846153846154,
14,01016,58.7586961663048,16.731118839663946,2.872314722256926,24.60099920502937,11.260579493614625,
15,01017,60.26877931576615,35.345625840758196,7.7942119978651565,27.50687134855329,7.1391624972007754,
16,01019,61.90476190476175,33.333333333333314,0.0,28.571428571428537,9.523809523809513,
17,01021,40.24517693612621,25.233644859812987,6.54205607476636,19.749597625759563,14.66461577265653,
18,01022,65.17262389460741,33.25637368548262,7.901172703656037,27.916829822815263,11.260719863422649,
19,01023,58.73015873015878,28.571428571428605,0.0,22.22222222222213,11.111111111111098,
20,01024,49.66121960940614,26.053639846743295,6.130268199233716,20.64567556795536,13.630928656835392,
21,01025,49.215809700265616,21.630094043887116,6.269592476489021,20.588801867859452,12.608361142428464,
22,01026,60.07912644592653,34.48275862068955,8.045977011494255,31.247831964398408,10.351754445010721,
23,01027,45.80925124289019,19.424460431654623,8.633093525179856,10.457127381579998,30.453349944746744,
24,01028,56.16033795405377,19.707624962317944,2.150195643187235,17.322516502838624,11.374994355860132,
25,01029,64.41281138790036,28.846153846153843,11.538461538461538,21.352313167259787,9.252669039145907,
26,01030,50.15060240963858,32.87671232876705,9.58904109589042,18.97590361445784,13.855421686747002,
27,01031,56.46611341632089,40.41916167664671,7.48502994011976,21.16182572614108,14.868603042876902,
28,01032,47.403495263834664,21.399176954732535,9.465020576131712,18.207700883639404,13.349729293646654,
29,01033,57.37616798609954,34.21970044767161,8.585408105691721,20.467386865288518,13.360880979932643,
30,01034,56.49235490869769,43.202602963007045,9.31202653406123,27.790297116561113,13.187515968083446,
31,01035,50.348719783677495,36.07190609504259,3.334622854001571,18.288012448914667,9.118683174174528,
32,01036,47.56096083497897,29.882152363246494,7.376242182369724,30.726194238136216,9.491054609474967,
33,01037,56.957222637564186,37.499999999999986,0.0,27.18895531913518,11.29929537856156,
34,01038,52.59115879428302,25.81970276342302,6.359702721064562,23.21005067252321,12.418999902059491,
35,01039,60.88154269972458,33.33333333333331,2.564102564102562,22.58953168044079,12.672176308539939,
36,01040,54.426897124844764,23.807823981397444,2.6797540031288465,16.577196677672518,12.338043154221898,
37,01041,50.163934426229496,30.882352941176332,10.294117647058798,20.98360655737705,11.639344262295081,
38,01042,47.767857142857125,29.166666666666664,8.33333333333332,20.089285714285765,11.160714285714306,
39,01043,36.11020301614929,24.869109947644013,9.685863874345548,22.56189336376399,14.37377940855368,
40,01044,53.118712273641755,29.629629629629623,5.555555555555553,19.517102615694146,15.492957746478863,
41,01045,43.86792452830194,19.04761904761906,9.52380952380953,17.924528301886802,10.377358490566039,
42,01046,54.992548435171386,23.88059701492537,2.9850746268656714,17.883755588673623,12.071535022354695,
43,01047,41.15518882442344,24.323184017925474,8.008239885153749,14.639566215991081,14.787852176527903,
44,01049,46.45072085480949,20.338286972998205,6.942952030244927,20.278815491979223,15.161890409046922,
45,01050,64.62897546637426,23.076923076923133,3.846153846153851,19.112120451862623,9.332548759530098,
46,01051,61.038961038961034,33.33333333333333,0.0,35.064935064935064,1.2987012987012987,
47,01052,40.86021505376344,18.51851851851852,14.814814814814813,27.956989247311824,14.336917562724013,
48,01053,50.16116488966757,50.31967513959884,9.887677152537124,26.410754492723765,17.47671590242692,
49,01054,38.29588014981271,18.51851851851853,6.48148148148148,15.730337078651708,11.142322097378312,
50,01056,51.85185185185185,33.33333333333333,3.3333333333333335,27.77777777777778,7.777777777777778,
51,01057,52.22354601834807,31.822849524123242,9.439068491972225,18.851979005260223,13.776912861347354,
52,01058,54.28878385103724,26.689515499799505,10.262175463587814,23.37133281133491,13.461203067642561,
53,01060,49.651972157772626,35.41666666666667,6.25,29.930394431554525,12.761020881670534,
54,01061,51.75371318905122,19.136693863318236,3.475448705526997,17.84543606119331,12.120294762047285,
55,01062,34.69945355191256,18.30985915492959,7.042253521126779,19.535519125683035,12.841530054644815,
56,01063,56.434557340615875,21.058241612895817,18.182314651445928,29.294152777985428,9.691131476519931,
57,01064,64.9118721876626,27.435455465742365,6.095646325816985,13.950778275585291,14.19491332258935,
58,01065,41.9821059876118,23.52941176470589,9.150326797385617,24.707501720578154,10.392291810048187,
59,01066,60.56338028169006,37.499999999999886,12.499999999999991,21.126760563380373,11.267605633802836,
60,01067,51.92307692307686,30.434782608695677,0.0,11.538461538461538,12.98076923076923,
61,01068,55.433554579610764,35.79958668525977,9.391118264147424,26.700094885779958,11.319469901506816,
62,01069,46.273546273546266,27.559055118110226,8.661417322834653,17.117117117117083,14.16871416871414,
63,01071,34.37834941050375,29.1044776119403,11.442786069651742,11.361200428724544,13.504823151125404,
64,01072,44.189712737230664,31.060606060606133,8.712121212121207,25.495582697010803,11.578055666039946,
65,01073,47.43130227001182,28.888888888888854,7.777777777777764,28.912783751493404,9.916367980884115,
66,01074,55.00905384035525,32.62750763215431,6.562894268709457,24.31082692802835,13.766459421767408,
67,01075,53.86438360439485,16.56199448065408,6.456009862933246,13.52420584472168,14.453209623876598,
68,01076,66.10169491525424,40.0,0.0,36.440677966101696,6.779661016949152,
69,01077,51.633986928104406,42.105263157894726,5.263157894736841,24.183006535947666,5.2287581699346335,
70,01078,41.87344576768835,25.05024936008568,6.399197512259478,20.275228969113236,10.991462794863994,
71,01079,58.2451601347928,36.065573770491696,13.114754098360631,39.35226343733844,8.088808331758887,
72,01080,56.67311411992263,32.142857142857146,3.571428571428571,26.11218568665377,9.090909090909092,
73,01081,46.02649006622523,40.2777777777777,12.5,24.172185430463642,11.092715231788082,
74,01082,44.21052631578947,28.26086956521739,17.391304347826086,16.42105263157895,21.052631578947366,
75,01083,51.61422164311813,19.49821270252764,4.375450358575044,16.981096026715374,13.501782374526067,
76,01084,54.053112875200185,23.082098873801748,9.817944411203982,18.011092786617574,10.725259373432078,
77,01085,45.37487658315747,13.676436534681901,3.488401413456257,19.10886044461676,9.788794949089057,
78,01087,47.61904761904761,33.33333333333333,12.5,25.108225108225106,12.121212121212121,
79,01088,41.847826086956466,19.444444444444464,8.333333333333341,14.130434782608706,14.130434782608702,
80,01089,47.88732394366192,20.4678362573099,7.602339181286552,16.607981220657237,12.55868544600938,
81,01090,48.74551971326169,32.258064516128925,6.451612903225786,28.315412186379906,10.752688172043017,
82,01092,45.166402535657724,22.40000000000007,13.600000000000007,21.790808240887483,12.757527733755925,
83,01093,57.564575645756456,38.06306306306306,10.81081081081081,32.52152521525215,13.259532595325954,
84,01094,56.933115823817346,26.56249999999998,9.374999999999991,24.796084828711287,12.071778140293647,
85,01095,50.45719703196242,31.208189932610036,5.971846601263074,20.56515838831542,13.755553025190626,
86,01096,53.37500000000007,21.518987341772146,11.392405063291127,18.500000000000032,13.249999999999998,
87,01098,57.01657458563537,26.881720430107634,6.451612903225815,24.861878453038617,10.828729281767947,
