,CODE_INSEE,TX_ARSAS
0,01004,4.060428092162355
1,01033,0.0
2,01053,4.969393294500455
3,01173,1.7173269232335593
4,01283,4.533266969199781
5,02168,7.152001519013942
6,02173,9.973981159866616
7,02408,9.754092004526816
8,02691,10.324269446804092
9,02722,7.641061476470905
10,02738,8.893321135512798
11,02810,4.194558638443664
12,03095,6.003364817355881
13,03185,8.765096256701705
14,03190,7.33531412595541
15,03310,11.27522764322588
16,03321,3.53810069213882
17,04070,6.105017461442791
18,04112,6.299458774717313
19,05023,3.0548423533767397
20,05061,4.006668591080896
21,06004,3.0689632208119084
22,06012,1.643807232166995
23,06027,2.89634993738107
24,06029,4.6092118010621554
25,06030,3.5059893889751033
26,06033,2.0671943607083
27,06069,2.6974103044567945
28,06079,3.0690696350004596
29,06083,2.87657806990798
30,06084,1.7723055832209536
31,06085,2.2102380228337193
32,06088,4.390248585059415
33,06104,1.867515481693905
34,06123,2.2313548872704767
35,06149,2.8889341281207876
36,06152,1.2939828109930636
37,06155,4.576454101374362
38,06157,2.491289650128985
39,06161,2.407749244053368
40,07010,5.885323395825935
41,07019,7.134076190701793
42,07102,1.299660643673576
43,07324,3.2882901955026216
44,08105,10.870242779035662
45,08409,12.750806689874853
46,09225,9.408347957733081
47,10081,9.330100799147777
48,10323,9.648597748485516
49,10333,4.392814403823986
50,10362,5.277984000208915
51,10387,8.157055074922777
52,11069,9.545841294749922
53,11076,6.559494196830458
54,11203,8.98589772228069
55,11206,7.931306058942132
56,11262,7.681262275784142
57,12145,4.144356407747994
58,12176,2.4229524855259434
59,12202,3.2867376675884645
60,12300,5.079833881644631
61,13001,3.2183826748921818
62,13002,2.0698487480390644
63,13004,6.6141117403198235
64,13005,3.906486257437309
65,13007,2.1597650468757603
66,13014,4.429707016255493
67,13015,1.5708915059309714
68,13026,3.963621217758865
69,13027,3.560670815536083
70,13028,5.005199951885469
71,13039,3.1848980695234967
72,13041,3.8870343812058064
73,13047,4.055935529944649
74,13054,5.160988583970909
75,13056,5.500263633596917
76,13063,4.930888835684035
77,13071,2.675664750304673
78,13075,2.7349432507798963
79,13077,9.407769698549949
80,13081,2.5810743460744976
81,13097,2.7731808844737373
82,13100,3.662148952498928
83,13103,3.8973188006045585
84,13106,4.820589852111619
85,13108,6.106431513736782
86,13110,2.728488670856995
87,13117,3.303384390803136
88,13201,13.560338680647474
89,13202,11.75775216960595
90,13203,15.675738098714964
91,13204,7.964489317223829
92,13205,6.671817114884712
93,13206,6.228134827580317
94,13207,4.611084635695968
95,13208,3.734647882608897
96,13209,4.1300204741922855
97,13210,6.7466680407009445
98,13211,6.130316604789254
99,13212,3.9194067133614867
100,13213,9.183232700838625
101,13214,13.729533422326334
102,13215,14.5417134722961
103,13216,9.371633930899485
104,14047,4.363301592555341
105,14118,5.554177930207604
106,14327,4.534446838456439
107,14341,3.3581713061669376
108,14366,8.138709883406154
109,14762,3.4902741807590405
110,15014,4.932865998099254
111,16015,10.529075370257438
112,16102,6.979130530017979
113,17299,7.72108077521301
114,17300,6.339724513992967
115,17306,6.590897139618233
116,17415,6.983263357356415
117,18033,6.987060909560334
118,18197,7.712429869884143
119,18279,9.594116876392667
120,19031,3.883229216472814
121,19272,3.820121123663658
122,21054,2.8961397495321815
123,21166,6.309584110663664
124,21171,2.2074761206758606
125,21231,3.606066828252927
126,21617,4.8460167290301035
127,22050,4.796696485492954
128,22093,0.0
