,CODE_IRIS,EPCI,ARSAS
7688,731790103,200069110,20.0
7689,731790104,200069110,19.0
7690,740100101,200066793,31.0
7691,740100102,200066793,8.0
7692,740100103,200066793,49.0
7693,740100201,200066793,
7694,740100202,200066793,6.0
7695,740100203,200066793,
7696,740100204,200066793,46.0
7697,740100205,200066793,49.0
7698,740100301,200066793,
7699,740100302,200066793,59.0
7700,740100303,200066793,35.0
7701,740100304,200066793,31.0
7702,740100401,200066793,14.0
7703,740100402,200066793,17.0
7704,740100403,200066793,29.0
7705,740100404,200066793,10.0
7706,740100501,200066793,29.0
7707,740100502,200066793,73.0
7708,740100503,200066793,54.0
7709,740100601,200066793,46.0
7710,740100602,200066793,19.0
7711,740100603,200066793,15.0
7712,740100604,200066793,79.0
7713,740100701,200066793,15.0
7714,740100702,200066793,
7715,740100703,200066793,35.0
7716,740100801,200066793,10.0
7717,740100802,200066793,63.0
7718,740100901,200066793,8.0
7719,740100902,200066793,13.0
7720,740100903,200066793,17.0
7721,740101001,200066793,69.0
7722,740101002,200066793,14.0
7723,740101003,200066793,
7724,740101101,200066793,27.0
7725,740101102,200066793,29.0
7726,740101103,200066793,31.0
7727,740101201,200066793,9.0
7728,740101202,200066793,21.0
7729,740101203,200066793,10.0
7730,740101301,200066793,28.0
7731,740101302,200066793,18.0
7732,740101303,200066793,41.0
7733,740101401,200066793,11.0
7734,740101402,200066793,33.0
7735,740101403,200066793,11.0
7736,740101501,200066793,16.0
7737,740101502,200066793,16.0
7738,740101503,200066793,35.0
7739,740101504,200066793,59.0
7740,740101601,200066793,19.0
7741,740120101,200011773,119.0
7742,740120201,200011773,123.0
7743,740120202,200011773,174.0
7744,740120301,200011773,79.0
7745,740120302,200011773,62.0
7746,740120401,200011773,86.0
7747,740120402,200011773,114.0
7748,740120403,200011773,59.0
7749,740120404,200011773,69.0
7750,740120501,200011773,113.0
7751,740420101,200000172,28.0
7752,740420102,200000172,30.0
7753,740420103,200000172,18.0
7754,740420104,200000172,61.0
7755,740420105,200000172,17.0
7756,740810101,200033116,18.0
7757,740810102,200033116,25.0
7758,740810201,200033116,122.0
7759,740810301,200033116,44.0
7760,740810401,200033116,89.0
7761,740810501,200033116,51.0
7762,740810601,200033116,
7763,741330101,200011773,114.0
7764,741330102,200011773,75.0
7765,741330103,200011773,53.0
7766,741330104,200011773,49.0
7767,742080101,200034882,15.0
7768,742080102,200034882,25.0
7769,742080103,200034882,22.0
7770,742080104,200034882,25.0
7771,742240101,247400724,14.0
7772,742240102,247400724,36.0
7773,742240103,247400724,66.0
7774,742250101,247400740,58.0
7775,742250102,247400740,42.0
7776,742250103,247400740,24.0
7777,742250104,247400740,54.0
7778,742430101,247400690,85.0
7779,742430102,247400690,52.0
7780,742430103,247400690,53.0
7781,742430104,247400690,45.0
7782,742560101,200034882,11.0
7783,742560102,200034882,
7784,742560103,200034882,
7785,742560104,200034882,15.0
7786,742560105,200034882,36.0
7787,742560106,200034882,24.0
7788,742560107,200034882,20.0
7789,742810101,200067551,54.0
7790,742810102,200067551,75.0
7791,742810103,200067551,31.0
7792,742810104,200067551,80.0
7793,742810201,200067551,113.0
7794,742810202,200067551,64.0
7795,742810203,200067551,82.0
7796,742810204,200067551,68.0
7797,742810205,200067551,58.0
7798,742810206,200067551,40.0
7799,751010101,T01ZZZZZZ,14.0
7800,751010102,T01ZZZZZZ,
7801,751010103,T01ZZZZZZ,
7802,751010104,T01ZZZZZZ,
7803,751010105,T01ZZZZZZ,
7804,751010199,T01ZZZZZZ,
7805,751010201,T01ZZZZZZ,49.0
7806,751010202,T01ZZZZZZ,45.0
7807,751010203,T01ZZZZZZ,34.0
7808,751010204,T01ZZZZZZ,42.0
7809,751010205,T01ZZZZZZ,
7810,751010206,T01ZZZZZZ,
7811,751010301,T01ZZZZZZ,56.0
7812,751010302,T01ZZZZZZ,
7813,751010303,T01ZZZZZZ,
7814,751010401,T01ZZZZZZ,11.0
7815,751010402,T01ZZZZZZ,21.0
7816,751020501,T01ZZZZZZ,19.0
7817,751020502,T01ZZZZZZ,
7818,751020503,T01ZZZZZZ,
7819,751020601,T01ZZZZZZ,24.0
7820,751020602,T01ZZZZZZ,20.0
7821,751020701,T01ZZZZZZ,45.0
7822,751020702,T01ZZZZZZ,38.0
7823,751020703,T01ZZZZZZ,52.0
7824,751020704,T01ZZZZZZ,8.0
7825,751020801,T01ZZZZZZ,74.0
7826,751020802,T01ZZZZZZ,42.0
7827,751020803,T01ZZZZZZ,48.0
7828,751020804,T01ZZZZZZ,53.0
7829,751020805,T01ZZZZZZ,68.0
7830,751030901,T01ZZZZZZ,49.0
7831,751030902,T01ZZZZZZ,48.0
7832,751030903,T01ZZZZZZ,45.0
7833,751030904,T01ZZZZZZ,61.0
7834,751030905,T01ZZZZZZ,36.0
7835,751031001,T01ZZZZZZ,42.0
7836,751031002,T01ZZZZZZ,36.0
7837,751031003,T01ZZZZZZ,46.0
7838,751031004,T01ZZZZZZ,39.0
7839,751031101,T01ZZZZZZ,41.0
7840,751031102,T01ZZZZZZ,31.0
7841,751031103,T01ZZZZZZ,28.0
7842,751031104,T01ZZZZZZ,57.0
7843,751031201,T01ZZZZZZ,30.0
7844,751031202,T01ZZZZZZ,36.0
7845,751031203,T01ZZZZZZ,44.0
7846,751031204,T01ZZZZZZ,61.0
7847,751041301,T01ZZZZZZ,37.0
7848,751041302,T01ZZZZZZ,57.0
7849,751041303,T01ZZZZZZ,49.0
7850,751041304,T01ZZZZZZ,
7851,751041305,T01ZZZZZZ,
7852,751041399,T01ZZZZZZ,
7853,751041401,T01ZZZZZZ,109.0
7854,751041402,T01ZZZZZZ,46.0
7855,751041403,T01ZZZZZZ,56.0
7856,751041404,T01ZZZZZZ,29.0
7857,751041499,T01ZZZZZZ,
7858,751041501,T01ZZZZZZ,92.0
7859,751041502,T01ZZZZZZ,35.0
7860,751041503,T01ZZZZZZ,27.0
7861,751041504,T01ZZZZZZ,31.0
7862,751041588,T01ZZZZZZ,
7863,751041599,T01ZZZZZZ,
7864,751041601,T01ZZZZZZ,38.0
7865,751041602,T01ZZZZZZ,
7866,751041603,T01ZZZZZZ,
7867,751041699,T01ZZZZZZ,
7868,751051701,T01ZZZZZZ,29.0
7869,751051702,T01ZZZZZZ,18.0
7870,751051703,T01ZZZZZZ,32.0
7871,751051704,T01ZZZZZZ,45.0
7872,751051705,T01ZZZZZZ,35.0
7873,751051706,T01ZZZZZZ,
7874,751051799,T01ZZZZZZ,
7875,751051801,T01ZZZZZZ,22.0
7876,751051802,T01ZZZZZZ,50.0
7877,751051803,T01ZZZZZZ,27.0
7878,751051804,T01ZZZZZZ,25.0
7879,751051805,T01ZZZZZZ,66.0
7880,751051806,T01ZZZZZZ,67.0
7881,751051807,T01ZZZZZZ,33.0
7882,751051808,T01ZZZZZZ,22.0
7883,751051809,T01ZZZZZZ,
7884,751051899,T01ZZZZZZ,
7885,751051901,T01ZZZZZZ,36.0
7886,751051902,T01ZZZZZZ,31.0
7887,751051903,T01ZZZZZZ,25.0
7888,751051904,T01ZZZZZZ,15.0
7889,751051905,T01ZZZZZZ,21.0
7890,751051906,T01ZZZZZZ,34.0
7891,751051907,T01ZZZZZZ,32.0
7892,751051908,T01ZZZZZZ,60.0
7893,751052001,T01ZZZZZZ,52.0
7894,751052002,T01ZZZZZZ,24.0
7895,751052003,T01ZZZZZZ,38.0
7896,751052004,T01ZZZZZZ,58.0
7897,751052005,T01ZZZZZZ,
7898,751052099,T01ZZZZZZ,
7899,751062101,T01ZZZZZZ,29.0
7900,751062102,T01ZZZZZZ,31.0
7901,751062103,T01ZZZZZZ,32.0
7902,751062199,T01ZZZZZZ,
7903,751062201,T01ZZZZZZ,22.0
7904,751062202,T01ZZZZZZ,22.0
7905,751062203,T01ZZZZZZ,36.0
7906,751062204,T01ZZZZZZ,33.0
7907,751062205,T01ZZZZZZ,
7908,751062301,T01ZZZZZZ,24.0
7909,751062302,T01ZZZZZZ,18.0
7910,751062303,T01ZZZZZZ,28.0
7911,751062304,T01ZZZZZZ,24.0
7912,751062305,T01ZZZZZZ,22.0
7913,751062306,T01ZZZZZZ,26.0
7914,751062307,T01ZZZZZZ,19.0
7915,751062308,T01ZZZZZZ,42.0
7916,751062309,T01ZZZZZZ,35.0
7917,751062310,T01ZZZZZZ,21.0
7918,751062311,T01ZZZZZZ,15.0
7919,751062401,T01ZZZZZZ,33.0
7920,751062402,T01ZZZZZZ,44.0
7921,751062499,T01ZZZZZZ,
7922,751072501,T01ZZZZZZ,13.0
7923,751072502,T01ZZZZZZ,21.0
7924,751072503,T01ZZZZZZ,34.0
7925,751072504,T01ZZZZZZ,19.0
7926,751072505,T01ZZZZZZ,29.0
7927,751072506,T01ZZZZZZ,36.0
7928,751072507,T01ZZZZZZ,
7929,751072508,T01ZZZZZZ,
7930,751072599,T01ZZZZZZ,
7931,751072601,T01ZZZZZZ,18.0
7932,751072602,T01ZZZZZZ,16.0
7933,751072603,T01ZZZZZZ,9.0
7934,751072604,T01ZZZZZZ,11.0
7935,751072605,T01ZZZZZZ,
7936,751072606,T01ZZZZZZ,
7937,751072699,T01ZZZZZZ,
7938,751072701,T01ZZZZZZ,52.0
7939,751072702,T01ZZZZZZ,19.0
7940,751072703,T01ZZZZZZ,23.0
7941,751072704,T01ZZZZZZ,19.0
7942,751072705,T01ZZZZZZ,25.0
7943,751072706,T01ZZZZZZ,15.0
7944,751072707,T01ZZZZZZ,
7945,751072801,T01ZZZZZZ,32.0
7946,751072802,T01ZZZZZZ,16.0
7947,751072803,T01ZZZZZZ,34.0
7948,751072804,T01ZZZZZZ,77.0
7949,751072805,T01ZZZZZZ,45.0
7950,751072806,T01ZZZZZZ,10.0
7951,751072807,T01ZZZZZZ,14.0
7952,751072808,T01ZZZZZZ,17.0
7953,751072809,T01ZZZZZZ,20.0
7954,751072810,T01ZZZZZZ,45.0
7955,751072811,T01ZZZZZZ,18.0
7956,751072812,T01ZZZZZZ,
7957,751072899,T01ZZZZZZ,
7958,751082901,T01ZZZZZZ,20.0
7959,751082902,T01ZZZZZZ,13.0
7960,751082903,T01ZZZZZZ,13.0
7961,751082904,T01ZZZZZZ,
7962,751082905,T01ZZZZZZ,
7963,751082906,T01ZZZZZZ,
7964,751082907,T01ZZZZZZ,
7965,751082999,T01ZZZZZZ,
7966,751083001,T01ZZZZZZ,21.0
7967,751083002,T01ZZZZZZ,48.0
7968,751083003,T01ZZZZZZ,18.0
7969,751083004,T01ZZZZZZ,45.0
7970,751083005,T01ZZZZZZ,56.0
7971,751083006,T01ZZZZZZ,
7972,751083101,T01ZZZZZZ,
7973,751083102,T01ZZZZZZ,
7974,751083103,T01ZZZZZZ,12.0
7975,751083104,T01ZZZZZZ,13.0
7976,751083105,T01ZZZZZZ,21.0
7977,751083106,T01ZZZZZZ,23.0
7978,751083107,T01ZZZZZZ,
7979,751083108,T01ZZZZZZ,
7980,751083201,T01ZZZZZZ,23.0
7981,751083202,T01ZZZZZZ,32.0
7982,751083203,T01ZZZZZZ,18.0
7983,751083204,T01ZZZZZZ,34.0
7984,751083205,T01ZZZZZZ,39.0
7985,751083206,T01ZZZZZZ,41.0
7986,751083207,T01ZZZZZZ,24.0
7987,751083208,T01ZZZZZZ,9.0
7988,751083209,T01ZZZZZZ,12.0
7989,751083210,T01ZZZZZZ,9.0
7990,751093301,T01ZZZZZZ,33.0
7991,751093302,T01ZZZZZZ,36.0
7992,751093303,T01ZZZZZZ,29.0
7993,751093304,T01ZZZZZZ,27.0
7994,751093305,T01ZZZZZZ,40.0
7995,751093306,T01ZZZZZZ,40.0
7996,751093307,T01ZZZZZZ,58.0
7997,751093308,T01ZZZZZZ,64.0
7998,751093309,T01ZZZZZZ,40.0
7999,751093310,T01ZZZZZZ,33.0
8000,751093311,T01ZZZZZZ,16.0
8001,751093401,T01ZZZZZZ,
8002,751093402,T01ZZZZZZ,
8003,751093403,T01ZZZZZZ,22.0
8004,751093404,T01ZZZZZZ,
8005,751093405,T01ZZZZZZ,
8006,751093406,T01ZZZZZZ,
8007,751093407,T01ZZZZZZ,16.0
8008,751093408,T01ZZZZZZ,12.0
8009,751093409,T01ZZZZZZ,15.0
8010,751093501,T01ZZZZZZ,75.0
8011,751093502,T01ZZZZZZ,50.0
8012,751093503,T01ZZZZZZ,79.0
8013,751093504,T01ZZZZZZ,36.0
8014,751093601,T01ZZZZZZ,40.0
8015,751093602,T01ZZZZZZ,62.0
8016,751093603,T01ZZZZZZ,39.0
8017,751093604,T01ZZZZZZ,38.0
8018,751093605,T01ZZZZZZ,42.0
8019,751093606,T01ZZZZZZ,27.0
8020,751093607,T01ZZZZZZ,60.0
8021,751093608,T01ZZZZZZ,54.0
8022,751093609,T01ZZZZZZ,44.0
8023,751093610,T01ZZZZZZ,66.0
8024,751103701,T01ZZZZZZ,50.0
8025,751103702,T01ZZZZZZ,63.0
8026,751103703,T01ZZZZZZ,75.0
8027,751103704,T01ZZZZZZ,81.0
8028,751103705,T01ZZZZZZ,58.0
8029,751103706,T01ZZZZZZ,54.0
8030,751103707,T01ZZZZZZ,98.0
8031,751103708,T01ZZZZZZ,59.0
8032,751103709,T01ZZZZZZ,78.0
8033,751103710,T01ZZZZZZ,
8034,751103711,T01ZZZZZZ,
8035,751103712,T01ZZZZZZ,
8036,751103801,T01ZZZZZZ,54.0
8037,751103802,T01ZZZZZZ,69.0
8038,751103803,T01ZZZZZZ,105.0
8039,751103804,T01ZZZZZZ,89.0
8040,751103805,T01ZZZZZZ,52.0
8041,751103806,T01ZZZZZZ,82.0
8042,751103901,T01ZZZZZZ,54.0
8043,751103902,T01ZZZZZZ,49.0
8044,751103903,T01ZZZZZZ,33.0
8045,751103904,T01ZZZZZZ,65.0
8046,751103905,T01ZZZZZZ,53.0
8047,751103906,T01ZZZZZZ,60.0
8048,751103907,T01ZZZZZZ,61.0
8049,751103908,T01ZZZZZZ,106.0
8050,751103909,T01ZZZZZZ,67.0
8051,751103910,T01ZZZZZZ,65.0
8052,751103988,T01ZZZZZZ,
8053,751104001,T01ZZZZZZ,98.0
8054,751104002,T01ZZZZZZ,141.0
8055,751104003,T01ZZZZZZ,83.0
8056,751104004,T01ZZZZZZ,76.0
8057,751104005,T01ZZZZZZ,83.0
8058,751104006,T01ZZZZZZ,79.0
8059,751104007,T01ZZZZZZ,118.0
8060,751104008,T01ZZZZZZ,129.0
8061,751104009,T01ZZZZZZ,77.0
8062,751104010,T01ZZZZZZ,79.0
8063,751104011,T01ZZZZZZ,88.0
8064,751104012,T01ZZZZZZ,
8065,751104088,T01ZZZZZZ,
8066,751114101,T01ZZZZZZ,144.0
8067,751114102,T01ZZZZZZ,90.0
8068,751114103,T01ZZZZZZ,38.0
8069,751114104,T01ZZZZZZ,57.0
8070,751114105,T01ZZZZZZ,42.0
8071,751114106,T01ZZZZZZ,61.0
8072,751114107,T01ZZZZZZ,77.0
8073,751114108,T01ZZZZZZ,50.0
8074,751114109,T01ZZZZZZ,108.0
8075,751114110,T01ZZZZZZ,76.0
8076,751114111,T01ZZZZZZ,76.0
8077,751114112,T01ZZZZZZ,86.0
8078,751114113,T01ZZZZZZ,51.0
8079,751114114,T01ZZZZZZ,45.0
8080,751114115,T01ZZZZZZ,59.0
8081,751114201,T01ZZZZZZ,76.0
8082,751114202,T01ZZZZZZ,91.0
8083,751114203,T01ZZZZZZ,67.0
8084,751114204,T01ZZZZZZ,80.0
8085,751114205,T01ZZZZZZ,43.0
8086,751114206,T01ZZZZZZ,93.0
8087,751114207,T01ZZZZZZ,44.0
8088,751114208,T01ZZZZZZ,39.0
8089,751114209,T01ZZZZZZ,69.0
8090,751114210,T01ZZZZZZ,104.0
8091,751114211,T01ZZZZZZ,55.0
8092,751114212,T01ZZZZZZ,34.0
8093,751114213,T01ZZZZZZ,50.0
8094,751114214,T01ZZZZZZ,41.0
8095,751114301,T01ZZZZZZ,60.0
8096,751114302,T01ZZZZZZ,104.0
8097,751114303,T01ZZZZZZ,73.0
8098,751114304,T01ZZZZZZ,40.0
8099,751114305,T01ZZZZZZ,137.0
8100,751114306,T01ZZZZZZ,106.0
8101,751114307,T01ZZZZZZ,72.0
8102,751114308,T01ZZZZZZ,65.0
8103,751114309,T01ZZZZZZ,31.0
8104,751114310,T01ZZZZZZ,45.0
8105,751114311,T01ZZZZZZ,52.0
8106,751114312,T01ZZZZZZ,39.0
8107,751114313,T01ZZZZZZ,31.0
8108,751114314,T01ZZZZZZ,59.0
8109,751114315,T01ZZZZZZ,55.0
8110,751114316,T01ZZZZZZ,64.0
8111,751114317,T01ZZZZZZ,54.0
8112,751114318,T01ZZZZZZ,62.0
8113,751114319,T01ZZZZZZ,44.0
8114,751114320,T01ZZZZZZ,68.0
8115,751114321,T01ZZZZZZ,45.0
8116,751114401,T01ZZZZZZ,51.0
8117,751114402,T01ZZZZZZ,38.0
8118,751114403,T01ZZZZZZ,60.0
8119,751114404,T01ZZZZZZ,57.0
8120,751114405,T01ZZZZZZ,56.0
8121,751114406,T01ZZZZZZ,106.0
8122,751114407,T01ZZZZZZ,33.0
8123,751114408,T01ZZZZZZ,63.0
8124,751114409,T01ZZZZZZ,81.0
8125,751114410,T01ZZZZZZ,129.0
8126,751114411,T01ZZZZZZ,102.0
8127,751114412,T01ZZZZZZ,93.0
8128,751114413,T01ZZZZZZ,102.0
8129,751124501,T01ZZZZZZ,98.0
8130,751124502,T01ZZZZZZ,73.0
8131,751124503,T01ZZZZZZ,53.0
8132,751124504,T01ZZZZZZ,38.0
8133,751124505,T01ZZZZZZ,36.0
8134,751124506,T01ZZZZZZ,38.0
8135,751124507,T01ZZZZZZ,53.0
8136,751124508,T01ZZZZZZ,44.0
8137,751124509,T01ZZZZZZ,31.0
8138,751124510,T01ZZZZZZ,62.0
8139,751124511,T01ZZZZZZ,117.0
8140,751124512,T01ZZZZZZ,91.0
8141,751124513,T01ZZZZZZ,43.0
8142,751124514,T01ZZZZZZ,30.0
8143,751124577,T01ZZZZZZ,
8144,751124601,T01ZZZZZZ,94.0
8145,751124602,T01ZZZZZZ,60.0
8146,751124603,T01ZZZZZZ,37.0
8147,751124604,T01ZZZZZZ,85.0
8148,751124605,T01ZZZZZZ,58.0
8149,751124606,T01ZZZZZZ,101.0
8150,751124608,T01ZZZZZZ,40.0
8151,751124609,T01ZZZZZZ,74.0
8152,751124610,T01ZZZZZZ,28.0
8153,751124611,T01ZZZZZZ,29.0
8154,751124612,T01ZZZZZZ,46.0
8155,751124613,T01ZZZZZZ,73.0
8156,751124614,T01ZZZZZZ,43.0
8157,751124615,T01ZZZZZZ,56.0
8158,751124616,T01ZZZZZZ,99.0
8159,751124617,T01ZZZZZZ,61.0
8160,751124618,T01ZZZZZZ,40.0
8161,751124619,T01ZZZZZZ,91.0
8162,751124620,T01ZZZZZZ,52.0
8163,751124621,T01ZZZZZZ,61.0
8164,751124622,T01ZZZZZZ,49.0
8165,751124623,T01ZZZZZZ,35.0
8166,751124624,T01ZZZZZZ,28.0
8167,751124677,T01ZZZZZZ,
8168,751124701,T01ZZZZZZ,68.0
8169,751124702,T01ZZZZZZ,85.0
8170,751124703,T01ZZZZZZ,82.0
8171,751124704,T01ZZZZZZ,43.0
8172,751124705,T01ZZZZZZ,117.0
8173,751124706,T01ZZZZZZ,
8174,751124707,T01ZZZZZZ,
8175,751124708,T01ZZZZZZ,
8176,751124799,T01ZZZZZZ,
8177,751124801,T01ZZZZZZ,95.0
8178,751124802,T01ZZZZZZ,59.0
8179,751124803,T01ZZZZZZ,32.0
8180,751124804,T01ZZZZZZ,47.0
8181,751124805,T01ZZZZZZ,15.0
8182,751124806,T01ZZZZZZ,29.0
8183,751124807,T01ZZZZZZ,75.0
8184,751124808,T01ZZZZZZ,39.0
8185,751124809,T01ZZZZZZ,71.0
8186,751124810,T01ZZZZZZ,70.0
8187,751124811,T01ZZZZZZ,
8188,751124812,T01ZZZZZZ,55.0
8189,751124813,T01ZZZZZZ,
8190,751124888,T01ZZZZZZ,
8191,751124899,T01ZZZZZZ,
8192,751134901,T01ZZZZZZ,90.0
8193,751134902,T01ZZZZZZ,126.0
8194,751134903,T01ZZZZZZ,39.0
8195,751134904,T01ZZZZZZ,79.0
8196,751134905,T01ZZZZZZ,47.0
8197,751134906,T01ZZZZZZ,36.0
8198,751134907,T01ZZZZZZ,27.0
8199,751134908,T01ZZZZZZ,9.0
8200,751134999,T01ZZZZZZ,
8201,751135001,T01ZZZZZZ,69.0
8202,751135002,T01ZZZZZZ,131.0
8203,751135003,T01ZZZZZZ,149.0
8204,751135004,T01ZZZZZZ,54.0
8205,751135005,T01ZZZZZZ,110.0
8206,751135006,T01ZZZZZZ,71.0
8207,751135007,T01ZZZZZZ,135.0
8208,751135008,T01ZZZZZZ,43.0
8209,751135009,T01ZZZZZZ,50.0
8210,751135010,T01ZZZZZZ,84.0
8211,751135011,T01ZZZZZZ,63.0
8212,751135012,T01ZZZZZZ,83.0
8213,751135013,T01ZZZZZZ,126.0
8214,751135014,T01ZZZZZZ,68.0
8215,751135015,T01ZZZZZZ,
8216,751135016,T01ZZZZZZ,
8217,751135017,T01ZZZZZZ,13.0
8218,751135018,T01ZZZZZZ,57.0
8219,751135019,T01ZZZZZZ,137.0
8220,751135020,T01ZZZZZZ,66.0
8221,751135021,T01ZZZZZZ,86.0
8222,751135023,T01ZZZZZZ,39.0
8223,751135024,T01ZZZZZZ,57.0
8224,751135025,T01ZZZZZZ,65.0
8225,751135026,T01ZZZZZZ,73.0
8226,751135027,T01ZZZZZZ,140.0
8227,751135028,T01ZZZZZZ,86.0
8228,751135029,T01ZZZZZZ,112.0
8229,751135030,T01ZZZZZZ,74.0
8230,751135031,T01ZZZZZZ,66.0
8231,751135032,T01ZZZZZZ,
8232,751135099,T01ZZZZZZ,
8233,751135101,T01ZZZZZZ,127.0
8234,751135102,T01ZZZZZZ,51.0
8235,751135103,T01ZZZZZZ,79.0
8236,751135104,T01ZZZZZZ,76.0
8237,751135105,T01ZZZZZZ,54.0
8238,751135106,T01ZZZZZZ,126.0
8239,751135107,T01ZZZZZZ,76.0
8240,751135108,T01ZZZZZZ,173.0
8241,751135109,T01ZZZZZZ,151.0
8242,751135110,T01ZZZZZZ,113.0
8243,751135111,T01ZZZZZZ,96.0
8244,751135112,T01ZZZZZZ,56.0
8245,751135113,T01ZZZZZZ,45.0
8246,751135114,T01ZZZZZZ,67.0
8247,751135115,T01ZZZZZZ,30.0
8248,751135116,T01ZZZZZZ,66.0
8249,751135117,T01ZZZZZZ,50.0
8250,751135118,T01ZZZZZZ,38.0
8251,751135119,T01ZZZZZZ,65.0
8252,751135120,T01ZZZZZZ,39.0
8253,751135121,T01ZZZZZZ,27.0
8254,751135122,T01ZZZZZZ,73.0
8255,751135123,T01ZZZZZZ,44.0
8256,751135124,T01ZZZZZZ,41.0
8257,751135125,T01ZZZZZZ,77.0
8258,751135201,T01ZZZZZZ,56.0
8259,751135202,T01ZZZZZZ,83.0
8260,751135203,T01ZZZZZZ,71.0
8261,751135204,T01ZZZZZZ,48.0
8262,751135205,T01ZZZZZZ,52.0
8263,751135206,T01ZZZZZZ,64.0
8264,751135207,T01ZZZZZZ,33.0
8265,751145301,T01ZZZZZZ,28.0
8266,751145302,T01ZZZZZZ,19.0
8267,751145303,T01ZZZZZZ,34.0
8268,751145304,T01ZZZZZZ,29.0
8269,751145305,T01ZZZZZZ,28.0
8270,751145306,T01ZZZZZZ,
8271,751145307,T01ZZZZZZ,28.0
8272,751145308,T01ZZZZZZ,16.0
8273,751145309,T01ZZZZZZ,15.0
8274,751145310,T01ZZZZZZ,32.0
8275,751145311,T01ZZZZZZ,
8276,751145401,T01ZZZZZZ,12.0
8277,751145402,T01ZZZZZZ,75.0
8278,751145403,T01ZZZZZZ,91.0
8279,751145404,T01ZZZZZZ,46.0
8280,751145405,T01ZZZZZZ,70.0
8281,751145406,T01ZZZZZZ,33.0
8282,751145407,T01ZZZZZZ,12.0
8283,751145501,T01ZZZZZZ,65.0
8284,751145502,T01ZZZZZZ,58.0
8285,751145503,T01ZZZZZZ,85.0
8286,751145504,T01ZZZZZZ,44.0
8287,751145505,T01ZZZZZZ,82.0
8288,751145506,T01ZZZZZZ,35.0
8289,751145507,T01ZZZZZZ,21.0
8290,751145508,T01ZZZZZZ,62.0
8291,751145509,T01ZZZZZZ,25.0
8292,751145510,T01ZZZZZZ,31.0
8293,751145511,T01ZZZZZZ,27.0
8294,751145512,T01ZZZZZZ,36.0
8295,751145513,T01ZZZZZZ,44.0
8296,751145514,T01ZZZZZZ,23.0
8297,751145515,T01ZZZZZZ,51.0
8298,751145516,T01ZZZZZZ,34.0
8299,751145601,T01ZZZZZZ,75.0
8300,751145602,T01ZZZZZZ,65.0
8301,751145603,T01ZZZZZZ,158.0
8302,751145604,T01ZZZZZZ,109.0
8303,751145605,T01ZZZZZZ,52.0
8304,751145606,T01ZZZZZZ,58.0
8305,751145607,T01ZZZZZZ,59.0
8306,751145608,T01ZZZZZZ,40.0
8307,751145609,T01ZZZZZZ,132.0
8308,751145610,T01ZZZZZZ,67.0
8309,751145611,T01ZZZZZZ,68.0
8310,751145612,T01ZZZZZZ,25.0
8311,751145613,T01ZZZZZZ,44.0
8312,751145614,T01ZZZZZZ,43.0
8313,751145615,T01ZZZZZZ,54.0
8314,751145616,T01ZZZZZZ,65.0
8315,751145617,T01ZZZZZZ,99.0
8316,751145618,T01ZZZZZZ,108.0
8317,751145619,T01ZZZZZZ,64.0
8318,751145620,T01ZZZZZZ,64.0
8319,751145621,T01ZZZZZZ,44.0
8320,751145622,T01ZZZZZZ,15.0
8321,751145623,T01ZZZZZZ,67.0
8322,751145624,T01ZZZZZZ,41.0
8323,751145625,T01ZZZZZZ,21.0
8324,751155701,T01ZZZZZZ,179.0
8325,751155702,T01ZZZZZZ,59.0
8326,751155703,T01ZZZZZZ,82.0
8327,751155704,T01ZZZZZZ,102.0
8328,751155705,T01ZZZZZZ,101.0
8329,751155706,T01ZZZZZZ,28.0
8330,751155707,T01ZZZZZZ,53.0
8331,751155708,T01ZZZZZZ,76.0
8332,751155709,T01ZZZZZZ,58.0
8333,751155710,T01ZZZZZZ,63.0
8334,751155711,T01ZZZZZZ,268.0
8335,751155712,T01ZZZZZZ,37.0
8336,751155713,T01ZZZZZZ,18.0
8337,751155714,T01ZZZZZZ,34.0
8338,751155715,T01ZZZZZZ,54.0
8339,751155716,T01ZZZZZZ,38.0
8340,751155717,T01ZZZZZZ,45.0
8341,751155718,T01ZZZZZZ,43.0
8342,751155719,T01ZZZZZZ,42.0
8343,751155720,T01ZZZZZZ,38.0
8344,751155721,T01ZZZZZZ,14.0
8345,751155722,T01ZZZZZZ,48.0
8346,751155723,T01ZZZZZZ,33.0
8347,751155724,T01ZZZZZZ,39.0
8348,751155725,T01ZZZZZZ,37.0
8349,751155726,T01ZZZZZZ,55.0
8350,751155727,T01ZZZZZZ,59.0
8351,751155728,T01ZZZZZZ,27.0
8352,751155729,T01ZZZZZZ,32.0
8353,751155730,T01ZZZZZZ,30.0
8354,751155731,T01ZZZZZZ,68.0
8355,751155732,T01ZZZZZZ,
8356,751155733,T01ZZZZZZ,
8357,751155801,T01ZZZZZZ,111.0
8358,751155802,T01ZZZZZZ,100.0
8359,751155803,T01ZZZZZZ,62.0
8360,751155804,T01ZZZZZZ,27.0
8361,751155805,T01ZZZZZZ,36.0
8362,751155806,T01ZZZZZZ,43.0
8363,751155807,T01ZZZZZZ,45.0
8364,751155808,T01ZZZZZZ,11.0
8365,751155809,T01ZZZZZZ,25.0
8366,751155810,T01ZZZZZZ,115.0
8367,751155811,T01ZZZZZZ,35.0
8368,751155812,T01ZZZZZZ,26.0
8369,751155813,T01ZZZZZZ,17.0
