Code_commune_INSEE,Nom_commune,code_postal,Ville_bibliotheques,Département,Nom structure
52474,SILVAROUVRES,52120,,,
52005,AIZANVILLE,52120,,,
52031,AUTREVILLE SUR LA RENNE,52120,,,
52031,AUTREVILLE SUR LA RENNE,52120,,,
52272,LANTY SUR AUBE,52120,,,
52274,LATRECEY ORMOY SUR AUBE,52120,,,
52274,LATRECEY ORMOY SUR AUBE,52120,,,
52399,PONT LA VILLE,52120,,,
52525,VILLARS EN AZOIS,52120,,,
52069,BRAUX LE CHATEL,52120,,,
52114,CHATEAUVILLAIN,52120,,,
52114,CHATEAUVILLAIN,52120,,,
52114,CHATEAUVILLAIN,52120,,,
52365,ORGES,52120,,,
52058,BOLOGNE,52310,,,
52371,OUDINCOURT,52310,,,
52011,ANNEVILLE LA PRAIRIE,52310,,,
52548,VRAINCOURT,52310,,,
52058,BOLOGNE,52310,,,
52322,MEURES,52310,,,
52367,ORMOY LES SEXFONTAINES,52310,,,
52522,VIEVILLE,52310,,,
52058,BOLOGNE,52310,,,
52260,LAMANCINE,52310,,,
52060,BOURBONNE LES BAINS,52400,,,
52103,CHAMPIGNY SOUS VARENNES,52400,,,
52208,FRESNES SUR APANCE,52400,,,
52264,LANEUVELLE,52400,,,
52328,MONTCHARVOT,52400,,,
52350,NEUVELLE LES VOISEY,52400,,,
52377,PARNOY EN BASSIGNY,52400,,,
52400,LE CHATELET SUR MEUSE,52400,,,
52135,COIFFY LE BAS,52400,,,
52377,PARNOY EN BASSIGNY,52400,,,
52470,SERQUEUX,52400,,,
52504,VARENNES SUR AMANCE,52400,,,
52136,COIFFY LE HAUT,52400,,,
52164,DAMREMONT,52400,,,
52185,ENFONVELLE,52400,,,
52233,GUYONVELLE,52400,,,
52273,LARIVIERE ARNONCOURT,52400,,,
52318,MELAY,52400,,,
52483,SOYERS,52400,,,
52544,VOISEY,52400,,,
52544,VOISEY,52400,,,
52002,AIGREMONT,52400,,,
52273,LARIVIERE ARNONCOURT,52400,,,
52377,PARNOY EN BASSIGNY,52400,,,
52060,BOURBONNE LES BAINS,52400,,,
52060,BOURBONNE LES BAINS,52400,,,
52124,CHEZEAUX,52400,,,
52400,LE CHATELET SUR MEUSE,52400,,,
52400,LE CHATELET SUR MEUSE,52400,,,
52520,VICQ,52400,,,
52064,BOURMONT ENTRE MEUSE ET MOUZON,52150,,,
52227,GRAFFIGNY CHEMIN,52150,,,
52237,HARREVILLE LES CHANTEURS,52150,,,
52243,HUILLIECOURT,52150,,,
52247,ILLOUD,52150,,,
52433,ROMAIN SUR MEUSE,52150,,,
52482,SOULAUCOURT SUR MOUZON,52150,,,
52505,VAUDRECOURT,52150,,,
52101,CHAMPIGNEULLES EN BASSIGNY,52150,,,
52287,LEVECOURT,52150,,,
52476,SOMMERECOURT,52150,,,
52064,BOURMONT ENTRE MEUSE ET MOUZON,52150,,,
52064,BOURMONT ENTRE MEUSE ET MOUZON,52150,,,
52217,GERMAINVILLIERS,52150,,,
52304,MALAINCOURT SUR MEUSE,52150,,,
52063,BOURG STE MARIE,52150,,,
52064,BOURMONT ENTRE MEUSE ET MOUZON,52150,,,
52067,BRAINVILLE SUR MEUSE,52150,,,
52122,CHAUMONT LA VILLE,52150,,,
52174,DONCOURT SUR MEUSE,52150,,,
52234,HACOURT,52150,,,
52372,OUTREMECOURT,52150,,,
52455,ST THIEBAULT,52150,,,
52074,BREUVANNES EN BASSIGNY,52240,,,
52291,LONGCHAMP,52240,,,
52301,MAISONCELLES,52240,,,
52025,AUDELONCOURT,52240,,,
52074,BREUVANNES EN BASSIGNY,52240,,,
52085,BUXIERES LES CLEFMONT,52240,,,
52127,CHOISEUL,52240,,,
52358,NOYERS,52240,,,
52549,VRONCOURT LA COTE,52240,,,
52159,CUVES,52240,,,
52319,MENNOUVEAUX,52240,,,
52320,MERREY,52240,,,
52325,MILLIERES,52240,,,
52332,VAL DE MEUSE,52240,,,
52385,PERRUSSE,52240,,,
52489,THOL LES MILLIERES,52240,,,
52038,BASSONCOURT,52240,,,
52074,BREUVANNES EN BASSIGNY,52240,,,
52132,CLEFMONT,52240,,,
52161,DAILLECOURT,52240,,,
52083,CHAMPSEVRAINE,52500,,,
52083,CHAMPSEVRAINE,52500,,,
52229,GRENANT,52500,,,
52388,PIERREMONT SUR AMANCE,52500,,,
52406,PRESSIGNY,52500,,,
52467,SAVIGNY,52500,,,
52145,COUBLANC,52500,,,
52195,FARINCOURT,52500,,,
52303,MAIZIERES SUR AMANCE,52500,,,
52513,VELLES,52500,,,
52546,VONCOURT,52500,,,
52043,BELMONT,52500,,,
52051,BIZE,52500,,,
52083,CHAMPSEVRAINE,52500,,,
52213,GENEVRIERES,52500,,,
52257,LAFERTE SUR AMANCE,52500,,,
52290,LES LOGES,52500,,,
52464,SAULLES,52500,,,
52503,VALLEROY,52500,,,
52013,ANROSEY,52500,,,
52197,FAYL BILLOT,52500,,,
52298,MAATZ,52500,,,
52438,ROUGEUX,52500,,,
52015,ARBIGNY SOUS VARENNES,52500,,,
52197,FAYL BILLOT,52500,,,
52197,FAYL BILLOT,52500,,,
52223,GILLEY,52500,,,
52388,PIERREMONT SUR AMANCE,52500,,,
52388,PIERREMONT SUR AMANCE,52500,,,
52390,PISSELOUP,52500,,,
52394,POINSON LES FAYL,52500,,,
52493,TORNAY,52500,,,
52088,CEFFONDS,52220,,,
52391,PLANRUPT,52220,,,
52411,RIVES DERVOISES,52220,,,
52479,SOMMEVOIRE,52220,,,
52266,LANEUVILLE A REMY,52220,,,
52411,RIVES DERVOISES,52220,,,
52411,RIVES DERVOISES,52220,,,
52479,SOMMEVOIRE,52220,,,
52487,THILLEUX,52220,,,
52206,FRAMPAS,52220,,,
52331,LA PORTE DU DER,52220,,,
52088,CEFFONDS,52220,,,
52331,LA PORTE DU DER,52220,,,
52411,RIVES DERVOISES,52220,,,
52088,CEFFONDS,52220,,,
52094,VALS DES TILLES,52160,,,
52395,POINSON LES GRANCEY,52160,,,
52403,PRASLAY,52160,,,
52016,ARBOT,52160,,,
52028,AULNOY SUR AUBE,52160,,,
52094,VALS DES TILLES,52160,,,
52094,VALS DES TILLES,52160,,,
52137,COLMIER LE BAS,52160,,,
52138,COLMIER LE HAUT,52160,,,
52393,POINSENOT,52160,,,
52437,ROUELLES,52160,,,
52526,VILLARS SANTENOGE,52160,,,
52542,VIVEY,52160,,,
52040,BAY SUR AUBE,52160,,,
52092,CHALANCEY,52160,,,
52094,VALS DES TILLES,52160,,,
52094,VALS DES TILLES,52160,,,
52216,GERMAINES,52160,,,
52384,PERROGNEY LES FONTAINES,52160,,,
52526,VILLARS SANTENOGE,52160,,,
52526,VILLARS SANTENOGE,52160,,,
52540,VITRY EN MONTAGNE,52160,,,
52023,AUBERIVE,52160,,,
52094,VALS DES TILLES,52160,,,
52344,MOUILLERON,52160,,,
52384,PERROGNEY LES FONTAINES,52160,,,
52439,ROUVRES SUR AUBE,52160,,,
52499,VAILLANT,52160,,,
52118,CHATONRUPT SOMMERMONT,52300,,,
52156,CUREL,52300,,,
52175,DONJEUX,52300,,,
52184,EFFINCOURT,52300,,,
52231,GUINDRECOURT AUX ORMES,52300,,,
52356,NOMECOURT,52300,,,
52118,CHATONRUPT SOMMERMONT,52300,,,
52302,MAIZIERES,52300,,,
52316,MATHONS,52300,,,
52456,ST URBAIN MACONCOURT,52300,,,
52511,VAUX SUR ST URBAIN,52300,,,
52512,VECQUEVILLE,52300,,,
52212,FRONVILLE,52300,,,
52378,PAROY SUR SAULX,52300,,,
52029,AUTIGNY LE GRAND,52300,,,
52030,AUTIGNY LE PETIT,52300,,,
52346,MUSSEY SUR MARNE,52300,,,
52440,ROUVROY SUR MARNE,52300,,,
52442,RUPT,52300,,,
52456,ST URBAIN MACONCOURT,52300,,,
52490,THONNANCE LES JOINVILLE,52300,,,
52055,BLECOURT,52300,,,
52199,FERRIERE ET LAFOLIE,52300,,,
52250,JOINVILLE,52300,,,
52370,OSNE LE VAL,52300,,,
52484,SUZANNECOURT,52300,,,
52119,CHAUDENAY,52600,,,
52240,HEUILLEY LE GRAND,52600,,,
52242,HAUTE AMANCE,52600,,,
52374,LE PAILLY,52600,,,
52242,HAUTE AMANCE,52600,,,
52242,HAUTE AMANCE,52600,,,
52242,HAUTE AMANCE,52600,,,
52354,NOIDANT CHATENOY,52600,,,
52492,TORCENAY,52600,,,
52090,CELSOY,52600,,,
52155,CULMONT,52600,,,
52242,HAUTE AMANCE,52600,,,
52228,GRANDCHAMP,52600,,,
52424,RIVIERES LE BOIS,52600,,,
52529,VILLEGUSIEN LE LAC,52600,,,
52093,CHALINDREY,52600,,,
52134,COHONS,52600,,,
52375,PALAISEUL,52600,,,
52539,VIOLOT,52600,,,
52121,CHAUMONT,52000,,,
52121,CHAUMONT,52000,,,
52193,EUFFIGNEIX,52000,,,
52251,JONCHERY,52000,,,
52125,CHAMARANDES CHOIGNES,52000,,,
52125,CHAMARANDES CHOIGNES,52000,,,
52141,CONDES,52000,,,
52276,LAVILLE AUX BOIS,52000,,,
52125,CHAMARANDES CHOIGNES,52000,,,
52205,FOULAIN,52000,,,
52251,JONCHERY,52000,,,
52297,LUZY SUR MARNE,52000,,,
52514,VERBIESLES,52000,,,
52535,VILLIERS LE SEC,52000,,,
52072,BRETHENAY,52000,,,
52087,BUXIERES LES VILLIERS,52000,,,
52251,JONCHERY,52000,,,
52469,SEMOUTIERS MONTSAON,52000,,,
52349,NEUILLY SUR SUIZE,52000,,,
52421,RIAUCOURT,52000,,,
52469,SEMOUTIERS MONTSAON,52000,,,
52494,TREIX,52000,,,
52123,CHEVILLON,52170,,,
52265,BAYARD SUR MARNE,52170,,,
52265,BAYARD SUR MARNE,52170,,,
52123,CHEVILLON,52170,,,
52203,FONTAINES SUR MARNE,52170,,,
52265,BAYARD SUR MARNE,52170,,,
52414,RACHECOURT SUR MARNE,52170,,,
52123,CHEVILLON,52170,,,
52265,BAYARD SUR MARNE,52170,,,
52347,NARCY,52170,,,
52126,CHOILLEY DARDENAY,52190,,,
52189,LE VAL D ESNOMS,52190,,,
52405,LE MONTSAUGEONNAIS,52190,,,
52519,VESVRES SOUS CHALANCEY,52190,,,
52027,AUJEURRES,52190,,,
52126,CHOILLEY DARDENAY,52190,,,
52158,CUSEY,52190,,,
52405,LE MONTSAUGEONNAIS,52190,,,
52446,ST BROINGT LES FOSSES,52190,,,
52113,CHASSIGNY,52190,,,
52170,DOMMARIEN,52190,,,
52189,LE VAL D ESNOMS,52190,,,
52189,LE VAL D ESNOMS,52190,,,
52285,LEUCHEY,52190,,,
52405,LE MONTSAUGEONNAIS,52190,,,
52425,RIVIERE LES FOSSES,52190,,,
52529,VILLEGUSIEN LE LAC,52190,,,
52189,LE VAL D ESNOMS,52190,,,
52360,OCCEY,52190,,,
52529,VILLEGUSIEN LE LAC,52190,,,
52529,VILLEGUSIEN LE LAC,52190,,,
52536,VILLIERS LES APREY,52190,,,
52158,CUSEY,52190,,,
52249,ISOMES,52190,,,
52445,ST BROINGT LE BOIS,52190,,,
52529,VILLEGUSIEN LE LAC,52190,,,
52140,COLOMBEY LES DEUX EGLISES,52330,,,
52140,COLOMBEY LES DEUX EGLISES,52330,,,
52278,LAVILLENEUVE AU ROI,52330,,,
52330,MONTHERIES,52330,,,
52472,SEXFONTAINES,52330,,,
52140,COLOMBEY LES DEUX EGLISES,52330,,,
52140,COLOMBEY LES DEUX EGLISES,52330,,,
52140,COLOMBEY LES DEUX EGLISES,52330,,,
52221,GILLANCOURT,52330,,,
52253,JUZENNECOURT,52330,,,
52426,RIZAUCOURT BUCHEY,52330,,,
52426,RIZAUCOURT BUCHEY,52330,,,
52031,AUTREVILLE SUR LA RENNE,52330,,,
52053,BLAISY,52330,,,
52031,AUTREVILLE SUR LA RENNE,52330,,,
52140,COLOMBEY LES DEUX EGLISES,52330,,,
52140,COLOMBEY LES DEUX EGLISES,52330,,,
52140,COLOMBEY LES DEUX EGLISES,52330,,,
52140,COLOMBEY LES DEUX EGLISES,52330,,,
52157,CURMONT,52330,,,
52232,GUINDRECOURT SUR BLAISE,52330,,,
52254,LACHAPELLE EN BLAISY,52330,,,
52506,VAUDREMONT,52330,,,
52146,COUPRAY,52210,,,
52165,DANCEVOIR,52210,,,
52282,LEFFONDS,52210,,,
52220,GIEY SUR AUJON,52210,,,
52486,TERNAT,52210,,,
52017,ARC EN BARROIS,52210,,,
52022,AUBEPIERRE SUR AUBE,52210,,,
52082,BUGNIERES,52210,,,
52431,ROCHETAILLEE,52210,,,
52450,ST LOUP SUR AUJON,52210,,,
52450,ST LOUP SUR AUJON,52210,,,
52151,COUR L EVEQUE,52210,,,
52431,ROCHETAILLEE,52210,,,
52450,ST LOUP SUR AUJON,52210,,,
52538,VILLIERS SUR SUIZE,52210,,,
52160,DAILLANCOURT,52110,,,
52284,LESCHERES SUR LE BLAISERON,52110,,,
52007,AMBONVILLE,52110,,,
52019,ARNANCOURT,52110,,,
52039,BAUDRECOURT,52110,,,
52047,BEURVILLE,52110,,,
52109,CHARMES EN L ANGLE,52110,,,
52129,CIREY SUR BLAISE,52110,,,
52321,MERTRUD,52110,,,
52341,MORANCOURT,52110,,,
52495,TREMILLY,52110,,,
52149,COURCELLES SUR BLAISE,52110,,,
52172,DOMMARTIN LE ST PERE,52110,,,
52178,DOULEVANT LE CHATEAU,52110,,,
52178,DOULEVANT LE CHATEAU,52110,,,
52359,NULLY,52110,,,
52066,BRACHAY,52110,,,
52110,CHARMES LA GRANDE,52110,,,
52171,DOMMARTIN LE FRANC,52110,,,
52201,FLAMMERECOURT,52110,,,
52057,BLUMERAY,52110,,,
52065,BOUZANCOURT,52110,,,
52179,DOULEVANT LE PETIT,52130,,,
52198,FAYS,52130,,,
52413,RACHECOURT SUZEMONT,52130,,,
52497,TROISFONTAINES LA VILLE,52130,,,
52502,VALLERET,52130,,,
52021,ATTANCOURT,52130,,,
52169,DOMBLAIN,52130,,,
52336,MONTREUIL SUR BLAISE,52130,,,
52497,TROISFONTAINES LA VILLE,52130,,,
52034,BAILLY AUX FORGES,52130,,,
52079,BROUSSEVAL,52130,,,
52294,LOUVEMONT,52130,,,
52300,MAGNEUX,52130,,,
52497,TROISFONTAINES LA VILLE,52130,,,
52497,TROISFONTAINES LA VILLE,52130,,,
52528,VILLE EN BLAISOIS,52130,,,
52550,WASSY,52130,,,
52006,ALLICHAMPS,52130,,,
52475,SOMMANCOURT,52130,,,
52510,VAUX SUR BLAISE,52130,,,
52543,VOILLECOMTE,52130,,,
52182,ECLARON BRAUCOURT STE LIVIERE,52290,,,
52182,ECLARON BRAUCOURT STE LIVIERE,52290,,,
52182,ECLARON BRAUCOURT STE LIVIERE,52290,,,
52244,HUMBECOURT,52290,,,
52190,ESNOUVEAUX,52340,,,
52050,BIESLES,52340,,,
52001,AGEVILLE,52340,,,
52050,BIESLES,52340,,,
52211,FRONCLES,52320,,,
52524,VIGNORY,52320,,,
52091,CERISIERES,52320,,,
52230,GUDMONT VILLIERS,52320,,,
52436,ROUECOURT,52320,,,
52230,GUDMONT VILLIERS,52320,,,
52310,MARBEVILLE,52320,,,
52326,MIRBEL,52320,,,
52211,FRONCLES,52320,,,
52211,FRONCLES,52320,,,
52480,SONCOURT SUR MARNE,52320,,,
52547,VOUECOURT,52320,,,
52214,LA GENEVROYE,52320,,,
52277,LAVILLENEUVE,52140,,,
52332,VAL DE MEUSE,52140,,,
52332,VAL DE MEUSE,52140,,,
52416,RANGECOURT,52140,,,
52465,SAULXURES,52140,,,
52033,AVRECOURT,52140,,,
52120,CHAUFFOURT,52140,,,
52162,DAMMARTIN SUR MEUSE,52140,,,
52248,IS EN BASSIGNY,52140,,,
52275,LAVERNOY,52140,,,
52332,VAL DE MEUSE,52140,,,
52332,VAL DE MEUSE,52140,,,
52332,VAL DE MEUSE,52140,,,
52332,VAL DE MEUSE,52140,,,
52332,VAL DE MEUSE,52140,,,
52332,VAL DE MEUSE,52140,,,
52415,RANCONNIERES,52140,,,
52461,SARREY,52140,,,
52292,LONGEAU PERCEY,52250,,,
52515,VERSEILLES LE BAS,52250,,,
52035,BAISSEY,52250,,,
52014,APREY,52250,,,
52292,LONGEAU PERCEY,52250,,,
52200,FLAGEY,52250,,,
52292,LONGEAU PERCEY,52250,,,
52364,ORCEVAUX,52250,,,
52516,VERSEILLES LE HAUT,52250,,,
52353,NOGENT,52800,,,
52205,FOULAIN,52800,,,
52271,LANQUES SUR ROGNON,52800,,,
52315,MARNAY SUR MARNE,52800,,,
52396,POINSON LES NOGENT,52800,,,
52518,VESAIGNES SUR MARNE,52800,,,
52305,MANDRES LA COTE,52800,,,
52295,LOUVIERES,52800,,,
52353,NOGENT,52800,,,
52353,NOGENT,52800,,,
52401,POULANGY,52800,,,
52459,SARCEY,52800,,,
52488,THIVET,52800,,,
52541,VITRY LES NOGENT,52800,,,
52352,NINVILLE,52800,,,
52353,NOGENT,52800,,,
52383,PERRANCEY LES VIEUX MOULINS,52200,,,
52062,BOURG,52200,,,
52102,CHAMPIGNY LES LANGRES,52200,,,
52115,CHATENAY MACHERON,52200,,,
52269,LANGRES,52200,,,
52355,NOIDANT LE ROCHEUX,52200,,,
52366,ORMANCEY,52200,,,
52447,ST CIERGUES,52200,,,
52312,MARDOR,52200,,,
52449,SAINTS GEOSMES,52200,,,
52457,ST VALLIER SUR MARNE,52200,,,
52070,BRENNES,52200,,,
52147,COURCELLES EN MONTAGNE,52200,,,
52246,HUMES JORQUENAY,52200,,,
52246,HUMES JORQUENAY,52200,,,
52380,PEIGNEY,52200,,,
52452,ST MARTIN LES LANGRES,52200,,,
52507,VAUXBONS,52200,,,
52269,LANGRES,52200,,,
52383,PERRANCEY LES VIEUX MOULINS,52200,,,
52449,SAINTS GEOSMES,52200,,,
52453,ST MAURICE,52200,,,
52545,VOISINES,52200,,,
52429,ROCHES SUR MARNE,52410,,,
52099,CHAMOUILLEY,52410,,,
52194,EURVILLE BIENVILLE,52410,,,
52194,EURVILLE BIENVILLE,52410,,,
52432,ROLAMPONT,52260,,,
52042,BEAUCHEMIN,52260,,,
52106,CHANOY,52260,,,
52432,ROLAMPONT,52260,,,
52432,ROLAMPONT,52260,,,
52196,FAVEROLLES,52260,,,
52307,MARAC,52260,,,
52432,ROLAMPONT,52260,,,
52448,ST DIZIER,52100,,,
51478,ST EULIEN,52100,,,
52327,MOESLAINS,52100,,,
52386,PERTHES,52100,,,
52045,BETTANCOURT LA FERREE,52100,,,
52104,CHANCENAY,52100,,,
52534,VILLIERS EN LIEU,52100,,,
51522,SAPIGNICOURT,52100,,,
52267,LANEUVILLE AU PONT,52100,,,
52500,VALCOURT,52100,,,
52235,HALLIGNICOURT,52100,,,
53003,AMBRIERES LES VALLEES,53300,,,
53111,LA HAIE TRAVERSAINE,53300,,,
53170,OISSEAU,53300,,,
53234,ST LOUP DU GAST,53300,,,
53216,ST FRAIMBAULT DE PRIERES,53300,,,
53055,CHANTRIGNE,53300,,,
53176,LE PAS,53300,,,
53237,ST MARS SUR COLMONT,53300,,,
53003,AMBRIERES LES VALLEES,53300,,,
53079,COUESMES VAUCE,53300,,,
53079,COUESMES VAUCE,53300,,,
53261,SOUCE,53300,,,
53008,ARON,53440,,,
53028,BELGEARD,53440,,,
53109,GRAZAY,53440,,,
53057,LA CHAPELLE AU RIBOUL,53440,,,
53021,LA BAZOGE MONTPINCON,53440,,,
53144,MARCILLE LA VILLE,53440,,,
53015,LA BACONNIERE,53240,,,
53229,ST JEAN SUR MAYENNE,53240,,,
53224,ST GERMAIN LE FOUILLOUX,53240,,,
53002,ALEXAIN,53240,,,
53005,ANDOUILLE,53240,,,
53031,LA BIGOTTIERE,53240,,,
53156,MONTFLOURS,53240,,,
53225,ST GERMAIN LE GUILLAUME,53240,,,
53179,PLACE,53240,,,
53222,ST GERMAIN D ANXURE,53240,,,
53022,LA BAZOUGE DE CHEMERE,53170,,,
53030,LE BIGNON DU MAINE,53170,,,
53143,MAISONCELLES DU MAINE,53170,,,
53046,LE BURET,53170,,,
53152,MESLAY DU MAINE,53170,,,
53273,VILLIERS CHARLEMAGNE,53170,,,
53009,ARQUENAY,53170,,,
53025,BAZOUGERS,53170,,,
53087,LA CROPTE,53170,,,
53193,RUILLE FROID FONDS,53170,,,
53206,ST CHARLES LA FORET,53170,,,
53212,ST DENIS DU MAINE,53170,,,
53033,LA BOISSIERE,53800,,,
53035,BOUCHAMPS LES CRAON,53800,,,
53253,ST SATURNIN DU LIMET,53800,,,
53073,CONGRIER,53800,,,
53258,LA SELLE CRAONNAISE,53800,,,
53240,ST MARTIN DU LIMET,53800,,,
53188,RENAZE,53800,,,
53036,BOUERE,53290,,,
53029,BIERNE LES VILLAGES,53290,,,
53110,GREZ EN BOUERE,53290,,,
53027,BEAUMONT PIED DE BOEUF,53290,,,
53029,BIERNE LES VILLAGES,53290,,,
53203,ST BRICE,53290,,,
53029,BIERNE LES VILLAGES,53290,,,
53029,BIERNE LES VILLAGES,53290,,,
53037,BOUESSAY,53290,,,
53210,ST DENIS D ANJOU,53290,,,
53233,ST LOUP DU DORAT,53290,,,
53038,BOULAY LES IFS,53370,,,
53052,CHAMPFREMONT,53370,,,
53106,GESVRES,53370,,,
53187,RAVIGNY,53370,,,
53246,ST PIERRE DES NIDS,53370,,,
53039,LE BOURGNEUF LA FORET,53410,,,
53040,BOURGON,53410,,,
53243,ST OUEN DES TOITS,53410,,,
53129,LAUNAY VILLIERS,53410,,,
53045,LA BRULATTE,53410,,,
53169,OLIVET,53410,,,
53247,ST PIERRE LA COUR,53410,,,
53108,LA GRAVELLE,53410,,,
53182,PORT BRILLET,53410,,,
53047,CARELLES,53120,,,
53071,COLOMBIERS DU PLESSIS,53120,,,
53132,LEVARE,53120,,,
53270,VIEUVY,53120,,,
53131,LESBOIS,53120,,,
53107,GORRON,53120,,,
53115,HERCE,53120,,,
53042,BRECE,53120,,,
53199,ST AUBIN FOSSE LOUVAIN,53120,,,
53061,CHARCHIGNE,53250,,,
53069,CHEVAIGNE DU MAINE,53250,,,
53112,LE HAM,53250,,,
53272,VILLEPAIL,53250,,,
53142,MADRE,53250,,,
53121,JAVRON LES CHAPELLES,53250,,,
53080,COUPTRAIN,53250,,,
53196,ST AIGNAN DE COUPTRAIN,53250,,,
53121,JAVRON LES CHAPELLES,53250,,,
53164,NEUILLY LE VENDIN,53250,,,
53077,COSSE LE VIVIEN,53230,,,
53151,MERAL,53230,,,
53011,ASTILLE,53230,,,
53075,COSMES,53230,,,
53082,COURBEVEILLE,53230,,,
53058,LA CHAPELLE CRAONNAISE,53230,,,
53096,ERNEE,53500,,,
53155,MONTENAY,53500,,,
53245,ST PIERRE DES LANDES,53500,,,
53211,ST DENIS DE GASTINES,53500,,,
53269,VAUTORTE,53500,,,
53126,LARCHAMP,53220,,,
53181,PONTMAIN,53220,,,
53202,ST BERTHEVIN LA TANNIERE,53220,,,
53154,MONTAUDIN,53220,,,
53213,ST ELLIER DU MAINE,53220,,,
53177,LA PELLERINE,53220,,,
53238,ST MARS SUR LA FUTAIE,53220,,,
53128,LAUBRIERES,53540,,,
53102,GASTINES,53540,,,
53250,ST POIX,53540,,,
53088,CUILLE,53540,,,
53130,LAVAL,53000,,,
53133,LIGNIERES ORGERES,53140,,,
53204,ST CALAIS DU DESERT,53140,,,
53133,LIGNIERES ORGERES,53140,,,
53173,LA PALLU,53140,,,
53185,PRE EN PAIL ST SAMSON,53140,,,
53185,PRE EN PAIL ST SAMSON,53140,,,
53208,ST CYR EN PAIL,53140,,,
53136,LA ROCHE NEUVILLE,53360,,,
53117,HOUSSAY,53360,,,
53186,QUELAINES ST GAULT,53360,,,
53172,ORIGNE,53360,,,
53178,PEUTON,53360,,,
53186,QUELAINES ST GAULT,53360,,,
53260,SIMPLE,53360,,,
53137,LOIRON RUILLE,53320,,,
53137,LOIRON RUILLE,53320,,,
53209,ST CYR LE GRAVELAIS,53320,,,
53026,BEAULIEU SUR OUDON,53320,,,
53158,MONTJEAN,53320,,,
53148,MEE,53400,,,
53084,CRAON,53400,,,
53165,NIAFLES,53400,,,
53068,CHERANCE,53400,,,
53180,POMMERIEUX,53400,,,
53090,DENAZE,53400,,,
53135,LIVRE LA TOUCHE,53400,,,
53012,ATHEE,53400,,,
53251,ST QUENTIN LES ANGES,53400,,,
53162,MOULAY,53100,,,
53064,CHATILLON SUR COLMONT,53100,,,
53074,CONTEST,53100,,,
53147,MAYENNE,53100,,,
53174,PARIGNE SUR BRAYE,53100,,,
53219,ST GEORGES BUTTAVENT,53100,,,
53200,ST BAUDELLE,53100,,,
53219,ST GEORGES BUTTAVENT,53100,,,
53175,PARNE SUR ROC,53260,,,
53094,ENTRAMMES,53260,,,
53099,FORCE,53260,,,
53218,STE GEMMES LE ROBERT,53600,,,
53221,ST GEORGES SUR ERVE,53600,,,
53097,EVRON,53600,,,
53097,EVRON,53600,,,
53153,MEZANGERS,53600,,,
53010,ASSE LE BERENGER,53600,,,
53276,VOUTRE,53600,,,
53220,ST GEORGES LE FLECHARD,53480,,,
53267,VAIGES,53480,,,
53232,ST LEGER,53480,,,
53223,ST GERMAIN DE COULAMER,53700,,,
53236,ST MARS DU DESERT,53700,,,
53139,LOUPFOUGERES,53700,,,
53271,VILLAINES LA JUHEL,53700,,,
53013,AVERTON,53700,,,
53083,COURCITE,53700,,,
53085,CRENNES SUR FRAUBEE,53700,,,
53198,ST AUBIN DU DESERT,53700,,,
53255,STE SUZANNE ET CHAMMES,53270,,,
53248,ST PIERRE SUR ERVE,53270,,,
53264,THORIGNE EN CHARNIE,53270,,,
53228,BLANDOUET ST JEAN,53270,,,
53265,TORCE VIVIERS EN CHARNIE,53270,,,
53265,TORCE VIVIERS EN CHARNIE,53270,,,
53228,BLANDOUET ST JEAN,53270,,,
53255,STE SUZANNE ET CHAMMES,53270,,,
53262,SOULGE SUR OUETTE,53210,,,
53262,SOULGE SUR OUETTE,53210,,,
53007,ARGENTRE,53210,,,
53141,LOUVIGNE,53210,,,
53263,THUBOEUF,53110,,,
53127,LASSAY LES CHATEAUX,53110,,,
53127,LASSAY LES CHATEAUX,53110,,,
53189,RENNES EN GRENOUILLES,53110,,,
53235,STE MARIE DU BOIS,53110,,,
53127,LASSAY LES CHATEAUX,53110,,,
53118,LE HOUSSEAU BRETIGNOLLES,53110,,,
53230,ST JULIEN DU TERROUX,53110,,,
53118,LE HOUSSEAU BRETIGNOLLES,53110,,,
53127,LASSAY LES CHATEAUX,53110,,,
53274,VIMARCE,53160,,,
53016,BAIS,53160,,,
53256,ST THOMAS DE COURCERIERS,53160,,,
53120,IZE,53160,,,
53113,HAMBERS,53160,,,
53266,TRANS,53160,,,
53053,CHAMPGENETEUX,53160,,,
53122,JUBLAINS,53160,,,
53239,ST MARTIN DE CONNEE,53160,,,
53249,ST PIERRE SUR ORTHE,53160,,,
54002,ABBEVILLE LES CONFLANS,54800,,,
54004,AFFLEVILLE,54800,,,
54082,BONCOURT,54800,,,
54253,HATRIZE,54800,,,
54283,JOUAVILLE,54800,,,
54478,ST MARCEL,54800,,,
54058,BECHAMPS,54800,,,
54093,BRAINVILLE,54800,,,
54103,BRUVILLE,54800,,,
54136,CONFLANS EN JARNISY,54800,,,
54213,FRIAUVILLE,54800,,,
54231,GONDRECOURT AIX,54800,,,
54440,PUXE,54800,,,
54441,PUXIEUX,54800,,,
54009,ALLAMONT,54800,,,
54171,DONCOURT LES CONFLANS,54800,,,
54273,JARNY,54800,,,
54277,JEANDELIZE,54800,,,
54389,MOUAVILLE,54800,,,
54408,OLLEY,54800,,,
54581,VILLE SUR YRON,54800,,,
54599,XONVILLE,54800,,,
54249,HANNONVILLE SUZEMONT,54800,,,
54273,JARNY,54800,,,
54286,LABRY,54800,,,
