code_INSEE,TX_POVERTY
2A001,17.815482502651115
2A004,27.441333370187127
2A006,17.82608695652174
2A008,24.091305451615398
2A011,24.091305451615398
2A014,24.091305451615398
2A017,21.087160262417996
2A018,24.091305451615398
2A019,24.091305451615398
2A021,24.091305451615398
2A022,24.091305451615398
2A024,24.091305451615398
2A026,24.091305451615398
2A027,24.091305451615398
2A028,24.091305451615398
2A031,24.091305451615398
2A032,22.21276595744681
2A035,24.091305451615398
2A038,24.091305451615398
2A040,24.091305451615398
2A041,23.01255230125523
2A048,24.091305451615398
2A056,24.091305451615398
2A060,24.091305451615398
2A061,24.091305451615398
2A062,24.091305451615398
2A064,24.091305451615398
2A065,24.091305451615398
2A066,24.091305451615398
2A070,24.091305451615398
2A071,24.091305451615398
2A085,24.091305451615398
2A089,24.091305451615398
2A090,24.091305451615398
2A091,24.091305451615398
2A092,24.091305451615398
2A094,24.091305451615398
2A098,24.091305451615398
2A099,24.091305451615398
2A100,24.091305451615398
2A103,24.83277591973244
2A104,24.091305451615398
2A108,24.091305451615398
2A114,24.091305451615398
2A115,24.091305451615398
2A117,24.091305451615398
2A118,24.091305451615398
2A119,24.091305451615398
2A127,24.091305451615398
2A128,24.091305451615398
2A129,24.091305451615398
2A130,20.130475302889096
2A131,24.091305451615398
2A132,24.091305451615398
2A133,24.091305451615398
2A139,24.091305451615398
2A141,24.091305451615398
2A142,24.091305451615398
2A144,24.091305451615398
2A146,24.091305451615398
2A154,24.091305451615398
2A158,24.091305451615398
2A160,24.091305451615398
2A163,24.091305451615398
2A174,24.091305451615398
2A181,24.091305451615398
2A186,24.091305451615398
2A189,24.091305451615398
2A191,24.091305451615398
2A196,24.091305451615398
2A197,24.091305451615398
2A198,24.091305451615398
2A200,24.091305451615398
2A203,24.091305451615398
2A204,24.091305451615398
2A209,23.34983498349835
2A211,24.091305451615398
2A212,24.091305451615398
2A215,24.091305451615398
2A228,24.091305451615398
2A232,24.091305451615398
2A240,24.091305451615398
2A247,27.524188958451905
2A249,35.1068667576171
2A253,24.091305451615398
2A254,24.091305451615398
