,CODE_INSEE,LIBCOM,DEP
278,01281,Ornex,01
279,01282,Outriaz,01
280,01283,Oyonnax,01
292,01284,Ozan,01
293,01285,Parcieux,01
294,01286,Parves et Nattages,01
295,01288,Péron,01
296,01289,Péronnas,01
298,01290,Pérouges,01
299,01291,Perrex,01
300,01293,Peyriat,01
301,01294,Peyrieu,01
302,01295,Peyzieux-sur-Saône,01
303,01296,Pirajoux,01
304,01297,Pizay,01
305,01298,Plagne,01
306,01299,Le Plantay,01
307,01301,Polliat,01
308,01302,Pollieu,01
309,01303,Poncin,01
310,01304,Pont-d'Ain,01
311,01305,Pont-de-Vaux,01
312,01306,Pont-de-Veyle,01
313,01307,Port,01
314,01308,Pougny,01
315,01309,Pouillat,01
316,01310,Prémeyzel,01
317,01311,Prémillieu,01
318,01313,Prévessin-Moëns,01
319,01314,Priay,01
320,01317,Ramasse,01
321,01318,Rancé,01
322,01319,Relevant,01
323,01320,Replonges,01
324,01321,Revonnas,01
325,01322,Reyrieux,01
326,01323,Reyssouze,01
327,01325,Rignieux-le-Franc,01
328,01328,Romans,01
329,01329,Rossillon,01
330,01330,Ruffieu,01
331,01331,Saint-Alban,01
332,01332,Saint-André-de-Bâgé,01
333,01333,Saint-André-de-Corcy,01
334,01334,Saint-André-d'Huiriat,01
335,01335,Saint-André-le-Bouchoux,01
336,01336,Saint-André-sur-Vieux-Jonc,01
337,01337,Saint-Bénigne,01
338,01338,Groslée-Saint-Benoit,01
339,01339,Saint-Bernard,01
340,01342,Sainte-Croix,01
341,01343,Saint-Cyr-sur-Menthon,01
342,01344,Saint-Denis-lès-Bourg,01
343,01345,Saint-Denis-en-Bugey,01
344,01346,Saint-Didier-d'Aussiat,01
345,01347,Saint-Didier-de-Formans,01
346,01348,Saint-Didier-sur-Chalaronne,01
347,01349,Saint-Éloi,01
348,01350,Saint-Étienne-du-Bois,01
349,01351,Saint-Étienne-sur-Chalaronne,01
350,01352,Saint-Étienne-sur-Reyssouze,01
351,01353,Sainte-Euphémie,01
352,01354,Saint-Genis-Pouilly,01
355,01355,Saint-Genis-sur-Menthon,01
356,01356,Saint-Georges-sur-Renon,01
357,01357,Saint-Germain-de-Joux,01
358,01358,Saint-Germain-les-Paroisses,01
359,01359,Saint-Germain-sur-Renon,01
360,01360,Saint-Jean-de-Gonville,01
361,01361,Saint-Jean-de-Niost,01
362,01362,Saint-Jean-de-Thurigneux,01
363,01363,Saint-Jean-le-Vieux,01
364,01364,Saint-Jean-sur-Reyssouze,01
365,01365,Saint-Jean-sur-Veyle,01
366,01366,Sainte-Julie,01
367,01367,Saint-Julien-sur-Reyssouze,01
368,01368,Saint-Julien-sur-Veyle,01
369,01369,Saint-Just,01
370,01370,Saint-Laurent-sur-Saône,01
371,01371,Saint-Marcel,01
372,01372,Saint-Martin-de-Bavel,01
373,01373,Saint-Martin-du-Frêne,01
374,01374,Saint-Martin-du-Mont,01
375,01375,Saint-Martin-le-Châtel,01
376,01376,Saint-Maurice-de-Beynost,01
377,01378,Saint-Maurice-de-Gourdans,01
378,01379,Saint-Maurice-de-Rémens,01
379,01380,Saint-Nizier-le-Bouchoux,01
380,01381,Saint-Nizier-le-Désert,01
381,01382,Sainte-Olive,01
382,01383,Saint-Paul-de-Varax,01
383,01384,Saint-Rambert-en-Bugey,01
384,01385,Saint-Rémy,01
385,01386,Saint-Sorlin-en-Bugey,01
386,01387,Saint-Sulpice,01
387,01388,Saint-Trivier-de-Courtes,01
388,01389,Saint-Trivier-sur-Moignans,01
389,01390,Saint-Vulbas,01
390,01391,Salavre,01
391,01392,Samognat,01
392,01393,Sandrans,01
393,01396,Sault-Brénaz,01
394,01397,Sauverny,01
395,01398,Savigneux,01
396,01399,Ségny,01
397,01400,Seillonnaz,01
398,01401,Sergy,01
399,01402,Sermoyer,01
400,01403,Serrières-de-Briord,01
401,01404,Serrières-sur-Ain,01
402,01405,Servas,01
403,01406,Servignat,01
404,01407,Seyssel,01
405,01408,Simandre-sur-Suran,01
406,01410,Sonthonnax-la-Montagne,01
407,01411,Souclin,01
408,01412,Sulignat,01
409,01415,Talissieu,01
410,01416,Tenay,01
411,01418,Thil,01
412,01419,Thoiry,01
413,01420,Thoissey,01
414,01421,Torcieu,01
415,01422,Tossiat,01
416,01423,Toussieux,01
417,01424,Tramoyes,01
418,01425,La Tranclière,01
419,01426,Val-Revermont,01
420,01427,Trévoux,01
422,01428,Valeins,01
423,01429,Vandeins,01
424,01430,Varambon,01
425,01431,Vaux-en-Bugey,01
426,01432,Verjon,01
427,01433,Vernoux,01
428,01434,Versailleux,01
429,01435,Versonnex,01
430,01436,Vesancy,01
431,01437,Vescours,01
432,01439,Vésines,01
433,01441,Vieu-d'Izenave,01
434,01443,Villars-les-Dombes,01
435,01444,Villebois,01
436,01445,Villemotier,01
437,01446,Villeneuve,01
438,01447,Villereversure,01
439,01448,Villes,01
440,01449,Villette-sur-Ain,01
441,01450,Villieu-Loyes-Mollon,01
442,01451,Viriat,01
444,01452,Virieu-le-Grand,01
445,01453,Arvière-en-Valromey,01
446,01454,Virignin,01
447,01456,Vongnes,01
448,01457,Vonnas,01
449,02001,Abbécourt,02
450,02002,Achery,02
451,02003,Acy,02
452,02004,Agnicourt-et-Séchelles,02
453,02005,Aguilcourt,02
454,02006,Aisonville-et-Bernoville,02
455,02007,Aizelles,02
456,02008,Aizy-Jouy,02
457,02009,Alaincourt,02
458,02010,Allemant,02
459,02011,Ambleny,02
460,02012,Ambrief,02
461,02013,Amifontaine,02
462,02014,Amigny-Rouy,02
463,02015,Ancienville,02
464,02016,Andelain,02
465,02017,Anguilcourt-le-Sart,02
466,02018,Anizy-le-Grand,02
467,02019,Annois,02
468,02020,Any-Martin-Rieux,02
469,02021,Archon,02
470,02022,Arcy-Sainte-Restitue,02
471,02023,Armentières-sur-Ourcq,02
472,02024,Arrancy,02
473,02025,Artemps,02
474,02027,Assis-sur-Serre,02
475,02028,Athies-sous-Laon,02
476,02029,Attilly,02
477,02030,Aubencheul-aux-Bois,02
478,02031,Aubenton,02
479,02032,Aubigny-aux-Kaisnes,02
480,02033,Aubigny-en-Laonnois,02
481,02034,Audignicourt,02
482,02035,Audigny,02
483,02036,Augy,02
484,02037,Aulnois-sous-Laon,02
485,02038,Les Autels,02
486,02039,Autremencourt,02
487,02040,Autreppes,02
488,02041,Autreville,02
489,02042,Azy-sur-Marne,02
490,02043,Bagneux,02
491,02044,Bancigny,02
492,02046,Barenton-Bugny,02
493,02047,Barenton-Cel,02
494,02048,Barenton-sur-Serre,02
495,02049,Barisis-aux-Bois,02
496,02050,Barzy-en-Thiérache,02
497,02051,Barzy-sur-Marne,02
498,02052,Bassoles-Aulers,02
499,02053,Vallées en Champagne,02
500,02054,Bazoches-sur-Vesles,02
501,02055,Beaumé,02
502,02056,Beaumont-en-Beine,02
503,02057,Beaurevoir,02
504,02058,Beaurieux,02
505,02059,Beautor,02
506,02060,Beauvois-en-Vermandois,02
507,02061,Becquigny,02
508,02062,Belleau,02
509,02063,Bellenglise,02
510,02064,Belleu,02
511,02065,Bellicourt,02
512,02066,Benay,02
513,02067,Bergues-sur-Sambre,02
514,02068,Berlancourt,02
515,02069,Berlise,02
516,02070,Bernot,02
517,02071,Berny-Rivière,02
518,02072,Berrieux,02
519,02073,Berry-au-Bac,02
520,02074,Bertaucourt-Epourdon,02
521,02075,Berthenicourt,02
522,02076,Bertricourt,02
523,02077,Berzy-le-Sec,02
524,02078,Besmé,02
525,02079,Besmont,02
526,02080,Besny-et-Loizy,02
527,02081,Béthancourt-en-Vaux,02
528,02082,Beugneux,02
529,02083,Beuvardes,02
530,02084,Bézu-le-Guéry,02
531,02085,Bézu-Saint-Germain,02
532,02086,Bichancourt,02
533,02087,Bieuxy,02
534,02088,Bièvres,02
535,02089,Billy-sur-Aisne,02
536,02090,Billy-sur-Ourcq,02
537,02091,Blanzy-lès-Fismes,02
538,02093,Blérancourt,02
539,02094,Blesmes,02
540,02095,Bohain-en-Vermandois,02
541,02096,Bois-lès-Pargny,02
542,02097,Boncourt,02
543,02098,Bonneil,02
544,02099,Bonnesvalyn,02
545,02100,Bony,02
546,02101,Bosmont-sur-Serre,02
547,02102,Bouconville-Vauclair,02
548,02103,Boué,02
549,02104,Bouffignereux,02
550,02105,Bouresches,02
551,02106,Bourg-et-Comin,02
552,02107,Bourguignon-sous-Coucy,02
553,02108,Bourguignon-sous-Montbavin,02
554,02109,La Bouteille,02
555,02110,Braine,02
556,02111,Brancourt-en-Laonnois,02
557,02112,Brancourt-le-Grand,02
558,02114,Brasles,02
559,02115,Braye-en-Laonnois,02
560,02116,Braye-en-Thiérache,02
561,02117,Bray-Saint-Christophe,02
562,02118,Braye,02
563,02119,Brécy,02
564,02120,Brenelle,02
565,02121,Breny,02
566,02122,Brie,02
567,02123,Brissay-Choigny,02
568,02124,Brissy-Hamégicourt,02
569,02125,Brumetz,02
570,02126,Brunehamel,02
571,02127,Bruyères-sur-Fère,02
572,02128,Bruyères-et-Montbérault,02
573,02129,Bruys,02
574,02130,Bucilly,02
575,02131,Bucy-le-Long,02
576,02132,Bucy-lès-Cerny,02
577,02133,Bucy-lès-Pierrepont,02
578,02134,Buire,02
579,02135,Buironfosse,02
580,02136,Burelles,02
581,02137,Bussiares,02
582,02138,Buzancy,02
583,02139,Caillouël-Crépigny,02
584,02140,Camelin,02
585,02141,La Capelle,02
586,02142,Castres,02
587,02143,Le Catelet,02
588,02144,Caulaincourt,02
589,02145,Caumont,02
590,02146,Celles-lès-Condé,02
591,02148,Celles-sur-Aisne,02
592,02149,Cerizy,02
593,02150,Cerny-en-Laonnois,02
594,02151,Cerny-lès-Bucy,02
595,02152,Cerseuil,02
596,02153,Cessières-Suzy,02
597,02154,Chacrise,02
598,02155,Chaillevois,02
599,02156,Chalandry,02
600,02157,Chambry,02
601,02158,Chamouille,02
602,02159,Champs,02
603,02160,Chaourse,02
604,02162,La Chapelle-sur-Chézy,02
605,02163,Charly-sur-Marne,02
606,02164,Le Charmel,02
607,02165,Charmes,02
608,02166,Chartèves,02
609,02167,Chassemy,02
610,02168,Château-Thierry,02
617,02169,Châtillon-lès-Sons,02
618,02170,Châtillon-sur-Oise,02
619,02171,Chaudardes,02
620,02172,Chaudun,02
621,02173,Chauny,02
624,02174,Chavignon,02
625,02175,Chavigny,02
626,02176,Chavonne,02
627,02177,Chérêt,02
628,02178,Chermizy-Ailles,02
629,02179,Chéry-Chartreuve,02
630,02180,Chéry-lès-Pouilly,02
631,02181,Chéry-lès-Rozoy,02
632,02182,Chevennes,02
633,02183,Chevregny,02
634,02184,Chevresis-Monceau,02
635,02185,Chézy-en-Orxois,02
636,02186,Chézy-sur-Marne,02
637,02187,Chierry,02
638,02188,Chigny,02
639,02189,Chivres-en-Laonnois,02
640,02190,Chivres-Val,02
641,02191,Chivy-lès-Étouvelles,02
642,02192,Chouy,02
643,02193,Cierges,02
644,02194,Cilly,02
645,02195,Ciry-Salsogne,02
646,02196,Clacy-et-Thierret,02
647,02197,Clairfontaine,02
648,02198,Clamecy,02
649,02199,Clastres,02
650,02200,Clermont-les-Fermes,02
651,02201,Cœuvres-et-Valsery,02
652,02203,Coincy,02
653,02204,Coingt,02
654,02205,Colligis-Crandelain,02
655,02206,Colonfay,02
656,02207,Commenchon,02
657,02208,Concevreux,02
658,02209,Condé-en-Brie,02
659,02210,Condé-sur-Aisne,02
660,02211,Condé-sur-Suippe,02
661,02212,Condren,02
662,02213,Connigis,02
663,02214,Contescourt,02
664,02215,Corbeny,02
665,02216,Corcy,02
666,02217,Coucy-le-Château-Auffrique,02
667,02218,Coucy-lès-Eppes,02
668,02219,Coucy-la-Ville,02
669,02220,Coulonges-Cohan,02
670,02221,Coupru,02
671,02222,Courbes,02
672,02223,Courboin,02
673,02224,Courcelles-sur-Vesle,02
674,02225,Courchamps,02
675,02226,Courmelles,02
676,02227,Courmont,02
677,02228,Courtemont-Varennes,02
678,02229,Courtrizy-et-Fussigny,02
679,02230,Couvrelles,02
680,02231,Couvron-et-Aumencourt,02
681,02232,Coyolles,02
682,02233,Cramaille,02
683,02234,Craonne,02
684,02235,Craonnelle,02
685,02236,Crécy-au-Mont,02
686,02237,Crécy-sur-Serre,02
687,02238,Crépy,02
688,02239,Crézancy,02
689,02240,Croix-Fonsomme,02
690,02241,La Croix-sur-Ourcq,02
691,02242,Crouttes-sur-Marne,02
692,02243,Crouy,02
693,02244,Crupilly,02
694,02245,Cuffies,02
695,02246,Cugny,02
696,02248,Cuirieux,02
697,02249,Cuiry-Housse,02
698,02250,Cuiry-lès-Chaudardes,02
699,02251,Cuiry-lès-Iviers,02
700,02252,Cuissy-et-Geny,02
701,02253,Cuisy-en-Almont,02
702,02254,Cutry,02
703,02255,Cys-la-Commune,02
704,02256,Dagny-Lambercy,02
705,02257,Dallon,02
706,02258,Dammard,02
707,02259,Dampleux,02
708,02260,Danizy,02
709,02261,Dercy,02
710,02262,Deuillet,02
711,02263,Dhuizel,02
712,02264,Dizy-le-Gros,02
713,02265,Dohis,02
714,02266,Dolignon,02
715,02267,Dommiers,02
716,02268,Domptin,02
717,02269,Dorengt,02
718,02270,Douchy,02
719,02271,Dravegny,02
720,02272,Droizy,02
721,02273,Dury,02
722,02274,Ébouleau,02
723,02275,Effry,02
724,02276,Englancourt,02
725,02277,Épagny,02
726,02278,Éparcy,02
727,02279,Épaux-Bézu,02
728,02280,Épieds,02
729,02281,L'Épine-aux-Bois,02
730,02282,Eppes,02
731,02283,Erlon,02
732,02284,Erloy,02
733,02286,Esquéhéries,02
734,02287,Essigny-le-Grand,02
735,02288,Essigny-le-Petit,02
736,02289,Essises,02
737,02290,Essômes-sur-Marne,02
738,02291,Estrées,02
739,02292,Étampes-sur-Marne,02
740,02293,Étaves-et-Bocquiaux,02
741,02294,Étouvelles,02
742,02295,Étréaupont,02
743,02296,Étreillers,02
744,02297,Étrépilly,02
745,02298,Étreux,02
746,02299,Évergnicourt,02
747,02302,Faverolles,02
748,02303,Fayet,02
749,02304,La Fère,02
750,02305,Fère-en-Tardenois,02
751,02306,La Ferté-Chevresis,02
752,02307,La Ferté-Milon,02
753,02308,Fesmy-le-Sart,02
754,02309,Festieux,02
755,02310,Fieulaine,02
756,02311,Filain,02
757,02312,La Flamengrie,02
758,02313,Flavigny-le-Grand-et-Beaurain,02
759,02315,Flavy-le-Martel,02
760,02316,Fleury,02
761,02317,Fluquières,02
762,02318,Folembray,02
763,02319,Fonsomme,02
764,02320,Fontaine-lès-Clercs,02
765,02321,Fontaine-lès-Vervins,02
766,02322,Fontaine-Notre-Dame,02
767,02323,Fontaine-Uterte,02
768,02324,Fontenelle,02
769,02326,Fontenoy,02
770,02327,Foreste,02
771,02328,Fossoy,02
772,02329,Fourdrain,02
773,02330,Francilly-Selency,02
774,02331,Franqueville,02
775,02332,Fresnes-en-Tardenois,02
776,02333,Fresnes-sous-Coucy,02
777,02334,Fresnoy-le-Grand,02
778,02335,Fressancourt,02
779,02336,Frières-Faillouël,02
780,02337,Froidestrées,02
781,02338,Froidmont-Cohartille,02
782,02339,Gandelu,02
783,02340,Gauchy,02
786,02341,Gercy,02
787,02342,Gergny,02
788,02343,Germaine,02
789,02345,Gibercourt,02
790,02346,Gizy,02
791,02347,Gland,02
792,02349,Goudelancourt-lès-Berrieux,02
793,02350,Goudelancourt-lès-Pierrepont,02
794,02351,Goussancourt,02
795,02352,Gouy,02
796,02353,Grandlup-et-Fay,02
797,02354,Grandrieux,02
798,02355,Gricourt,02
799,02356,Grisolles,02
800,02357,Gronard,02
801,02358,Grougis,02
802,02359,Grugies,02
803,02360,Villeneuve-sur-Aisne,02
804,02361,Guise,02
805,02362,Guivry,02
806,02363,Guny,02
807,02364,Guyencourt,02
808,02366,Hannapes,02
809,02367,Happencourt,02
810,02368,Haramont,02
811,02369,Harcigny,02
812,02370,Hargicourt,02
813,02371,Harly,02
814,02372,Hartennes-et-Taux,02
815,02373,Hary,02
816,02374,Lehaucourt,02
817,02375,Hautevesnes,02
818,02376,Hauteville,02
819,02377,Haution,02
820,02378,La Hérie,02
821,02379,Le Hérie-la-Viéville,02
822,02380,Hinacourt,02
823,02381,Hirson,02
827,02382,Holnon,02
828,02383,Homblières,02
829,02384,Houry,02
830,02385,Housset,02
831,02386,Iron,02
832,02387,Itancourt,02
833,02388,Iviers,02
834,02389,Jaulgonne,02
835,02390,Jeancourt,02
836,02391,Jeantes,02
837,02392,Joncourt,02
838,02393,Jouaignes,02
839,02395,Jumencourt,02
840,02396,Jumigny,02
841,02397,Jussy,02
842,02398,Juvigny,02
843,02399,Juvincourt-et-Damary,02
844,02400,Laffaux,02
845,02401,Laigny,02
846,02402,Lanchy,02
847,02403,Landifay-et-Bertaignemont,02
848,02404,Landouzy-la-Cour,02
849,02405,Landouzy-la-Ville,02
850,02406,Landricourt,02
851,02407,Laniscourt,02
852,02408,Laon,02
864,02409,Lappion,02
865,02410,Largny-sur-Automne,02
866,02411,Latilly,02
867,02412,Launoy,02
868,02413,Laval-en-Laonnois,02
869,02414,Lavaqueresse,02
870,02415,Laversine,02
871,02416,Lemé,02
872,02417,Lempire,02
873,02418,Lerzy,02
874,02419,Leschelle,02
875,02420,Lesdins,02
876,02421,Lesges,02
877,02422,Lesquielles-Saint-Germain,02
878,02423,Leuilly-sous-Coucy,02
879,02424,Leury,02
880,02425,Leuze,02
881,02426,Levergies,02
882,02427,Lhuys,02
883,02428,Licy-Clignon,02
884,02429,Lierval,02
885,02430,Liesse-Notre-Dame,02
886,02431,Liez,02
887,02432,Limé,02
888,02433,Lislet,02
889,02435,Logny-lès-Aubenton,02
890,02438,Longpont,02
891,02439,Les Septvallons,02
892,02440,Lor,02
893,02441,Louâtre,02
894,02442,Loupeigne,02
895,02443,Lucy-le-Bocage,02
896,02444,Lugny,02
897,02445,Luzoir,02
898,02446,Ly-Fontaine,02
899,02447,Maast-et-Violaine,02
900,02448,Mâchecourt,02
901,02449,Macogny,02
902,02450,Macquigny,02
903,02451,Magny-la-Fosse,02
904,02452,Maissemy,02
905,02453,Maizy,02
906,02454,La Malmaison,02
907,02455,Malzy,02
908,02456,Manicamp,02
909,02457,Marchais,02
910,02458,Dhuys et Morin-en-Brie,02
911,02459,Marcy,02
912,02460,Marcy-sous-Marle,02
913,02461,Marest-Dampcourt,02
914,02462,Mareuil-en-Dôle,02
915,02463,Marfontaine,02
916,02464,Margival,02
917,02465,Marigny-en-Orxois,02
918,02466,Marizy-Sainte-Geneviève,02
919,02467,Marizy-Saint-Mard,02
920,02468,Marle,02
921,02469,Marly-Gomont,02
922,02470,Martigny,02
923,02471,Martigny-Courpierre,02
924,02472,Mauregny-en-Haye,02
925,02473,Mayot,02
926,02474,Mennessis,02
927,02476,Mennevret,02
928,02477,Mercin-et-Vaux,02
929,02478,Merlieux-et-Fouquerolles,02
930,02480,Mesbrecourt-Richecourt,02
931,02481,Mesnil-Saint-Laurent,02
932,02482,Meurival,02
933,02483,Mézières-sur-Oise,02
934,02484,Mézy-Moulins,02
935,02485,Missy-aux-Bois,02
936,02486,Missy-lès-Pierrepont,02
937,02487,Missy-sur-Aisne,02
938,02488,Molain,02
939,02489,Molinchart,02
940,02490,Monampteuil,02
941,02491,Monceau-le-Neuf-et-Faucouzy,02
942,02492,Monceau-lès-Leups,02
943,02493,Monceau-le-Waast,02
944,02494,Monceau-sur-Oise,02
945,02495,Mondrepuis,02
946,02496,Monnes,02
947,02497,Mons-en-Laonnois,02
948,02498,Montaigu,02
949,02499,Montbavin,02
950,02500,Montbrehain,02
951,02501,Montchâlons,02
952,02502,Montcornet,02
953,02503,Mont-d'Origny,02
954,02504,Montescourt-Lizerolles,02
955,02505,Montfaucon,02
956,02506,Montgobert,02
957,02507,Montgru-Saint-Hilaire,02
958,02508,Monthenault,02
959,02509,Monthiers,02
960,02510,Monthurel,02
961,02511,Montigny-en-Arrouaise,02
962,02512,Montigny-l'Allier,02
963,02513,Montigny-le-Franc,02
964,02514,Montigny-Lengrain,02
965,02515,Montigny-lès-Condé,02
966,02516,Montigny-sous-Marle,02
967,02517,Montigny-sur-Crécy,02
968,02518,Montlevon,02
969,02519,Montloué,02
970,02520,Mont-Notre-Dame,02
971,02521,Montreuil-aux-Lions,02
972,02522,Mont-Saint-Jean,02
973,02523,Mont-Saint-Martin,02
974,02524,Mont-Saint-Père,02
975,02525,Morcourt,02
976,02526,Morgny-en-Thiérache,02
977,02527,Morsain,02
978,02528,Mortefontaine,02
979,02529,Mortiers,02
980,02530,Moulins,02
981,02531,Moussy-Verneuil,02
982,02532,Moÿ-de-l'Aisne,02
983,02533,Muret-et-Crouttes,02
984,02534,Muscourt,02
985,02535,Nampcelles-la-Cour,02
986,02536,Nampteuil-sous-Muret,02
987,02537,Nanteuil-la-Fosse,02
988,02538,Nanteuil-Notre-Dame,02
989,02539,Nauroy,02
990,02540,Nesles-la-Montagne,02
991,02541,Neufchâtel-sur-Aisne,02
992,02542,Neuflieux,02
