,CODE_INSEE,LIBCOM,DEP
11786,27228,Éturqueraye,27
11787,27229,Évreux,27
11816,27230,Ézy-sur-Eure,27
11817,27231,Fains,27
11818,27232,Farceaux,27
11819,27233,Fatouville-Grestain,27
11820,27234,Fauville,27
11821,27235,Faverolles-la-Campagne,27
11822,27237,Le Favril,27
11823,27238,Ferrières-Haut-Clocher,27
11824,27239,Ferrières-Saint-Hilaire,27
11825,27240,La Ferrière-sur-Risle,27
11826,27241,Feuguerolles,27
11827,27242,Le Fidelaire,27
11828,27243,Fiquefleur-Équainville,27
11829,27245,Fleury-la-Forêt,27
11830,27246,Fleury-sur-Andelle,27
11831,27247,Flipou,27
11832,27248,Folleville,27
11833,27249,Fontaine-Bellenger,27
11834,27251,Fontaine-l'Abbé,27
11835,27252,Fontaine-la-Louvet,27
11836,27254,Fontaine-sous-Jouy,27
11837,27256,La Forêt-du-Parc,27
11838,27258,Fort-Moville,27
11839,27259,Foucrainville,27
11840,27260,Foulbec,27
11841,27261,Fouqueville,27
11842,27263,Le Perrey,27
11843,27266,Franqueville,27
11844,27267,Freneuse-sur-Risle,27
11845,27269,Fresne-Cauverville,27
11846,27271,Fresney,27
11847,27273,Gadencourt,27
11848,27275,Gaillon,27
11851,27276,Gamaches-en-Vexin,27
11852,27277,La Baronnie,27
11853,27278,Garennes-sur-Eure,27
11854,27279,Gasny,27
11855,27280,Gauciel,27
11856,27281,Gaudreville-la-Rivière,27
11857,27282,Gauville-la-Campagne,27
11858,27284,Gisors,27
11863,27285,Giverny,27
11864,27286,Giverville,27
11865,27287,Glisolles,27
11866,27288,Glos-sur-Risle,27
11867,27289,La Goulafrière,27
11868,27290,Goupil-Othon,27
11869,27291,Gournay-le-Guérin,27
11870,27294,Val d'Orger,27
11871,27295,Grand-Camp,27
11872,27298,Graveron-Sémerville,27
11873,27299,Gravigny,27
11874,27300,Grosley-sur-Risle,27
11875,27301,Grossœuvre,27
11876,27302,Le Bosc du Theil,27
11877,27304,Guerny,27
11878,27306,Guichainville,27
11879,27307,Guiseniers,27
11880,27309,L'Habit,27
11881,27310,Hacqueville,27
11882,27311,Harcourt,27
11883,27312,Hardencourt-Cocherel,27
11884,27313,La Harengère,27
11885,27315,Harquency,27
11886,27316,Hauville,27
11887,27317,La Haye-Aubrée,27
11888,27318,La Haye-de-Calleville,27
11889,27319,La Haye-de-Routot,27
11890,27320,La Haye-du-Theil,27
11891,27321,La Haye-le-Comte,27
11892,27322,La Haye-Malherbe,27
11893,27323,La Haye-Saint-Sylvestre,27
11894,27324,Hébécourt,27
11895,27325,Hecmanville,27
11896,27326,Hécourt,27
11897,27327,Hectomare,27
11898,27329,Hennezis,27
11899,27330,Herqueville,27
11900,27331,Heubécourt-Haricourt,27
11901,27332,Heudebouville,27
11902,27333,Heudicourt,27
11903,27334,Heudreville-en-Lieuvin,27
11904,27335,Heudreville-sur-Eure,27
11905,27336,La Heunière,27
11906,27337,Heuqueville,27
11907,27338,Les Hogues,27
11908,27339,Hondouville,27
11909,27340,Honguemare-Guenouville,27
11910,27341,L'Hosmes,27
11911,27342,Houetteville,27
11912,27343,Houlbec-Cocherel,27
11913,27345,La Houssaye,27
11914,27346,Houville-en-Vexin,27
11915,27347,Huest,27
11916,27348,Igoville,27
11917,27349,Illeville-sur-Montfort,27
11918,27350,Illiers-l'Évêque,27
11919,27351,Incarville,27
11920,27353,Irreville,27
11921,27354,Iville,27
11922,27355,Ivry-la-Bataille,27
11923,27358,Jouy-sur-Eure,27
11924,27359,Juignettes,27
11925,27360,Jumelles,27
11926,27361,La Lande-Saint-Léger,27
11927,27363,Le Landin,27
11928,27364,Launay,27
11929,27365,Léry,27
11930,27366,Letteguives,27
11931,27367,Lieurey,27
11932,27368,Lignerolles,27
11933,27369,Lilly,27
11934,27370,Lisors,27
11935,27371,Livet-sur-Authou,27
11936,27372,Longchamps,27
11937,27373,Lorleau,27
11938,27374,Louversey,27
11939,27375,Louviers,27
11949,27376,Louye,27
11950,27377,Lyons-la-Forêt,27
11951,27378,La Madeleine-de-Nonancourt,27
11952,27379,Mainneville,27
11953,27380,Malleville-sur-le-Bec,27
11954,27381,Malouy,27
11955,27382,Mandeville,27
11956,27383,Mandres,27
11957,27384,Manneville-la-Raoult,27
11958,27385,Manneville-sur-Risle,27
11959,27386,Le Manoir,27
11960,27388,Marais-Vernier,27
11961,27389,Marbeuf,27
11962,27390,Marcilly-la-Campagne,27
11963,27391,Marcilly-sur-Eure,27
11964,27392,Martagny,27
11965,27393,Martainville,27
11966,27394,Martot,27
11967,27395,Mélicourt,27
11968,27396,Ménesqueville,27
11969,27397,Ménilles,27
11970,27398,Menneval,27
11971,27399,Mercey,27
11972,27400,Merey,27
11973,27401,Le Mesnil-Fuguet,27
11974,27403,Le Mesnil-Jourdain,27
11975,27404,Mesnil-Rousset,27
11976,27405,Mesnil-sous-Vienne,27
11977,27406,Mesnil-sur-l'Estrée,27
11978,27407,Mesnil-Verclives,27
11979,27408,Mézières-en-Vexin,27
11980,27410,Miserey,27
11981,27411,Moisville,27
11982,27412,Terres de Bord,27
11983,27413,Montfort-sur-Risle,27
11984,27414,Montreuil-l'Argillé,27
11985,27415,Morainville-Jouveaux,27
11986,27417,Morgny,27
11987,27418,Morsan,27
11988,27419,Mouettes,27
11989,27420,Mouflaines,27
11990,27421,Mousseaux-Neuville,27
11991,27422,Muids,27
11992,27423,Muzy,27
11993,27424,Nagel-Séez-Mesnil,27
11994,27425,Nassandres sur Risle,27
11995,27426,Neaufles-Saint-Martin,27
11996,27427,Neaufles-Auvergny,27
11997,27428,Le Neubourg,27
11998,27429,Neuilly,27
11999,27430,La Neuve-Grange,27
12000,27431,La Neuve-Lyre,27
12001,27432,La Neuville-du-Bosc,27
12002,27433,Neuville-sur-Authou,27
12003,27434,Noards,27
12004,27435,La Noë-Poulain,27
12005,27436,Nogent-le-Sec,27
12006,27437,Nojeon-en-Vexin,27
12007,27438,Nonancourt,27
12008,27439,Normanville,27
12009,27440,Notre-Dame-de-l'Isle,27
12010,27441,Notre-Dame-d'Épine,27
12011,27442,Notre-Dame-du-Hamel,27
12012,27444,Le Noyer-en-Ouche,27
12013,27445,Noyers,27
12014,27446,Ormes,27
12015,27447,Le Val-Doré,27
12016,27448,Pacy-sur-Eure,27
12017,27451,Parville,27
12018,27453,Perriers-sur-Andelle,27
12019,27454,Perruel,27
12020,27455,Piencourt,27
12021,27456,Pinterville,27
12022,27457,Piseux,27
12023,27458,Pîtres,27
12024,27459,Les Places,27
12025,27460,Plainville,27
12026,27462,Le Planquay,27
12027,27463,Plasnes,27
12028,27464,Le Plessis-Grohan,27
12029,27465,Le Plessis-Hébert,27
12030,27466,Le Plessis-Sainte-Opportune,27
12031,27467,Pont-Audemer,27
12036,27468,Pont-Authou,27
12037,27469,Pont-de-l'Arche,27
12038,27470,Pont-Saint-Pierre,27
12039,27471,Porte-de-Seine,27
12040,27472,Portes,27
12041,27473,Port-Mort,27
12042,27474,Poses,27
12043,27475,La Poterie-Mathieu,27
12044,27476,Les Préaux,27
12045,27477,Pressagny-l'Orgueilleux,27
12046,27478,Prey,27
12047,27480,Puchay,27
12048,27481,Pullay,27
12049,27482,La Pyle,27
12050,27483,Quatremare,27
12051,27485,Quillebeuf-sur-Seine,27
12052,27486,Quittebeuf,27
12053,27487,Radepont,27
12054,27488,Renneville,27
12055,27489,Reuilly,27
12056,27490,Richeville,27
12057,27492,Romilly-la-Puthenaye,27
12058,27493,Romilly-sur-Andelle,27
12059,27495,La Roquette,27
12060,27496,Rosay-sur-Lieure,27
12061,27497,Rougemontiers,27
12062,27498,Rouge-Perriers,27
12063,27500,Routot,27
12064,27501,Rouvray,27
12065,27502,Rugles,27
12066,27504,Sacquenville,27
12067,27505,Saint-Agnan-de-Cernières,27
12068,27507,Saint-André-de-l'Eure,27
12069,27508,Saint-Antonin-de-Sommaire,27
12070,27511,Saint-Aubin-d'Écrosville,27
12071,27512,Saint-Aubin-de-Scellon,27
12072,27514,Saint-Aubin-du-Thenney,27
12073,27516,Treis-Sants-en-Ouche,27
12074,27517,Saint-Aubin-sur-Gaillon,27
12075,27518,Saint-Aubin-sur-Quillebeuf,27
12076,27520,Saint-Benoît-des-Ombres,27
12077,27521,Saint-Christophe-sur-Avre,27
12078,27522,Saint-Christophe-sur-Condé,27
12079,27524,Sainte-Colombe-la-Commanderie,27
12080,27525,Sainte-Colombe-près-Vernon,27
12081,27527,Saint-Cyr-de-Salerne,27
12082,27528,Le Vaudreuil,27
12083,27529,Saint-Cyr-la-Campagne,27
12084,27530,Saint-Denis-d'Augerons,27
12085,27531,Saint-Denis-des-Monts,27
12086,27533,Saint-Denis-le-Ferment,27
12087,27534,Saint-Didier-des-Bois,27
12088,27535,Saint-Élier,27
12089,27536,Saint-Éloi-de-Fourques,27
12090,27537,Saint-Étienne-du-Vauvray,27
12091,27538,Saint-Étienne-l'Allier,27
12092,27539,Saint-Étienne-sous-Bailleul,27
12093,27540,Sainte-Geneviève-lès-Gasny,27
12094,27541,Le Mesnil-Saint-Jean,27
12095,27542,Saint-Georges-du-Vièvre,27
12096,27543,Saint-Georges-Motel,27
12097,27544,Saint-Germain-de-Fresney,27
12098,27545,Saint-Germain-de-Pasquier,27
12099,27546,Saint-Germain-des-Angles,27
12100,27547,Saint-Germain-la-Campagne,27
12101,27548,Saint-Germain-sur-Avre,27
12102,27550,Saint-Grégoire-du-Vièvre,27
12103,27552,Saint-Jean-du-Thenney,27
12104,27553,Saint-Julien-de-la-Liègue,27
12105,27554,La Chapelle-Longueville,27
12106,27555,Saint-Laurent-des-Bois,27
12107,27556,Saint-Laurent-du-Tencement,27
12108,27557,Saint-Léger-de-Rôtes,27
12109,27558,Saint-Léger-du-Gennetey,27
12110,27560,Saint-Luc,27
12111,27561,Saint-Maclou,27
12112,27562,Saint-Marcel,27
12113,27563,Saint-Mards-de-Blacarville,27
12114,27564,Saint-Mards-de-Fresne,27
12115,27565,Le Lesme,27
12116,27567,Sainte-Marie-de-Vatimesnil,27
12117,27568,Sainte-Marthe,27
12118,27569,Saint-Martin-du-Tilleul,27
12119,27570,Saint-Martin-la-Campagne,27
12120,27571,Saint-Martin-Saint-Firmin,27
12121,27572,Saint-Meslin-du-Bosc,27
12122,27576,Sainte-Opportune-du-Bosc,27
12123,27577,Sainte-Opportune-la-Mare,27
12124,27578,Sainte-Marie-d'Attez,27
12125,27579,Saint-Ouen-de-Pontcheuil,27
12126,27580,Saint-Ouen-de-Thouberville,27
12127,27582,Saint-Ouen-du-Tilleul,27
12128,27584,Saint-Paul-de-Fourques,27
12129,27586,Saint-Philbert-sur-Boissey,27
12130,27587,Saint-Philbert-sur-Risle,27
12131,27589,Saint-Pierre-de-Bailleul,27
12132,27590,Saint-Pierre-de-Cernières,27
12133,27591,Saint-Pierre-de-Cormeilles,27
12134,27592,Saint-Pierre-de-Salerne,27
12135,27593,Saint-Pierre-des-Fleurs,27
12136,27594,Saint-Pierre-des-Ifs,27
12137,27595,Saint-Pierre-du-Bosguérard,27
12138,27597,Saint-Pierre-du-Val,27
12139,27598,Saint-Pierre-du-Vauvray,27
12140,27599,Saint-Pierre-la-Garenne,27
12141,27601,Saint-Samson-de-la-Roque,27
12142,27602,Saint-Sébastien-de-Morsent,27
12143,27603,Saint-Siméon,27
12144,27604,Saint-Sulpice-de-Grimbouville,27
12145,27605,Saint-Sylvestre-de-Cormeilles,27
12146,27606,Saint-Symphorien,27
12147,27608,Saint-Victor-de-Chrétienville,27
12148,27609,Saint-Victor-d'Épine,27
12149,27610,Saint-Victor-sur-Avre,27
12150,27611,Saint-Vigor,27
12151,27612,Saint-Vincent-des-Bois,27
12152,27613,Saint-Vincent-du-Boulay,27
12153,27614,Sancourt,27
12154,27615,Sassey,27
12155,27616,La Saussaye,27
12156,27617,Saussay-la-Campagne,27
12157,27618,Sébécourt,27
12158,27620,Selles,27
12159,27621,Serez,27
12160,27622,Serquigny,27
12161,27623,Surtauville,27
12162,27624,Surville,27
12163,27625,Suzay,27
12164,27627,Le Theil-Nolent,27
12165,27629,Thiberville,27
12166,27630,Thibouville,27
12167,27631,Thierville,27
12168,27632,Le Thil,27
12169,27633,Les Thilliers-en-Vexin,27
12170,27635,Le Thuit,27
12171,27638,Le Thuit de l'Oison,27
12172,27640,Tilleul-Dame-Agnès,27
12173,27641,Le Tilleul-Lambert,27
12174,27643,Tillières-sur-Avre,27
12175,27644,Tilly,27
12176,27645,Tocqueville,27
12177,27646,Le Torpt,27
12178,27649,Touffreville,27
12179,27650,Tournedos-Bois-Hubert,27
12180,27652,Tourneville,27
12181,27654,Tourville-la-Campagne,27
12182,27655,Tourville-sur-Pont-Audemer,27
12183,27656,Toutainville,27
12184,27658,Le Tremblay-Omonville,27
12185,27659,La Trinité,27
12186,27660,La Trinité-de-Réville,27
12187,27661,La Trinité-de-Thouberville,27
12188,27662,Triqueville,27
12189,27663,Le Troncq,27
12190,27664,Le Tronquay,27
12191,27665,Trouville-la-Haule,27
12192,27666,La Vacherie,27
12193,27667,Valailles,27
12194,27668,Le Val-David,27
12195,27669,Valletot,27
12196,27670,Vandrimare,27
12197,27671,Vannecrocq,27
12198,27672,Vascœuil,27
12199,27673,Vatteville,27
12200,27674,Vaux-sur-Eure,27
12201,27676,Les Trois Lacs,27
12202,27677,Venon,27
12203,27678,Les Ventes,27
12204,27679,Verneuil d'Avre et d'Iton,27
12208,27680,Verneusses,27
12209,27681,Vernon,27
12219,27682,Vesly,27
12220,27683,Vézillon,27
12221,27684,Le Vieil-Évreux,27
12222,27685,La Vieille-Lyre,27
12223,27686,Vieux-Port,27
12224,27689,Villegats,27
12225,27690,Villers-en-Vexin,27
12226,27691,Villers-sur-le-Roule,27
12227,27692,Villettes,27
12228,27693,Sylvains-Lès-Moulins,27
12229,27694,Villez-sous-Bailleul,27
12230,27695,Villez-sur-le-Neubourg,27
12231,27696,Villiers-en-Désœuvre,27
12232,27697,Vironvay,27
12233,27698,Vitot,27
12234,27699,Voiscreville,27
12235,27700,Vraiville,27
12236,27701,Val-de-Reuil,27
12240,28001,Abondant,28
12241,28003,Allainville,28
12242,28004,Allonnes,28
12243,28005,Alluyes,28
12244,28006,Amilly,28
12245,28007,Anet,28
12246,28008,Ardelles,28
12247,28009,Ardelu,28
12248,28010,Argenvilliers,28
12249,28012,Commune nouvelle d'Arrou,28
12250,28013,Aunay-sous-Auneau,28
12251,28014,Aunay-sous-Crécy,28
12252,28015,Auneau-Bleury-Saint-Symphorien,28
12253,28016,Les Autels-Villevillon,28
12254,28018,Authon-du-Perche,28
12255,28019,Baigneaux,28
12256,28021,Bailleau-le-Pin,28
12257,28022,Bailleau-l'Évêque,28
12258,28023,Bailleau-Armenonville,28
12259,28024,Barjouville,28
12260,28025,Barmainville,28
12261,28026,Baudreville,28
12262,28027,La Bazoche-Gouet,28
12263,28028,Bazoches-en-Dunois,28
12264,28029,Bazoches-les-Hautes,28
12265,28030,Beauche,28
12266,28031,Beaumont-les-Autels,28
12267,28032,Beauvilliers,28
12268,28033,Belhomert-Guéhouville,28
12269,28034,Berchères-Saint-Germain,28
12270,28035,Berchères-les-Pierres,28
12271,28036,Berchères-sur-Vesgre,28
12272,28037,Bérou-la-Mulotière,28
12273,28038,Béthonvilliers,28
12274,28039,Béville-le-Comte,28
12275,28040,Billancelles,28
12276,28041,Blandainville,28
12277,28045,Boissy-en-Drouais,28
12278,28046,Boissy-lès-Perche,28
12279,28047,Boisville-la-Saint-Père,28
12280,28048,La Bourdinière-Saint-Loup,28
12281,28049,Boncé,28
12282,28050,Boncourt,28
12283,28051,Bonneval,28
12284,28052,Bouglainval,28
12285,28053,Le Boullay-les-Deux-Églises,28
12286,28054,Le Boullay-Mivoye,28
12287,28055,Le Boullay-Thierry,28
12288,28056,Boutigny-Prouais,28
12289,28057,Bouville,28
12290,28058,Bréchamps,28
12291,28059,Brezolles,28
12292,28060,Briconville,28
12293,28061,Brou,28
12294,28062,Broué,28
12295,28064,Bû,28
12296,28065,Bullainville,28
12297,28067,Cernay,28
12298,28068,Challet,28
12299,28070,Champhol,28
12300,28071,Champrond-en-Gâtine,28
12301,28072,Champrond-en-Perchet,28
12302,28073,Champseru,28
12303,28074,La Chapelle-d'Aunainville,28
12304,28075,La Chapelle-du-Noyer,28
12305,28076,La Chapelle-Forainvilliers,28
12306,28077,La Chapelle-Fortin,28
12307,28078,Chapelle-Guillaume,28
12308,28079,Chapelle-Royale,28
12309,28080,Charbonnières,28
12310,28081,Charonville,28
12311,28082,Charpont,28
12312,28084,Chartainvilliers,28
12313,28085,Chartres,28
12329,28086,Chassant,28
12330,28087,Châtaincourt,28
12331,28088,Châteaudun,28
12336,28089,Châteauneuf-en-Thymerais,28
12337,28090,Les Châtelets,28
12338,28091,Les Châtelliers-Notre-Dame,28
12339,28092,Châtenay,28
12340,28094,Chaudon,28
12341,28095,Chauffours,28
12342,28096,La Chaussée-d'Ivry,28
12343,28098,Cherisy,28
12344,28099,Chuisnes,28
12345,28100,Cintray,28
12346,28102,Clévilliers,28
12347,28103,Cloyes-les-Trois-Rivières,28
12348,28104,Coltainville,28
12349,28105,Combres,28
12350,28106,Conie-Molitard,28
12351,28107,Corancez,28
12352,28108,Cormainville,28
12353,28109,Les Corvées-les-Yys,28
12354,28110,Le Coudray,28
12355,28111,Coudray-au-Perche,28
12356,28113,Coulombs,28
12357,28114,Courbehaye,28
12358,28116,Courville-sur-Eure,28
12359,28117,Crécy-Couvé,28
12360,28118,Croisilles,28
12361,28119,La Croix-du-Perche,28
12362,28120,Crucey-Villages,28
12363,28121,Dambron,28
12364,28122,Dammarie,28
12365,28123,Dampierre-sous-Brou,28
12366,28124,Dampierre-sur-Avre,28
12367,28126,Dancy,28
12368,28127,Dangeau,28
12369,28128,Dangers,28
12370,28129,Denonville,28
12371,28130,Digny,28
12372,28132,Donnemain-Saint-Mamès,28
12373,28134,Dreux,28
12388,28135,Droue-sur-Drouette,28
12389,28136,Écluzelles,28
12390,28137,Écrosnes,28
12391,28139,Épeautrolles,28
12392,28140,Épernon,28
12393,28141,Ermenonville-la-Grande,28
12394,28142,Ermenonville-la-Petite,28
12395,28143,Escorpain,28
12396,28144,Les Étilleux,28
12397,28146,Faverolles,28
12398,28147,Favières,28
12399,28148,Le Favril,28
12400,28149,La Ferté-Vidame,28
12401,28151,Fessanvilliers-Mattanvilliers,28
12402,28153,Flacey,28
12403,28154,Fontaine-la-Guyon,28
12404,28155,Fontaine-les-Ribouts,28
12405,28156,Fontaine-Simon,28
12406,28157,Fontenay-sur-Conie,28
12407,28158,Fontenay-sur-Eure,28
12408,28159,La Framboisière,28
12409,28160,Francourville,28
12410,28161,Frazé,28
12411,28162,Fresnay-le-Comte,28
12412,28163,Fresnay-le-Gilmert,28
12413,28164,Fresnay-l'Évêque,28
12414,28166,Friaize,28
12415,28167,Fruncé,28
12416,28168,Gallardon,28
12417,28169,Garancières-en-Beauce,28
12418,28170,Garancières-en-Drouais,28
12419,28171,Garnay,28
12420,28172,Gas,28
12421,28173,Gasville-Oisème,28
12422,28175,La Gaudaine,28
12423,28176,Le Gault-Saint-Denis,28
12424,28177,Gellainville,28
12425,28178,Germainville,28
12426,28180,Gilles,28
12427,28182,Gohory,28
12428,28183,Gommerville,28
12429,28184,Gouillons,28
12430,28185,Goussainville,28
12431,28187,Guainville,28
12432,28188,Le Gué-de-Longroi,28
12433,28189,Guilleville,28
12434,28190,Guillonville,28
12435,28191,Hanches,28
12436,28192,Happonvilliers,28
12437,28193,Havelu,28
12438,28194,Houville-la-Branche,28
12439,28195,Houx,28
12440,28196,Illiers-Combray,28
12441,28197,Intréville,28
12442,28198,Jallans,28
12443,28199,Janville-en-Beauce,28
12444,28200,Jaudrais,28
12445,28201,Jouy,28
12446,28202,Lamblore,28
12447,28203,Landelles,28
12448,28206,Laons,28
12449,28207,Léthuin,28
12450,28208,Levainville,28
12451,28209,Lèves,28
12452,28210,Levesville-la-Chenard,28
12453,28211,Logron,28
12454,28212,Loigny-la-Bataille,28
12455,28213,Lormaye,28
12456,28214,La Loupe,28
12457,28215,Louville-la-Chenard,28
12458,28216,Louvilliers-en-Drouais,28
12459,28217,Louvilliers-lès-Perche,28
12460,28218,Lucé,28
12466,28219,Luigny,28
12467,28220,Luisant,28
12470,28221,Lumeau,28
12471,28222,Luplanté,28
12472,28223,Luray,28
12473,28225,Magny,28
12474,28226,Maillebois,28
12475,28227,Maintenon,28
12476,28229,Mainvilliers,28
12481,28230,Maisons,28
12482,28231,La Mancelière,28
12483,28232,Manou,28
12484,28233,Marboué,28
12485,28234,Marchéville,28
12486,28235,Marchezais,28
12487,28236,Arcisses,28
12488,28237,Marolles-les-Buis,28
12489,28239,Marville-Moutiers-Brûlé,28
12490,28240,Meaucé,28
12491,28242,Méréglise,28
12492,28243,Mérouville,28
12493,28245,Meslay-le-Grenet,28
12494,28246,Meslay-le-Vidame,28
12495,28247,Le Mesnil-Simon,28
12496,28248,Le Mesnil-Thomas,28
12497,28249,Mévoisins,28
12498,28251,Mézières-en-Drouais,28
12499,28252,Miermaigne,28
12500,28253,Mignières,28
12501,28254,Mittainvilliers-Vérigny,28
12502,28255,Moinville-la-Jeulin,28
12503,28256,Moléans,28
12504,28257,Mondonville-Saint-Jean,28
12505,28259,Montboissier,28
12506,28260,Montharville,28
12507,28261,Montigny-le-Chartif,28
12508,28263,Montigny-sur-Avre,28
12509,28264,Montireau,28
12510,28265,Montlandon,28
12511,28267,Montreuil,28
12512,28268,Morainville,28
12513,28269,Morancez,28
12514,28270,Moriers,28
12515,28271,Morvilliers,28
12516,28272,Mottereau,28
12517,28273,Moulhard,28
12518,28274,Moutiers,28
12519,28275,Néron,28
12520,28276,Neuvy-en-Beauce,28
12521,28277,Neuvy-en-Dunois,28
12522,28278,Nogent-le-Phaye,28
12523,28279,Nogent-le-Roi,28
12524,28280,Nogent-le-Rotrou,28
12529,28281,Nogent-sur-Eure,28
12530,28282,Nonvilliers-Grandhoux,28
12531,28283,Nottonville,28
12532,28284,Oinville-Saint-Liphard,28
12533,28285,Oinville-sous-Auneau,28
12534,28286,Ollé,28
12535,28287,Orgères-en-Beauce,28
12536,28289,Ormoy,28
12537,28290,Orrouer,28
12538,28291,Ouarville,28
12539,28292,Ouerre,28
12540,28293,Oulins,28
12541,28294,Oysonville,28
12542,28296,Péronville,28
12543,28298,Pierres,28
12544,28299,Les Pinthières,28
12545,28300,Poinville,28
12546,28301,Poisvilliers,28
12547,28302,Pontgouin,28
12548,28303,Poupry,28
12549,28304,Prasville,28
12550,28305,Pré-Saint-Évroult,28
12551,28306,Pré-Saint-Martin,28
12552,28308,Prudemanche,28
12553,28309,Prunay-le-Gillon,28
12554,28310,La Puisaye,28
12555,28312,Puiseux,28
12556,28313,Réclainville,28
12557,28314,Les Ressuintes,28
12558,28315,Revercourt,28
12559,28316,Rohaire,28
12560,28317,Roinville,28
12561,28319,Rouvray-Saint-Denis,28
12562,28321,Rouvres,28
12563,28322,Rueil-la-Gadelière,28
12564,28323,Saint-Ange-et-Torçay,28
12565,28324,Saint-Arnoult-des-Bois,28
12566,28325,Saint-Aubin-des-Bois,28
12567,28326,Saint-Avit-les-Guespières,28
12568,28327,Saint-Bomer,28
12569,28329,Saint-Christophe,28
12570,28330,Villemaury,28
12571,28331,Saintigny,28
12572,28332,Sainte-Gemme-Moronval,28
12573,28333,Saint-Denis-des-Puits,28
12574,28334,Saint-Denis-Lanneray,28
12575,28335,Saint-Éliph,28
12576,28336,Saint-Éman,28
12577,28337,Saint-Georges-sur-Eure,28
12578,28339,Saint-Germain-le-Gaillard,28
12579,28341,Saint-Jean-de-Rebervilliers,28
12580,28342,Saint-Jean-Pierre-Fixte,28
12581,28343,Saint-Laurent-la-Gâtine,28
12582,28344,Saint-Léger-des-Aubées,28
12583,28346,Saint-Lubin-de-Cravant,28
12584,28347,Saint-Lubin-de-la-Haye,28
12585,28348,Saint-Lubin-des-Joncherets,28
12586,28349,Saint-Lucien,28
12587,28350,Saint-Luperce,28
12588,28351,Saint-Maixme-Hauterive,28
12589,28352,Saint-Martin-de-Nigelles,28
12590,28353,Saint-Maur-sur-le-Loir,28
12591,28354,Saint-Maurice-Saint-Germain,28
12592,28355,Saint-Ouen-Marchefroy,28
12593,28357,Saint-Piat,28
12594,28358,Saint-Prest,28
12595,28359,Saint-Rémy-sur-Avre,28
12596,28360,Saint-Sauveur-Marville,28
12597,28362,Saint-Victor-de-Buthon,28
12598,28363,Sainville,28
12599,28364,Sancheville,28
12600,28365,Sandarville,28
12601,28366,Santeuil,28
12602,28367,Santilly,28
12603,28368,La Saucelle,28
12604,28369,Saulnières,28
12605,28370,Saumeray,28
12606,28371,Saussay,28
12607,28372,Senantes,28
12608,28373,Senonches,28
12609,28374,Serazereux,28
12610,28375,Serville,28
12611,28377,Sorel-Moussel,28
12612,28378,Souancé-au-Perche,28
12613,28379,Soulaires,28
12614,28380,Sours,28
12615,28382,Terminiers,28
12616,28383,Theuville,28
12617,28385,Le Thieulin,28
12618,28386,Thimert-Gâtelles,28
12619,28387,Thiron-Gardais,28
12620,28388,Thivars,28
12621,28389,Thiville,28
12622,28390,Tillay-le-Péneux,28
12623,28391,Toury,28
12624,28392,Trancrainville,28
12625,28393,Tremblay-les-Villages,28
12626,28394,Tréon,28
12627,28395,Trizay-Coutretot-Saint-Serge,28
12628,28396,Trizay-lès-Bonneval,28
12629,28397,Umpeau,28
12630,28398,Unverre,28
12631,28400,Varize,28
12632,28401,Vaupillon,28
12633,28403,Ver-lès-Chartres,28
12634,28404,Vernouillet,28
12640,28405,Vert-en-Drouais,28
12641,28406,Éole-en-Beauce,28
12642,28407,Vichères,28
12643,28408,Vierville,28
12644,28409,Vieuvicq,28
12645,28410,Villampuy,28
12646,28411,Villars,28
12647,28414,Villebon,28
12648,28415,Villemeux-sur-Eure,28
12649,28417,Villiers-le-Morhier,28
12650,28418,Villiers-Saint-Orien,28
12651,28419,Vitray-en-Beauce,28
12652,28421,Voise,28
12653,28422,Les Villages Vovéens,28
12654,28423,Yermenonville,28
12655,28424,Yèvres,28
12656,28425,Ymeray,28
12657,28426,Ymonville,28
12658,29001,Argol,29
12659,29002,Arzano,29
12660,29003,Audierne,29
12661,29004,Bannalec,29
12662,29005,Baye,29
12663,29006,Bénodet,29
12664,29007,Berrien,29
12665,29008,Beuzec-Cap-Sizun,29
12666,29010,Bodilis,29
12667,29011,Bohars,29
12668,29012,Bolazec,29
12669,29013,Botmeur,29
12670,29014,Botsorhel,29
12671,29015,Bourg-Blanc,29
12672,29016,Brasparts,29
12673,29017,Brélès,29
12674,29018,Brennilis,29
12675,29019,Brest,29
12739,29020,Briec,29
12740,29021,Plounéour-Brignogan-plages,29
12741,29022,Camaret-sur-Mer,29
12742,29023,Carantec,29
12743,29024,Carhaix-Plouguer,29
12746,29025,Cast,29
12747,29026,Châteaulin,29
12749,29027,Châteauneuf-du-Faou,29
12750,29028,Cléden-Cap-Sizun,29
12751,29029,Cléden-Poher,29
12752,29030,Cléder,29
12753,29031,Clohars-Carnoët,29
12754,29032,Clohars-Fouesnant,29
12755,29033,Le Cloître-Pleyben,29
12756,29034,Le Cloître-Saint-Thégonnec,29
12757,29035,Coat-Méal,29
12758,29036,Collorec,29
12759,29037,Combrit,29
12760,29038,Commana,29
12761,29039,Concarneau,29
12769,29040,Le Conquet,29
12770,29041,Coray,29
12771,29042,Crozon,29
12774,29043,Daoulas,29
12775,29044,Dinéault,29
12776,29045,Dirinon,29
12777,29046,Douarnenez,29
12784,29047,Le Drennec,29
12785,29048,Edern,29
12786,29049,Elliant,29
12787,29051,Ergué-Gabéric,29
12790,29053,Le Faou,29
12791,29054,La Feuillée,29
